No,Disease,Question,Answer1,Answer2,Answer3,Answer4
1981,先天性德國麻疹症候群,接種先天性德國麻疹疫苗該帶什麼證件？,學齡前幼兒前往各衛生所(台北市為聯合醫院12區附設門診部)或預防接種合約院所接種各項常規疫苗須攜帶兒童健康手冊及健保IC卡,,,
1982,先天性德國麻疹症候群,有擴大施打對象嗎？,目前出生滿12個月，及滿5歲至入國小前各常規接種一劑「麻疹、腮腺炎、德國麻疹（MMR）混合疫苗」，另對本國籍育齡婦女，出具經檢測德國麻疹抗體陰性證明者，提供1劑公費MMR疫苗接種,,,
1983,先天性德國麻疹症候群,先天性德國麻疹疫苗有哪些種類,德國麻疹相關疫苗，包括有德國麻疹疫苗(RV)、麻疹德國麻疹混合疫苗(MR)、麻疹腮腺炎德國麻疹混合疫苗(MMR)及麻疹腮腺炎德國麻疹水痘混合疫苗(MMRV),,,
1984,先天性德國麻疹症候群,先天性德國麻疹疫苗有哪些廠牌,國內目前上市提供的疫苗為麻疹、腮腺炎、德國麻疹（MMR）混合疫苗，來自二個廠牌，分別為GSK及MSD,,,
1985,先天性德國麻疹症候群,罹患先天性德國麻疹可以上班上課？,先天性德國麻疹症候群病嬰，可長期排出病毒至1歲左右，故此期間仍需隔離，避免與懷孕婦女及未具免疫力之幼兒接觸，住院期間應由具有抗體之醫護人員照顧，除非個案在出生3個月以後的咽喉和尿液檢體病毒培養陰性為止,,,
1986,先天性德國麻疹症候群,我需要篩檢嗎？,疾管署會從新生兒聽力篩檢、出生通報、健保就醫等資料，找出可能受到感染而罹病的嬰兒。如果您的寶寶具有疑似先天性德國麻疹症候群相關臨床症狀，疾管署會利用寶寶出生時所做的先天性代謝異常疾病篩檢血片剩餘的檢體，進行德國麻疹IgM抗體檢測,,,
1987,先天性德國麻疹症候群,我能公費使用先天性德國麻疹用藥？,無公費用藥,,,
1988,先天性德國麻疹症候群,我適合使用先天性德國麻疹用藥？,先天性德國麻疹症候群無特殊用藥及治療方法，出現疑似症狀，由醫師評估診斷治療,,,
1989,先天性德國麻疹症候群,能自行領用先天性德國麻疹用藥？,先天性德國麻疹症候群無特殊用藥及治療方法，出現疑似症狀，由醫師評估診斷治療,,,
1990,先天性德國麻疹症候群,自費先天性德國麻疹用藥藥多少錢？,先天性德國麻疹症候群無特殊用藥及治療方法，出現疑似症狀，由醫師評估診斷治療,,,
1991,先天性德國麻疹症候群,了解先天性德國麻疹用藥,先天性德國麻疹症候群無特殊用藥及治療方法,,,
1992,先天性德國麻疹症候群,先天性德國麻疹用藥有哪些種類？,先天性德國麻疹症候群無特殊用藥及治療方法,,,
1993,先天性德國麻疹症候群,先天性德國麻疹用藥有哪些廠牌？,先天性德國麻疹症候群無特殊用藥及治療方法,,,
1994,先天性德國麻疹症候群,先天性德國麻疹用藥後要注意什麼？,先天性德國麻疹症候群無特殊用藥及治療方法,,,
1995,先天性德國麻疹症候群,這是治療後的副作用嗎？,先天性德國麻疹症候群無特殊用藥及治療方法,,,
1996,先天性德國麻疹症候群,服用先天性德國麻疹用藥有哪些副作用？,先天性德國麻疹症候群無特殊用藥及治療方法,,,
1997,先天性德國麻疹症候群,服用先天性德國麻疹用藥有副作用要去哪裡就醫？,先天性德國麻疹症候群無特殊用藥及治療方法,,,
1998,先天性德國麻疹症候群,先天性德國麻疹用藥可否自行停藥？,先天性德國麻疹症候群無特殊用藥及治療方法，出現疑似症狀，由醫師評估診斷治療,,,
1999,百日咳,哪裡可以接種百日咳疫苗？,1.您可至全國各地衛生所(台北市為各區健康服務中心)或各縣市預防接種合約醫院診所接種。各縣市疫苗的合約院所，可向各地衛生局(所)洽詢,2.接種地點可以透過本署全球資訊網查詢：http://bit.ly/2VTuyFw,,
2000,百日咳,我想了解百日咳疫苗或預防藥品,"含百日咳疫苗有：
 1.白喉破傷風非細胞性百日咳、b型嗜血桿菌及不活化小兒麻痺五合一疫苗 (DTaP-Hib-IPV)
 2. 白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗(DTaP-IPV)",百日咳確定病例之接觸者及經臨床診斷高度懷疑為百日咳個案，建議接受適當的預防性藥物：Macrolide類及TMP- SMX藥物。其中Macrolide類包含Erythromycin、Azithromycin與Clarithromycin等藥物，對Macrolide類有相關禁忌者可以改用TMP- SMX藥物替代,,
2001,百日咳,接種百日咳疫苗有副作用去哪裡就醫,請儘速至原接種疫苗之醫療院所就醫,,,
2002,百日咳,我能公費使用百日咳用藥？,百日咳公費用藥條件為確定病例之接觸者及經臨床診斷高度懷疑為百日咳者,,,
2003,百日咳,我適合使用百日咳用藥？,經醫師或衛生單位評估為百日咳確定病例之接觸者及經臨床診斷高度懷疑為百日咳個案，建議接受適當的預防性藥物,,,
2004,百日咳,能自行領用百日咳用藥？,經醫師或衛生單位評估為百日咳確定病例之接觸者及經臨床診斷高度懷疑為百日咳個案，建議接受適當的預防性藥物,,,
2005,百日咳,自費百日咳用藥藥多少錢？,因治療藥物之廠牌、劑量、時間等不同，自費價格請洽各醫療院所諮詢,,,
2006,百日咳,了解百日咳用藥,抗生素治療：Macrolide類及TMP- SMX藥物,其中Macrolide類包含Erythromycin、Azithromycin與Clarithromycin等藥物，對Macrolide類有相關禁忌者可以改用TMP- SMX藥物替代,,
2007,百日咳,百日咳用藥有哪些廠牌？,目前預防性用藥為Azithromycin (Zithromax 輝瑞大藥廠)，自費或健保者請洽詢就醫之醫療院所。,,,
2008,百日咳,百日咳用藥有哪些廠牌？,目前預防性用藥為Azithromycin (Zithromax 輝瑞大藥廠)，自費或健保者請洽詢就醫之醫療院所。,,,
2009,百日咳,這是治療後的副作用嗎？,中度腹瀉、噁心、嘔吐、胃痛、過敏反應等，或請洽詢就醫之醫療院所，由醫師評估,,,
2010,百日咳,服用百日咳用藥有副作用要去哪裡就醫？,請儘速至附近醫療院所就醫,,,
2011,百日咳,孕婦感染了百日咳會有什麼症狀？,陣發性咳嗽，吸氣時出現高聲調的哮咳聲,,,
2012,百日咳,嬰幼兒感染了百日咳會有什麼症狀？,陣發性咳嗽，吸氣時出現高聲調的哮咳聲,,,
2013,百日咳,嬰幼兒要如何預防百日咳？,"最有效的方法是疫苗接種
 應儘量避免出入人潮擁擠之公共場所，擔心被感染的易感族群可戴口罩，並勤洗手，避免以手碰觸口鼻等黏膜處。避免帶未滿1歲或未接種疫苗的嬰幼兒至流行地區",,,
2014,百日咳,我想了解四合一疫苗,"1.白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗（DTaP-IPV）含全量百日咳成分，對於百日咳能提供更佳的免疫保護力。
",2.減量破傷風白喉非細胞性百日咳及小兒麻痺混合疫苗（Tdap-IPV）則是將白喉及百日咳疫苗的劑量降低，以減低副作用。,,
2015,侵襲性b型嗜血桿菌感染症,哪裡可以接種「侵襲性b型嗜血桿菌感染症」疫苗？,1.您可至全國各地衛生所(台北市為各區健康服務中心)或各縣市預防接種合約醫院診所接種。各縣市疫苗的合約院所，可向各地衛生局(所)洽詢,2.接種地點可以透過本署全球資訊網查詢：http://bit.ly/2VTuyFw,,
2016,侵襲性b型嗜血桿菌感染症,有擴大施打對象嗎？,"1.國內於2010年3月起將五合一疫苗（白喉、破傷風、非細胞性百日咳、b型嗜血桿菌及不活化小兒麻痺混合疫苗）納入幼兒常規接種項目，於幼兒出生滿2、4、6及18個月時各接種一劑。
 2.一些年齡較大的兒童和具潛在疾病或特殊醫療需求情況之成年人，感染Hib的風險增加，如果他們未在兒童期接種疫苗，亦應接種一劑疫苗，無擴大施打對象。",,,
2017,侵襲性b型嗜血桿菌感染症,疫苗保護力可以持續多久？,Hib結合型疫苗雖然各個抗體上升快慢有點差別，但其整體對嬰兒（大於2個月起）之保護作用均高達95-100%,,,
2018,侵襲性b型嗜血桿菌感染症,罹患「侵襲性b型嗜血桿菌感染症」可以上班上課？,患者自出現疑似症狀就醫，應持續呼吸道隔離，至少至適當的抗生素治療後24小時，期間不可上班上課！,,,
2019,侵襲性b型嗜血桿菌感染症,我需要篩檢嗎？,國內目前並無b型嗜血桿菌篩檢試劑,,,
2020,侵襲性b型嗜血桿菌感染症,我能公費使用「侵襲性b型嗜血桿菌感染症」用藥？,您如為確定病患之接觸者(如家庭成員、托兒所和育嬰中心、6歲以下兒童含特別是新生兒)，即符合公費預防性抗生素提供對象,,,
2021,侵襲性b型嗜血桿菌感染症,我適合使用「侵襲性b型嗜血桿菌感染症」用藥？,如出現疑似症狀，應由醫師評估過您的病史、藥敏史、就醫紀錄酌予調整後，才可使用,,,
2022,侵襲性b型嗜血桿菌感染症,能自行領用「侵襲性b型嗜血桿菌感染症」用藥？,如出現疑似症狀，應由醫師評估過您的病史、藥敏史、就醫紀錄酌予調整後，才可使用,,,
2023,侵襲性b型嗜血桿菌感染症,自費「侵襲性b型嗜血桿菌感染症」用藥藥多少錢？,因治療藥物之廠牌、劑量、時間等不同，自費價格請洽各醫療院所諮詢,,,
2024,侵襲性b型嗜血桿菌感染症,了解「侵襲性b型嗜血桿菌感染症」用藥,1.治療用藥∶  傳統上使用 Ampicillin，但大約有 30％的菌株因具有β-lactamase 而產生抗藥性，故於未確定菌株藥物敏感性前，建議使用 Ceftriaxone 或 Cefotaxime。病患於出院前需給予Rifampin 服用，以確定完全除去病原菌,2.預防用藥∶ 以 Rifampin 的化學藥物預防。Rifampin 可 95％有效清除咽喉內之 Hib 帶菌狀況，但並非毫無限制的使用 Rifampin 於所有接觸者。目前公費預防性抗生素提供對象包含，家庭成員、托兒所和育嬰中心、6歲以下兒童含特別是新生兒,,
2025,侵襲性b型嗜血桿菌感染症,「侵襲性b型嗜血桿菌感染症」用藥有哪些種類？,1.治療用藥∶ 傳統上使用 Ampicillin （以注射法，200～400 mg/公斤/天），但大約有 30％的菌株因具有β-lactamase 而產生抗藥性，故於未確定菌株藥物敏感性前，建議使用 Ceftriaxone 或 Cefotaxime。病患於出院前需給予Rifampin 服用，以確定完全除去病原菌,2.預防用藥∶  以 Rifampin 為主要化學藥物預防,,
2026,侵襲性b型嗜血桿菌感染症,「侵襲性b型嗜血桿菌感染症」用藥有哪些廠牌？,"侵襲性b型嗜血桿菌感染症常見用藥
1.Penicillin(廠牌包含輝瑞藥廠、永豐化學、中化CCPC等)
2.Rifampin(廠牌包含榮民製藥、中化CCPC、國嘉、永信、培力藥品、景德等)
3.Ceftriaxone(廠牌包含汎生、信東、羅氏、Alvogen、優良化學製藥等)
4.Cefotaxime(廠牌包含政德、賽諾菲等)
5.Azithromycin(廠牌包含輝瑞大藥廠、Haupt pharma等)",,,
2027,侵襲性b型嗜血桿菌感染症,「侵襲性b型嗜血桿菌感染症」用藥後要注意什麼？,有關用藥後注意事項，應諮詢專業醫療或藥事人員，確實依照指示服用藥物,,,
2028,侵襲性b型嗜血桿菌感染症,這是治療後的副作用嗎？,服藥之副作用因個人的體質、反應、耐受性不同而異，可諮詢給藥醫師或藥師,,,
2029,侵襲性b型嗜血桿菌感染症,服用「侵襲性b型嗜血桿菌感染症」用藥有哪些副作用？,服藥之副作用因個人的體質、反應、耐受性不同而異，可諮詢給藥醫師或藥師,"1.Penicillin：最常見的副作用為：胃部不適、輕度腹瀉、嘔吐、噁心。 其它可能副作用包括：胸口灼熱、頭暈等

2.Rifampin：胃灼熱、食慾不振、噁心、唾液\尿液變色。 其它可能副作用包括：胃痙攣、腹瀉、上腹不適、胃脹氣、胃灼熱、面部潮紅、頭痛、睡意、頭暈、注意力不集中、肌肉無力、手腳疼痛、腹瀉、月經週期不規則、汗液或體液變紅、胃部抽痛、胸口灼熱等。 這些副作用，通常在服用藥物一陣子後，應該會漸漸地消失","3.Ceftriaxone：可能出現之副作用並不常見，且大都輕微而短暫。偶有腹瀉、噁心、嘔吐、念珠菌病與抗生素相關之結腸炎

4.Cefotaxime：胃腸不適、頭重腳輕、失眠、興奮、虛弱、過敏、局部灼熱、不適感

5.Azithromycin：最常見的副作用為腹痛、腹瀉、脹氣、噁心、嘔吐。 其它可能副作用包括輕度皮疹、胃口降低、胃部輕微疼痛、胃腸不適、頭痛等等",
2030,侵襲性b型嗜血桿菌感染症,服用「侵襲性b型嗜血桿菌感染症」用藥有副作用要去哪裡就醫？,請儘速至附近醫療院所就醫！,,,
2031,侵襲性b型嗜血桿菌感染症,「侵襲性b型嗜血桿菌感染症」用藥可否自行停藥？,不妥！所有的用藥，均應依醫師指示服藥。,,,
2032,侵襲性b型嗜血桿菌感染症,嬰幼兒感染了侵襲性b型嗜血桿菌感染症會有什麼症狀？,可能出現喉嚨痛、發燒、呼吸困難、嘔吐等；且感染初期的症狀通常很輕微，誤以為是感冒，因而忽略嚴重性,,,
2033,侵襲性b型嗜血桿菌感染症,嬰幼兒要如何預防侵襲性b型嗜血桿菌感染症？,家中有適齡嬰幼兒者應按時於2個月、4個月、6個月及18個月接種五合一疫苗,,,
2034,侵襲性b型嗜血桿菌感染症,我想了解五合一疫苗,國內的五合一疫苗可預防白喉、破傷風、非細胞性百日咳、b型嗜血桿菌及不活化小兒麻痺等五種疾病,,,
2035,破傷風,哪裡可以接種破傷風疫苗？,1.您可至全國各地衛生所(台北市為各區健康服務中心)或各縣市預防接種合約醫院診所接種。各縣市疫苗的合約院所，可向各地衛生局(所)洽詢,2.接種地點可以透過本署全球資訊網查詢：http://bit.ly/2VTuyFw,,
2036,破傷風,我想了解破傷風疫苗或預防藥品,"含破傷風疫苗有：
1.白喉破傷風非細胞性百日咳、b型嗜血桿菌及不活化小兒麻痺五合一疫苗 (DTaP-Hib-IPV)
2.白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗(DTaP-IPV)
3.白喉破傷風混合疫苗 (DT)
4.破傷風減量白喉混合疫苗 (Td)","預防藥品：
1.單一破傷風類毒素TT(Toxoid)
2. 被動免疫血清：TIG－破傷風免疫球蛋白
3.必要時應以擴創術清理傷口，並使用metronidazole等抗生素",,
2037,破傷風,有副作用去哪裡就醫,請儘速至原接種疫苗之醫療院所就醫,,,
2038,破傷風,罹患破傷風要注意什麼？,請儘速至附近醫療院所就醫，接受肌肉注射破傷風免疫球蛋白(TIG)，抗生素需持續治療10～14天。擴創術清理傷口，維持患者呼吸道之暢通，暗室中照顧，必要時可以肌肉鬆弛劑保持患者之鎮靜狀態,,,
2039,破傷風,罹患破傷風可以上班上課？,不需隔離，維持患者呼吸道之暢通，暗室中照顧，必要時可以肌肉鬆弛劑保持患者之鎮靜狀態,,,
2040,破傷風,我能公費使用破傷風用藥？,無公費破傷風用藥，請至醫療院所就醫治療,,,
2041,破傷風,我適合使用破傷風用藥？,如出現疑似症狀，應至醫療院所就醫，由醫師評估過後，才可使用,,,
2042,破傷風,能自行領用破傷風用藥？,如出現疑似症狀，應至醫療院所就醫，由醫師評估過後，才可使用,,,
2043,破傷風,自費破傷風用藥藥多少錢？,因治療藥物之廠牌、劑量、時間等不同，自費價格請洽各醫療院所諮詢,,,
2044,破傷風,了解破傷風用藥,"1.肌肉注射破傷風免疫球蛋白（TIG），並取少量局部注射於傷口周圍。
 2.口服（或靜注）metronidazole（30mg/kg/day）是首選抗生素治療；其次可選用靜脈注射penicillin。抗生素需持續治療10～14天。
 3.支持性療法，必要時可以肌肉鬆弛劑保持患者之鎮靜狀態。",,,
2045,破傷風,破傷風用藥有哪些種類？,"1.肌肉注射破傷風免疫球蛋白（TIG），並取少量局部注射於傷口周圍。
2.口服（或靜注）metronidazole（30mg/kg/day）是首選抗生素治療；其次可選用靜脈注射penicillin。抗生素需持續治療10～14天。
3.支持性療法，必要時可以肌肉鬆弛劑保持患者之鎮靜狀態。",,,
2046,破傷風,破傷風用藥有哪些廠牌？,無公費破傷風用藥，請洽詢就醫之醫療院所,,,
2047,破傷風,破傷風用藥後要注意什麼？,有關用藥後注意事項，應諮詢專業醫療或藥事人員，確實依照指示服用藥物,,,
2048,破傷風,這是治療後的副作用嗎？,請儘速至附近醫療院所就醫，由醫師評估,,,
2049,破傷風,服用破傷風用藥有副作用要去哪裡就醫？,請儘速至附近醫療院所就醫，由醫師評估,,,
2050,破傷風,嬰幼兒感染了破傷風會有什麼症狀？,腹部僵硬及肌肉痙攣，角弓反張及臉部表情出現「痙笑」的特徵，伴隨強烈的肌肉收縮疼痛,,,
2051,破傷風,嬰幼兒要如何預防破傷風？,最有效的方法是疫苗接種,,,
2052,新生兒破傷風,哪裡可以接種新生兒破傷風疫苗？,1.您可至全國各地衛生所(台北市為各區健康服務中心)或各縣市預防接種合約醫院診所接種。各縣市疫苗的合約院所，可向各地衛生局(所)洽詢,2.接種地點可以透過本署全球資訊網查詢：http://bit.ly/2VTuyFw,,
2053,新生兒破傷風,我想了解新生兒破傷風疫苗或預防藥品,"含破傷風疫苗有：
1.白喉破傷風非細胞性百日咳、b型嗜血桿菌及不活化小兒麻痺五合一疫苗 (DTaP-Hib-IPV)
2.白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗(DTaP-IPV)
3.白喉破傷風混合疫苗 (DT)
4.破傷風減量白喉混合疫苗 (Td)","預防藥品：
1.單一破傷風類毒素TT(Toxoid)
2. 被動免疫血清：TIG－破傷風免疫球蛋白
3.必要時應以擴創術清理傷口，並使用metronidazole等抗生素",,
2054,新生兒破傷風,有副作用去哪裡就醫,請儘速至原接種疫苗之醫療院所就醫,,,
2055,新生兒破傷風,罹患新生兒破傷風要注意什麼？,應立即至大醫院急診就醫，並告知醫師嬰兒出生後臍帶護理情形，或有任何傷口有被土壤、塵土或動物及人類糞便污染，或生鏽器具割傷之狀況,,,
2056,新生兒破傷風,我能公費使用新生兒破傷風用藥？,無公費新生兒破傷風用藥，請至醫療院所就醫治療,,,
2057,新生兒破傷風,我適合使用新生兒破傷風用藥？,如出現疑似症狀，應至醫療院所就醫，由醫師評估過後，才可使用,,,
2058,新生兒破傷風,能自行領用新生兒破傷風用藥？,如出現疑似症狀，應至醫療院所就醫，由醫師評估過後，才可使用,,,
2059,新生兒破傷風,自費新生兒破傷風用藥藥多少錢？,因治療藥物之廠牌、劑量、時間等不同，自費價格請洽各醫療院所諮詢,,,
2060,新生兒破傷風,了解新生兒破傷風用藥,"1.肌肉注射破傷風免疫球蛋白（TIG）
2.口服（或靜注）metronidazole（30mg/kg/day）是首選抗生素治療；其次可選用靜脈注射penicillin。抗生素需持續治療10～14天
3.支持性療法，必要時可以肌肉鬆弛劑保持患者之鎮靜狀態",,,
2061,新生兒破傷風,新生兒破傷風用藥有哪些種類？,"1.肌肉注射破傷風免疫球蛋白（TIG）
2.口服（或靜注）metronidazole（30mg/kg/day）是首選抗生素治療；其次可選用靜脈注射penicillin。抗生素需持續治療10～14天
3.支持性療法，必要時可以肌肉鬆弛劑保持患者之鎮靜狀態",,,
2062,新生兒破傷風,新生兒破傷風用藥有哪些廠牌？,無公費新生兒破傷風用藥，請洽詢就醫之醫療院所,,,
2063,新生兒破傷風,新生兒破傷風用藥後要注意什麼？,有關用藥後注意事項，應諮詢專業醫療或藥事人員，確實依照指示服用藥物,,,
2064,新生兒破傷風,這是治療後的副作用嗎？,請洽詢就醫之醫療院所，由醫師評估,,,
2065,新生兒破傷風,服用新生兒破傷風用藥有哪些副作用？,請洽詢就醫之醫療院所,,,
2066,新生兒破傷風,服用新生兒破傷風用藥有副作用要去哪裡就醫？,請參考用藥說明，或儘速至附近醫療院所就醫,,,
2067,新生兒破傷風,新生兒破傷風用藥可否自行停藥？,應依醫囑確實服藥至療程屆滿為止,,,
2068,新生兒破傷風,嬰幼兒感染了新生兒破傷風會有什麼症狀？,嬰兒出生後3至28天間，吸吮和哭泣由正常轉為困難和微弱，牙關緊閉、痙攣、肌肉僵直,,,
2069,新生兒破傷風,嬰幼兒要如何預防新生兒破傷風？,母親於懷孕時接種疫苗、消毒接生器具、清潔的安全接生及產後臍帶護理,,,
2070,腸病毒,除了接種或投藥外的腸病毒預防方法,目前腸病毒中，除了小兒麻痺病毒外，國內無疫苗可供預防，民眾應定期進行環境清潔，時常清洗消毒兒童常接觸之物品及玩具，及教導兒童做好個人衛生，落實溼、搓、沖、捧、擦正確洗手步驟,此外，在流行期間避免出入公共場所及接觸疑似腸病毒感染的病人，特別是準媽媽、幼童和新生兒。而家有嬰幼兒的成人工作或外出返家後，務必先更衣洗手，在摟抱、餵食嬰幼兒前，應以肥皂正確洗手,為避免新生兒感染腸病毒，準媽媽在懷孕期間應避免感染腸病毒，並留意自身健康情形，如有發燒、上呼吸道感染、腹瀉、肌肋痛等症狀應主動告知醫師；而新生兒父母及家屬也要注意良好衛生習慣，出現疑似感染腸病毒的症狀時，宜避免接觸新生兒,
2071,腸病毒,哪裡可以接種腸病毒疫苗？,目前尚無特定核准之有效疫苗,,,
2072,腸病毒,何時需要進行腸病毒的預防接種或投藥,目前尚無特定核准之有效疫苗或藥物。,,,
2073,腸病毒,我可以公費接種或投藥嗎？,目前尚無特定核准之有效疫苗或藥物,,,
2074,腸病毒,接種腸病毒疫苗該帶什麼證件？,目前尚無特定核准之有效疫苗,,,
2075,腸病毒,有擴大施打對象嗎？,目前尚無特定核准之有效疫苗,,,
2076,腸病毒,接種前要經過醫師評估？,目前尚無特定核准之有效疫苗,,,
2077,腸病毒,我現在適合接種腸病毒疫苗嗎？,目前尚無特定核准之有效疫苗,,,
2078,腸病毒,腸病毒疫苗有哪些種類,目前尚無特定核准之有效疫苗,,,
2079,腸病毒,腸病毒疫苗有哪些廠牌,目前尚無特定核准之有效疫苗,,,
2080,腸病毒,該接種幾劑？,目前尚無特定核准之有效疫苗,,,
2081,腸病毒,疫苗保護力可以持續多久？,目前尚無特定核准之有效疫苗,,,
2082,腸病毒,接種後或投藥後要注意什麼,目前尚無特定核准之有效疫苗或藥物,,,
2083,腸病毒,這是接種的副作用嗎？,目前尚無特定核准之有效疫苗,,,
2084,腸病毒,有副作用去哪裡就醫,目前尚無特定核准之有效疫苗,,,
2085,腸病毒,我需要篩檢嗎？,由於腸病毒的臨床表現大多很典型，建議如有出現疑似腸病毒症狀，應直接至鄰近醫療院所就診，並遵照醫囑休息及觀察病況，一旦出現重症前兆時，請務必立即送至大醫院，掌握治療契機,據了解目前市面上僅針對感染腸病毒71型所產生的免疫球蛋白M抗體（EV71 IgM antibody）有研發及引進快篩試劑,但腸病毒71型並非唯一會引起重症的型別，如欲利用快篩試劑檢測是否為腸病毒71型感染，建議洽鄰近大型醫療院所確認其是否有採購該類試劑,
2086,腸病毒,我能公費使用腸病毒用藥？,腸病毒無公費用藥,,,
2087,腸病毒,我適合使用腸病毒用藥？,目前尚無特定核准之有效藥物，大多給予支持性療法，出現疑似症狀，由醫師評估診斷治療,,,
2088,腸病毒,能自行領用腸病毒用藥？,目前尚無特定核准之有效藥物，大多給予支持性療法，出現疑似症狀，由醫師評估診斷治療,,,
2089,腸病毒,自費腸病毒用藥藥多少錢？,目前尚無特定核准之有效藥物，大多給予支持性療法，出現疑似症狀，由醫師評估診斷治療,,,
2090,腸病毒,了解腸病毒用藥,腸病毒感染症目前並沒有特效藥，只能採取支持療法（如退燒、止咳、打點滴等），各家醫療院所儲備用藥不盡相同，請洽各醫療院所,,,
2091,腸病毒,腸病毒用藥有哪些種類？,腸病毒感染症目前並沒有特效藥，只能採取支持療法（如退燒、止咳、打點滴等），各家醫療院所儲備用藥不盡相同，請洽各醫療院所,,,
2092,腸病毒,腸病毒用藥有哪些廠牌？,腸病毒感染症目前並沒有特效藥，只能採取支持療法（如退燒、止咳、打點滴等），各家醫療院所儲備用藥不盡相同，請洽各醫療院所,,,
2093,腸病毒,腸病毒用藥後要注意什麼？,若用藥後出現任何不適情形，請立即諮詢開立處方的臨床醫師,,,
2094,腸病毒,這是治療後的副作用嗎？,請參考用藥說明,,,
2095,腸病毒,服用腸病毒用藥有哪些副作用？,請參考用藥說明,,,
2096,腸病毒,服用腸病毒用藥有副作用要去哪裡就醫？,服藥後發生不適或緊急之情況，應立即向醫師諮詢或接受必要之處置,,,
2097,腸病毒,腸病毒用藥可否自行停藥？,請依照醫師指示服用藥物，勿自行停藥,,,
2098,腸病毒,孕婦感染了腸病毒會有什麼症狀？,不一定會有明顯的症狀，可能會出現發燒、上呼吸道感染、腹瀉、肋肌痛等,,,
2099,腸病毒,嬰幼兒感染了腸病毒會有什麼症狀？,典型症狀主要為口腔出現小水泡或潰瘍，手腳及臀部周圍出現頂端帶有水泡的小紅疹,,,
2100,腸病毒,嬰幼兒要如何預防腸病毒？,目前腸病毒中，除了小兒麻痺病毒外，國內無疫苗可供預防，民眾應定期進行環境清潔，時常清洗消毒兒童常接觸之物品及玩具，及教導兒童做好個人衛生，落實溼、搓、沖、捧、擦正確洗手步驟。,此外，在流行期間避免出入公共場所及接觸疑似腸病毒感染的病人，特別是準媽媽、幼童和新生兒。而家有嬰幼兒的成人工作或外出返家後，務必先更衣洗手，在摟抱、餵食嬰幼兒前，應以肥皂正確洗手。,為避免新生兒感染腸病毒，準媽媽在懷孕期間應避免感染腸病毒，並留意自身健康情形，如有發燒、上呼吸道感染、腹瀉、肌肋痛等症狀應主動告知醫師；而新生兒父母及家屬也要注意良好衛生習慣，出現疑似感染腸病毒的症狀時，宜避免接觸新生兒。,
2101,水痘併發症,水痘有什麼危險徵兆,水痘一般皆能痊癒，但若是併發肺炎、腦炎、敗血症，則仍有可能危及生命,,,
2102,水痘併發症,哪裡可以接種水痘疫苗？,接種地點可以透過本署全球資訊網查詢：http://bit.ly/2VTuyFw,,,
2103,水痘併發症,有擴大施打對象嗎？,沒有擴大接種對象,,,
2104,水痘併發症,水痘疫苗有哪些種類,目前國內只有單一水痘疫苗,,,
2105,水痘併發症,水痘疫苗有哪些廠牌,目前國內領有藥物許可證的有MSD廠牌的Varivax (商品名)及GSK廠牌的Varilrix (商品名),,,
2106,水痘併發症,接種後或投藥後要注意什麼,接種水痘疫苗後，如果有不適症狀，請儘快就醫,,,
2107,水痘併發症,這是接種的副作用嗎？,水痘疫苗接種的部位，可能會有發紅、疼痛或腫脹等局部反應。也可能會有輕微發燒，偶爾會發生高燒、抽搐的現象,,,
2108,水痘併發症,有副作用去哪裡就醫,出現接種後的不良反應，可至原接種處就醫,,,
2109,水痘併發症,我需要篩檢嗎？,水痘併發症並不需要篩檢,,,
2110,水痘併發症,疑似罹患水痘要去哪裡就醫？,疑似水痘可以在家自我隔離，若需要就醫，則應全程配戴口罩，避免搭乘公共運輸工具，以免傳染給他人,,,
2111,水痘併發症,我能公費使用水痘用藥？,水痘並無公費用藥,,,
2112,水痘併發症,我適合使用水痘用藥？,須經醫師評估是否需要用藥,,,
2113,水痘併發症,能自行領用水痘用藥？,應依醫囑指示用藥,,,
2114,水痘併發症,自費水痘用藥藥多少錢？,應依醫囑指示用藥，費用視開立的藥物種類及劑量而定,,,
2115,水痘併發症,了解水痘用藥,經醫師評估後認為有需要，則給予口服或靜脈注射抗病毒藥物（Acyclovir）治療,,,
2116,水痘併發症,水痘用藥有哪些種類？,經醫師評估後認為有需要，則給予口服或靜脈注射抗病毒藥物（Acyclovir）治療,,,
2117,水痘併發症,水痘用藥有哪些廠牌？,經醫師評估後認為有需要，則給予口服或靜脈注射抗病毒藥物（Acyclovir）治療。廠牌則視各醫院進藥種類不同而定,,,
2118,水痘併發症,水痘用藥後要注意什麼？,用藥時應閱讀藥袋上的所有用藥資訊,,,
2119,水痘併發症,這是治療後的副作用嗎？,不同藥物可能會有不同的副作用，可諮詢給藥的醫師或藥師,,,
2120,水痘併發症,服用水痘用藥有哪些副作用？,不同藥物可能會有不同的副作用，可諮詢給藥的醫師或藥師,,,
2121,水痘併發症,服用水痘用藥有副作用要去哪裡就醫？,若疑似於用藥後產生副作用，可諮詢給藥的醫師或藥師,,,
2122,水痘併發症,水痘用藥可否自行停藥？,所有的用藥，均應依醫師指示服藥,,,
