縣市,鄉鎮市區,機構類別,醫事機構代碼,合約醫療院所名稱,接種時間,聯絡電話,地址,公費疫苗,自費疫苗
新北市,樹林區,衛生所,2331070012,新北市樹林區衛生所,"星期一、三、五
上午：
8：30~11：00
星期四只接種卡介苗
上午8：30~11：00
本所預防接種不需預約，現場掛號",02-26812134,新北市樹林區樹新路40-7號,各項常規疫苗、卡介苗、A型肝炎疫苗、育齡婦女MMR,
新北市,樹林區,合約院所,3531072137,何廷裕小兒科診所,週一~周六08:30-12:00、15:00-18:00、18:30-21:30,02-26756789,新北市樹林區日新街34號,各項常規疫苗、A型肝炎疫苗,幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV
新北市,樹林區,合約院所,3531072440,惠生保安婦幼診所,週一至週五8:30-12:00、14:00-17:30、18:30-21:30週六上午8:00-12:00、14:00-17:30卡介苗為週三下午13:00-14:00(視個案人數開瓶),02-86875678,新北市樹林區保安街1段190號,各項常規疫苗、卡介苗、B型肝炎免疫球蛋白、A型肝炎疫苗      ,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、Tdap疫苗、水痘疫苗、B型肝炎免疫球蛋白、流感疫苗
新北市,樹林區,合約院所,3531071907,遠祺婦產科診所,"只接種至6個月內疫苗
*公費疫苗:每週四早上08:00~12:00      *自費:                          一.13PCV:每週四早上08:00~12:00                            二.輪狀病毒疫苗:每週四早上08:00~12:00 三.HPV9價疫苗:每週一至週六              早上08:00~12:00                     下午14:30~17:30                     晚上18:30~22:00",02-86865966,新北市樹林區中華路112號,各項常規疫苗、卡介苗、B型肝炎免疫球蛋白、A型肝炎疫苗      ,13PCV、輪狀病毒疫苗、HBIG
新北市,樹林區,合約院所,3531072422,莊豐如診所,"星期一至五:7:00-12:00、15:00-18:00、18:30-21:30
星期六、日:9:00-12:00、15:00-18:00、18:30-21:30",02-26830108,新北市樹林區復興路18號,各項常規疫苗、A型肝炎疫苗、流感疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、輪狀病毒疫苗、Tdap疫苗、日本腦炎、水痘、破傷風、流感
新北市,樹林區,合約院所,3531071970,林岳宏小兒科陳德馨皮膚科聯合診所,"星期一、二、三、五08:00~11:30
星期四上午休診;
星期一至星期五18:00~20:00.
星期六8:00~11:30.下午休診.
星期日休診",02-86840088,新北市樹林區中華路241號1樓,各項常規疫苗、A型肝炎疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、13PCV、輪狀病毒疫苗
新北市,樹林區,合約院所,3531072271,柚子小兒科診所,"109年7月1日起
周一至周日 8:30~12:30、14:30~17:30",02-26803203,新北市樹林區學府路362號1樓,各項常規疫苗、A型肝炎疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、Tdap疫苗、日本腦炎、水痘、流感
新北市,樹林區,合約院所,3531072225,承恩診所,"週一至週六8:00-12:00、19:00-21:30
(週六晚上及週日全日休診)",02-8970-5297,新北市樹林區學勤路597號,各項常規疫苗、A型肝炎疫苗、流感疫苗,成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、日本腦炎、水痘、流感
新北市,樹林區,合約院所,3531072502,三樹金鶯診所,週一～週日7:30-21:30,02-26807101,新北市樹林區學成路600號,各項常規疫苗、A型肝炎疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、水痘疫苗、四價流感疫苗
新北市,樹林區,合約院所,3531072146,柯盈賢小兒科診所,"星期一至日8:00-21:30
星期六休診",02-2686-9185,新北市樹林區樹新路41號,各項常規疫苗、A型肝炎疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、Tdap疫苗
新北市,坪林區,衛生所,2331200010,新北市坪林區衛生所,"週1.2.4.5(08:00-11:50、13:30-16:40)
週3(08:00-11:50)",02-26656272,新北市坪林區坪林街104號,各項常規疫苗、卡介苗、A型肝炎疫苗、育齡婦女MMR,
新北市,五股區,衛生所,2331150015,新北市五股區衛生所,"週一、週四
上午08:30-11:30",02-22917717,新北市五股區中興路4段67-1號,各項常規疫苗、卡介苗、A型肝炎疫苗、育齡婦女MMR、PPD-精製結核菌素、流感疫苗,
新北市,五股區,合約院所,3531150118,黃志勳診所,"週一至週六
早上08:30-12:00
下午14:30-18:00
晚上18:45-21:30",02-22910978,新北市五股區成泰路2段69號,各項常規疫苗,B型肝炎疫苗、13PCV、23PPV、破傷風疫苗、A型肝炎疫苗、帶狀皰疹疫苗、MMR疫苗
新北市,五股區,合約院所,3531150216,鴻佑診所,"週一至四、六
早上08:30-12:00
下午15:00-18:00
晚上19:00-22:00
週五
早上08:30-12:00
下午15:00-18:00
週日早上08:30-12:00",02-82950772,新北市五股區成泰路2段61號,各項常規疫苗,B型肝炎疫苗、破傷風疫苗、
新北市,五股區,合約院所,3531151517,祐聖小兒科診所,"週一至週六
下午14:30-18:00
晚上18:30-21:30
另13價肺炎鏈球菌疫苗及日本腦炎疫苗僅週四、五下午14:30-18:00",02-82921335,新北市五股區五福路34號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、輪狀病毒疫苗
新北市,五股區,合約院所,3531151731,五股水碓診所,"週一至週五
早上08:30-12:30
下午15:30-18:00
晚上18:30-21:00
週六、日
早上08:30-12:00",02-22921516,新北市五股區自強路36號,各項常規疫苗,輪狀病毒疫苗、帶狀皰疹疫苗、HPV
新北市,五股區,合約院所,3531151562,嘉安小兒科診所,"週一至週六   
早上08:00-11:50
下午15:00-17:50
晚上18:30-20:50",02-22935100,新北市五股區凌雲路1段72號,各項常規疫苗,B型肝炎疫苗、13PCV、輪狀病毒疫苗、流感疫苗
新北市,土城區,合約院所,1131130018,新北市立土城醫院(委託長庚醫療財團法人興建經營),週一08:30-11:30、13:30-16:30 週二08:30-11:30 週三08:30-11:30 週四13:30-16:30 週五08:30-11:30 週六08:30-11:30、13:30-16:30 週日休診。 卡介苗時間需電詢,02-22630588,新北市土城區金城路二段6號,各項常規疫苗、卡介苗、B型肝炎免疫球蛋白、卡介苗、流感疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、MMR疫苗、輪狀病毒疫苗、水痘疫苗水痘疫苗 破傷風疫苗
新北市,新莊區,合約院所,3531066433,軒禾診所,週一至週日早上8:30~12:00；下午16:30~18:00；晚上18:30~21:30；週四上午休診,(02)2906-6999,新北市新莊區天祥街114號,各項常規疫苗,輪狀病毒疫苗
新北市,板橋區,合約院所,3531019505,豐禾婦產科診所,"週一至週六
上午9:00-12:00 ",02-89510666,新北市板橋區中山路1段279號3樓之1,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、破傷風、HPV
臺中市,西區,衛生所,2303240013,臺中市中西區衛生所,"每週二、三
上午08:30-11:30",04-22223811,臺中市西區民權路105號,各項常規疫苗、卡介苗、育齡婦女MMR、23PPV,
臺中市,西區,合約院所,117030010,衛生福利部臺中醫院,"常規疫苗：週一至週六小兒科門診
卡介苗：依公告接種診上午10點前
自費疫苗:旅遊醫學科門診",04-22294411,臺中市西區三民路一段199號,各項常規疫苗、卡介苗、人用狂犬病疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、輪狀病毒疫苗、Tdap疫苗、HBIG、MMR、VAR、HPV、帶狀皰疹、旅遊醫學門診(多種)
臺中市,西區,合約院所,3517033567,惠生小兒科診所,"1、週一至週六
上午09:00~12:00
2、週三、週日休診",04-22028696,臺中市西區五權路201號1樓,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、輪狀病毒疫苗、HPV(預約)
臺中市,西區,合約院所,3517030575,蔡小兒科診所,"週一至週六
上午08:00~12:00
下午15:00~21:00",04-23726497,臺中市西區五權路2-62號,各項常規疫苗,B型肝炎疫苗、13PCV、HPV、帶狀皰疹、流感疫苗
臺中市,西區,合約院所,3517031018,鄭煒達診所,"週一至週六
上午08:30~12:00
晚上19:00-21:50",04-23235136,臺中市西區公益路214號,各項常規疫苗,"幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV
"
臺中市,西區,合約院所,3517031554,吳榮峰小兒科診所,"週一至週六
上午9:00-12:00
下午15:00-18:00
晚上19:00-21:30",04-23108006,臺中市西區公益路1段252號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、23PPV、輪狀病毒疫苗、HPV、帶狀皰疹
臺中市,西區,合約院所,3517030799,劉彥山診所,"需要事前預約
1、週一至週六
上午08:30~12:00
下午15:00~18:00
晚上19:00~21:30
2、週六下午、晚上休診",04-24726518,臺中市西區向上路1段361號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV、帶狀皰疹
臺中市,西區,合約院所,3517033423,賴永章小兒科診所,"1、每週一、二、四、五
上午08:30~12:00
下午15:00~18:00
晚上19:00~21:00
2、每週三、六
上午08:30~12:00",04-23714599,臺中市西區大全街41號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV、帶狀皰疹、DPT、MMR、流感疫苗、VAR
臺中市,西區,合約院所,3517033361,曙光小兒科診所,"1、週一至週五
上午08:00~12:00
下午14:30~17:30
晚上18:00~21:00
2、週五晚上、週六全日休診
3、週日開上午、晚上診",04-23758822,臺中市西區五權西三街81號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、MMR、VAR、HPV、帶狀皰疹、DPT
臺中市,西區,合約院所,3517033843,美麗兒小兒科診所,"1.週一至週日
上午0800:~12:00
下午15:00~18:00
晚上19:00~21:30
2.週六休診
",04-23010333,臺中市西區向上路1段246號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV、MMR、VAR、帶狀皰疹
臺中市,西區,合約院所,3517034135,康貝兒小兒科診所,"1、週一至週六
上午08:00~12:00
下午15:00~18:00
晚上18:30~21:30
2、周六下午晚上休診、週日休診",04-24720515,臺中市西區向上路1段553號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV、流感疫苗
臺中市,西區,合約院所,3517034368,佳慶診所,"1、週一至週五
上午08:30~11:00
下午17:00~21:00
2、週六晚上休診，週日休診",04-23208989,臺中市西區東興路三段272-1號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、輪狀病毒疫苗、HPV、帶狀皰疹、VAR、MMR、DPT
臺中市,西區,合約院所,3517030968,吳東洀小兒科診所,"1、週一至週六
上午08:30~12:00
下午15:00~18:00
晚上19:00~21:30
2、週四上午休診
3、週六下午、晚上休診  4、週日休診",04-23029672,臺中市美村路1段362號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV、帶狀皰疹、流感疫苗、VAR、DPT、日本腦炎
臺中市,西區,合約院所,3517031867,王道文聯合門診王道文小兒科診所,"(需先洽詢)
1、週一至週六
上午08:00~12:00
下午15:00~18:00
晚上19:00~21:00
2、週三上下午休診、週五下午休診",04-23147939,臺中市西區太原路1段38號1樓,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗
臺中市,西區,合約院所,3517031947,阮春閔小兒科診所,"1、週一至週六
上午08:00~12:00
下午14:30~1800  晚上18:30-21:30 週日休診",04-23757456,臺中市西區南屯路1段148號1樓,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、MMR、HPV、帶狀皰疹、VAR、日本腦炎
臺中市,西區,合約院所,3517034224,曾憲彰耳鼻喉科診所,"1、週一至週五
上午08:00~12:00
下午15:00~18:00
晚上18:30~21:30
2、週六全天休診   3.週日晚上休診",04-23786066,臺中市西區五權西路1段275號1樓,各項常規疫苗,B型肝炎疫苗、13PCV、輪狀病毒疫苗、帶狀皰疹、流感疫苗
臺中市,西區,合約院所,3517033665,美村婦產科診所,"(需先洽詢)
週一至週六
上午8:30-11:30
下午14:00-17:00
晚上18:00-21:00",04-23787212,臺中市西區美村路1段588號,B型肝炎疫苗、B型肝炎免疫球蛋白,"HBIG、HPV、DPT
"
臺中市,西區,合約院所,3517031410,丁鴻志婦產科診所,"1、週一至週五
09:00-12:00
15:00-18:00
19:00-21:30
2、週六下午休診
3、週二、五上午休診
4、週日全日休診",04-23207082,臺中市西區台灣大道二段181號3樓,HBIG,B型肝炎疫苗、HPV
臺中市,西區,合約院所,3503240661,樂恩診所,"自費疫苗需先預約
1、週一至週日
上午08:30~12:00
下午14:30~17:30
晚上18:30~21:00  週四、週日早上休診",04-22221256,臺中市西區五權路29-8號,各項常規疫苗,幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV、VAR、MMR
臺中市,中區,合約院所,1117010019,仁愛醫療財團法人台中仁愛醫院,週一至週六小兒科門診時間,04-22255450,臺中市中區柳川東路3段36號,,幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,中區,合約院所,1517011112,澄清綜合醫院,"週一至六(小兒科門診)
上午09：00~12：00
下午14：00~17：30
晚上18：00~21：30",04-24632000,臺中市中區平等路139號,各項常規疫苗、B型肝炎免疫球蛋白,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HBIG、MMR、VAR、HPV、帶狀皰疹
臺中市,東區,衛生所,2317020010,臺中市東區衛生所,"每週二、三(預防注射時間)
上午 08:30~11:30
",04-22834121,臺中市東區信義街142號,各項常規疫苗、卡介苗、育齡婦女MMR、23PPV,
臺中市,東區,合約院所,1517021074,臺安醫院,"1、週一至週六(小兒科時間)
上午09：00~12：00
下午14：00~17：30
晚上18：00~21：30
2、卡介苗                                                                                                                                                                                                                                          每週五上午09：00~10:00                     每週一下午13:30~15:00                             ",04-23602000,臺中市東區進化路203號,各項常規疫苗、卡介苗、育齡婦女MMR、B型肝炎免疫球蛋白,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、輪狀病毒疫苗
臺中市,東區,合約院所,1317020519,中國醫藥大學附設醫院台中東區分院,"小兒科預防注射時間
1.每周二早上09:00-12:00
2.每周四晚上18：00~21：30
3.每周五下午14:00-17:00                                                                                                                                                                                                                                                                                 ",04-22121058,臺中市東區自由路三段296號,各項常規疫苗、卡介苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、輪狀病毒疫苗
臺中市,東區,合約院所,3517020775,陳國華小兒科診所,"週一至週五
上午08：00~12：00
下午15：00~18：00
晚上19：00~21：00",04-23601245,臺中市東區進化路218-1號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、輪狀病毒疫苗
臺中市,東區,合約院所,3517020426,祐幼診所,"週一至週五
上午09：00~12：00
下午16：00~20：00",04-22235114,臺中市東區臺中路121號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、輪狀病毒疫苗
臺中市,東區,合約院所,3517022199,佑佑診所,"週一至週五
上午09：00~12：00
下午16：00~20：00",04-22125628,臺中市東區十甲路501號,各項常規疫苗,
臺中市,東區,合約院所,3503230129,豊府診所,"1.週一至週五
上午08：00~12：00
下午14：00~18：00
晚上18：30~21：30                                                                                                                                                                                                                            2.週日                                                                                                                                                                                                                                                   上午08：00~11:50                                                                                                                                                                                                                              下午14：00~17：50                                                                                                                                                                                                                                                                           ",04-22126228,臺中市東區旱溪東路一段293號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗
臺中市,東區,合約院所,3503230110,華幼診所,"週一至週日,週二休診
上午08：00~12：00
下午15：00~18：00
晚上18：30~21：30",04-23600099,臺中市東區進化路211號,各項常規疫苗,輪狀病毒疫苗
臺中市,北區,衛生所,2317050018,臺中市北區衛生所,每週二、三8:30-11:30,04-22359182,臺中市北區永興街301號4樓,各項常規疫苗、卡介苗、育齡婦女MMR、23PPV,
臺中市,北區,合約院所,1317050017,中國醫藥大學附設醫院,請參閱網路門診時間，依每月門診表為主,04-22052121,臺中市北區育德路2號,各項常規疫苗、育齡婦女MMR,成人A型肝炎疫苗、B型肝炎疫苗
臺中市,北區,合約院所,1303260014,中國醫藥大學兒童醫院,"1.請參閱網路兒科門診時間，依每月門診表為主
2.卡介苗接種：每星期二、四上午9:00-11:30",04-22052121,臺中市北區學士路95號,各項常規疫苗、卡介苗、育齡婦女MMR、HBIG,幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,北區,合約院所,517050010,國軍台中總醫院附設民眾診療服務處中清分院,"週三
上午9:00-11:00",04-22037627,臺中市北區忠明路500號,各項常規疫苗、育齡婦女MMR,B型肝炎疫苗、13PCV
臺中市,北區,合約院所,1517050084,新亞東婦產科醫院,"1.週一至週六
上午9:00-12:00
中午14:30-17:30
下午18:30-21:30
週日全天休診
2.卡介苗接種：每星期二下午14:30-16:00(請先電話預約)",04-22075779,台中市北區中清路1段403號、407號1樓,各項常規疫苗、卡介苗、育齡婦女MMR、HBIG,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,北區,合約院所,3517051967,祥祐診所,"1、週一至週五
上午07:30-12:00
下午15:00-18:00
晚上19:00-21:00
2、週六
09:00-12:00
15:00-18:00
3、週日全天休診",04-22315688,臺中市北區三民路三段348號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,北區,合約院所,3517051770,施永泰小兒科診所,"1、週一至週五
上午08:30-12:00
下午15:00-18:00
晚上19:00-21:00
2、週六
08:30-12:00
3、週日全天休診",04-22363426,臺中市北區梅亭街200號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,北區,合約院所,3517050246,呂錦泉小兒科診所,"1、週一至週六
上午08:30-12:00
下午15:00-18:00
晚上19:00-21:00
2、週日全天休診",04-22334393,臺中市北區崇德路一段119號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗
臺中市,北區,合約院所,3517054431,永旭診所,"1、週一至週六
上午08:30-12:00
下午14:30-18:00
晚上19:00-21:30
2、週日全天休診",04-22066767,臺中市北區民權路353號1樓,各項常規疫苗、育齡婦女MMR,
臺中市,北區,合約院所,3503260592,展弘耳鼻喉科診所,"1、週一至週六
上午08:30-12:00
下午15:00-18:00
晚上19:00-21:30
2、星期日全天休診",04-22307388,臺中市北區漢口路四段322、326號,各項常規疫苗、育齡婦女MMR,B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,北區,合約院所,3517054002,謝佳璋小兒科診所,"1、週一至週六
上午08:30-12:00
下午15:30-17:00
晚上18:00-21:30
2、週四全天休診
3、週日
上午08:30-12:00
晚上18:00-21:30",04-22355918,臺中市北區漢口路四段357號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,北區,合約院所,3517051092,陳萬得小兒科診所,"週一至週五
上午09:00-12:00
下午16:00-18:00
晚上19:00-21:00",04-22338416,臺中市北區進化北路300號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV
臺中市,北區,合約院所,3517052660,江坤燦小兒科診所,"1、週一至週六
上午08:30-12:00
下午15:00-18:00
晚上19:00-21:30
2、週三下午、週六晚上休診",04-22339598,臺中市北區進化北路118巷53號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,北區,合約院所,3517054164,許文俊小兒科診所,"1、週一至週六
上午08:30-12:00
下午15:00-18:00
晚上19:00-21:30
2、週三下午、週六晚上休診、週日全天休診",04-22350366,臺中市北區進化北路265號,各項常規疫苗、育齡婦女MMR,
臺中市,北區,合約院所,3517052268,巧比小兒科診所,"1、週一至週六
上午08:00-12:00
下午15:00-18:00
晚上18:30-21:00
2、週五、六晚上休診、週日全天休診",04-22957373,臺中市北區北平路二段43號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,北區,合約院所,3517050602,弘安家庭醫學科診所,"1、週一至週五
上午08:00-12:00
下午16:00-20:30
2、週六下午、晚上休診
3、週日全日休診",04-22978068,臺中市北區天津路二段166號,各項常規疫苗、育齡婦女MMR,
臺中市,北區,合約院所,3517051225,鄭俊智診所,"1、週一至週五
上午07:30-12:00
下午16:00-21:30
2、週六下午、晚上休診、星期日全日休診",04-22957083,臺中市北區漢口路四段50號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,北區,合約院所,3517054066,秀慧診所,"1、週一至週五
上午09:00-12:00
下午16:00-19:30
2、週六全天休診
3、週日
晚上18:30-21:00",04-22031830,臺中市北區忠太東路58-12號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,北區,合約院所,3517054271,正馨婦產科診所,"1、週一至週六
上午09:00-12:00
下午14:00-17:00
晚上18:30-21:30
2、週日全日休診",04-22933899,臺中市北區大雅路622號,育齡婦女MMR、HBIG,
臺中市,北區,合約院所,3503260056,光恒診所,"1、週一至週六】上午08:00-12:00、下午15:00-18:00、晚上19:00-21:30
星期三下午、星期六晚上休診",04-22068638,臺中市北區文化街1號,各項常規疫苗、育齡婦女MMR,
臺中市,北區,合約院所,3503260118,台中家幼診所,"1、週一至週三、五
上午08:00-12:00
晚上17:00-21:00
2、週四、週六
上午08:00-12:00
3、週日
晚上17:00-20:00",04-22315588,臺中市北區進化北路96號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,北區,合約院所,3503260163,家昌耳鼻喉科診所,"1、週一至週五
上午08:30-12:00
下午15:30-21:30
2、週日
上午09:00-12:00
下午15:30-21:30
3、週六休診",04-22993888,臺中市北區陜西路62號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,北區,合約院所,3503260234,祐華親子診所,"1、週一至週日
上午08:30-12:00
下午15:30-18:00
晚上19:00-21:30
2、週二、週日下午休診、週六休診",04-22925668,臺中市北區北平路二段194號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,西屯區,衛生所,2317060014,臺中市西屯區衛生所,"週二、三
上午8:30-11:00",04-27027068,臺中市西屯區西屯路二段299號,各項常規疫苗、卡介苗、育齡婦女MMR、23PPV,
臺中市,西屯區,合約院所,617060018,臺中榮民總醫院,週一至週五上班時間,04-23592525,臺中市西屯區臺灣大道四段1650號,各項常規疫苗、卡介苗、育齡婦女MMR、B型肝炎免疫球蛋白,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、輪狀病毒疫苗、Tdap疫苗、流感疫苗、HPV、活性帶狀皰疹疫苗
臺中市,西屯區,合約院所,1517061032,澄清綜合醫院中港分院,"每週一、三、五
出生滿2、4、6個月及出生滿1歲6個月五合一之疫苗
每週二、四
麻疹腮腺炎德國麻疹、水痘、日本腦炎、滿5歲至入學前之疫苗
每週一至週五 
A型、B型肝炎、13價肺炎鏈球菌之疫苗
每週二 卡介苗〈早上9：00 ~ 10：30前報到〉",04-24632000,臺中市西屯區臺灣大道四段966號,各項常規疫苗、卡介苗、育齡婦女MMR、B型肝炎免疫球蛋白,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、輪狀病毒疫苗、Tdap疫苗
臺中市,西屯區,合約院所,3517061098,陳永忠小兒科診所,"早上8:30-12:00
下午15:00-18:00
晚上19:00-21:00  需關診前半小時來施打；週三、五早上休診；週六只看早上",04-24619339,臺中市西屯區西屯路三段159-82號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、帶狀皰疹、HPV
臺中市,西屯區,合約院所,3517064053,溢恩診所,門診時間皆可,04-24616186,臺中市西屯區西屯路三段166-12號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、輪狀病毒疫苗、HPV、BPCU、帶狀?疹
臺中市,西屯區,合約院所,3517063056,理想家小兒科診所,門診時間皆可(星期五全天休診),04-24618096,臺中市西屯區福雅路73號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、Tdap疫苗、MMR、VAR、帶狀皰疹、HPV、JE(活性)
臺中市,西屯區,合約院所,3517061132,吉安診所,門診時間皆可(週日到週五，8:00-12:00，15:00-18:00，18:30-21:30),04-23135698,臺中市西屯區青海路一段65-2號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、帶狀皰疹、HPV
臺中市,西屯區,合約院所,3517062782,三和診所,門診時間皆可(週一到週六8:30-11:00),04-23457982,臺中市西屯區甘肅路一段78號,各項常規疫苗,帶狀皰疹
臺中市,西屯區,合約院所,3517063092,何茂霖小兒科診所,門診時間皆可,04-24528833,臺中市西屯區福星路2-1號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、輪狀病毒疫苗
臺中市,西屯區,合約院所,3517063127,佑兒診所,"同門診時間(週一到週六，上午8:30-12:00，14:30-18:00,19:00-21:30)",04-23205177,大墩路887號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、VAR、13PCV、輪狀病毒疫苗(2劑型.3劑型)、白喉百日咳破傷風混合疫苗、MMR、流感疫苗、人類乳突病毒疫苗
臺中市,西屯區,合約院所,3517061169,陳俊宏小兒科診所,門診時間皆可,04-23146466,臺中市西屯區青海路一段3-3號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
臺中市,西屯區,合約院所,3517061534,懷生小兒科診所,同門診時間,04-23176257,臺中市西屯區忠義街102號1F,各項常規疫苗,B型肝炎疫苗
臺中市,西屯區,合約院所,3517061507,世民小兒科診所,"同門診時間(9:00-13:00,18:30-22:00)",04-27083456,臺中市河南路二段413號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、23PPV、輪狀病毒疫苗、MMR、Var、HPV、JE-CV
