確定病名,死亡年份,死亡週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,汐止區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,汐止區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,汐止區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,土城區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,土城區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,蘆洲區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,五股區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,五股區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,泰山區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,三芝區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,八里區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,雙溪區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,貢寮區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新北市,萬里區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,桃園區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,桃園區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,桃園區,M,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,中壢區,M,否,55-59,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,中壢區,F,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,中壢區,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,大溪區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,大溪區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,楊梅區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,楊梅區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,蘆竹區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,龜山區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,龜山區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,龜山區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,八德區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,八德區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,龍潭區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,龍潭區,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,龍潭區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,平鎮區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,新屋區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,桃園市,觀音區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新竹縣,新埔鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新竹縣,竹東鎮,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新竹縣,竹東鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新竹縣,湖口鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新竹縣,新豐鄉,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新竹縣,芎林鄉,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,新竹縣,尖石鄉,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,宜蘭縣,宜蘭市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,宜蘭縣,羅東鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,宜蘭縣,蘇澳鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,宜蘭縣,頭城鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,宜蘭縣,壯圍鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,宜蘭縣,壯圍鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,宜蘭縣,冬山鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,宜蘭縣,冬山鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,苗栗市,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,苑裡鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,通霄鎮,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,通霄鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,竹南鎮,F,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,竹南鎮,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,後龍鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,卓蘭鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,公館鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,銅鑼鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,南庄鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,頭屋鄉,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,三義鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,苗栗縣,造橋鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,彰化市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,彰化市,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,鹿港鎮,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,和美鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,員林市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,員林市,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,溪湖鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,二林鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,福興鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,秀水鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,秀水鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,花壇鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,大村鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,埔鹽鄉,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,埔鹽鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,埔心鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,彰化縣,二水鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,南投市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,埔里鎮,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,埔里鎮,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,埔里鎮,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,埔里鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,埔里鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,草屯鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,草屯鎮,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,竹山鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,中寮鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,國姓鄉,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,水里鄉,M,否,35-39,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,南投縣,仁愛鄉,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,雲林縣,古坑鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,雲林縣,口湖鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,嘉義縣,朴子市,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,嘉義縣,大林鎮,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,嘉義縣,大林鎮,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,嘉義縣,民雄鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,嘉義縣,溪口鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,嘉義縣,六腳鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,嘉義縣,義竹鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,嘉義縣,番路鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,屏東縣,潮州鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,屏東縣,鹽埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,屏東縣,高樹鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,屏東縣,內埔鄉,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,屏東縣,內埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,屏東縣,枋寮鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,屏東縣,佳冬鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,屏東縣,三地門鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,花蓮縣,花蓮市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,花蓮縣,鳳林鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,花蓮縣,吉安鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,花蓮縣,吉安鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,花蓮縣,壽豐鄉,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,花蓮縣,壽豐鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,台東縣,台東市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,台東縣,台東市,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,台東縣,長濱鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,台東縣,鹿野鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,台東縣,海端鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,07,金門縣,金湖鎮,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,松山區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,大安區,M,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,大安區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,大同區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,中山區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,中山區,M,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,內湖區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,內湖區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,南港區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,士林區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,北投區,M,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,信義區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,信義區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,信義區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,萬華區,F,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台北市,文山區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,豐原區,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,豐原區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,清水區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,清水區,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,沙鹿區,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,沙鹿區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,大雅區,F,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,烏日區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,龍井區,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,龍井區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,霧峰區,M,否,40-44,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,太平區,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,太平區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,大里區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,大里區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,大里區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,西區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,西區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,北區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,西屯區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,西屯區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,西屯區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,南屯區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,南屯區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,北屯區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台中市,北屯區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,鹽水區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,鹽水區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,白河區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,麻豆區,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,新化區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,善化區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,學甲區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,東山區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,官田區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,西港區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,七股區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,南化區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,左鎮區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,左鎮區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,仁德區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,關廟區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,永康區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,永康區,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,東區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,東區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,南區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,北區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,安南區,M,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,台南市,安南區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,鳳山區,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,旗山區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,美濃區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,林園區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,大寮區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,大寮區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,大寮區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,仁武區,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,仁武區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,大社區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,鳥松區,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,鳥松區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,路竹區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,路竹區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,茄萣區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,梓官區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,桃源區,M,否,40-44,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,鼓山區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,左營區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,左營區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,左營區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,楠梓區,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,楠梓區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,楠梓區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,三民區,M,否,35-39,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,三民區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,三民區,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,新興區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,新興區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,苓雅區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,前鎮區,M,否,65-69,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,前鎮區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,高雄市,小港區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,基隆市,中正區,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,基隆市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,基隆市,中正區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,基隆市,七堵區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,基隆市,暖暖區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,基隆市,仁愛區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,基隆市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,基隆市,安樂區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,基隆市,安樂區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,基隆市,安樂區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,基隆市,安樂區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新竹市,東區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新竹市,東區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新竹市,香山區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新竹市,香山區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,嘉義市,東區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,嘉義市,東區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,嘉義市,西區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新北市,板橋區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新北市,板橋區,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新北市,三重區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新北市,三重區,M,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新北市,永和區,F,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新北市,永和區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新北市,中和區,M,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新北市,新店區,F,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新北市,新莊區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2023,08,新北市,新莊區,F,否,60-64,2
