確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數,縣市別代碼,鄉鎮別代碼
19CoV,2023,01,苗栗縣,苗栗市,M,0,55~59,1,10005,10005010
19CoV,2023,01,苗栗縣,苗栗市,M,0,60~64,1,10005,10005010
19CoV,2023,01,苗栗縣,苗栗市,F,0,70+,3,10005,10005010
19CoV,2023,01,苗栗縣,苗栗市,M,0,70+,2,10005,10005010
19CoV,2023,01,苗栗縣,西湖鄉,M,0,70+,1,10005,10005140
19CoV,2023,01,苗栗縣,通霄鎮,F,0,65~69,1,10005,10005030
19CoV,2023,01,苗栗縣,通霄鎮,F,0,70+,4,10005,10005030
19CoV,2023,01,苗栗縣,通霄鎮,M,0,70+,1,10005,10005030
19CoV,2023,01,苗栗縣,造橋鄉,M,0,70+,1,10005,10005150
19CoV,2023,01,苗栗縣,銅鑼鄉,F,0,70+,1,10005,10005100
19CoV,2023,01,苗栗縣,銅鑼鄉,M,0,70+,2,10005,10005100
19CoV,2023,01,苗栗縣,頭份市,F,0,25~29,1,10005,10005050
19CoV,2023,01,苗栗縣,頭份市,F,0,65~69,1,10005,10005050
19CoV,2023,01,苗栗縣,頭份市,M,0,65~69,2,10005,10005050
19CoV,2023,01,苗栗縣,頭份市,F,0,70+,6,10005,10005050
19CoV,2023,01,苗栗縣,頭份市,M,0,70+,2,10005,10005050
19CoV,2023,01,彰化縣,二林鎮,F,0,70+,3,10007,10007200
19CoV,2023,01,彰化縣,二林鎮,M,0,70+,2,10007,10007200
19CoV,2023,01,彰化縣,伸港鄉,M,0,55~59,1,10007,10007050
19CoV,2023,01,彰化縣,伸港鄉,M,0,70+,2,10007,10007050
19CoV,2023,01,彰化縣,北斗鎮,F,0,70+,3,10007,10007190
19CoV,2023,01,彰化縣,北斗鎮,M,0,70+,2,10007,10007190
19CoV,2023,01,彰化縣,和美鎮,F,0,70+,2,10007,10007030
19CoV,2023,01,彰化縣,和美鎮,M,0,70+,2,10007,10007030
19CoV,2023,01,彰化縣,員林市,F,0,70+,4,10007,10007100
19CoV,2023,01,彰化縣,員林市,M,0,70+,3,10007,10007100
19CoV,2023,01,彰化縣,埔鹽鄉,M,0,55~59,1,10007,10007140
19CoV,2023,01,彰化縣,埔鹽鄉,F,0,60~64,1,10007,10007140
19CoV,2023,01,彰化縣,埤頭鄉,F,0,70+,1,10007,10007220
19CoV,2023,01,彰化縣,大村鄉,M,0,70+,1,10007,10007130
19CoV,2023,01,彰化縣,彰化市,F,0,50~54,1,10007,10007010
19CoV,2023,01,彰化縣,彰化市,F,0,65~69,1,10007,10007010
19CoV,2023,01,彰化縣,彰化市,F,0,70+,6,10007,10007010
19CoV,2023,01,彰化縣,彰化市,M,0,70+,8,10007,10007010
19CoV,2023,01,彰化縣,永靖鄉,M,0,70+,2,10007,10007160
19CoV,2023,01,彰化縣,溪湖鎮,F,0,65~69,1,10007,10007110
19CoV,2023,01,彰化縣,溪湖鎮,F,0,70+,1,10007,10007110
19CoV,2023,01,彰化縣,田中鎮,F,0,70+,2,10007,10007120
19CoV,2023,01,彰化縣,田中鎮,M,0,70+,2,10007,10007120
19CoV,2023,01,彰化縣,田尾鄉,F,0,70+,1,10007,10007210
19CoV,2023,01,彰化縣,田尾鄉,M,0,70+,1,10007,10007210
19CoV,2023,01,彰化縣,社頭鄉,F,0,55~59,1,10007,10007170
19CoV,2023,01,彰化縣,社頭鄉,F,0,65~69,1,10007,10007170
19CoV,2023,01,彰化縣,社頭鄉,M,0,70+,2,10007,10007170
19CoV,2023,01,彰化縣,福興鄉,F,0,70+,1,10007,10007060
19CoV,2023,01,彰化縣,福興鄉,M,0,70+,2,10007,10007060
19CoV,2023,01,彰化縣,秀水鄉,F,0,70+,2,10007,10007070
19CoV,2023,01,彰化縣,秀水鄉,M,0,70+,3,10007,10007070
19CoV,2023,01,彰化縣,竹塘鄉,F,0,70+,2,10007,10007250
19CoV,2023,01,彰化縣,線西鄉,F,0,70+,2,10007,10007040
19CoV,2023,01,彰化縣,芬園鄉,M,0,65~69,1,10007,10007090
19CoV,2023,01,彰化縣,芬園鄉,M,0,70+,1,10007,10007090
19CoV,2023,01,彰化縣,花壇鄉,F,0,70+,1,10007,10007080
19CoV,2023,01,彰化縣,花壇鄉,M,0,70+,2,10007,10007080
19CoV,2023,01,彰化縣,芳苑鄉,F,0,70+,2,10007,10007230
19CoV,2023,01,彰化縣,鹿港鎮,F,0,70+,3,10007,10007020
19CoV,2023,01,彰化縣,鹿港鎮,M,0,70+,3,10007,10007020
19CoV,2023,01,南投縣,信義鄉,M,0,55~59,1,10008,10008120
19CoV,2023,01,南投縣,南投市,M,0,55~59,2,10008,10008010
19CoV,2023,01,南投縣,南投市,F,0,70+,4,10008,10008010
19CoV,2023,01,南投縣,南投市,M,0,70+,7,10008,10008010
19CoV,2023,01,南投縣,名間鄉,F,0,70+,3,10008,10008060
19CoV,2023,01,南投縣,名間鄉,M,0,70+,1,10008,10008060
19CoV,2023,01,南投縣,國姓鄉,F,0,70+,2,10008,10008100
19CoV,2023,01,南投縣,國姓鄉,M,0,70+,1,10008,10008100
19CoV,2023,01,南投縣,埔里鎮,F,0,55~59,1,10008,10008020
19CoV,2023,01,南投縣,埔里鎮,F,0,70+,1,10008,10008020
19CoV,2023,01,南投縣,埔里鎮,M,0,70+,3,10008,10008020
19CoV,2023,01,南投縣,水里鄉,M,0,35~39,1,10008,10008110
19CoV,2023,01,南投縣,水里鄉,F,0,70+,1,10008,10008110
19CoV,2023,01,南投縣,竹山鎮,M,0,50~54,1,10008,10008040
19CoV,2023,01,南投縣,竹山鎮,F,0,65~69,1,10008,10008040
19CoV,2023,01,南投縣,竹山鎮,F,0,70+,2,10008,10008040
19CoV,2023,01,南投縣,竹山鎮,M,0,70+,3,10008,10008040
19CoV,2023,01,南投縣,草屯鎮,M,0,60~64,1,10008,10008030
19CoV,2023,01,南投縣,草屯鎮,F,0,70+,3,10008,10008030
19CoV,2023,01,南投縣,草屯鎮,M,0,70+,2,10008,10008030
19CoV,2023,01,南投縣,集集鎮,M,0,70+,1,10008,10008050
19CoV,2023,01,南投縣,魚池鄉,F,0,70+,2,10008,10008090
19CoV,2023,01,南投縣,魚池鄉,M,0,70+,1,10008,10008090
19CoV,2023,01,雲林縣,二崙鄉,F,0,70+,1,10009,10009110
19CoV,2023,01,雲林縣,二崙鄉,M,0,70+,1,10009,10009110
19CoV,2023,01,雲林縣,元長鄉,M,0,60~64,1,10009,10009170
19CoV,2023,01,雲林縣,元長鄉,M,0,65~69,1,10009,10009170
19CoV,2023,01,雲林縣,北港鎮,M,0,60~64,1,10009,10009060
19CoV,2023,01,雲林縣,古坑鄉,F,0,70+,1,10009,10009070
19CoV,2023,01,雲林縣,台西鄉,F,0,70+,1,10009,10009160
19CoV,2023,01,雲林縣,土庫鎮,M,0,40~44,1,10009,10009050
19CoV,2023,01,雲林縣,土庫鎮,F,0,70+,1,10009,10009050
19CoV,2023,01,雲林縣,土庫鎮,M,0,70+,1,10009,10009050
19CoV,2023,01,雲林縣,大埤鄉,F,0,65~69,1,10009,10009080
19CoV,2023,01,雲林縣,斗六市,F,0,70+,2,10009,10009010
19CoV,2023,01,雲林縣,斗六市,M,0,70+,2,10009,10009010
19CoV,2023,01,雲林縣,斗南鎮,M,0,0~4,1,10009,10009020
19CoV,2023,01,雲林縣,斗南鎮,F,0,70+,2,10009,10009020
19CoV,2023,01,雲林縣,斗南鎮,M,0,70+,1,10009,10009020
19CoV,2023,01,雲林縣,林內鄉,F,0,70+,2,10009,10009100
19CoV,2023,01,雲林縣,水林鄉,F,0,70+,2,10009,10009200
19CoV,2023,01,雲林縣,水林鄉,M,0,70+,2,10009,10009200
19CoV,2023,01,雲林縣,莿桐鄉,F,0,70+,1,10009,10009090
19CoV,2023,01,雲林縣,莿桐鄉,M,0,70+,1,10009,10009090
19CoV,2023,01,雲林縣,虎尾鎮,F,0,70+,2,10009,10009030
19CoV,2023,01,雲林縣,虎尾鎮,M,0,70+,2,10009,10009030
19CoV,2023,01,雲林縣,西螺鎮,F,0,70+,3,10009,10009040
19CoV,2023,01,雲林縣,西螺鎮,M,0,70+,1,10009,10009040
19CoV,2023,01,雲林縣,麥寮鄉,F,0,70+,1,10009,10009130
19CoV,2023,01,雲林縣,麥寮鄉,M,0,70+,2,10009,10009130
19CoV,2023,01,嘉義縣,中埔鄉,F,0,70+,2,10010,10010130
19CoV,2023,01,嘉義縣,中埔鄉,M,0,70+,3,10010,10010130
19CoV,2023,01,嘉義縣,六腳鄉,M,0,70+,2,10010,10010080
19CoV,2023,01,嘉義縣,大林鎮,M,0,55~59,1,10010,10010040
19CoV,2023,01,嘉義縣,大林鎮,F,0,70+,1,10010,10010040
19CoV,2023,01,嘉義縣,大林鎮,M,0,70+,1,10010,10010040
19CoV,2023,01,嘉義縣,太保市,F,0,45~49,1,10010,10010010
19CoV,2023,01,嘉義縣,太保市,M,0,70+,2,10010,10010010
19CoV,2023,01,嘉義縣,布袋鎮,F,0,60~64,1,10010,10010030
19CoV,2023,01,嘉義縣,新港鄉,M,0,70+,3,10010,10010070
19CoV,2023,01,嘉義縣,朴子市,M,0,65~69,1,10010,10010020
19CoV,2023,01,嘉義縣,朴子市,F,0,70+,1,10010,10010020
19CoV,2023,01,嘉義縣,朴子市,M,0,70+,4,10010,10010020
19CoV,2023,01,嘉義縣,東石鄉,M,0,60~64,1,10010,10010090
19CoV,2023,01,嘉義縣,東石鄉,F,0,70+,2,10010,10010090
19CoV,2023,01,嘉義縣,東石鄉,M,0,70+,1,10010,10010090
19CoV,2023,01,嘉義縣,民雄鄉,F,0,70+,2,10010,10010050
19CoV,2023,01,嘉義縣,民雄鄉,M,0,70+,7,10010,10010050
19CoV,2023,01,嘉義縣,水上鄉,F,0,70+,4,10010,10010120
19CoV,2023,01,嘉義縣,水上鄉,M,0,70+,2,10010,10010120
19CoV,2023,01,嘉義縣,溪口鄉,F,0,70+,1,10010,10010060
19CoV,2023,01,嘉義縣,番路鄉,F,0,70+,1,10010,10010160
19CoV,2023,01,嘉義縣,竹崎鄉,F,0,70+,1,10010,10010140
19CoV,2023,01,嘉義縣,竹崎鄉,M,0,70+,1,10010,10010140
19CoV,2023,01,嘉義縣,義竹鄉,M,0,70+,1,10010,10010100
19CoV,2023,01,嘉義縣,鹿草鄉,M,0,65~69,1,10010,10010110
19CoV,2023,01,嘉義縣,鹿草鄉,F,0,70+,1,10010,10010110
19CoV,2023,01,嘉義縣,鹿草鄉,M,0,70+,1,10010,10010110
19CoV,2023,01,屏東縣,九如鄉,M,0,70+,1,10013,10013080
19CoV,2023,01,屏東縣,佳冬鄉,F,0,70+,1,10013,10013210
19CoV,2023,01,屏東縣,佳冬鄉,M,0,70+,5,10013,10013210
19CoV,2023,01,屏東縣,內埔鄉,M,0,60~64,1,10013,10013130
19CoV,2023,01,屏東縣,內埔鄉,F,0,70+,3,10013,10013130
19CoV,2023,01,屏東縣,內埔鄉,M,0,70+,6,10013,10013130
19CoV,2023,01,屏東縣,屏東市,M,0,0~4,1,10013,10013010
19CoV,2023,01,屏東縣,屏東市,M,0,65~69,3,10013,10013010
19CoV,2023,01,屏東縣,屏東市,F,0,70+,5,10013,10013010
19CoV,2023,01,屏東縣,屏東市,M,0,70+,11,10013,10013010
19CoV,2023,01,屏東縣,崁頂鄉,F,0,70+,1,10013,10013180
19CoV,2023,01,屏東縣,崁頂鄉,M,0,70+,1,10013,10013180
19CoV,2023,01,屏東縣,新埤鄉,F,0,70+,1,10013,10013150
19CoV,2023,01,屏東縣,新埤鄉,M,0,70+,1,10013,10013150
19CoV,2023,01,屏東縣,東港鎮,F,0,70+,1,10013,10013030
19CoV,2023,01,屏東縣,東港鎮,M,0,70+,3,10013,10013030
19CoV,2023,01,屏東縣,枋寮鄉,M,0,70+,1,10013,10013160
19CoV,2023,01,屏東縣,潮州鎮,F,0,70+,2,10013,10013020
19CoV,2023,01,屏東縣,牡丹鄉,F,0,70+,1,10013,10013330
19CoV,2023,01,屏東縣,竹田鄉,F,0,65~69,1,10013,10013140
19CoV,2023,01,屏東縣,竹田鄉,M,0,70+,1,10013,10013140
19CoV,2023,01,屏東縣,萬丹鄉,F,0,70+,1,10013,10013050
19CoV,2023,01,屏東縣,萬巒鄉,F,0,70+,1,10013,10013120
19CoV,2023,01,屏東縣,里港鄉,M,0,45~49,1,10013,10013090
19CoV,2023,01,屏東縣,里港鄉,F,0,70+,2,10013,10013090
19CoV,2023,01,屏東縣,長治鄉,M,0,60~64,1,10013,10013060
19CoV,2023,01,屏東縣,長治鄉,F,0,70+,1,10013,10013060
19CoV,2023,01,屏東縣,霧台鄉,M,0,70+,1,10013,10013270
19CoV,2023,01,屏東縣,高樹鄉,F,0,70+,1,10013,10013110
19CoV,2023,01,屏東縣,高樹鄉,M,0,70+,2,10013,10013110
19CoV,2023,01,屏東縣,鹽埔鄉,F,0,70+,4,10013,10013100
19CoV,2023,01,台東縣,卑南鄉,M,0,70+,1,10014,10014040
19CoV,2023,01,台東縣,台東市,M,0,65~69,1,10014,10014010
19CoV,2023,01,台東縣,台東市,F,0,70+,2,10014,10014010
19CoV,2023,01,台東縣,台東市,M,0,70+,1,10014,10014010
19CoV,2023,01,台東縣,大武鄉,F,0,70+,1,10014,10014100
19CoV,2023,01,台東縣,延平鄉,M,0,60~64,1,10014,10014130
19CoV,2023,01,台東縣,長濱鄉,M,0,70+,1,10014,10014080
19CoV,2023,01,台東縣,鹿野鄉,F,0,70+,1,10014,10014050
19CoV,2023,01,花蓮縣,吉安鄉,F,0,70+,2,10015,10015050
19CoV,2023,01,花蓮縣,吉安鄉,M,0,70+,2,10015,10015050
19CoV,2023,01,花蓮縣,壽豐鄉,M,0,70+,2,10015,10015060
19CoV,2023,01,花蓮縣,新城鄉,M,0,70+,1,10015,10015040
19CoV,2023,01,花蓮縣,玉里鎮,M,0,70+,1,10015,10015030
19CoV,2023,01,花蓮縣,花蓮市,M,0,65~69,1,10015,10015010
19CoV,2023,01,花蓮縣,花蓮市,F,0,70+,1,10015,10015010
19CoV,2023,01,花蓮縣,花蓮市,M,0,70+,3,10015,10015010
19CoV,2023,01,花蓮縣,豐濱鄉,M,0,70+,1,10015,10015080
19CoV,2023,01,澎湖縣,湖西鄉,F,0,70+,1,10016,10016020
19CoV,2023,01,澎湖縣,湖西鄉,M,0,70+,2,10016,10016020
19CoV,2023,01,澎湖縣,馬公市,F,0,70+,1,10016,10016010
19CoV,2023,01,澎湖縣,馬公市,M,0,70+,2,10016,10016010
19CoV,2023,01,基隆市,七堵區,F,0,70+,1,10017,10017020
19CoV,2023,01,基隆市,七堵區,M,0,70+,2,10017,10017020
19CoV,2023,01,基隆市,中山區,F,0,20~24,1,10017,10017050
19CoV,2023,01,基隆市,中山區,F,0,70+,3,10017,10017050
19CoV,2023,01,基隆市,中山區,M,0,70+,1,10017,10017050
19CoV,2023,01,基隆市,中正區,F,0,60~64,1,10017,10017010
19CoV,2023,01,基隆市,中正區,F,0,70+,4,10017,10017010
19CoV,2023,01,基隆市,中正區,M,0,70+,1,10017,10017010
19CoV,2023,01,基隆市,仁愛區,F,0,70+,2,10017,10017040
19CoV,2023,01,基隆市,仁愛區,M,0,70+,1,10017,10017040
19CoV,2023,01,基隆市,信義區,F,0,70+,1,10017,10017070
19CoV,2023,01,基隆市,信義區,M,0,70+,5,10017,10017070
19CoV,2023,01,基隆市,安樂區,F,0,70+,3,10017,10017060
19CoV,2023,01,基隆市,安樂區,M,0,70+,3,10017,10017060
19CoV,2023,01,基隆市,暖暖區,F,0,70+,1,10017,10017030
19CoV,2023,01,基隆市,暖暖區,M,0,70+,1,10017,10017030
19CoV,2023,01,新竹市,北區,F,0,70+,5,10018,10018020
19CoV,2023,01,新竹市,北區,M,0,70+,4,10018,10018020
19CoV,2023,01,新竹市,東區,M,0,35~39,1,10018,10018010
19CoV,2023,01,新竹市,東區,M,0,45~49,1,10018,10018010
19CoV,2023,01,新竹市,東區,M,0,55~59,1,10018,10018010
19CoV,2023,01,新竹市,東區,F,0,60~64,1,10018,10018010
19CoV,2023,01,新竹市,東區,F,0,70+,4,10018,10018010
19CoV,2023,01,新竹市,東區,M,0,70+,5,10018,10018010
19CoV,2023,01,新竹市,香山區,M,0,60~64,1,10018,10018030
19CoV,2023,01,新竹市,香山區,M,0,65~69,1,10018,10018030
19CoV,2023,01,新竹市,香山區,F,0,70+,1,10018,10018030
19CoV,2023,01,嘉義市,東區,F,0,45~49,1,10020,10020010
19CoV,2023,01,嘉義市,東區,F,0,70+,1,10020,10020010
19CoV,2023,01,嘉義市,東區,M,0,70+,3,10020,10020010
19CoV,2023,01,嘉義市,西區,M,0,50~54,1,10020,10020020
19CoV,2023,01,嘉義市,西區,M,0,55~59,1,10020,10020020
19CoV,2023,01,嘉義市,西區,F,0,70+,1,10020,10020020
19CoV,2023,01,嘉義市,西區,M,0,70+,3,10020,10020020
19CoV,2023,01,台北市,中山區,F,0,65~69,1,63000,63000040
19CoV,2023,01,台北市,中山區,M,0,65~69,1,63000,63000040
19CoV,2023,01,台北市,中山區,F,0,70+,7,63000,63000040
19CoV,2023,01,台北市,中山區,M,0,70+,9,63000,63000040
19CoV,2023,01,台北市,中正區,F,0,55~59,1,63000,63000050
19CoV,2023,01,台北市,中正區,M,0,65~69,2,63000,63000050
19CoV,2023,01,台北市,中正區,F,0,70+,4,63000,63000050
19CoV,2023,01,台北市,中正區,M,0,70+,6,63000,63000050
19CoV,2023,01,台北市,信義區,M,0,65~69,2,63000,63000020
19CoV,2023,01,台北市,信義區,F,0,70+,7,63000,63000020
19CoV,2023,01,台北市,信義區,M,0,70+,6,63000,63000020
19CoV,2023,01,台北市,內湖區,M,0,65~69,2,63000,63000100
19CoV,2023,01,台北市,內湖區,F,0,70+,10,63000,63000100
19CoV,2023,01,台北市,內湖區,M,0,70+,6,63000,63000100
19CoV,2023,01,台北市,北投區,F,0,55~59,1,63000,63000120
19CoV,2023,01,台北市,北投區,M,0,65~69,2,63000,63000120
19CoV,2023,01,台北市,北投區,F,0,70+,7,63000,63000120
19CoV,2023,01,台北市,北投區,M,0,70+,13,63000,63000120
19CoV,2023,01,台北市,南港區,M,0,60~64,2,63000,63000090
19CoV,2023,01,台北市,南港區,F,0,70+,3,63000,63000090
19CoV,2023,01,台北市,南港區,M,0,70+,5,63000,63000090
19CoV,2023,01,台北市,士林區,F,0,70+,8,63000,63000110
19CoV,2023,01,台北市,士林區,M,0,70+,5,63000,63000110
19CoV,2023,01,台北市,大同區,F,0,65~69,1,63000,63000060
19CoV,2023,01,台北市,大同區,F,0,70+,2,63000,63000060
19CoV,2023,01,台北市,大同區,M,0,70+,4,63000,63000060
19CoV,2023,01,台北市,大安區,M,0,55~59,2,63000,63000030
19CoV,2023,01,台北市,大安區,F,0,65~69,1,63000,63000030
19CoV,2023,01,台北市,大安區,M,0,65~69,2,63000,63000030
19CoV,2023,01,台北市,大安區,F,0,70+,16,63000,63000030
19CoV,2023,01,台北市,大安區,M,0,70+,11,63000,63000030
19CoV,2023,01,台北市,文山區,F,0,45~49,1,63000,63000082
19CoV,2023,01,台北市,文山區,F,0,45~49,1,63000,63000081
19CoV,2023,01,台北市,文山區,F,0,45~49,1,63000,63000080
19CoV,2023,01,台北市,文山區,F,0,55~59,1,63000,63000082
19CoV,2023,01,台北市,文山區,F,0,55~59,1,63000,63000080
19CoV,2023,01,台北市,文山區,F,0,55~59,1,63000,63000081
19CoV,2023,01,台北市,文山區,F,0,65~69,1,63000,63000080
19CoV,2023,01,台北市,文山區,F,0,65~69,1,63000,63000081
19CoV,2023,01,台北市,文山區,F,0,65~69,1,63000,63000082
19CoV,2023,01,台北市,文山區,F,0,70+,8,63000,63000080
19CoV,2023,01,台北市,文山區,F,0,70+,8,63000,63000081
19CoV,2023,01,台北市,文山區,F,0,70+,8,63000,63000082
19CoV,2023,01,台北市,文山區,M,0,70+,16,63000,63000082
19CoV,2023,01,台北市,文山區,M,0,70+,16,63000,63000080
19CoV,2023,01,台北市,文山區,M,0,70+,16,63000,63000081
19CoV,2023,01,台北市,松山區,F,0,60~64,1,63000,63000010
19CoV,2023,01,台北市,松山區,M,0,65~69,1,63000,63000010
19CoV,2023,01,台北市,松山區,F,0,70+,5,63000,63000010
19CoV,2023,01,台北市,松山區,M,0,70+,6,63000,63000010
19CoV,2023,01,台北市,萬華區,M,1,50~54,1,63000,63000071
19CoV,2023,01,台北市,萬華區,M,1,50~54,1,63000,63000072
19CoV,2023,01,台北市,萬華區,M,1,50~54,1,63000,63000070
19CoV,2023,01,台北市,萬華區,F,0,70+,5,63000,63000071
19CoV,2023,01,台北市,萬華區,F,0,70+,5,63000,63000072
19CoV,2023,01,台北市,萬華區,F,0,70+,5,63000,63000070
19CoV,2023,01,台北市,萬華區,M,0,70+,9,63000,63000070
19CoV,2023,01,台北市,萬華區,M,0,70+,9,63000,63000071
19CoV,2023,01,台北市,萬華區,M,0,70+,9,63000,63000072
19CoV,2023,01,高雄市,三民區,M,0,35~39,1,64000,64000050
19CoV,2023,01,高雄市,三民區,M,0,35~39,1,64000,64000052
19CoV,2023,01,高雄市,三民區,M,0,35~39,1,64000,64000051
19CoV,2023,01,高雄市,三民區,M,0,40~44,1,64000,64000052
19CoV,2023,01,高雄市,三民區,M,0,40~44,1,64000,64000051
19CoV,2023,01,高雄市,三民區,M,0,40~44,1,64000,64000050
19CoV,2023,01,高雄市,三民區,F,0,45~49,1,64000,64000051
19CoV,2023,01,高雄市,三民區,F,0,45~49,1,64000,64000052
19CoV,2023,01,高雄市,三民區,F,0,45~49,1,64000,64000050
19CoV,2023,01,高雄市,三民區,F,0,50~54,1,64000,64000050
19CoV,2023,01,高雄市,三民區,F,0,50~54,1,64000,64000051
19CoV,2023,01,高雄市,三民區,F,0,50~54,1,64000,64000052
19CoV,2023,01,高雄市,三民區,F,0,60~64,1,64000,64000051
19CoV,2023,01,高雄市,三民區,F,0,60~64,1,64000,64000052
19CoV,2023,01,高雄市,三民區,F,0,60~64,1,64000,64000050
19CoV,2023,01,高雄市,三民區,M,0,60~64,1,64000,64000051
19CoV,2023,01,高雄市,三民區,M,0,60~64,1,64000,64000050
19CoV,2023,01,高雄市,三民區,M,0,60~64,1,64000,64000052
19CoV,2023,01,高雄市,三民區,F,0,65~69,1,64000,64000052
19CoV,2023,01,高雄市,三民區,F,0,65~69,1,64000,64000050
19CoV,2023,01,高雄市,三民區,F,0,65~69,1,64000,64000051
19CoV,2023,01,高雄市,三民區,M,0,65~69,2,64000,64000050
19CoV,2023,01,高雄市,三民區,M,0,65~69,2,64000,64000051
19CoV,2023,01,高雄市,三民區,M,0,65~69,2,64000,64000052
19CoV,2023,01,高雄市,三民區,F,0,70+,9,64000,64000051
19CoV,2023,01,高雄市,三民區,F,0,70+,9,64000,64000052
19CoV,2023,01,高雄市,三民區,F,0,70+,9,64000,64000050
19CoV,2023,01,高雄市,三民區,M,0,70+,12,64000,64000052
19CoV,2023,01,高雄市,三民區,M,0,70+,12,64000,64000051
19CoV,2023,01,高雄市,三民區,M,0,70+,12,64000,64000050
19CoV,2023,01,高雄市,仁武區,F,0,60~64,1,64000,64000170
19CoV,2023,01,高雄市,仁武區,M,0,60~64,2,64000,64000170
19CoV,2023,01,高雄市,仁武區,F,0,70+,1,64000,64000170
19CoV,2023,01,高雄市,仁武區,M,0,70+,2,64000,64000170
19CoV,2023,01,高雄市,六龜區,F,0,60~64,1,64000,64000320
19CoV,2023,01,高雄市,前金區,F,0,70+,3,64000,64000070
19CoV,2023,01,高雄市,前金區,M,0,70+,2,64000,64000070
19CoV,2023,01,高雄市,前鎮區,M,0,45~49,1,64000,64000090
19CoV,2023,01,高雄市,前鎮區,F,0,55~59,1,64000,64000090
19CoV,2023,01,高雄市,前鎮區,F,0,60~64,1,64000,64000090
19CoV,2023,01,高雄市,前鎮區,M,0,60~64,2,64000,64000090
19CoV,2023,01,高雄市,前鎮區,M,0,65~69,2,64000,64000090
19CoV,2023,01,高雄市,前鎮區,F,0,70+,4,64000,64000090
19CoV,2023,01,高雄市,前鎮區,M,0,70+,4,64000,64000090
19CoV,2023,01,高雄市,大寮區,F,0,65~69,2,64000,64000140
19CoV,2023,01,高雄市,大寮區,M,0,65~69,1,64000,64000140
19CoV,2023,01,高雄市,大寮區,F,0,70+,1,64000,64000140
19CoV,2023,01,高雄市,大寮區,M,0,70+,3,64000,64000140
19CoV,2023,01,高雄市,大樹區,M,0,55~59,1,64000,64000150
19CoV,2023,01,高雄市,大樹區,F,0,70+,1,64000,64000150
19CoV,2023,01,高雄市,大樹區,M,0,70+,2,64000,64000150
19CoV,2023,01,高雄市,大社區,M,0,70+,1,64000,64000160
19CoV,2023,01,高雄市,小港區,F,0,60~64,1,64000,64000110
19CoV,2023,01,高雄市,小港區,M,0,60~64,1,64000,64000110
19CoV,2023,01,高雄市,小港區,F,0,70+,5,64000,64000110
19CoV,2023,01,高雄市,小港區,M,0,70+,9,64000,64000110
19CoV,2023,01,高雄市,岡山區,F,0,70+,1,64000,64000190
19CoV,2023,01,高雄市,岡山區,M,0,70+,2,64000,64000190
19CoV,2023,01,高雄市,左營區,F,0,70+,3,64000,64000030
19CoV,2023,01,高雄市,左營區,M,0,70+,3,64000,64000030
19CoV,2023,01,高雄市,彌陀區,M,0,65~69,1,64000,64000280
19CoV,2023,01,高雄市,彌陀區,M,0,70+,1,64000,64000280
19CoV,2023,01,高雄市,新興區,F,0,40~44,1,64000,64000060
19CoV,2023,01,高雄市,新興區,F,0,70+,2,64000,64000060
19CoV,2023,01,高雄市,旗山區,M,0,65~69,1,64000,64000300
19CoV,2023,01,高雄市,旗山區,F,0,70+,1,64000,64000300
19CoV,2023,01,高雄市,旗津區,M,0,70+,3,64000,64000100
19CoV,2023,01,高雄市,杉林區,F,0,70+,1,64000,64000340
19CoV,2023,01,高雄市,林園區,F,0,40~44,1,64000,64000130
19CoV,2023,01,高雄市,林園區,M,0,50~54,1,64000,64000130
19CoV,2023,01,高雄市,林園區,M,0,60~64,1,64000,64000130
19CoV,2023,01,高雄市,林園區,F,0,70+,1,64000,64000130
19CoV,2023,01,高雄市,林園區,M,0,70+,1,64000,64000130
19CoV,2023,01,高雄市,梓官區,F,0,70+,1,64000,64000290
19CoV,2023,01,高雄市,梓官區,M,0,70+,1,64000,64000290
19CoV,2023,01,高雄市,楠梓區,F,0,45~49,1,64000,64000040
19CoV,2023,01,高雄市,楠梓區,M,0,60~64,1,64000,64000040
19CoV,2023,01,高雄市,楠梓區,F,0,65~69,1,64000,64000040
19CoV,2023,01,高雄市,楠梓區,F,0,70+,6,64000,64000040
19CoV,2023,01,高雄市,楠梓區,M,0,70+,3,64000,64000040
19CoV,2023,01,高雄市,橋頭區,F,0,70+,1,64000,64000200
19CoV,2023,01,高雄市,橋頭區,M,0,70+,2,64000,64000200
19CoV,2023,01,高雄市,永安區,M,1,70+,1,64000,64000270
19CoV,2023,01,高雄市,湖內區,M,0,70+,1,64000,64000250
19CoV,2023,01,高雄市,燕巢區,F,0,70+,1,64000,64000210
19CoV,2023,01,高雄市,燕巢區,M,0,70+,1,64000,64000210
19CoV,2023,01,高雄市,美濃區,F,0,70+,2,64000,64000310
19CoV,2023,01,高雄市,美濃區,M,0,70+,3,64000,64000310
19CoV,2023,01,高雄市,苓雅區,M,0,65~69,2,64000,64000080
19CoV,2023,01,高雄市,苓雅區,F,0,70+,5,64000,64000080
19CoV,2023,01,高雄市,苓雅區,M,0,70+,7,64000,64000080
19CoV,2023,01,高雄市,苓雅區,M,1,70+,1,64000,64000080
19CoV,2023,01,高雄市,茄萣區,F,0,70+,1,64000,64000260
