確定病名,研判年份,研判週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2024,21,基隆市,信義區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,基隆市,安樂區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新竹市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,嘉義市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,嘉義市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,嘉義市,西區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,21,嘉義市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,三峽區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,三重區,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,21,新北市,三重區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,中和區,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,21,新北市,中和區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,21,新北市,中和區,M,否,70+,5
嚴重特殊傳染性肺炎,2024,21,新北市,五股區,F,是,30-34,1
嚴重特殊傳染性肺炎,2024,21,新北市,五股區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,五股區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,土城區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,新北市,土城區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,新店區,F,是,60-64,1
嚴重特殊傳染性肺炎,2024,21,新北市,新店區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,新莊區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,21,新北市,新莊區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,新北市,新莊區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,21,新北市,新莊區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,板橋區,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,21,新北市,板橋區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,21,新北市,板橋區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,板橋區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,21,新北市,林口區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,樹林區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,21,新北市,汐止區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,泰山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2024,21,新北市,淡水區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,鶯歌區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,21,新北市,鶯歌區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新北市,鶯歌區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,桃園市,中壢區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,桃園市,八德區,M,否,50-54,1
嚴重特殊傳染性肺炎,2024,21,桃園市,平鎮區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,21,桃園市,平鎮區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,桃園市,平鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,桃園市,新屋區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,桃園市,桃園區,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,21,桃園市,桃園區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,桃園市,桃園區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,21,桃園市,楊梅區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,桃園市,蘆竹區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,桃園市,龜山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新竹縣,橫山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新竹縣,竹東鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新竹縣,竹東鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,新竹縣,芎林鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,宜蘭縣,五結鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,宜蘭縣,冬山鄉,M,否,20-24,1
嚴重特殊傳染性肺炎,2024,21,宜蘭縣,員山鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,宜蘭縣,員山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,宜蘭縣,員山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,宜蘭縣,宜蘭市,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,21,宜蘭縣,宜蘭市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,宜蘭縣,礁溪鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,宜蘭縣,羅東鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,苗栗縣,三義鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,苗栗縣,竹南鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,苗栗縣,苗栗市,M,否,70+,2
嚴重特殊傳染性肺炎,2024,21,苗栗縣,通霄鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,彰化縣,和美鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,彰化縣,員林市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,彰化縣,溪州鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,彰化縣,秀水鄉,F,否,5-9,1
嚴重特殊傳染性肺炎,2024,21,彰化縣,花壇鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,南投縣,南投市,M,否,35-39,1
嚴重特殊傳染性肺炎,2024,21,南投縣,南投市,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,21,南投縣,南投市,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,南投縣,南投市,F,否,70+,3
嚴重特殊傳染性肺炎,2024,21,南投縣,南投市,M,否,70+,3
嚴重特殊傳染性肺炎,2024,21,南投縣,水里鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,雲林縣,古坑鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,雲林縣,台西鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,雲林縣,四湖鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,雲林縣,斗六市,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,雲林縣,林內鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2024,21,雲林縣,莿桐鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,雲林縣,虎尾鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,雲林縣,虎尾鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,雲林縣,麥寮鄉,M,否,35-39,1
嚴重特殊傳染性肺炎,2024,21,嘉義縣,朴子市,F,否,50-54,1
嚴重特殊傳染性肺炎,2024,21,嘉義縣,朴子市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,嘉義縣,民雄鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,嘉義縣,竹崎鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,21,嘉義縣,竹崎鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,九如鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,佳冬鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,佳冬鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,來義鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,內埔鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,內埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,屏東市,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,屏東市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,恆春鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,林邊鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,林邊鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,泰武鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,潮州鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,屏東縣,麟洛鄉,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,21,花蓮縣,富里鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,花蓮縣,玉里鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,21,花蓮縣,玉里鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,台東縣,台東市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,台東縣,東河鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,21,台東縣,池上鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,21,台東縣,長濱鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台北市,中山區,F,否,70+,3
嚴重特殊傳染性肺炎,2024,22,台北市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台北市,信義區,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,台北市,信義區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,台北市,信義區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台北市,信義區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,台北市,內湖區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,台北市,北投區,F,否,15-19,1
嚴重特殊傳染性肺炎,2024,22,台北市,北投區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台北市,南港區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,台北市,士林區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台北市,大安區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,22,台北市,松山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台北市,萬華區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台北市,萬華區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台中市,北區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,台中市,北屯區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,台中市,北屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台中市,大里區,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,台中市,大里區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,台中市,大里區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,台中市,大里區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,台中市,大里區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台中市,大里區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台中市,太平區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台中市,東勢區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台中市,清水區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,台中市,清水區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台中市,烏日區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,台中市,西區,F,否,50-54,1
嚴重特殊傳染性肺炎,2024,22,台中市,西區,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,台中市,西屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台中市,西屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台中市,豐原區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,台南市,七股區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台南市,下營區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,台南市,下營區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,22,台南市,中西區,F,否,1,1
嚴重特殊傳染性肺炎,2024,22,台南市,仁德區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,台南市,佳里區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,台南市,六甲區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台南市,六甲區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,台南市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台南市,南區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台南市,學甲區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,台南市,安南區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,台南市,安定區,M,否,25-29,1
嚴重特殊傳染性肺炎,2024,22,台南市,官田區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台南市,新化區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台南市,新市區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台南市,新營區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台南市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台南市,柳營區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,台南市,歸仁區,M,否,40-44,1
嚴重特殊傳染性肺炎,2024,22,台南市,歸仁區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,台南市,永康區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,台南市,永康區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,台南市,永康區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,台南市,永康區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,台南市,玉井區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台南市,玉井區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,台南市,西港區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,台南市,麻豆區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,高雄市,三民區,M,否,25-29,1
嚴重特殊傳染性肺炎,2024,22,高雄市,三民區,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,22,高雄市,三民區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,高雄市,三民區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,22,高雄市,仁武區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,高雄市,仁武區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,高雄市,仁武區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,22,高雄市,前鎮區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,高雄市,大寮區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,高雄市,小港區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,高雄市,左營區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,高雄市,彌陀區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,高雄市,新興區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,高雄市,林園區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,高雄市,林園區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,高雄市,梓官區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,高雄市,永安區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,高雄市,美濃區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,高雄市,那瑪夏區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,高雄市,鳳山區,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,22,高雄市,鳳山區,M,否,60-64,2
嚴重特殊傳染性肺炎,2024,22,高雄市,鳳山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,高雄市,鳳山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,高雄市,鼓山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,高雄市,鼓山區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,22,基隆市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,基隆市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,基隆市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,基隆市,信義區,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,基隆市,安樂區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,新竹市,東區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,嘉義市,東區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,嘉義市,東區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,嘉義市,東區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,嘉義市,西區,F,否,70+,3
嚴重特殊傳染性肺炎,2024,22,新北市,三峽區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,新北市,三峽區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,新北市,三峽區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,22,新北市,三重區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,新北市,中和區,M,否,30-34,1
嚴重特殊傳染性肺炎,2024,22,新北市,中和區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,新北市,中和區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,新北市,中和區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,新北市,五股區,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,22,新北市,五股區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,新北市,八里區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,新北市,土城區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,新北市,土城區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,新北市,土城區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,新北市,新店區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,新北市,新店區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,新北市,新店區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,22,新北市,新莊區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,新北市,新莊區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,新北市,板橋區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,新北市,板橋區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,新北市,板橋區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,新北市,林口區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,新北市,樹林區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,新北市,永和區,F,否,70+,4
嚴重特殊傳染性肺炎,2024,22,新北市,永和區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,新北市,汐止區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,新北市,汐止區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,新北市,泰山區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,新北市,淡水區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,新北市,瑞芳區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,新北市,瑞芳區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,新北市,蘆洲區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,桃園市,中壢區,F,否,50-54,1
嚴重特殊傳染性肺炎,2024,22,桃園市,中壢區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,桃園市,八德區,F,否,4,1
嚴重特殊傳染性肺炎,2024,22,桃園市,八德區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,桃園市,八德區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,桃園市,大園區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,桃園市,大溪區,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,22,桃園市,大溪區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,桃園市,復興區,M,否,25-29,1
嚴重特殊傳染性肺炎,2024,22,桃園市,桃園區,M,否,60-64,2
嚴重特殊傳染性肺炎,2024,22,桃園市,桃園區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,桃園市,桃園區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,桃園市,楊梅區,F,否,35-39,1
嚴重特殊傳染性肺炎,2024,22,桃園市,楊梅區,F,是,40-44,1
嚴重特殊傳染性肺炎,2024,22,桃園市,楊梅區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,桃園市,蘆竹區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,桃園市,蘆竹區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,桃園市,龜山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,桃園市,龜山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,新竹縣,北埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,新竹縣,新豐鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,宜蘭縣,宜蘭市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,宜蘭縣,蘇澳鎮,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,宜蘭縣,蘇澳鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,宜蘭縣,頭城鎮,F,否,30-34,1
嚴重特殊傳染性肺炎,2024,22,苗栗縣,卓蘭鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,苗栗縣,通霄鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,彰化縣,二林鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,彰化縣,伸港鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,彰化縣,北斗鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,彰化縣,員林市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,彰化縣,埤頭鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,彰化縣,埤頭鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,彰化縣,彰化市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,彰化縣,花壇鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,南投縣,中寮鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,南投縣,信義鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,南投縣,南投市,F,否,35-39,1
嚴重特殊傳染性肺炎,2024,22,南投縣,南投市,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,南投縣,南投市,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,南投縣,名間鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,南投縣,水里鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,南投縣,水里鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,南投縣,竹山鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,南投縣,草屯鎮,F,否,50-54,1
嚴重特殊傳染性肺炎,2024,22,南投縣,草屯鎮,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,南投縣,魚池鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,北港鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,雲林縣,古坑鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,古坑鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,古坑鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,台西鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,土庫鎮,M,否,50-54,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,大埤鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,崙背鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,崙背鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,斗六市,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,斗六市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,斗六市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,斗南鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,雲林縣,虎尾鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,嘉義縣,中埔鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,嘉義縣,中埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,嘉義縣,大林鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,嘉義縣,朴子市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,屏東縣,三地門鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,22,屏東縣,九如鄉,F,否,45-49,1
嚴重特殊傳染性肺炎,2024,22,屏東縣,九如鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,屏東縣,屏東市,M,否,55-59,2
嚴重特殊傳染性肺炎,2024,22,屏東縣,恆春鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,屏東縣,枋山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,屏東縣,竹田鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,屏東縣,萬丹鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2024,22,屏東縣,鹽埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,澎湖縣,湖西鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,澎湖縣,西嶼鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,花蓮縣,吉安鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,22,花蓮縣,吉安鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,22,花蓮縣,吉安鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,22,花蓮縣,花蓮市,F,否,70+,2
嚴重特殊傳染性肺炎,2024,22,台東縣,台東市,M,否,70+,2
嚴重特殊傳染性肺炎,2024,22,台東縣,鹿野鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,23,台北市,中山區,M,否,10-14,1
嚴重特殊傳染性肺炎,2024,23,台北市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,23,台北市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,23,台北市,中正區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,23,台北市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,23,台北市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,23,台北市,信義區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,23,台北市,信義區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,23,台北市,信義區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,23,台北市,內湖區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,23,台北市,北投區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,23,台北市,北投區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,23,台北市,南港區,F,否,5-9,1
嚴重特殊傳染性肺炎,2024,23,台北市,南港區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,23,台北市,南港區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,23,台北市,士林區,F,否,35-39,1
嚴重特殊傳染性肺炎,2024,23,台北市,士林區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,23,台北市,士林區,M,否,65-69,1
