國名(中),國名(英),ISO3166-1（numeric）,主類別,次類別,疾病,警示日期,疫苗
斯里蘭卡,Sri Lanka,144,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2024-08-01,
斯里蘭卡,Sri Lanka,144,預防接種規定及建議,預防接種項目,,,日本腦炎疫苗
斯里蘭卡,Sri Lanka,144,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
斯里蘭卡,Sri Lanka,144,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
斯里蘭卡,Sri Lanka,144,預防接種規定及建議,預防接種項目,,,小兒麻痺疫苗
斯里蘭卡,Sri Lanka,144,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
斯里蘭卡,Sri Lanka,144,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
斯里蘭卡,Sri Lanka,144,預防接種規定及建議,預防接種項目,,,傷寒疫苗
斯里蘭卡,Sri Lanka,144,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
斯里蘭卡,Sri Lanka,144,當地其他相關疾病,蟲媒傳染,登革熱,,
斯里蘭卡,Sri Lanka,144,當地其他相關疾病,蟲媒傳染,日本腦炎,,
斯里蘭卡,Sri Lanka,144,當地其他相關疾病,蟲媒傳染,瘧疾,,
斯里蘭卡,Sri Lanka,144,當地其他相關疾病,蟲媒傳染,屈公病,,
斯里蘭卡,Sri Lanka,144,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
斯里蘭卡,Sri Lanka,144,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
斯里蘭卡,Sri Lanka,144,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
斯里蘭卡,Sri Lanka,144,當地其他相關疾病,食物或飲水傳染,傷寒,,
斯里蘭卡,Sri Lanka,144,注意飲食安全-建議,選擇安全的食物,,,
斯里蘭卡,Sri Lanka,144,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
斯里蘭卡,Sri Lanka,144,當地其他相關疾病,接觸傳染,狂犬病,,
斯里蘭卡,Sri Lanka,144,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
法屬聖巴瑟米,St.Barthelemy,652,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
法屬聖巴瑟米,St.Barthelemy,652,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2019-07-08,
法屬聖巴瑟米,St.Barthelemy,652,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
法屬聖巴瑟米,St.Barthelemy,652,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
法屬聖巴瑟米,St.Barthelemy,652,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
法屬聖巴瑟米,St.Barthelemy,652,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
法屬聖巴瑟米,St.Barthelemy,652,當地其他相關疾病,蟲媒傳染,登革熱,,
法屬聖巴瑟米,St.Barthelemy,652,當地其他相關疾病,蟲媒傳染,日本腦炎,,
法屬聖巴瑟米,St.Barthelemy,652,當地其他相關疾病,蟲媒傳染,屈公病,,
法屬聖巴瑟米,St.Barthelemy,652,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
法屬聖巴瑟米,St.Barthelemy,652,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
法屬聖巴瑟米,St.Barthelemy,652,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
法屬聖巴瑟米,St.Barthelemy,652,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
法屬聖巴瑟米,St.Barthelemy,652,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
法屬聖巴瑟米,St.Barthelemy,652,當地其他相關疾病,接觸傳染,狂犬病,,
法屬聖巴瑟米,St.Barthelemy,652,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
荷屬聖馬丁,St.Maarten,534,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
荷屬聖馬丁,St.Maarten,534,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2020-11-06,
荷屬聖馬丁,St.Maarten,534,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
荷屬聖馬丁,St.Maarten,534,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
荷屬聖馬丁,St.Maarten,534,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
荷屬聖馬丁,St.Maarten,534,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
荷屬聖馬丁,St.Maarten,534,預防接種規定及建議,預防接種項目,,,傷寒疫苗
荷屬聖馬丁,St.Maarten,534,當地其他相關疾病,蟲媒傳染,登革熱,,
荷屬聖馬丁,St.Maarten,534,當地其他相關疾病,蟲媒傳染,屈公病,,
荷屬聖馬丁,St.Maarten,534,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
荷屬聖馬丁,St.Maarten,534,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
荷屬聖馬丁,St.Maarten,534,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
荷屬聖馬丁,St.Maarten,534,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
荷屬聖馬丁,St.Maarten,534,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
荷屬聖馬丁,St.Maarten,534,當地其他相關疾病,接觸傳染,狂犬病,,
荷屬聖馬丁,St.Maarten,534,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
荷屬聖馬丁,St.Maarten,534,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
荷屬聖馬丁,St.Maarten,534,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
荷屬聖馬丁,St.Maarten,534,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
利比亞,State of Libya,434,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
利比亞,State of Libya,434,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
利比亞,State of Libya,434,預防接種規定及建議,預防接種項目,,,流行性腦脊髓膜炎疫苗
利比亞,State of Libya,434,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
利比亞,State of Libya,434,預防接種規定及建議,預防接種項目,,,小兒麻痺疫苗
利比亞,State of Libya,434,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
利比亞,State of Libya,434,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
利比亞,State of Libya,434,預防接種規定及建議,預防接種項目,,,傷寒疫苗
利比亞,State of Libya,434,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
利比亞,State of Libya,434,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
利比亞,State of Libya,434,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
利比亞,State of Libya,434,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
利比亞,State of Libya,434,當地其他相關疾病,食物或飲水傳染,傷寒,,
利比亞,State of Libya,434,注意飲食安全-建議,選擇安全的食物,,,
利比亞,State of Libya,434,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
利比亞,State of Libya,434,當地其他相關疾病,接觸傳染,狂犬病,,
利比亞,State of Libya,434,當地其他相關疾病,接觸傳染,新型A型流感(近5年禽鳥有檢出H5N1病毒),,
利比亞,State of Libya,434,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
利比亞,State of Libya,434,避免接觸動物-建議,新型A型流感大多由染病的禽類感染人類，在當地應避免出入有活禽的傳統市場、養殖場、鳥園，並避免接觸鳥類及其糞便、屍體,,,
利比亞,State of Libya,434,避免接觸動物-建議,禽類肉品及蛋都應熟食,,,
利比亞,State of Libya,434,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
利比亞,State of Libya,434,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
利比亞,State of Libya,434,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
蘇丹,Sudan,729,國際旅遊疫情建議等級,第二級:警示(Alert)警示,霍亂,2025-02-03,
蘇丹,Sudan,729,國際旅遊疫情建議等級,第一級:注意(Watch)警示,黃熱病,2023-11-01,
蘇丹,Sudan,729,國際旅遊疫情建議等級,第一級:注意(Watch)警示,麻疹,2025-04-11,
蘇丹,Sudan,729,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
蘇丹,Sudan,729,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
蘇丹,Sudan,729,預防接種規定及建議,預防接種項目,,,流行性腦脊髓膜炎疫苗
蘇丹,Sudan,729,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
蘇丹,Sudan,729,預防接種規定及建議,預防接種項目,,,小兒麻痺疫苗
蘇丹,Sudan,729,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
蘇丹,Sudan,729,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
蘇丹,Sudan,729,預防接種規定及建議,預防接種項目,,,傷寒疫苗
蘇丹,Sudan,729,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
蘇丹,Sudan,729,當地其他相關疾病,蟲媒傳染,登革熱,,
蘇丹,Sudan,729,當地其他相關疾病,蟲媒傳染,屈公病,,
蘇丹,Sudan,729,當地其他相關疾病,蟲媒傳染,瘧疾,,
蘇丹,Sudan,729,當地其他相關疾病,蟲媒傳染,黃熱病,,
蘇丹,Sudan,729,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
蘇丹,Sudan,729,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
蘇丹,Sudan,729,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
蘇丹,Sudan,729,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
蘇丹,Sudan,729,當地其他相關疾病,食物或飲水傳染,霍亂,,
蘇丹,Sudan,729,當地其他相關疾病,食物或飲水傳染,傷寒,,
蘇丹,Sudan,729,注意飲食安全-建議,選擇安全的食物,,,
蘇丹,Sudan,729,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
蘇丹,Sudan,729,當地其他相關疾病,接觸傳染,狂犬病,,
蘇丹,Sudan,729,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
蘇丹,Sudan,729,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
蘇丹,Sudan,729,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
蘇丹,Sudan,729,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
蘇利南,Suriname,740,國際旅遊疫情建議等級,第一級:注意(Watch)警示,黃熱病,2023-11-01,
蘇利南,Suriname,740,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
蘇利南,Suriname,740,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2019-07-08,
蘇利南,Suriname,740,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
蘇利南,Suriname,740,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
蘇利南,Suriname,740,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
蘇利南,Suriname,740,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
蘇利南,Suriname,740,預防接種規定及建議,預防接種項目,,,傷寒疫苗
蘇利南,Suriname,740,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
蘇利南,Suriname,740,當地其他相關疾病,蟲媒傳染,登革熱,,
蘇利南,Suriname,740,當地其他相關疾病,蟲媒傳染,瘧疾,,
蘇利南,Suriname,740,當地其他相關疾病,蟲媒傳染,黃熱病,,
蘇利南,Suriname,740,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
蘇利南,Suriname,740,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
蘇利南,Suriname,740,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
蘇利南,Suriname,740,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
蘇利南,Suriname,740,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
蘇利南,Suriname,740,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
蘇利南,Suriname,740,當地其他相關疾病,食物或飲水傳染,傷寒,,
蘇利南,Suriname,740,注意飲食安全-建議,選擇安全的食物,,,
蘇利南,Suriname,740,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
蘇利南,Suriname,740,當地其他相關疾病,接觸傳染,狂犬病,,
蘇利南,Suriname,740,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
蘇利南,Suriname,740,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
蘇利南,Suriname,740,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
蘇利南,Suriname,740,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
史瓦帝尼王國,Kingdom of Eswatini,748,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
史瓦帝尼王國,Kingdom of Eswatini,748,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
史瓦帝尼王國,Kingdom of Eswatini,748,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
史瓦帝尼王國,Kingdom of Eswatini,748,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
史瓦帝尼王國,Kingdom of Eswatini,748,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
史瓦帝尼王國,Kingdom of Eswatini,748,預防接種規定及建議,預防接種項目,,,傷寒疫苗
史瓦帝尼王國,Kingdom of Eswatini,748,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
史瓦帝尼王國,Kingdom of Eswatini,748,當地其他相關疾病,蟲媒傳染,瘧疾,,
史瓦帝尼王國,Kingdom of Eswatini,748,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
史瓦帝尼王國,Kingdom of Eswatini,748,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
史瓦帝尼王國,Kingdom of Eswatini,748,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
史瓦帝尼王國,Kingdom of Eswatini,748,當地其他相關疾病,食物或飲水傳染,霍亂,,
史瓦帝尼王國,Kingdom of Eswatini,748,當地其他相關疾病,食物或飲水傳染,傷寒,,
史瓦帝尼王國,Kingdom of Eswatini,748,注意飲食安全-建議,選擇安全的食物,,,
史瓦帝尼王國,Kingdom of Eswatini,748,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
史瓦帝尼王國,Kingdom of Eswatini,748,當地其他相關疾病,接觸傳染,狂犬病,,
史瓦帝尼王國,Kingdom of Eswatini,748,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
史瓦帝尼王國,Kingdom of Eswatini,748,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
史瓦帝尼王國,Kingdom of Eswatini,748,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
史瓦帝尼王國,Kingdom of Eswatini,748,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
瑞典,Sweden,752,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
瑞典,Sweden,752,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
瑞典,Sweden,752,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
瑞典,Sweden,752,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
瑞典,Sweden,752,當地其他相關疾病,其他類,M痘,,
瑞典,Sweden,752,其他類-建議,降低人際間傳播風險,,,
瑞典,Sweden,752,其他類-建議,降低人畜共通傳播風險,,,
瑞典,Sweden,752,其他類-建議,如有任何疑似症狀，應及時就醫，並告知旅遊史、高風險場域暴露史與接觸史,,,
瑞典,Sweden,752,當地其他相關疾病,蟲媒傳染,蜱媒腦炎(侷限於南部斯德哥爾摩省、烏普薩拉省、南曼蘭省、西約塔蘭省等地區),,
瑞典,Sweden,752,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
瑞典,Sweden,752,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
瑞典,Sweden,752,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
瑞典,Sweden,752,預防蚊蟲叮咬-建議,蜱媒腦炎是一種由蜱蟲傳播的疾病，蜱蟲多活動於森林、草原等有樹木、灌木或草地的地方，建議前往這些地點時加強防蟲措施,,,
瑞典,Sweden,752,預防蚊蟲叮咬-建議,如遭蜱蟲叮咬，可以鑷子夾住蜱蟲前半部，垂直皮膚表面緩慢向上拔除，如無適當工具，建議就醫處理，以免口器斷裂於叮咬部位而造成感染,,,
瑞典,Sweden,752,當地其他相關疾病,接觸傳染,狂犬病,,
瑞典,Sweden,752,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
瑞士,Switzerland,756,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
瑞士,Switzerland,756,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
瑞士,Switzerland,756,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
瑞士,Switzerland,756,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
瑞士,Switzerland,756,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
瑞士,Switzerland,756,當地其他相關疾病,其他類,M痘,,
瑞士,Switzerland,756,其他類-建議,降低人際間傳播風險,,,
瑞士,Switzerland,756,其他類-建議,降低人畜共通傳播風險,,,
瑞士,Switzerland,756,其他類-建議,如有任何疑似症狀，應及時就醫，並告知旅遊史、高風險場域暴露史與接觸史,,,
瑞士,Switzerland,756,當地其他相關疾病,蟲媒傳染,蜱媒腦炎,,
瑞士,Switzerland,756,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
瑞士,Switzerland,756,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
瑞士,Switzerland,756,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
瑞士,Switzerland,756,預防蚊蟲叮咬-建議,蜱媒腦炎是一種由蜱蟲傳播的疾病，蜱蟲多活動於森林、草原等有樹木、灌木或草地的地方，建議前往這些地點時加強防蟲措施,,,
瑞士,Switzerland,756,預防蚊蟲叮咬-建議,如遭蜱蟲叮咬，可以鑷子夾住蜱蟲前半部，垂直皮膚表面緩慢向上拔除，如無適當工具，建議就醫處理，以免口器斷裂於叮咬部位而造成感染,,,
瑞士,Switzerland,756,當地其他相關疾病,接觸傳染,狂犬病,,
瑞士,Switzerland,756,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
敘利亞,Syria,760,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
敘利亞,Syria,760,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
敘利亞,Syria,760,預防接種規定及建議,預防接種項目,,,流行性腦脊髓膜炎疫苗
敘利亞,Syria,760,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
敘利亞,Syria,760,預防接種規定及建議,預防接種項目,,,小兒麻痺疫苗
敘利亞,Syria,760,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
敘利亞,Syria,760,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
敘利亞,Syria,760,預防接種規定及建議,預防接種項目,,,傷寒疫苗
敘利亞,Syria,760,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
敘利亞,Syria,760,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
敘利亞,Syria,760,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
敘利亞,Syria,760,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
敘利亞,Syria,760,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
敘利亞,Syria,760,當地其他相關疾病,食物或飲水傳染,傷寒,,
敘利亞,Syria,760,當地其他相關疾病,食物或飲水傳染,霍亂,,
敘利亞,Syria,760,注意飲食安全-建議,選擇安全的食物,,,
敘利亞,Syria,760,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
敘利亞,Syria,760,當地其他相關疾病,接觸傳染,狂犬病,,
敘利亞,Syria,760,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
敘利亞,Syria,760,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
敘利亞,Syria,760,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
敘利亞,Syria,760,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
法屬大溪地,Tahiti,258,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
法屬大溪地,Tahiti,258,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
法屬大溪地,Tahiti,258,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
法屬大溪地,Tahiti,258,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
法屬大溪地,Tahiti,258,預防接種規定及建議,預防接種項目,,,傷寒疫苗
法屬大溪地,Tahiti,258,當地其他相關疾病,蟲媒傳染,登革熱,,
法屬大溪地,Tahiti,258,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
法屬大溪地,Tahiti,258,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
法屬大溪地,Tahiti,258,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
法屬大溪地,Tahiti,258,當地其他相關疾病,食物或飲水傳染,傷寒,,
法屬大溪地,Tahiti,258,注意飲食安全-建議,選擇安全的食物,,,
法屬大溪地,Tahiti,258,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
塔吉克,Tajikistan,762,國際旅遊疫情建議等級,第一級:注意(Watch)警示,麻疹,2025-04-11,
塔吉克,Tajikistan,762,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
塔吉克,Tajikistan,762,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
塔吉克,Tajikistan,762,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
塔吉克,Tajikistan,762,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
塔吉克,Tajikistan,762,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
塔吉克,Tajikistan,762,預防接種規定及建議,預防接種項目,,,傷寒疫苗
塔吉克,Tajikistan,762,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
塔吉克,Tajikistan,762,當地其他相關疾病,蟲媒傳染,瘧疾,,
塔吉克,Tajikistan,762,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
塔吉克,Tajikistan,762,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
塔吉克,Tajikistan,762,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
塔吉克,Tajikistan,762,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
塔吉克,Tajikistan,762,當地其他相關疾病,食物或飲水傳染,霍亂,,
塔吉克,Tajikistan,762,當地其他相關疾病,食物或飲水傳染,傷寒,,
