醫療院所名稱,抗蛇毒血清種類,電話,區域別,縣市別,縣市別代碼,縣市鄉鎮市區,縣市鄉鎮市區代碼,地址,經度,緯度,醫事機構代碼
佛教慈濟醫療財團法人臺北慈濟醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)66289779,臺北區,新北市,65000,新北市新店區,65000060,新北市新店區復興里建國路289號,121.535808,24.985781,1131050515
國立臺灣大學醫學院附設醫院金山分院,抗龜殼花及赤尾鮐蛇毒血清,(02)24989898,臺北區,新北市,65000,新北市金山區,65000270,新北市金山區五湖里11玉爐路7號,121.6314793,25.2166194,0431270012
國泰醫療財團法人汐止國泰綜合醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)26482121,臺北區,新北市,65000,新北市汐止區,65000110,新北市汐止區建成路59巷2號,121.661084,25.072872,1131110516
新北市立土城醫院(委託長庚醫療財團法人興建經營),抗龜殼花及赤尾鮐蛇毒血清,(02)22630588,臺北區,新北市,65000,新北市土城區,65000130,新北市土城區金城路二段6號,121.448761,24.977035,1131130018
新北市立聯合醫院三重院區,抗龜殼花及赤尾鮐蛇毒血清,(02)29829111,臺北區,新北市,65000,新北市三重區,65000020,新北市三重區新北大道一段3號,121.49084,25.060869,0131020016
新北市貢寮區衛生所,抗龜殼花及赤尾鮐蛇毒血清,(02)24901431,臺北區,新北市,65000,新北市貢寮區,65000260,新北市貢寮區真理村仁愛路128號,121.927573,25.054955,2331260016
瑞芳礦工醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)24974101,臺北區,新北市,65000,新北市瑞芳區,65000120,新北市瑞芳區龍川里一坑路７１－２號,121.80217,25.108602,1531120038
輔仁大學學校財團法人輔仁大學附設醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)85128888,臺北區,新北市,65000,新北市泰山區,65000160,新北市泰山區貴子路６９號,121.430799,25.039676,1331160010
衛生福利部臺北醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)22765566,臺北區,新北市,65000,新北市新莊區,65000050,新北市新莊區思源路１２７號,121.459623,25.043241,0131060029
衛生福利部樂生療養院,抗龜殼花及赤尾鮐蛇毒血清,(02)82006600,臺北區,新北市,65000,新北市新莊區,65000050,新北市新莊區中正路７９４號,121.4068903,25.0222508,0131060010
衛生福利部雙和醫院〈委託臺北醫學大學興建經營〉,抗龜殼花及赤尾鮐蛇毒血清,(02)22490088,臺北區,新北市,65000,新北市中和區,65000030,新北市中和區力行里中正路291號,121.494082,24.993746,1331040513
醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)89667000,臺北區,新北市,65000,新北市板橋區,65000010,新北市板橋區南雅南路２段２１號,121.452312,24.997313,1131010011
三軍總醫院附設民眾診療服務處,抗百步蛇毒血清,(02)87927044,臺北區,臺北市,63000,臺北市內湖區,63000100,臺北市內湖區成功路2段325號,121.591982,25.0718,0501110514
臺灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,抗百步蛇毒血清,(02)25433535,臺北區,臺北市,63000,臺北市中山區,63000040,臺北市中山區中山北路２段９２號,121.522558,25.058884,1101100011
振興醫療財團法人振興醫院,抗百步蛇毒血清,(02)28264400,臺北區,臺北市,63000,臺北市北投區,63000120,臺北市北投區振興街４５號,121.5224,25.117543,1101160017
國立臺灣大學醫學院附設醫院,抗百步蛇毒血清,(02)23123456,臺北區,臺北市,63000,臺北市中正區,63000050,臺北市中正區東門里中山南路７號,121.518558,25.040776,0401180014
新光醫療財團法人新光吳火獅紀念醫院,抗百步蛇毒血清,(02)28332211,臺北區,臺北市,63000,臺北市士林區,63000110,臺北市士林區福佳里文昌路９５號,121.520323,25.096283,1101150011
臺北榮民總醫院,抗百步蛇毒血清,(02)28757437,臺北區,臺北市,63000,臺北市北投區,63000120,臺北市北投區永欣里石牌路２段２０１號,121.519166,25.119182,0601160016
三軍總醫院附設民眾診療服務處,抗雨傘節及飯匙倩蛇毒血清,(02)87927044,臺北區,臺北市,63000,臺北市內湖區,63000100,臺北市內湖區成功路2段325號,121.591982,25.0718,0501110514
臺灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,抗雨傘節及飯匙倩蛇毒血清,(02)25433535,臺北區,臺北市,63000,臺北市中山區,63000040,臺北市中山區中山北路２段９２號,121.522558,25.058884,1101100011
振興醫療財團法人振興醫院,抗雨傘節及飯匙倩蛇毒血清,(02)28264400,臺北區,臺北市,63000,臺北市北投區,63000120,臺北市北投區振興街４５號,121.5224,25.117543,1101160017
國立臺灣大學醫學院附設醫院,抗雨傘節及飯匙倩蛇毒血清,(02)23123456,臺北區,臺北市,63000,臺北市中正區,63000050,臺北市中正區東門里中山南路７號,121.518558,25.040776,0401180014
國泰醫療財團法人國泰綜合醫院,抗雨傘節及飯匙倩蛇毒血清,(02)27082121,臺北區,臺北市,63000,臺北市大安區,63000030,臺北市大安區仁愛路４段２８０號,121.5513915,25.0368934,1101020018
新光醫療財團法人新光吳火獅紀念醫院,抗雨傘節及飯匙倩蛇毒血清,(02)28332211,臺北區,臺北市,63000,臺北市士林區,63000110,臺北市士林區福佳里文昌路９５號,121.520323,25.096283,1101150011
臺北市立萬芳醫院-委託臺北醫學大學辦理,抗雨傘節及飯匙倩蛇毒血清,(02)29307930,臺北區,臺北市,63000,臺北市文山區,63000080,臺北市文山區興光里興隆路３段１１１號,121.55833,25.000306,1301200010
臺北市立聯合醫院中興院區,抗雨傘節及飯匙倩蛇毒血清,(02)25523234,臺北區,臺北市,63000,臺北市大同區,63000060,臺北市大同區鄭州路１４５號,121.508887,25.050692,0101090517
臺北市立聯合醫院忠孝院區,抗雨傘節及飯匙倩蛇毒血清,(02)27861288,臺北區,臺北市,63000,臺北市南港區,63000090,臺北市南港區同德路８７號,121.586157,25.046507,0101090517
臺北市立聯合醫院陽明院區,抗雨傘節及飯匙倩蛇毒血清,(02)28353456,臺北區,臺北市,63000,臺北市士林區,63000110,臺北市士林區岩山里雨聲街105號,121.531566,25.105194,0101090517
臺北榮民總醫院,抗雨傘節及飯匙倩蛇毒血清,(02)28757437,臺北區,臺北市,63000,臺北市北投區,63000120,臺北市北投區永欣里石牌路２段２０１號,121.519166,25.119182,0601160016
三軍總醫院附設民眾診療服務處,抗龜殼花及赤尾鮐蛇毒血清,(02)87927044,臺北區,臺北市,63000,臺北市內湖區,63000100,臺北市內湖區成功路2段325號,121.591982,25.0718,0501110514
臺灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)25433535,臺北區,臺北市,63000,臺北市中山區,63000040,臺北市中山區中山北路２段９２號,121.522558,25.058884,1101100011
振興醫療財團法人振興醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)28264400,臺北區,臺北市,63000,臺北市北投區,63000120,臺北市北投區振興街４５號,121.5224,25.117543,1101160017
國立臺灣大學醫學院附設醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)23123456,臺北區,臺北市,63000,臺北市中正區,63000050,臺北市中正區東門里中山南路７號,121.518558,25.040776,0401180014
國泰醫療財團法人國泰綜合醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)27082121,臺北區,臺北市,63000,臺北市大安區,63000030,臺北市大安區仁愛路４段２８０號,121.5513915,25.0368934,1101020018
新光醫療財團法人新光吳火獅紀念醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)28332211,臺北區,臺北市,63000,臺北市士林區,63000110,臺北市士林區福佳里文昌路９５號,121.520323,25.096283,1101150011
臺北市立萬芳醫院-委託臺北醫學大學辦理,抗龜殼花及赤尾鮐蛇毒血清,(02)29307930,臺北區,臺北市,63000,臺北市文山區,63000080,臺北市文山區興光里興隆路３段１１１號,121.55833,25.000306,1301200010
臺北市立聯合醫院中興院區,抗龜殼花及赤尾鮐蛇毒血清,(02)25523234,臺北區,臺北市,63000,臺北市大同區,63000060,臺北市大同區鄭州路１４５號,121.508887,25.050692,0101090517
臺北市立聯合醫院忠孝院區,抗龜殼花及赤尾鮐蛇毒血清,(02)27861288,臺北區,臺北市,63000,臺北市南港區,63000090,臺北市南港區同德路８７號,121.586157,25.046507,0101090517
臺北市立聯合醫院陽明院區,抗龜殼花及赤尾鮐蛇毒血清,(02)28353456,臺北區,臺北市,63000,臺北市士林區,63000110,臺北市士林區岩山里雨聲街105號,121.531566,25.105194,0101090517
臺北榮民總醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)28757437,臺北區,臺北市,63000,臺北市北投區,63000120,臺北市北投區永欣里石牌路２段２０１號,121.519166,25.119182,0601160016
臺北醫學大學附設醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)27372181,臺北區,臺北市,63000,臺北市信義區,63000020,臺北市信義區雙和里吳興街252號,121.563638,25.026638,1301170017
臺北市立萬芳醫院-委託臺北醫學大學辦理,抗鎖鏈蛇毒血清,(02)29307930,臺北區,臺北市,63000,臺北市文山區,63000080,臺北市文山區興光里興隆路３段１１１號,121.55833,25.000306,1301200010
臺北榮民總醫院,抗鎖鏈蛇毒血清,(02)28757437,臺北區,臺北市,63000,臺北市北投區,63000120,臺北市北投區永欣里石牌路２段２０１號,121.519166,25.119182,0601160016
