確定病名,診斷年份,診斷月份,縣市,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼
098,2023,03,苗栗縣,M,0,65~69,1,10005
098,2023,03,彰化縣,F,0,15~19,1,10007
098,2023,03,彰化縣,F,0,30~34,2,10007
098,2023,03,彰化縣,M,0,15~19,5,10007
098,2023,03,彰化縣,M,0,20~24,4,10007
098,2023,03,彰化縣,M,0,25~29,7,10007
098,2023,03,彰化縣,M,0,30~34,9,10007
098,2023,03,彰化縣,M,0,35~39,4,10007
098,2023,03,彰化縣,M,0,40~44,2,10007
098,2023,03,彰化縣,M,0,45~49,1,10007
098,2023,03,南投縣,F,0,15~19,1,10008
098,2023,03,南投縣,M,0,15~19,1,10008
098,2023,03,南投縣,M,0,25~29,3,10008
098,2023,03,南投縣,M,0,30~34,2,10008
098,2023,03,南投縣,M,0,35~39,4,10008
098,2023,03,南投縣,M,0,45~49,1,10008
098,2023,03,南投縣,M,0,50~54,1,10008
098,2023,03,雲林縣,M,0,15~19,2,10009
098,2023,03,雲林縣,M,0,20~24,7,10009
098,2023,03,雲林縣,M,0,25~29,3,10009
098,2023,03,雲林縣,M,0,35~39,2,10009
098,2023,03,雲林縣,M,0,40~44,1,10009
098,2023,03,雲林縣,M,0,60~64,1,10009
098,2023,03,嘉義縣,M,0,15~19,1,10010
098,2023,03,嘉義縣,M,0,20~24,1,10010
098,2023,03,嘉義縣,M,0,25~29,1,10010
098,2023,03,嘉義縣,M,0,35~39,1,10010
098,2023,03,嘉義縣,M,0,45~49,1,10010
098,2023,03,嘉義縣,M,0,50~54,2,10010
098,2023,03,屏東縣,F,0,15~19,1,10013
098,2023,03,屏東縣,F,0,25~29,1,10013
098,2023,03,屏東縣,F,0,30~34,1,10013
098,2023,03,屏東縣,M,0,15~19,1,10013
098,2023,03,屏東縣,M,0,20~24,3,10013
098,2023,03,屏東縣,M,0,25~29,4,10013
098,2023,03,屏東縣,M,0,30~34,3,10013
098,2023,03,屏東縣,M,0,40~44,1,10013
098,2023,03,屏東縣,M,0,45~49,2,10013
098,2023,03,台東縣,M,0,20~24,4,10014
098,2023,03,台東縣,M,0,25~29,2,10014
098,2023,03,台東縣,M,0,30~34,1,10014
098,2023,03,台東縣,M,0,35~39,1,10014
098,2023,03,花蓮縣,F,0,15~19,3,10015
098,2023,03,花蓮縣,F,0,20~24,2,10015
098,2023,03,花蓮縣,F,0,30~34,1,10015
098,2023,03,花蓮縣,M,0,20~24,2,10015
098,2023,03,花蓮縣,M,0,25~29,2,10015
098,2023,03,花蓮縣,M,0,40~44,1,10015
098,2023,03,基隆市,F,0,20~24,1,10017
098,2023,03,基隆市,F,0,25~29,1,10017
098,2023,03,基隆市,M,0,15~19,2,10017
098,2023,03,基隆市,M,0,20~24,1,10017
098,2023,03,基隆市,M,0,25~29,6,10017
098,2023,03,基隆市,M,0,30~34,2,10017
098,2023,03,基隆市,M,0,35~39,3,10017
098,2023,03,基隆市,M,0,45~49,1,10017
098,2023,03,基隆市,M,0,55~59,1,10017
098,2023,03,新竹市,F,0,30~34,1,10018
098,2023,03,新竹市,F,0,35~39,1,10018
098,2023,03,新竹市,M,0,15~19,1,10018
098,2023,03,新竹市,M,0,20~24,2,10018
098,2023,03,新竹市,M,0,25~29,2,10018
098,2023,03,新竹市,M,0,30~34,3,10018
098,2023,03,新竹市,M,0,35~39,1,10018
098,2023,03,新竹市,M,0,40~44,2,10018
098,2023,03,新竹市,M,0,50~54,1,10018
098,2023,03,嘉義市,M,0,15~19,1,10020
098,2023,03,嘉義市,M,0,50~54,1,10020
098,2023,03,台北市,F,0,15~19,3,63000
098,2023,03,台北市,F,0,20~24,1,63000
098,2023,03,台北市,F,0,25~29,4,63000
098,2023,03,台北市,F,0,30~34,2,63000
098,2023,03,台北市,F,0,35~39,1,63000
098,2023,03,台北市,F,0,40~44,2,63000
098,2023,03,台北市,M,0,15~19,3,63000
098,2023,03,台北市,M,0,20~24,19,63000
098,2023,03,台北市,M,0,25~29,24,63000
098,2023,03,台北市,M,0,30~34,17,63000
098,2023,03,台北市,M,0,35~39,9,63000
098,2023,03,台北市,M,0,40~44,18,63000
098,2023,03,台北市,M,0,45~49,7,63000
098,2023,03,台北市,M,0,50~54,3,63000
098,2023,03,台北市,M,0,55~59,4,63000
098,2023,03,高雄市,F,0,15~19,1,64000
098,2023,03,高雄市,F,0,20~24,1,64000
098,2023,03,高雄市,F,0,30~34,2,64000
098,2023,03,高雄市,M,0,15~19,5,64000
098,2023,03,高雄市,M,0,20~24,18,64000
098,2023,03,高雄市,M,0,25~29,15,64000
098,2023,03,高雄市,M,0,30~34,16,64000
098,2023,03,高雄市,M,0,35~39,8,64000
098,2023,03,高雄市,M,0,40~44,4,64000
098,2023,03,高雄市,M,0,45~49,3,64000
098,2023,03,高雄市,M,0,55~59,2,64000
098,2023,03,高雄市,M,0,60~64,2,64000
098,2023,03,高雄市,M,0,70+,3,64000
098,2023,03,新北市,F,0,10~14,1,65000
098,2023,03,新北市,F,0,15~19,4,65000
098,2023,03,新北市,F,0,20~24,5,65000
098,2023,03,新北市,F,0,25~29,6,65000
098,2023,03,新北市,F,0,30~34,1,65000
098,2023,03,新北市,F,0,35~39,2,65000
098,2023,03,新北市,F,0,45~49,3,65000
098,2023,03,新北市,F,0,55~59,1,65000
098,2023,03,新北市,M,0,15~19,8,65000
098,2023,03,新北市,M,0,20~24,36,65000
098,2023,03,新北市,M,0,25~29,24,65000
098,2023,03,新北市,M,0,30~34,34,65000
098,2023,03,新北市,M,0,35~39,20,65000
098,2023,03,新北市,M,0,40~44,23,65000
098,2023,03,新北市,M,0,45~49,11,65000
098,2023,03,新北市,M,0,50~54,8,65000
098,2023,03,新北市,M,0,55~59,1,65000
098,2023,03,新北市,M,0,65~69,2,65000
098,2023,03,台中市,F,0,15~19,2,66000
098,2023,03,台中市,F,0,20~24,2,66000
098,2023,03,台中市,F,0,25~29,1,66000
098,2023,03,台中市,F,0,30~34,1,66000
098,2023,03,台中市,F,0,60~64,1,66000
098,2023,03,台中市,M,0,15~19,14,66000
098,2023,03,台中市,M,0,20~24,14,66000
098,2023,03,台中市,M,0,25~29,12,66000
098,2023,03,台中市,M,0,30~34,9,66000
098,2023,03,台中市,M,0,35~39,6,66000
098,2023,03,台中市,M,0,40~44,2,66000
098,2023,03,台中市,M,0,45~49,1,66000
098,2023,03,台南市,F,0,15~19,1,67000
098,2023,03,台南市,F,0,20~24,1,67000
098,2023,03,台南市,F,0,25~29,1,67000
098,2023,03,台南市,F,0,30~34,1,67000
098,2023,03,台南市,M,0,15~19,1,67000
098,2023,03,台南市,M,0,20~24,4,67000
098,2023,03,台南市,M,0,25~29,6,67000
098,2023,03,台南市,M,0,30~34,4,67000
098,2023,03,台南市,M,0,35~39,2,67000
098,2023,03,台南市,M,0,40~44,6,67000
098,2023,03,台南市,M,0,45~49,1,67000
098,2023,03,台南市,M,0,55~59,1,67000
098,2023,03,桃園市,F,0,10~14,1,68000
098,2023,03,桃園市,F,0,20~24,5,68000
098,2023,03,桃園市,F,0,30~34,2,68000
098,2023,03,桃園市,F,0,55~59,2,68000
098,2023,03,桃園市,M,0,15~19,8,68000
098,2023,03,桃園市,M,0,20~24,23,68000
098,2023,03,桃園市,M,0,25~29,18,68000
098,2023,03,桃園市,M,0,30~34,16,68000
098,2023,03,桃園市,M,0,35~39,10,68000
098,2023,03,桃園市,M,0,40~44,12,68000
098,2023,03,桃園市,M,0,45~49,4,68000
098,2023,03,桃園市,M,0,50~54,2,68000
098,2023,03,桃園市,M,0,55~59,1,68000
098,2023,04,連江縣,M,0,35~39,1,09007
098,2023,04,金門縣,M,0,45~49,1,09020
098,2023,04,宜蘭縣,M,0,15~19,1,10002
098,2023,04,宜蘭縣,M,0,25~29,2,10002
098,2023,04,宜蘭縣,M,0,35~39,2,10002
098,2023,04,宜蘭縣,M,0,40~44,1,10002
098,2023,04,新竹縣,F,0,15~19,1,10004
098,2023,04,新竹縣,M,0,15~19,1,10004
098,2023,04,新竹縣,M,0,20~24,2,10004
098,2023,04,新竹縣,M,0,25~29,6,10004
098,2023,04,新竹縣,M,0,30~34,4,10004
098,2023,04,新竹縣,M,0,35~39,1,10004
098,2023,04,苗栗縣,F,0,15~19,1,10005
098,2023,04,苗栗縣,M,0,15~19,2,10005
098,2023,04,苗栗縣,M,0,20~24,3,10005
098,2023,04,苗栗縣,M,0,25~29,1,10005
098,2023,04,苗栗縣,M,0,30~34,2,10005
098,2023,04,苗栗縣,M,0,35~39,2,10005
098,2023,04,彰化縣,M,0,15~19,4,10007
098,2023,04,彰化縣,M,0,20~24,6,10007
098,2023,04,彰化縣,M,0,25~29,2,10007
098,2023,04,彰化縣,M,0,30~34,3,10007
098,2023,04,彰化縣,M,0,35~39,1,10007
098,2023,04,彰化縣,M,0,40~44,1,10007
098,2023,04,彰化縣,M,0,45~49,2,10007
098,2023,04,南投縣,M,0,20~24,5,10008
098,2023,04,南投縣,M,0,25~29,3,10008
098,2023,04,南投縣,M,0,30~34,2,10008
098,2023,04,南投縣,M,0,35~39,2,10008
098,2023,04,南投縣,M,0,50~54,1,10008
098,2023,04,雲林縣,F,0,50~54,1,10009
098,2023,04,雲林縣,M,0,15~19,1,10009
098,2023,04,雲林縣,M,0,20~24,2,10009
098,2023,04,雲林縣,M,0,25~29,3,10009
098,2023,04,雲林縣,M,0,35~39,2,10009
098,2023,04,雲林縣,M,0,45~49,1,10009
098,2023,04,嘉義縣,M,0,15~19,1,10010
098,2023,04,嘉義縣,M,0,20~24,2,10010
098,2023,04,嘉義縣,M,0,35~39,1,10010
098,2023,04,嘉義縣,M,0,50~54,1,10010
098,2023,04,嘉義縣,M,0,65~69,1,10010
098,2023,04,屏東縣,F,0,20~24,1,10013
098,2023,04,屏東縣,F,0,35~39,1,10013
098,2023,04,屏東縣,M,0,20~24,4,10013
098,2023,04,屏東縣,M,0,25~29,2,10013
098,2023,04,屏東縣,M,0,30~34,3,10013
098,2023,04,屏東縣,M,0,35~39,1,10013
098,2023,04,台東縣,F,0,50~54,1,10014
098,2023,04,台東縣,M,0,15~19,1,10014
098,2023,04,台東縣,M,0,20~24,2,10014
098,2023,04,花蓮縣,F,0,15~19,1,10015
098,2023,04,花蓮縣,F,0,55~59,1,10015
098,2023,04,花蓮縣,M,0,15~19,1,10015
098,2023,04,花蓮縣,M,0,20~24,1,10015
098,2023,04,花蓮縣,M,0,25~29,4,10015
098,2023,04,花蓮縣,M,0,30~34,2,10015
098,2023,04,花蓮縣,M,0,35~39,5,10015
098,2023,04,基隆市,F,0,20~24,2,10017
098,2023,04,基隆市,M,0,15~19,4,10017
098,2023,04,基隆市,M,0,20~24,2,10017
098,2023,04,基隆市,M,0,25~29,2,10017
098,2023,04,基隆市,M,0,30~34,3,10017
098,2023,04,基隆市,M,0,35~39,1,10017
098,2023,04,基隆市,M,0,40~44,1,10017
098,2023,04,新竹市,F,0,20~24,1,10018
098,2023,04,新竹市,F,0,45~49,1,10018
098,2023,04,新竹市,F,0,60~64,1,10018
098,2023,04,新竹市,M,0,15~19,1,10018
098,2023,04,新竹市,M,0,20~24,2,10018
098,2023,04,新竹市,M,0,25~29,1,10018
098,2023,04,新竹市,M,0,30~34,6,10018
098,2023,04,新竹市,M,0,35~39,2,10018
098,2023,04,新竹市,M,0,45~49,1,10018
098,2023,04,嘉義市,M,0,30~34,1,10020
098,2023,04,嘉義市,M,0,45~49,1,10020
098,2023,04,台北市,F,0,15~19,3,63000
098,2023,04,台北市,F,0,20~24,2,63000
098,2023,04,台北市,F,0,40~44,2,63000
098,2023,04,台北市,F,0,70+,1,63000
098,2023,04,台北市,M,0,15~19,4,63000
098,2023,04,台北市,M,0,20~24,13,63000
098,2023,04,台北市,M,0,25~29,8,63000
098,2023,04,台北市,M,0,30~34,17,63000
098,2023,04,台北市,M,0,35~39,9,63000
098,2023,04,台北市,M,0,40~44,8,63000
098,2023,04,台北市,M,0,45~49,6,63000
098,2023,04,台北市,M,0,50~54,1,63000
098,2023,04,台北市,M,0,55~59,1,63000
098,2023,04,台北市,M,0,60~64,1,63000
098,2023,04,台北市,M,0,70+,1,63000
098,2023,04,高雄市,F,0,15~19,1,64000
098,2023,04,高雄市,F,0,20~24,3,64000
098,2023,04,高雄市,F,0,25~29,2,64000
098,2023,04,高雄市,F,0,30~34,1,64000
098,2023,04,高雄市,F,0,35~39,2,64000
098,2023,04,高雄市,F,0,40~44,1,64000
098,2023,04,高雄市,M,0,15~19,9,64000
098,2023,04,高雄市,M,0,20~24,25,64000
098,2023,04,高雄市,M,0,25~29,14,64000
098,2023,04,高雄市,M,0,30~34,10,64000
098,2023,04,高雄市,M,0,35~39,6,64000
098,2023,04,高雄市,M,0,40~44,6,64000
098,2023,04,高雄市,M,0,50~54,2,64000
098,2023,04,高雄市,M,0,55~59,1,64000
098,2023,04,新北市,F,0,15~19,3,65000
098,2023,04,新北市,F,0,20~24,5,65000
098,2023,04,新北市,F,0,25~29,2,65000
098,2023,04,新北市,F,0,35~39,1,65000
098,2023,04,新北市,F,0,40~44,2,65000
098,2023,04,新北市,F,0,45~49,1,65000
098,2023,04,新北市,F,0,55~59,1,65000
098,2023,04,新北市,M,0,10~14,1,65000
098,2023,04,新北市,M,0,15~19,12,65000
098,2023,04,新北市,M,0,20~24,29,65000
098,2023,04,新北市,M,0,25~29,19,65000
098,2023,04,新北市,M,0,30~34,28,65000
098,2023,04,新北市,M,0,35~39,13,65000
098,2023,04,新北市,M,0,40~44,11,65000
098,2023,04,新北市,M,0,45~49,6,65000
098,2023,04,新北市,M,0,50~54,4,65000
098,2023,04,新北市,M,0,55~59,2,65000
098,2023,04,台中市,F,0,15~19,1,66000
098,2023,04,台中市,F,0,20~24,2,66000
098,2023,04,台中市,F,0,30~34,1,66000
098,2023,04,台中市,F,0,35~39,2,66000
098,2023,04,台中市,M,0,15~19,6,66000
098,2023,04,台中市,M,0,20~24,11,66000
098,2023,04,台中市,M,0,25~29,13,66000
098,2023,04,台中市,M,0,30~34,10,66000
098,2023,04,台中市,M,0,35~39,2,66000
098,2023,04,台中市,M,0,40~44,3,66000
098,2023,04,台中市,M,0,45~49,2,66000
098,2023,04,台中市,M,0,50~54,1,66000
098,2023,04,台中市,M,0,60~64,1,66000
098,2023,04,台中市,M,0,70+,2,66000
098,2023,04,台南市,F,0,15~19,3,67000
098,2023,04,台南市,F,0,20~24,1,67000
098,2023,04,台南市,F,0,30~34,1,67000
098,2023,04,台南市,F,0,40~44,1,67000
098,2023,04,台南市,M,0,15~19,4,67000
098,2023,04,台南市,M,0,20~24,4,67000
098,2023,04,台南市,M,0,25~29,7,67000
098,2023,04,台南市,M,0,30~34,9,67000
098,2023,04,台南市,M,0,35~39,5,67000
098,2023,04,台南市,M,0,40~44,3,67000
098,2023,04,台南市,M,0,45~49,1,67000
098,2023,04,台南市,M,0,50~54,1,67000
098,2023,04,台南市,M,0,55~59,1,67000
098,2023,04,台南市,M,0,60~64,1,67000
098,2023,04,桃園市,F,0,15~19,2,68000
098,2023,04,桃園市,F,0,20~24,4,68000
098,2023,04,桃園市,F,0,25~29,1,68000
098,2023,04,桃園市,F,0,30~34,1,68000
098,2023,04,桃園市,M,0,15~19,4,68000
098,2023,04,桃園市,M,0,20~24,17,68000
098,2023,04,桃園市,M,0,25~29,10,68000
098,2023,04,桃園市,M,0,30~34,11,68000
098,2023,04,桃園市,M,0,35~39,10,68000
098,2023,04,桃園市,M,0,40~44,7,68000
098,2023,04,桃園市,M,0,45~49,5,68000
098,2023,04,桃園市,M,0,55~59,3,68000
098,2023,04,桃園市,M,0,70+,1,68000
098,2023,05,金門縣,M,0,20~24,1,09020
098,2023,05,金門縣,M,0,35~39,1,09020
098,2023,05,宜蘭縣,M,0,25~29,4,10002
098,2023,05,宜蘭縣,M,0,30~34,1,10002
098,2023,05,宜蘭縣,M,0,35~39,1,10002
098,2023,05,宜蘭縣,M,0,40~44,1,10002
098,2023,05,新竹縣,M,0,15~19,1,10004
098,2023,05,新竹縣,M,0,20~24,7,10004
098,2023,05,新竹縣,M,0,25~29,6,10004
098,2023,05,新竹縣,M,0,35~39,2,10004
098,2023,05,新竹縣,M,0,40~44,1,10004
098,2023,05,新竹縣,M,0,45~49,3,10004
098,2023,05,新竹縣,M,0,55~59,2,10004
098,2023,05,苗栗縣,M,0,15~19,3,10005
098,2023,05,苗栗縣,M,0,20~24,3,10005
098,2023,05,苗栗縣,M,0,25~29,8,10005
098,2023,05,苗栗縣,M,0,30~34,3,10005
098,2023,05,苗栗縣,M,0,35~39,3,10005
098,2023,05,苗栗縣,M,0,40~44,2,10005
098,2023,05,苗栗縣,M,0,45~49,1,10005
098,2023,05,彰化縣,F,0,10~14,1,10007
098,2023,05,彰化縣,M,0,15~19,2,10007
098,2023,05,彰化縣,M,0,20~24,5,10007
098,2023,05,彰化縣,M,0,25~29,4,10007
098,2023,05,彰化縣,M,0,30~34,2,10007
098,2023,05,彰化縣,M,0,35~39,1,10007
098,2023,05,彰化縣,M,0,40~44,2,10007
098,2023,05,彰化縣,M,0,45~49,1,10007
098,2023,05,彰化縣,M,0,50~54,1,10007
098,2023,05,南投縣,F,0,15~19,1,10008
098,2023,05,南投縣,F,0,50~54,1,10008
098,2023,05,南投縣,M,0,15~19,4,10008
098,2023,05,南投縣,M,0,20~24,5,10008
098,2023,05,南投縣,M,0,25~29,3,10008
098,2023,05,南投縣,M,0,30~34,2,10008
098,2023,05,南投縣,M,0,35~39,2,10008
098,2023,05,南投縣,M,0,40~44,1,10008
098,2023,05,南投縣,M,0,50~54,1,10008
098,2023,05,南投縣,M,0,55~59,1,10008
098,2023,05,南投縣,X,0,15~19,1,10008
098,2023,05,雲林縣,F,0,35~39,1,10009
098,2023,05,雲林縣,M,0,15~19,2,10009
098,2023,05,雲林縣,M,0,20~24,2,10009
098,2023,05,雲林縣,M,0,25~29,3,10009
098,2023,05,雲林縣,M,0,30~34,4,10009
098,2023,05,雲林縣,M,0,40~44,3,10009
098,2023,05,嘉義縣,M,0,20~24,1,10010
098,2023,05,嘉義縣,M,0,25~29,1,10010
098,2023,05,嘉義縣,M,0,30~34,1,10010
098,2023,05,嘉義縣,M,0,35~39,1,10010
098,2023,05,嘉義縣,M,0,60~64,1,10010
098,2023,05,屏東縣,F,0,25~29,1,10013
098,2023,05,屏東縣,M,0,15~19,2,10013
098,2023,05,屏東縣,M,0,20~24,2,10013
098,2023,05,屏東縣,M,0,25~29,2,10013
098,2023,05,屏東縣,M,0,30~34,1,10013
098,2023,05,台東縣,M,0,15~19,2,10014
098,2023,05,台東縣,M,0,20~24,5,10014
098,2023,05,台東縣,M,0,25~29,2,10014
098,2023,05,台東縣,M,0,30~34,3,10014
098,2023,05,花蓮縣,F,0,15~19,2,10015
098,2023,05,花蓮縣,F,0,30~34,1,10015
098,2023,05,花蓮縣,F,0,40~44,2,10015
098,2023,05,花蓮縣,M,0,15~19,5,10015
098,2023,05,花蓮縣,M,0,20~24,2,10015
098,2023,05,花蓮縣,M,0,25~29,1,10015
098,2023,05,花蓮縣,M,0,30~34,3,10015
098,2023,05,澎湖縣,M,0,15~19,1,10016
098,2023,05,澎湖縣,M,0,30~34,1,10016
098,2023,05,基隆市,F,0,15~19,1,10017
098,2023,05,基隆市,F,0,35~39,1,10017
098,2023,05,基隆市,M,0,15~19,4,10017
098,2023,05,基隆市,M,0,20~24,5,10017
098,2023,05,基隆市,M,0,25~29,1,10017
098,2023,05,基隆市,M,0,30~34,4,10017
098,2023,05,基隆市,M,0,35~39,1,10017
098,2023,05,基隆市,M,0,40~44,1,10017
098,2023,05,基隆市,M,0,45~49,1,10017
098,2023,05,新竹市,F,0,15~19,1,10018
098,2023,05,新竹市,M,0,15~19,3,10018
098,2023,05,新竹市,M,0,20~24,2,10018
098,2023,05,新竹市,M,0,25~29,2,10018
098,2023,05,新竹市,M,0,30~34,2,10018
098,2023,05,新竹市,M,0,40~44,1,10018
098,2023,05,嘉義市,F,0,15~19,1,10020
098,2023,05,嘉義市,F,0,20~24,1,10020
098,2023,05,嘉義市,F,0,50~54,1,10020
098,2023,05,嘉義市,M,0,15~19,1,10020
098,2023,05,嘉義市,M,0,20~24,3,10020
098,2023,05,嘉義市,M,0,30~34,1,10020
098,2023,05,嘉義市,M,0,40~44,1,10020
098,2023,05,台北市,F,0,15~19,3,63000
098,2023,05,台北市,F,0,20~24,1,63000
098,2023,05,台北市,F,0,25~29,1,63000
098,2023,05,台北市,F,0,30~34,2,63000
098,2023,05,台北市,F,0,35~39,1,63000
098,2023,05,台北市,M,0,15~19,4,63000
098,2023,05,台北市,M,0,20~24,14,63000
098,2023,05,台北市,M,0,25~29,8,63000
098,2023,05,台北市,M,0,30~34,11,63000
098,2023,05,台北市,M,0,35~39,11,63000
098,2023,05,台北市,M,0,40~44,12,63000
098,2023,05,台北市,M,0,45~49,5,63000
098,2023,05,台北市,M,0,55~59,1,63000
098,2023,05,高雄市,F,0,10~14,1,64000
098,2023,05,高雄市,F,0,15~19,2,64000
098,2023,05,高雄市,F,0,20~24,1,64000
098,2023,05,高雄市,F,0,25~29,1,64000
098,2023,05,高雄市,F,0,35~39,2,64000
098,2023,05,高雄市,M,0,15~19,3,64000
098,2023,05,高雄市,M,0,20~24,21,64000
098,2023,05,高雄市,M,0,25~29,19,64000
098,2023,05,高雄市,M,0,30~34,15,64000
098,2023,05,高雄市,M,0,35~39,14,64000
098,2023,05,高雄市,M,0,40~44,2,64000
098,2023,05,高雄市,M,0,45~49,1,64000
098,2023,05,高雄市,M,0,50~54,2,64000
098,2023,05,高雄市,M,0,60~64,1,64000
098,2023,05,高雄市,M,0,70+,1,64000
098,2023,05,新北市,F,0,10~14,1,65000
098,2023,05,新北市,F,0,15~19,5,65000
098,2023,05,新北市,F,0,20~24,6,65000
098,2023,05,新北市,F,0,25~29,1,65000
098,2023,05,新北市,F,0,30~34,2,65000
098,2023,05,新北市,F,0,35~39,1,65000
098,2023,05,新北市,F,0,40~44,2,65000
098,2023,05,新北市,F,0,45~49,1,65000
098,2023,05,新北市,M,0,15~19,16,65000
098,2023,05,新北市,M,0,20~24,33,65000
098,2023,05,新北市,M,0,25~29,28,65000
098,2023,05,新北市,M,0,30~34,20,65000
098,2023,05,新北市,M,0,35~39,9,65000
098,2023,05,新北市,M,0,40~44,15,65000
098,2023,05,新北市,M,0,45~49,7,65000
098,2023,05,新北市,M,0,50~54,3,65000
098,2023,05,新北市,M,0,55~59,1,65000
098,2023,05,新北市,M,0,65~69,1,65000
098,2023,05,台中市,F,0,10~14,1,66000
098,2023,05,台中市,F,0,15~19,2,66000
098,2023,05,台中市,F,0,20~24,5,66000
098,2023,05,台中市,F,0,25~29,1,66000
098,2023,05,台中市,F,0,30~34,1,66000
098,2023,05,台中市,F,0,50~54,1,66000
098,2023,05,台中市,M,0,15~19,7,66000
098,2023,05,台中市,M,0,20~24,16,66000
098,2023,05,台中市,M,0,25~29,13,66000
098,2023,05,台中市,M,0,30~34,12,66000
098,2023,05,台中市,M,0,35~39,11,66000
098,2023,05,台中市,M,0,40~44,4,66000
098,2023,05,台中市,M,0,45~49,1,66000
098,2023,05,台中市,M,0,50~54,1,66000
098,2023,05,台中市,M,0,55~59,1,66000
098,2023,05,台中市,M,0,60~64,3,66000
098,2023,05,台南市,F,0,20~24,1,67000
098,2023,05,台南市,F,0,25~29,1,67000
098,2023,05,台南市,F,0,30~34,1,67000
098,2023,05,台南市,M,0,15~19,3,67000
098,2023,05,台南市,M,0,20~24,3,67000
098,2023,05,台南市,M,0,25~29,4,67000
098,2023,05,台南市,M,0,30~34,6,67000
098,2023,05,台南市,M,0,35~39,4,67000
098,2023,05,台南市,M,0,40~44,2,67000
098,2023,05,台南市,M,0,45~49,1,67000
098,2023,05,台南市,M,0,50~54,1,67000
098,2023,05,桃園市,F,0,10~14,1,68000
098,2023,05,桃園市,F,0,15~19,4,68000
098,2023,05,桃園市,F,0,20~24,1,68000
098,2023,05,桃園市,F,0,25~29,2,68000
098,2023,05,桃園市,F,0,40~44,1,68000
098,2023,05,桃園市,M,0,15~19,11,68000
098,2023,05,桃園市,M,0,20~24,15,68000
098,2023,05,桃園市,M,0,25~29,13,68000
098,2023,05,桃園市,M,0,30~34,12,68000
098,2023,05,桃園市,M,0,35~39,11,68000
098,2023,05,桃園市,M,0,40~44,7,68000
098,2023,05,桃園市,M,0,45~49,5,68000
098,2023,05,桃園市,M,0,50~54,1,68000
098,2023,05,桃園市,M,0,55~59,2,68000
098,2023,05,桃園市,M,0,60~64,1,68000
098,2023,06,金門縣,F,0,45~49,1,09020
098,2023,06,宜蘭縣,F,0,20~24,1,10002
098,2023,06,宜蘭縣,M,0,20~24,1,10002
098,2023,06,宜蘭縣,M,0,25~29,4,10002
098,2023,06,宜蘭縣,M,0,30~34,2,10002
098,2023,06,宜蘭縣,M,0,35~39,2,10002
098,2023,06,宜蘭縣,M,0,40~44,3,10002
098,2023,06,新竹縣,M,0,15~19,3,10004
098,2023,06,新竹縣,M,0,20~24,4,10004
098,2023,06,新竹縣,M,0,25~29,7,10004
098,2023,06,新竹縣,M,0,30~34,3,10004
098,2023,06,新竹縣,M,0,35~39,2,10004
098,2023,06,新竹縣,M,0,40~44,4,10004
098,2023,06,新竹縣,M,0,45~49,2,10004
098,2023,06,新竹縣,M,0,55~59,1,10004
098,2023,06,苗栗縣,M,0,20~24,5,10005
098,2023,06,苗栗縣,M,0,25~29,3,10005
098,2023,06,苗栗縣,M,0,30~34,1,10005
098,2023,06,苗栗縣,M,0,40~44,4,10005
098,2023,06,彰化縣,M,0,15~19,3,10007
098,2023,06,彰化縣,M,0,20~24,8,10007
098,2023,06,彰化縣,M,0,25~29,4,10007
098,2023,06,彰化縣,M,0,30~34,3,10007
098,2023,06,彰化縣,M,0,35~39,2,10007
098,2023,06,彰化縣,M,0,40~44,1,10007
098,2023,06,彰化縣,M,0,45~49,3,10007
098,2023,06,南投縣,M,0,15~19,1,10008
098,2023,06,南投縣,M,0,20~24,1,10008
098,2023,06,南投縣,M,0,25~29,3,10008
098,2023,06,南投縣,M,0,30~34,3,10008
098,2023,06,南投縣,M,0,35~39,1,10008
098,2023,06,南投縣,M,0,40~44,1,10008
098,2023,06,南投縣,M,0,50~54,1,10008
098,2023,06,南投縣,M,0,55~59,2,10008
098,2023,06,雲林縣,F,0,20~24,1,10009
098,2023,06,雲林縣,M,0,20~24,1,10009
098,2023,06,雲林縣,M,0,25~29,1,10009
098,2023,06,雲林縣,M,0,30~34,1,10009
098,2023,06,雲林縣,M,0,45~49,1,10009
098,2023,06,嘉義縣,M,0,25~29,5,10010
098,2023,06,屏東縣,F,0,15~19,1,10013
098,2023,06,屏東縣,F,0,20~24,1,10013
098,2023,06,屏東縣,F,0,25~29,1,10013
098,2023,06,屏東縣,M,0,15~19,1,10013
098,2023,06,屏東縣,M,0,20~24,4,10013
098,2023,06,屏東縣,M,0,25~29,2,10013
098,2023,06,屏東縣,M,0,30~34,2,10013
098,2023,06,屏東縣,M,0,35~39,2,10013
098,2023,06,屏東縣,M,0,40~44,1,10013
098,2023,06,台東縣,F,0,20~24,1,10014
098,2023,06,台東縣,F,0,25~29,1,10014
098,2023,06,台東縣,M,0,15~19,3,10014
098,2023,06,台東縣,M,0,20~24,1,10014
098,2023,06,台東縣,M,0,25~29,4,10014
098,2023,06,台東縣,M,0,30~34,2,10014
098,2023,06,台東縣,M,0,35~39,2,10014
098,2023,06,台東縣,M,0,40~44,1,10014
098,2023,06,花蓮縣,F,0,20~24,2,10015
098,2023,06,花蓮縣,F,0,40~44,1,10015
098,2023,06,花蓮縣,M,0,15~19,1,10015
098,2023,06,花蓮縣,M,0,20~24,3,10015
