確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數,縣市別代碼,鄉鎮別代碼
19CoV,2023,06,台南市,中西區,F,0,70+,1,67000,67000370
19CoV,2023,06,台南市,六甲區,F,0,70+,1,67000,67000090
19CoV,2023,06,台南市,北區,F,0,70+,4,67000,67000340
19CoV,2023,06,台南市,北區,M,0,70+,2,67000,67000340
19CoV,2023,06,台南市,南區,M,0,60~64,1,67000,67000330
19CoV,2023,06,台南市,南區,M,0,70+,1,67000,67000330
19CoV,2023,06,台南市,安南區,F,0,70+,2,67000,67000350
19CoV,2023,06,台南市,安南區,M,0,70+,2,67000,67000350
19CoV,2023,06,台南市,安定區,M,0,65~69,1,67000,67000210
19CoV,2023,06,台南市,左鎮區,F,0,70+,1,67000,67000260
19CoV,2023,06,台南市,後壁區,M,0,70+,1,67000,67000050
19CoV,2023,06,台南市,新化區,M,0,70+,1,67000,67000180
19CoV,2023,06,台南市,新市區,F,0,65~69,1,67000,67000200
19CoV,2023,06,台南市,新營區,F,0,70+,1,67000,67000010
19CoV,2023,06,台南市,新營區,M,0,70+,2,67000,67000010
19CoV,2023,06,台南市,東區,F,0,60~64,1,67000,67000320
19CoV,2023,06,台南市,東區,F,0,70+,2,67000,67000320
19CoV,2023,06,台南市,東區,M,0,70+,2,67000,67000320
19CoV,2023,06,台南市,東山區,M,0,65~69,1,67000,67000060
19CoV,2023,06,台南市,柳營區,M,0,70+,1,67000,67000040
19CoV,2023,06,台南市,楠西區,F,0,70+,1,67000,67000240
19CoV,2023,06,台南市,歸仁區,F,0,60~64,1,67000,67000280
19CoV,2023,06,台南市,永康區,M,0,60~64,1,67000,67000310
19CoV,2023,06,台南市,永康區,M,0,65~69,1,67000,67000310
19CoV,2023,06,台南市,永康區,M,0,70+,1,67000,67000310
19CoV,2023,06,台南市,白河區,F,0,70+,1,67000,67000030
19CoV,2023,06,台南市,白河區,M,0,70+,1,67000,67000030
19CoV,2023,06,台南市,西港區,M,0,55~59,1,67000,67000140
19CoV,2023,06,台南市,關廟區,M,0,55~59,1,67000,67000290
19CoV,2023,06,桃園市,中壢區,F,0,60~64,1,68000,68000020
19CoV,2023,06,桃園市,中壢區,M,0,60~64,1,68000,68000020
19CoV,2023,06,桃園市,中壢區,M,0,65~69,1,68000,68000020
19CoV,2023,06,桃園市,中壢區,F,0,70+,4,68000,68000020
19CoV,2023,06,桃園市,中壢區,M,0,70+,3,68000,68000020
19CoV,2023,06,桃園市,八德區,M,0,60~64,1,68000,68000080
19CoV,2023,06,桃園市,八德區,M,0,65~69,1,68000,68000080
19CoV,2023,06,桃園市,八德區,F,0,70+,6,68000,68000080
19CoV,2023,06,桃園市,八德區,M,0,70+,2,68000,68000080
19CoV,2023,06,桃園市,大溪區,M,0,55~59,1,68000,68000030
19CoV,2023,06,桃園市,大溪區,M,0,70+,3,68000,68000030
19CoV,2023,06,桃園市,平鎮區,F,0,70+,2,68000,68000100
19CoV,2023,06,桃園市,平鎮區,M,0,70+,2,68000,68000100
19CoV,2023,06,桃園市,桃園區,F,0,70+,3,68000,68000010
19CoV,2023,06,桃園市,桃園區,M,0,70+,2,68000,68000010
19CoV,2023,06,桃園市,楊梅區,M,0,60~64,1,68000,68000040
19CoV,2023,06,桃園市,楊梅區,M,0,65~69,1,68000,68000040
19CoV,2023,06,桃園市,楊梅區,F,0,70+,1,68000,68000040
19CoV,2023,06,桃園市,楊梅區,M,0,70+,2,68000,68000040
19CoV,2023,06,桃園市,蘆竹區,M,0,50~54,1,68000,68000050
19CoV,2023,06,桃園市,觀音區,F,0,70+,2,68000,68000120
19CoV,2023,06,桃園市,龍潭區,F,0,55~59,1,68000,68000090
19CoV,2023,06,桃園市,龍潭區,F,0,70+,1,68000,68000090
19CoV,2023,06,桃園市,龜山區,M,0,40~44,1,68000,68000070
19CoV,2023,06,桃園市,龜山區,F,0,55~59,1,68000,68000070
19CoV,2023,06,桃園市,龜山區,M,0,60~64,1,68000,68000070
19CoV,2023,06,桃園市,龜山區,M,0,70+,3,68000,68000070
19CoV,2023,07,金門縣,金湖鎮,F,0,55~59,1,09020,09020030
19CoV,2023,07,宜蘭縣,冬山鄉,F,0,70+,1,10002,10002080
19CoV,2023,07,宜蘭縣,冬山鄉,M,0,70+,1,10002,10002080
19CoV,2023,07,宜蘭縣,員山鄉,M,0,70+,1,10002,10002070
19CoV,2023,07,宜蘭縣,壯圍鄉,M,0,70+,1,10002,10002060
19CoV,2023,07,宜蘭縣,宜蘭市,F,0,70+,2,10002,10002010
19CoV,2023,07,宜蘭縣,礁溪鄉,M,0,65~69,1,10002,10002050
19CoV,2023,07,宜蘭縣,礁溪鄉,M,0,70+,1,10002,10002050
19CoV,2023,07,宜蘭縣,羅東鎮,F,0,65~69,1,10002,10002020
19CoV,2023,07,宜蘭縣,羅東鎮,F,0,70+,2,10002,10002020
19CoV,2023,07,宜蘭縣,蘇澳鎮,F,0,70+,1,10002,10002030
19CoV,2023,07,新竹縣,寶山鄉,M,0,70+,1,10004,10004100
19CoV,2023,07,新竹縣,新豐鄉,F,0,70+,2,10004,10004060
19CoV,2023,07,新竹縣,湖口鄉,F,0,70+,1,10004,10004050
19CoV,2023,07,新竹縣,湖口鄉,M,0,70+,2,10004,10004050
19CoV,2023,07,新竹縣,竹北市,F,0,70+,1,10004,10004010
19CoV,2023,07,新竹縣,竹北市,M,0,70+,1,10004,10004010
19CoV,2023,07,新竹縣,竹東鎮,M,0,65~69,1,10004,10004020
19CoV,2023,07,新竹縣,竹東鎮,F,0,70+,1,10004,10004020
19CoV,2023,07,新竹縣,芎林鄉,F,0,70+,1,10004,10004070
19CoV,2023,07,苗栗縣,三義鄉,F,0,70+,1,10005,10005130
19CoV,2023,07,苗栗縣,三義鄉,M,0,70+,1,10005,10005130
19CoV,2023,07,苗栗縣,公館鄉,M,0,50~54,1,10005,10005090
19CoV,2023,07,苗栗縣,公館鄉,M,0,70+,1,10005,10005090
19CoV,2023,07,苗栗縣,卓蘭鎮,F,0,70+,1,10005,10005070
19CoV,2023,07,苗栗縣,卓蘭鎮,M,0,70+,1,10005,10005070
19CoV,2023,07,苗栗縣,南庄鄉,M,0,70+,1,10005,10005110
19CoV,2023,07,苗栗縣,竹南鎮,F,0,50~54,1,10005,10005040
19CoV,2023,07,苗栗縣,苗栗市,F,0,65~69,1,10005,10005010
19CoV,2023,07,苗栗縣,苗栗市,M,0,70+,2,10005,10005010
19CoV,2023,07,苗栗縣,通霄鎮,M,0,70+,1,10005,10005030
19CoV,2023,07,苗栗縣,頭份市,M,0,60~64,1,10005,10005050
19CoV,2023,07,苗栗縣,頭份市,F,0,70+,1,10005,10005050
19CoV,2023,07,苗栗縣,頭份市,M,0,70+,1,10005,10005050
19CoV,2023,07,彰化縣,二林鎮,F,0,70+,2,10007,10007200
19CoV,2023,07,彰化縣,二水鄉,F,0,70+,1,10007,10007180
19CoV,2023,07,彰化縣,北斗鎮,M,0,70+,1,10007,10007190
19CoV,2023,07,彰化縣,員林市,F,0,70+,1,10007,10007100
19CoV,2023,07,彰化縣,員林市,M,0,70+,3,10007,10007100
19CoV,2023,07,彰化縣,埔心鄉,M,0,70+,1,10007,10007150
19CoV,2023,07,彰化縣,埔鹽鄉,F,0,70+,1,10007,10007140
19CoV,2023,07,彰化縣,大村鄉,M,0,40~44,1,10007,10007130
19CoV,2023,07,彰化縣,大村鄉,M,0,70+,1,10007,10007130
19CoV,2023,07,彰化縣,彰化市,F,0,70+,2,10007,10007010
19CoV,2023,07,彰化縣,彰化市,M,0,70+,2,10007,10007010
19CoV,2023,07,彰化縣,溪湖鎮,M,0,70+,1,10007,10007110
19CoV,2023,07,彰化縣,田尾鄉,F,0,55~59,1,10007,10007210
19CoV,2023,07,彰化縣,田尾鄉,M,0,70+,1,10007,10007210
19CoV,2023,07,彰化縣,社頭鄉,F,0,70+,2,10007,10007170
19CoV,2023,07,彰化縣,福興鄉,F,0,70+,1,10007,10007060
19CoV,2023,07,彰化縣,秀水鄉,F,0,70+,1,10007,10007070
19CoV,2023,07,彰化縣,秀水鄉,M,0,70+,1,10007,10007070
19CoV,2023,07,彰化縣,花壇鄉,M,0,70+,2,10007,10007080
19CoV,2023,07,彰化縣,鹿港鎮,F,0,70+,1,10007,10007020
19CoV,2023,07,彰化縣,鹿港鎮,M,0,70+,2,10007,10007020
19CoV,2023,07,南投縣,南投市,F,0,70+,1,10008,10008010
19CoV,2023,07,南投縣,國姓鄉,M,0,70+,1,10008,10008100
19CoV,2023,07,南投縣,埔里鎮,F,0,55~59,1,10008,10008020
19CoV,2023,07,南投縣,埔里鎮,F,0,70+,1,10008,10008020
19CoV,2023,07,南投縣,埔里鎮,M,0,70+,2,10008,10008020
19CoV,2023,07,南投縣,竹山鎮,F,0,70+,2,10008,10008040
19CoV,2023,07,雲林縣,元長鄉,F,0,70+,1,10009,10009170
19CoV,2023,07,雲林縣,口湖鄉,M,0,70+,1,10009,10009190
19CoV,2023,07,雲林縣,古坑鄉,M,0,60~64,1,10009,10009070
19CoV,2023,07,雲林縣,四湖鄉,M,0,70+,1,10009,10009180
19CoV,2023,07,雲林縣,大埤鄉,F,0,70+,1,10009,10009080
19CoV,2023,07,雲林縣,斗六市,F,0,70+,2,10009,10009010
19CoV,2023,07,雲林縣,林內鄉,F,0,70+,1,10009,10009100
19CoV,2023,07,雲林縣,莿桐鄉,F,0,70+,1,10009,10009090
19CoV,2023,07,雲林縣,西螺鎮,F,0,50~54,1,10009,10009040
19CoV,2023,07,嘉義縣,大林鎮,M,0,70+,2,10010,10010040
19CoV,2023,07,嘉義縣,朴子市,M,0,70+,1,10010,10010020
19CoV,2023,07,嘉義縣,民雄鄉,F,0,70+,1,10010,10010050
19CoV,2023,07,嘉義縣,水上鄉,F,0,70+,1,10010,10010120
19CoV,2023,07,嘉義縣,鹿草鄉,M,0,70+,1,10010,10010110
19CoV,2023,07,屏東縣,內埔鄉,M,0,55~59,1,10013,10013130
19CoV,2023,07,屏東縣,內埔鄉,M,0,70+,1,10013,10013130
19CoV,2023,07,屏東縣,屏東市,M,0,70+,1,10013,10013010
19CoV,2023,07,屏東縣,高樹鄉,M,0,70+,1,10013,10013110
19CoV,2023,07,台東縣,台東市,M,0,70+,1,10014,10014010
19CoV,2023,07,台東縣,成功鎮,F,0,70+,1,10014,10014020
19CoV,2023,07,花蓮縣,吉安鄉,M,0,70+,1,10015,10015050
19CoV,2023,07,花蓮縣,壽豐鄉,M,0,50~54,1,10015,10015060
19CoV,2023,07,花蓮縣,壽豐鄉,F,0,70+,1,10015,10015060
19CoV,2023,07,花蓮縣,花蓮市,F,0,70+,1,10015,10015010
19CoV,2023,07,花蓮縣,花蓮市,M,0,70+,1,10015,10015010
19CoV,2023,07,基隆市,七堵區,F,0,70+,1,10017,10017020
19CoV,2023,07,基隆市,中正區,M,0,70+,2,10017,10017010
19CoV,2023,07,基隆市,信義區,F,0,70+,1,10017,10017070
19CoV,2023,07,基隆市,信義區,M,0,70+,1,10017,10017070
19CoV,2023,07,基隆市,安樂區,M,0,65~69,2,10017,10017060
19CoV,2023,07,基隆市,安樂區,F,0,70+,1,10017,10017060
19CoV,2023,07,基隆市,安樂區,M,0,70+,1,10017,10017060
19CoV,2023,07,基隆市,暖暖區,F,0,65~69,1,10017,10017030
19CoV,2023,07,新竹市,東區,F,0,70+,2,10018,10018010
19CoV,2023,07,新竹市,東區,M,0,70+,1,10018,10018010
19CoV,2023,07,新竹市,香山區,F,0,70+,1,10018,10018030
19CoV,2023,07,新竹市,香山區,M,0,70+,1,10018,10018030
19CoV,2023,07,嘉義市,東區,F,0,70+,2,10020,10020010
19CoV,2023,07,嘉義市,東區,M,0,70+,2,10020,10020010
19CoV,2023,07,嘉義市,西區,M,0,70+,2,10020,10020020
19CoV,2023,07,台北市,中山區,F,0,70+,1,63000,63000040
19CoV,2023,07,台北市,中山區,M,0,70+,3,63000,63000040
19CoV,2023,07,台北市,中正區,M,0,70+,1,63000,63000050
19CoV,2023,07,台北市,信義區,M,0,65~69,1,63000,63000020
19CoV,2023,07,台北市,信義區,F,0,70+,1,63000,63000020
19CoV,2023,07,台北市,信義區,M,0,70+,3,63000,63000020
19CoV,2023,07,台北市,內湖區,F,0,70+,2,63000,63000100
19CoV,2023,07,台北市,北投區,M,0,70+,2,63000,63000120
19CoV,2023,07,台北市,南港區,F,0,70+,1,63000,63000090
19CoV,2023,07,台北市,南港區,M,0,70+,2,63000,63000090
19CoV,2023,07,台北市,士林區,F,0,70+,2,63000,63000110
19CoV,2023,07,台北市,士林區,M,0,70+,4,63000,63000110
19CoV,2023,07,台北市,大同區,F,0,70+,1,63000,63000060
19CoV,2023,07,台北市,大同區,M,0,70+,3,63000,63000060
19CoV,2023,07,台北市,大安區,M,0,45~49,1,63000,63000030
19CoV,2023,07,台北市,大安區,F,0,70+,2,63000,63000030
19CoV,2023,07,台北市,大安區,M,0,70+,1,63000,63000030
19CoV,2023,07,台北市,文山區,F,0,70+,1,63000,63000080
19CoV,2023,07,台北市,文山區,F,0,70+,1,63000,63000081
19CoV,2023,07,台北市,文山區,F,0,70+,1,63000,63000082
19CoV,2023,07,台北市,松山區,M,0,60~64,1,63000,63000010
19CoV,2023,07,台北市,松山區,M,0,65~69,1,63000,63000010
19CoV,2023,07,台北市,松山區,M,0,70+,2,63000,63000010
19CoV,2023,07,台北市,萬華區,F,0,60~64,1,63000,63000070
19CoV,2023,07,台北市,萬華區,F,0,60~64,1,63000,63000072
19CoV,2023,07,台北市,萬華區,F,0,60~64,1,63000,63000071
19CoV,2023,07,台北市,萬華區,F,0,70+,3,63000,63000072
19CoV,2023,07,台北市,萬華區,F,0,70+,3,63000,63000070
19CoV,2023,07,台北市,萬華區,F,0,70+,3,63000,63000071
19CoV,2023,07,台北市,萬華區,M,0,70+,2,63000,63000072
19CoV,2023,07,台北市,萬華區,M,0,70+,2,63000,63000071
19CoV,2023,07,台北市,萬華區,M,0,70+,2,63000,63000070
19CoV,2023,07,高雄市,三民區,M,0,55~59,1,64000,64000051
19CoV,2023,07,高雄市,三民區,M,0,55~59,1,64000,64000050
19CoV,2023,07,高雄市,三民區,M,0,55~59,1,64000,64000052
19CoV,2023,07,高雄市,三民區,M,0,65~69,1,64000,64000050
19CoV,2023,07,高雄市,三民區,M,0,65~69,1,64000,64000052
19CoV,2023,07,高雄市,三民區,M,0,65~69,1,64000,64000051
19CoV,2023,07,高雄市,三民區,F,0,70+,1,64000,64000050
19CoV,2023,07,高雄市,三民區,F,0,70+,1,64000,64000051
19CoV,2023,07,高雄市,三民區,F,0,70+,1,64000,64000052
19CoV,2023,07,高雄市,三民區,M,0,70+,2,64000,64000050
19CoV,2023,07,高雄市,三民區,M,0,70+,2,64000,64000051
19CoV,2023,07,高雄市,三民區,M,0,70+,2,64000,64000052
19CoV,2023,07,高雄市,仁武區,F,0,70+,1,64000,64000170
19CoV,2023,07,高雄市,仁武區,M,0,70+,2,64000,64000170
19CoV,2023,07,高雄市,前金區,F,0,65~69,1,64000,64000070
19CoV,2023,07,高雄市,前鎮區,F,0,70+,1,64000,64000090
19CoV,2023,07,高雄市,大寮區,M,0,65~69,1,64000,64000140
19CoV,2023,07,高雄市,大寮區,M,0,70+,1,64000,64000140
19CoV,2023,07,高雄市,小港區,M,0,70+,1,64000,64000110
19CoV,2023,07,高雄市,岡山區,M,0,65~69,1,64000,64000190
19CoV,2023,07,高雄市,左營區,F,0,65~69,1,64000,64000030
19CoV,2023,07,高雄市,左營區,F,0,70+,2,64000,64000030
19CoV,2023,07,高雄市,左營區,M,0,70+,1,64000,64000030
19CoV,2023,07,高雄市,新興區,M,0,70+,1,64000,64000060
19CoV,2023,07,高雄市,林園區,F,0,70+,1,64000,64000130
19CoV,2023,07,高雄市,桃源區,M,0,40~44,1,64000,64000370
19CoV,2023,07,高雄市,楠梓區,F,0,55~59,1,64000,64000040
19CoV,2023,07,高雄市,楠梓區,F,0,70+,1,64000,64000040
19CoV,2023,07,高雄市,橋頭區,F,0,70+,1,64000,64000200
19CoV,2023,07,高雄市,燕巢區,M,0,70+,1,64000,64000210
19CoV,2023,07,高雄市,美濃區,M,0,70+,2,64000,64000310
19CoV,2023,07,高雄市,苓雅區,M,0,70+,3,64000,64000080
19CoV,2023,07,高雄市,路竹區,F,0,70+,1,64000,64000240
19CoV,2023,07,高雄市,阿蓮區,M,0,65~69,1,64000,64000230
19CoV,2023,07,高雄市,阿蓮區,M,0,70+,2,64000,64000230
19CoV,2023,07,高雄市,鳥松區,M,0,70+,1,64000,64000180
19CoV,2023,07,高雄市,鳳山區,M,0,65~69,1,64000,64000120
19CoV,2023,07,高雄市,鳳山區,F,0,70+,1,64000,64000120
19CoV,2023,07,高雄市,鳳山區,M,0,70+,2,64000,64000120
19CoV,2023,07,高雄市,鹽埕區,F,0,70+,1,64000,64000010
19CoV,2023,07,新北市,三峽區,F,0,70+,1,65000,65000090
19CoV,2023,07,新北市,三芝區,F,0,70+,1,65000,65000210
19CoV,2023,07,新北市,三重區,M,0,50~54,1,65000,65000020
19CoV,2023,07,新北市,三重區,F,0,65~69,1,65000,65000020
19CoV,2023,07,新北市,三重區,F,0,70+,3,65000,65000020
19CoV,2023,07,新北市,三重區,M,0,70+,6,65000,65000020
19CoV,2023,07,新北市,中和區,F,0,70+,2,65000,65000030
19CoV,2023,07,新北市,中和區,M,0,70+,3,65000,65000030
19CoV,2023,07,新北市,八里區,M,0,45~49,1,65000,65000230
19CoV,2023,07,新北市,土城區,M,0,65~69,1,65000,65000130
19CoV,2023,07,新北市,土城區,F,0,70+,2,65000,65000130
19CoV,2023,07,新北市,土城區,M,0,70+,1,65000,65000130
19CoV,2023,07,新北市,新店區,F,0,70+,3,65000,65000060
19CoV,2023,07,新北市,新店區,M,0,70+,1,65000,65000060
19CoV,2023,07,新北市,新莊區,F,0,50~54,1,65000,65000050
19CoV,2023,07,新北市,新莊區,M,0,55~59,1,65000,65000050
19CoV,2023,07,新北市,新莊區,F,0,60~64,1,65000,65000050
19CoV,2023,07,新北市,新莊區,F,0,70+,2,65000,65000050
19CoV,2023,07,新北市,新莊區,M,0,70+,5,65000,65000050
19CoV,2023,07,新北市,板橋區,M,0,35~39,1,65000,65000010
19CoV,2023,07,新北市,板橋區,F,0,65~69,1,65000,65000010
19CoV,2023,07,新北市,板橋區,M,0,65~69,1,65000,65000010
19CoV,2023,07,新北市,板橋區,F,0,70+,1,65000,65000010
19CoV,2023,07,新北市,板橋區,M,0,70+,1,65000,65000010
19CoV,2023,07,新北市,樹林區,F,0,70+,3,65000,65000070
19CoV,2023,07,新北市,永和區,F,0,70+,4,65000,65000040
19CoV,2023,07,新北市,永和區,M,0,70+,4,65000,65000040
19CoV,2023,07,新北市,汐止區,M,0,65~69,1,65000,65000110
19CoV,2023,07,新北市,汐止區,F,0,70+,1,65000,65000110
19CoV,2023,07,新北市,汐止區,M,0,70+,3,65000,65000110
19CoV,2023,07,新北市,淡水區,F,0,70+,1,65000,65000100
19CoV,2023,07,新北市,淡水區,M,0,70+,1,65000,65000100
19CoV,2023,07,新北市,瑞芳區,M,0,45~49,1,65000,65000120
19CoV,2023,07,新北市,萬里區,F,0,65~69,1,65000,65000280
19CoV,2023,07,新北市,萬里區,M,0,65~69,1,65000,65000280
19CoV,2023,07,新北市,蘆洲區,F,0,65~69,1,65000,65000140
19CoV,2023,07,新北市,貢寮區,F,0,70+,1,65000,65000260
19CoV,2023,07,新北市,金山區,F,0,70+,1,65000,65000270
19CoV,2023,07,台中市,中區,F,0,70+,1,66000,66000010
19CoV,2023,07,台中市,北區,F,0,70+,1,66000,66000050
19CoV,2023,07,台中市,北區,M,0,70+,2,66000,66000050
19CoV,2023,07,台中市,北屯區,M,0,50~54,1,66000,66000080
19CoV,2023,07,台中市,北屯區,F,0,70+,3,66000,66000080
19CoV,2023,07,台中市,北屯區,M,0,70+,1,66000,66000080
19CoV,2023,07,台中市,南屯區,M,0,55~59,1,66000,66000070
19CoV,2023,07,台中市,南屯區,F,0,70+,2,66000,66000070
19CoV,2023,07,台中市,后里區,M,0,70+,1,66000,66000150
19CoV,2023,07,台中市,大甲區,M,0,70+,1,66000,66000110
19CoV,2023,07,台中市,大里區,F,0,65~69,1,66000,66000280
19CoV,2023,07,台中市,大里區,M,0,70+,3,66000,66000280
19CoV,2023,07,台中市,大雅區,F,0,70+,3,66000,66000180
19CoV,2023,07,台中市,東區,F,0,65~69,1,66000,66000020
19CoV,2023,07,台中市,東區,M,0,70+,1,66000,66000020
19CoV,2023,07,台中市,東勢區,M,0,70+,1,66000,66000100
19CoV,2023,07,台中市,梧棲區,M,0,70+,1,66000,66000140
19CoV,2023,07,台中市,沙鹿區,M,0,60~64,1,66000,66000130
19CoV,2023,07,台中市,清水區,F,0,70+,1,66000,66000120
19CoV,2023,07,台中市,清水區,M,0,70+,4,66000,66000120
19CoV,2023,07,台中市,潭子區,F,0,70+,1,66000,66000170
19CoV,2023,07,台中市,烏日區,M,0,70+,1,66000,66000230
19CoV,2023,07,台中市,西區,F,0,70+,1,66000,66000040
19CoV,2023,07,台中市,西屯區,M,0,70+,2,66000,66000060
19CoV,2023,07,台中市,霧峰區,F,0,70+,1,66000,66000260
19CoV,2023,07,台中市,霧峰區,M,0,70+,1,66000,66000260
19CoV,2023,07,台南市,七股區,M,0,40~44,1,67000,67000150
19CoV,2023,07,台南市,七股區,F,0,70+,1,67000,67000150
19CoV,2023,07,台南市,下營區,M,0,70+,1,67000,67000080
19CoV,2023,07,台南市,仁德區,F,0,70+,1,67000,67000270
19CoV,2023,07,台南市,仁德區,M,0,70+,2,67000,67000270
19CoV,2023,07,台南市,北區,M,0,50~54,1,67000,67000340
19CoV,2023,07,台南市,南化區,M,0,70+,1,67000,67000250
19CoV,2023,07,台南市,善化區,M,0,70+,1,67000,67000190
19CoV,2023,07,台南市,學甲區,F,0,70+,1,67000,67000130
19CoV,2023,07,台南市,學甲區,M,0,70+,1,67000,67000130
19CoV,2023,07,台南市,安南區,F,0,70+,1,67000,67000350
19CoV,2023,07,台南市,安南區,M,0,70+,2,67000,67000350
19CoV,2023,07,台南市,安平區,M,0,70+,2,67000,67000360
19CoV,2023,07,台南市,官田區,M,0,40~44,1,67000,67000100
19CoV,2023,07,台南市,官田區,F,0,70+,1,67000,67000100
19CoV,2023,07,台南市,將軍區,F,0,70+,1,67000,67000160
19CoV,2023,07,台南市,左鎮區,F,0,70+,1,67000,67000260
19CoV,2023,07,台南市,左鎮區,M,0,70+,1,67000,67000260
19CoV,2023,07,台南市,新營區,F,0,50~54,1,67000,67000010
19CoV,2023,07,台南市,東區,M,0,70+,1,67000,67000320
19CoV,2023,07,台南市,柳營區,F,0,70+,3,67000,67000040
19CoV,2023,07,台南市,永康區,M,0,55~59,1,67000,67000310
19CoV,2023,07,台南市,永康區,M,0,70+,1,67000,67000310
19CoV,2023,07,桃園市,中壢區,M,0,55~59,1,68000,68000020
19CoV,2023,07,桃園市,中壢區,F,0,60~64,1,68000,68000020
19CoV,2023,07,桃園市,中壢區,F,0,70+,3,68000,68000020
19CoV,2023,07,桃園市,中壢區,M,0,70+,2,68000,68000020
19CoV,2023,07,桃園市,八德區,M,0,70+,1,68000,68000080
19CoV,2023,07,桃園市,大園區,F,0,70+,1,68000,68000060
19CoV,2023,07,桃園市,大溪區,F,0,70+,1,68000,68000030
19CoV,2023,07,桃園市,大溪區,M,0,70+,1,68000,68000030
19CoV,2023,07,桃園市,平鎮區,F,0,65~69,1,68000,68000100
19CoV,2023,07,桃園市,平鎮區,F,0,70+,1,68000,68000100
19CoV,2023,07,桃園市,平鎮區,M,0,70+,1,68000,68000100
19CoV,2023,07,桃園市,桃園區,M,0,30~34,1,68000,68000010
19CoV,2023,07,桃園市,桃園區,F,0,65~69,1,68000,68000010
19CoV,2023,07,桃園市,桃園區,M,0,65~69,1,68000,68000010
19CoV,2023,07,桃園市,桃園區,M,0,70+,3,68000,68000010
19CoV,2023,07,桃園市,楊梅區,M,0,70+,3,68000,68000040
19CoV,2023,07,桃園市,蘆竹區,M,0,70+,2,68000,68000050
19CoV,2023,07,桃園市,龍潭區,M,0,60~64,2,68000,68000090
19CoV,2023,07,桃園市,龍潭區,M,0,70+,1,68000,68000090
19CoV,2023,07,桃園市,龜山區,M,0,55~59,1,68000,68000070
19CoV,2023,07,桃園市,龜山區,F,0,70+,2,68000,68000070
19CoV,2023,08,宜蘭縣,員山鄉,F,0,70+,1,10002,10002070
19CoV,2023,08,宜蘭縣,礁溪鄉,M,0,70+,1,10002,10002050
19CoV,2023,08,宜蘭縣,羅東鎮,F,0,70+,1,10002,10002020
19CoV,2023,08,宜蘭縣,羅東鎮,M,0,70+,2,10002,10002020
19CoV,2023,08,宜蘭縣,頭城鎮,M,0,70+,1,10002,10002040
19CoV,2023,08,新竹縣,湖口鄉,F,0,65~69,1,10004,10004050
19CoV,2023,08,新竹縣,湖口鄉,F,0,70+,1,10004,10004050
19CoV,2023,08,新竹縣,湖口鄉,M,0,70+,1,10004,10004050
19CoV,2023,08,新竹縣,竹北市,M,0,60~64,1,10004,10004010
19CoV,2023,08,新竹縣,竹北市,F,0,70+,1,10004,10004010
19CoV,2023,08,新竹縣,竹東鎮,F,0,70+,1,10004,10004020
19CoV,2023,08,新竹縣,關西鎮,F,0,70+,1,10004,10004040
19CoV,2023,08,苗栗縣,公館鄉,M,0,70+,1,10005,10005090
19CoV,2023,08,苗栗縣,獅潭鄉,F,0,70+,1,10005,10005170
19CoV,2023,08,苗栗縣,竹南鎮,M,0,70+,1,10005,10005040
19CoV,2023,08,苗栗縣,苑裡鎮,M,0,70+,1,10005,10005020
19CoV,2023,08,苗栗縣,苗栗市,F,0,70+,1,10005,10005010
19CoV,2023,08,苗栗縣,通霄鎮,F,0,70+,1,10005,10005030
19CoV,2023,08,苗栗縣,頭份市,M,0,50~54,1,10005,10005050
19CoV,2023,08,苗栗縣,頭份市,M,0,65~69,1,10005,10005050
19CoV,2023,08,苗栗縣,頭份市,M,0,70+,1,10005,10005050
19CoV,2023,08,彰化縣,二水鄉,M,0,70+,1,10007,10007180
19CoV,2023,08,彰化縣,員林市,F,0,55~59,1,10007,10007100
19CoV,2023,08,彰化縣,員林市,F,0,70+,1,10007,10007100
19CoV,2023,08,彰化縣,員林市,M,0,70+,1,10007,10007100
19CoV,2023,08,彰化縣,大村鄉,M,0,70+,1,10007,10007130
19CoV,2023,08,彰化縣,彰化市,F,0,60~64,1,10007,10007010
19CoV,2023,08,彰化縣,彰化市,M,0,65~69,1,10007,10007010
19CoV,2023,08,彰化縣,彰化市,F,0,70+,1,10007,10007010
19CoV,2023,08,彰化縣,彰化市,M,0,70+,1,10007,10007010
19CoV,2023,08,彰化縣,溪州鄉,F,0,70+,1,10007,10007260
19CoV,2023,08,彰化縣,溪湖鎮,F,0,70+,1,10007,10007110
19CoV,2023,08,彰化縣,田尾鄉,M,0,70+,1,10007,10007210
19CoV,2023,08,彰化縣,社頭鄉,F,0,70+,1,10007,10007170
19CoV,2023,08,彰化縣,福興鄉,M,0,70+,1,10007,10007060
19CoV,2023,08,彰化縣,芬園鄉,F,0,70+,1,10007,10007090
19CoV,2023,08,彰化縣,芳苑鄉,F,0,70+,1,10007,10007230
19CoV,2023,08,彰化縣,芳苑鄉,M,0,70+,1,10007,10007230
19CoV,2023,08,南投縣,仁愛鄉,M,0,45~49,1,10008,10008130
19CoV,2023,08,南投縣,南投市,M,0,55~59,1,10008,10008010
19CoV,2023,08,南投縣,南投市,F,0,70+,1,10008,10008010
19CoV,2023,08,南投縣,名間鄉,M,0,50~54,1,10008,10008060
19CoV,2023,08,南投縣,埔里鎮,F,0,60~64,1,10008,10008020
