年度,醫院層級,菌種名稱,抗生素名稱,分離菌株總數,通報藥敏試驗菌株總數,敏感性菌株數,非敏感性菌株數,通報藥敏試驗醫院家數
2015,地區醫院,Klebsiella pneumoniae,Cefazolin,28787,18802,8591,10211,184
2015,地區醫院,Klebsiella pneumoniae,Ceftriaxone,28787,14962,9209,5753,184
2015,地區醫院,Klebsiella pneumoniae,Ertapenem,28787,16352,14061,2291,193
2015,地區醫院,Klebsiella pneumoniae,Gentamicin,28787,22128,14550,7578,185
2015,地區醫院,Klebsiella pneumoniae,Imipenem,28787,20306,18535,1771,195
2015,地區醫院,Klebsiella pneumoniae,Levofloxacin,28787,12283,7666,4617,184
2015,地區醫院,Klebsiella pneumoniae,Meropenem,28787,11255,10365,890,191
2015,地區醫院,Proteus mirabilis,Ampicillin/Sulbactam,15141,9774,4260,5514,179
2015,地區醫院,Proteus mirabilis,Ampicillin,15141,7713,1355,6358,179
2015,地區醫院,Proteus mirabilis,Amikacin,15141,12819,9774,3045,179
2015,地區醫院,Proteus mirabilis,Cefuroxime sodium,15141,3033,1946,1087,178
2015,地區醫院,Proteus mirabilis,Cefotaxime,15141,4888,3291,1597,178
2015,地區醫院,Proteus mirabilis,Ciprofloxacin,15141,10761,5072,5689,179
2015,地區醫院,Proteus mirabilis,Cefazolin,15141,11378,3291,8087,180
2015,地區醫院,Proteus mirabilis,Ceftriaxone,15141,9628,6921,2707,178
2015,地區醫院,Proteus mirabilis,Gentamicin,15141,14270,4963,9307,180
2015,地區醫院,Proteus mirabilis,Levofloxacin,15141,8317,4520,3797,178
2015,地區醫院,Proteus mirabilis,Meropenem,15141,7617,7078,539,179
2015,地區醫院,Pseudomonas aeruginosa,Amikacin,29718,24139,22067,2072,177
2015,地區醫院,Pseudomonas aeruginosa,Cefepime,29718,18956,14828,4128,177
2015,地區醫院,Pseudomonas aeruginosa,Ciprofloxacin,29718,21716,11006,10710,178
2015,地區醫院,Pseudomonas aeruginosa,Ceftazidime,29718,26044,20806,5238,178
2015,地區醫院,Pseudomonas aeruginosa,Gentamicin,29718,25702,16848,8854,178
2015,地區醫院,Pseudomonas aeruginosa,Imipenem,29718,21612,16955,4657,178
2015,地區醫院,Pseudomonas aeruginosa,Levofloxacin,29718,20031,9988,10043,178
2015,地區醫院,Pseudomonas aeruginosa,Meropenem,29718,16568,12764,3804,178
2015,地區醫院,Pseudomonas aeruginosa,Piperacillin/Tazobactam,29718,22481,17420,5061,178
2015,地區醫院,Pseudomonas aeruginosa,Piperacillin,29718,8705,6217,2488,178
2015,地區醫院,Enterococcus faecalis,Ampicillin,4275,2819,2565,254,166
2015,地區醫院,Enterococcus faecalis,Gentamicin-High,4275,2668,1150,1518,167
2015,地區醫院,Enterococcus faecalis,Vancomycin,4275,4024,3898,126,174
2015,地區醫院,Enterococcus faecium,Ampicillin,1762,1277,171,1106,163
2015,地區醫院,Enterococcus faecium,Gentamicin-High,1762,1237,413,824,162
2015,地區醫院,Enterococcus faecium,Vancomycin,1762,1651,930,721,170
2015,地區醫院,Staphylococcus aureus,Ciprofloxacin,25700,8819,5550,3269,184
2015,地區醫院,Staphylococcus aureus,Oxacillin,25700,24283,9685,14598,197
2015,地區醫院,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,25700,16236,13449,2787,186
2015,地區醫院,Staphylococcus aureus,Vancomycin,25700,20583,20314,269,192
2015,地區醫院,Enterococcus spp.,Ampicillin,6215,3217,2404,813,172
2015,地區醫院,Enterococcus spp.,Gentamicin-High,6215,3390,1765,1625,173
2015,地區醫院,Enterococcus spp.,Vancomycin,6215,6116,5372,744,184
2014,醫學中心,Acinetobacter baumannii,Ampicillin(SAM),25001,16962,8656,8306,15
2014,醫學中心,Acinetobacter baumannii,Amikacin,25001,12251,4981,7270,15
2014,醫學中心,Acinetobacter baumannii,Cefepime,25001,17163,6754,10409,15
2014,醫學中心,Acinetobacter baumannii,Ciprofloxacin,25001,17312,6499,10813,15
2014,醫學中心,Acinetobacter baumannii,Ceftazidime,25001,17307,6868,10439,15
2014,醫學中心,Acinetobacter baumannii,Colistin,25001,4453,4406,47,11
2014,醫學中心,Acinetobacter baumannii,Gentamicin,25001,15575,6649,8926,15
2014,醫學中心,Acinetobacter baumannii,Imipenem,25001,23950,9534,14416,21
2014,醫學中心,Acinetobacter baumannii,Levofloxacin,25001,11316,4920,6396,15
2014,醫學中心,Acinetobacter baumannii,Meropenem,25001,14484,6213,8271,20
2014,醫學中心,Acinetobacter baumannii,Piperacillin/Tazobactam,25001,16408,5890,10518,15
2014,醫學中心,Acinetobacter baumannii,Piperacillin,25001,2603,612,1991,11
2014,醫學中心,Enterobacter cloacae,Amikacin,8142,5605,5522,83,12
2014,醫學中心,Enterobacter cloacae,Cefotaxime,8142,3080,1960,1120,15
2014,醫學中心,Enterobacter cloacae,Cefepime,8142,5029,4554,475,12
2014,醫學中心,Enterobacter cloacae,Ciprofloxacin,8142,5080,4226,854,12
2014,醫學中心,Enterobacter cloacae,Ceftazidime,8142,5306,3201,2105,15
2014,醫學中心,Enterobacter cloacae,Ceftriaxone,8142,4920,2810,2110,14
2014,醫學中心,Enterobacter cloacae,Ertapenem,8142,7664,6344,1320,16
2014,醫學中心,Enterobacter cloacae,Gentamicin,8142,5606,4712,894,12
2014,醫學中心,Enterobacter cloacae,Imipenem,8142,5405,4967,438,16
2014,醫學中心,Enterobacter cloacae,Levofloxacin,8142,4781,4049,732,12
2014,醫學中心,Enterobacter cloacae,Meropenem,8142,2116,2050,66,17
2014,醫學中心,Escherichia coli,Ampicillin(SAM),80093,39808,17199,22609,12
2014,醫學中心,Escherichia coli,Ampicillin,80093,38390,9802,28588,12
2014,醫學中心,Escherichia coli,Amikacin,80093,73972,73263,709,15
2014,醫學中心,Escherichia coli,Cefuroxime,80093,15048,9854,5194,12
2014,醫學中心,Escherichia coli,Cefotaxime,80093,28527,20569,7958,15
2014,醫學中心,Escherichia coli,Ciprofloxacin,80093,68910,44040,24870,15
2014,醫學中心,Escherichia coli,Ceftazidime,80093,35762,26549,9213,15
2014,醫學中心,Escherichia coli,Cefazolin,80093,39726,19439,20287,12
2014,醫學中心,Escherichia coli,Ceftriaxone,80093,48162,33542,14620,14
2014,醫學中心,Escherichia coli,Ertapenem,80093,72803,71861,942,16
2014,醫學中心,Escherichia coli,Gentamicin,80093,73962,55276,18686,15
2014,醫學中心,Escherichia coli,Imipenem,80093,44561,44281,280,16
2014,醫學中心,Escherichia coli,Levofloxacin,80093,63149,41204,21945,15
2014,醫學中心,Escherichia coli,Meropenem,80093,15661,15608,53,16
2014,醫學中心,Klebsiella pneumoniae,Ampicillin(SAM),45183,19483,11775,7708,12
2014,醫學中心,Klebsiella pneumoniae,Amikacin,45183,31709,29965,1744,15
2014,醫學中心,Klebsiella pneumoniae,Cefuroxime,45183,7143,4310,2833,12
2014,醫學中心,Klebsiella pneumoniae,Cefotaxime,45183,13641,9873,3768,15
2014,醫學中心,Klebsiella pneumoniae,Ciprofloxacin,45183,29564,21552,8012,15
2014,醫學中心,Klebsiella pneumoniae,Ceftazidime,45183,20354,14113,6241,15
2014,醫學中心,Klebsiella pneumoniae,Cefazolin,45183,18538,9592,8946,12
2014,醫學中心,Klebsiella pneumoniae,Ceftriaxone,45183,10643,7823,2820,11
2014,醫學中心,Klebsiella pneumoniae,Ertapenem,45183,40201,36123,4078,20
2014,醫學中心,Klebsiella pneumoniae,Gentamicin,45183,31701,24345,7356,15
2014,醫學中心,Klebsiella pneumoniae,Imipenem,45183,29127,27234,1893,21
2014,醫學中心,Klebsiella pneumoniae,Levofloxacin,45183,19977,15118,4859,12
2014,醫學中心,Klebsiella pneumoniae,Meropenem,45183,12698,12135,563,20
2014,醫學中心,Proteus mirabilis,Ampicillin(SAM),10493,6945,4931,2014,15
2014,醫學中心,Proteus mirabilis,Ampicillin,10493,5884,2394,3490,15
2014,醫學中心,Proteus mirabilis,Amikacin,10493,6848,6624,224,12
2014,醫學中心,Proteus mirabilis,Cefuroxime,10493,1873,1619,254,12
2014,醫學中心,Proteus mirabilis,Cefotaxime,10493,4102,3748,354,12
2014,醫學中心,Proteus mirabilis,Ciprofloxacin,10493,6048,4182,1866,12
2014,醫學中心,Proteus mirabilis,Cefazolin,10493,8664,4210,4454,15
2014,醫學中心,Proteus mirabilis,Ceftriaxone,10493,3187,2809,378,11
2014,醫學中心,Proteus mirabilis,Gentamicin,10493,9678,6514,3164,15
2014,醫學中心,Proteus mirabilis,Levofloxacin,10493,5860,4524,1336,12
2014,醫學中心,Proteus mirabilis,Meropenem,10493,2319,2318,1,13
2014,醫學中心,Pseudomonas aeruginosa,Amikacin,33374,21024,20449,575,12
2014,醫學中心,Pseudomonas aeruginosa,Cefepime,33374,20019,17293,2726,12
2014,醫學中心,Pseudomonas aeruginosa,Ciprofloxacin,33374,30160,24119,6041,15
2014,醫學中心,Pseudomonas aeruginosa,Ceftazidime,33374,30163,25879,4284,15
2014,醫學中心,Pseudomonas aeruginosa,Gentamicin,33374,30125,26680,3445,15
2014,醫學中心,Pseudomonas aeruginosa,Imipenem,33374,29621,24845,4776,16
2014,醫學中心,Pseudomonas aeruginosa,Levofloxacin,33374,29405,22583,6822,15
2014,醫學中心,Pseudomonas aeruginosa,Meropenem,33374,22824,19779,3045,17
2014,醫學中心,Pseudomonas aeruginosa,Piperacillin/Tazobactam,33374,29646,24600,5046,15
2014,醫學中心,Pseudomonas aeruginosa,Piperacillin,33374,11894,9398,2496,14
2014,醫學中心,Enterococcus faecalis,Ampicillin,19107,9456,8633,823,15
2014,醫學中心,Enterococcus faecalis,Gentamicin-High,19107,6744,3570,3174,15
2014,醫學中心,Enterococcus faecalis,Vancomycin,19107,18988,18833,155,21
2014,醫學中心,Enterococcus faecium,Ampicillin,11931,6344,446,5898,15
2014,醫學中心,Enterococcus faecium,Gentamicin-High,11931,4974,2025,2949,15
2014,醫學中心,Enterococcus faecium,Vancomycin,11931,11916,6235,5681,21
2014,醫學中心,Staphylococcus aureus,Ciprofloxacin,45703,12909,9481,3428,16
2014,醫學中心,Staphylococcus aureus,Oxacillin,45703,45017,22278,22739,21
2014,醫學中心,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,45703,30635,25531,5104,15
2014,醫學中心,Staphylococcus aureus,Vancomycin,45703,30148,30129,19,16
2014,區域醫院,Acinetobacter baumannii,Ampicillin(SAM),29877,24191,9355,14836,75
2014,區域醫院,Acinetobacter baumannii,Amikacin,29877,19043,7953,11090,73
2014,區域醫院,Acinetobacter baumannii,Cefepime,29877,23541,6650,16891,75
2014,區域醫院,Acinetobacter baumannii,Ciprofloxacin,29877,18497,4808,13689,74
2014,區域醫院,Acinetobacter baumannii,Ceftazidime,29877,24516,7056,17460,75
2014,區域醫院,Acinetobacter baumannii,Colistin,29877,8604,8365,239,72
2014,區域醫院,Acinetobacter baumannii,Gentamicin,29877,23595,6923,16672,75
2014,區域醫院,Acinetobacter baumannii,Imipenem,29877,24022,8289,15733,81
2014,區域醫院,Acinetobacter baumannii,Levofloxacin,29877,17936,5075,12861,74
2014,區域醫院,Acinetobacter baumannii,Meropenem,29877,18140,6558,11582,79
2014,區域醫院,Acinetobacter baumannii,Piperacillin/Tazobactam,29877,23539,6040,17499,75
2014,區域醫院,Acinetobacter baumannii,Piperacillin,29877,8156,769,7387,72
2014,區域醫院,Enterobacter cloacae,Amikacin,9211,7438,7243,195,70
2014,區域醫院,Enterobacter cloacae,Cefotaxime,9211,3947,2462,1485,70
2014,區域醫院,Enterobacter cloacae,Cefepime,9211,7371,6583,788,71
2014,區域醫院,Enterobacter cloacae,Ciprofloxacin,9211,5814,4688,1126,70
2014,區域醫院,Enterobacter cloacae,Ceftazidime,9211,7175,5031,2144,70
2014,區域醫院,Enterobacter cloacae,Ceftriaxone,9211,6218,4388,1830,70
2014,區域醫院,Enterobacter cloacae,Ertapenem,9211,7025,6204,821,73
2014,區域醫院,Enterobacter cloacae,Gentamicin,9211,7725,6678,1047,71
2014,區域醫院,Enterobacter cloacae,Imipenem,9211,5811,5333,478,73
2014,區域醫院,Enterobacter cloacae,Levofloxacin,9211,5718,5089,629,69
2014,區域醫院,Enterobacter cloacae,Meropenem,9211,4467,4236,231,72
2014,區域醫院,Escherichia coli,Ampicillin(SAM),132087,94511,46227,48284,71
2014,區域醫院,Escherichia coli,Ampicillin,132087,79145,20563,58582,70
2014,區域醫院,Escherichia coli,Amikacin,132087,113736,110827,2909,71
2014,區域醫院,Escherichia coli,Cefuroxime,132087,41470,25470,16000,67
2014,區域醫院,Escherichia coli,Cefotaxime,132087,57604,38133,19471,70
2014,區域醫院,Escherichia coli,Ciprofloxacin,132087,94545,57340,37205,71
2014,區域醫院,Escherichia coli,Ceftazidime,132087,88844,67532,21312,70
2014,區域醫院,Escherichia coli,Cefazolin,132087,106404,56161,50243,70
2014,區域醫院,Escherichia coli,Ceftriaxone,132087,88791,63379,25412,70
2014,區域醫院,Escherichia coli,Ertapenem,132087,99249,94861,4388,73
2014,區域醫院,Escherichia coli,Gentamicin,132087,120031,88858,31173,72
2014,區域醫院,Escherichia coli,Imipenem,132087,82834,79048,3786,74
2014,區域醫院,Escherichia coli,Levofloxacin,132087,86779,56706,30073,70
2014,區域醫院,Escherichia coli,Meropenem,132087,56028,51973,4055,73
2014,區域醫院,Klebsiella pneumoniae,Ampicillin(SAM),62667,40867,23444,17423,74
2014,區域醫院,Klebsiella pneumoniae,Amikacin,62667,50077,45346,4731,74
2014,區域醫院,Klebsiella pneumoniae,Cefuroxime,62667,16322,9380,6942,70
2014,區域醫院,Klebsiella pneumoniae,Cefotaxime,62667,26295,16530,9765,73
2014,區域醫院,Klebsiella pneumoniae,Ciprofloxacin,62667,42937,28282,14655,74
2014,區域醫院,Klebsiella pneumoniae,Ceftazidime,62667,41242,28601,12641,73
2014,區域醫院,Klebsiella pneumoniae,Cefazolin,62667,46012,25363,20649,73
2014,區域醫院,Klebsiella pneumoniae,Ceftriaxone,62667,30998,23403,7595,72
2014,區域醫院,Klebsiella pneumoniae,Ertapenem,62667,44663,39057,5606,79
2014,區域醫院,Klebsiella pneumoniae,Gentamicin,62667,52595,38822,13773,75
2014,區域醫院,Klebsiella pneumoniae,Imipenem,62667,41834,37927,3907,80
2014,區域醫院,Klebsiella pneumoniae,Levofloxacin,62667,31687,23015,8672,72
2014,區域醫院,Klebsiella pneumoniae,Meropenem,62667,27466,24395,3071,79
2014,區域醫院,Proteus mirabilis,Ampicillin(SAM),20933,17381,11058,6323,72
2014,區域醫院,Proteus mirabilis,Ampicillin,20933,12480,3936,8544,71
2014,區域醫院,Proteus mirabilis,Amikacin,20933,16351,14893,1458,70
2014,區域醫院,Proteus mirabilis,Cefuroxime,20933,6986,5235,1751,67
2014,區域醫院,Proteus mirabilis,Cefotaxime,20933,10104,7661,2443,69
2014,區域醫院,Proteus mirabilis,Ciprofloxacin,20933,14476,9145,5331,70
2014,區域醫院,Proteus mirabilis,Cefazolin,20933,19470,7823,11647,71
2014,區域醫院,Proteus mirabilis,Ceftriaxone,20933,12226,10350,1876,69
2014,區域醫院,Proteus mirabilis,Gentamicin,20933,19523,11232,8291,72
2014,區域醫院,Proteus mirabilis,Levofloxacin,20933,11636,8550,3086,69
2014,區域醫院,Proteus mirabilis,Meropenem,20933,8448,7758,690,68
2014,區域醫院,Pseudomonas aeruginosa,Amikacin,51020,40638,38449,2189,70
2014,區域醫院,Pseudomonas aeruginosa,Cefepime,51020,42082,35544,6538,71
2014,區域醫院,Pseudomonas aeruginosa,Ciprofloxacin,51020,39138,28826,10312,71
2014,區域醫院,Pseudomonas aeruginosa,Ceftazidime,51020,48328,42091,6237,72
2014,區域醫院,Pseudomonas aeruginosa,Gentamicin,51020,46721,38346,8375,72
2014,區域醫院,Pseudomonas aeruginosa,Imipenem,51020,40036,34422,5614,71
2014,區域醫院,Pseudomonas aeruginosa,Levofloxacin,51020,39929,28698,11231,71
2014,區域醫院,Pseudomonas aeruginosa,Meropenem,51020,36258,30989,5269,73
2014,區域醫院,Pseudomonas aeruginosa,Piperacillin/Tazobactam,51020,48454,40571,7883,72
2014,區域醫院,Pseudomonas aeruginosa,Piperacillin,51020,22199,16854,5345,70
2014,區域醫院,Enterococcus faecalis,Ampicillin,16994,10850,10185,665,68
2014,區域醫院,Enterococcus faecalis,Gentamicin-High,16994,11574,5997,5577,69
2014,區域醫院,Enterococcus faecalis,Vancomycin,16994,16810,16677,133,76
2014,區域醫院,Enterococcus faecium,Ampicillin,7916,5364,791,4573,68
2014,區域醫院,Enterococcus faecium,Gentamicin-High,7916,5447,2099,3348,69
2014,區域醫院,Enterococcus faecium,Vancomycin,7916,7858,4780,3078,76
2014,區域醫院,Staphylococcus aureus,Ciprofloxacin,57544,18175,10931,7244,71
2014,區域醫院,Staphylococcus aureus,Oxacillin,57544,56144,25957,30187,83
2014,區域醫院,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,57544,47826,39178,8648,75
2014,區域醫院,Staphylococcus aureus,Vancomycin,57544,44593,44084,509,77
2014,地區醫院,Acinetobacter baumannii,Ampicillin(SAM),16788,9647,3207,6440,177
2014,地區醫院,Acinetobacter baumannii,Amikacin,16788,10892,3232,7660,179
2014,地區醫院,Acinetobacter baumannii,Cefepime,16788,8508,1588,6920,178
2014,地區醫院,Acinetobacter baumannii,Ciprofloxacin,16788,9794,1245,8549,178
2014,地區醫院,Acinetobacter baumannii,Ceftazidime,16788,12021,2642,9379,182
2014,地區醫院,Acinetobacter baumannii,Colistin,16788,3018,2954,64,173
2014,地區醫院,Acinetobacter baumannii,Gentamicin,16788,12103,2512,9591,180
2014,地區醫院,Acinetobacter baumannii,Imipenem,16788,14532,4179,10353,191
2014,地區醫院,Acinetobacter baumannii,Levofloxacin,16788,8235,1066,7169,177
2014,地區醫院,Acinetobacter baumannii,Meropenem,16788,7703,2063,5640,183
2014,地區醫院,Acinetobacter baumannii,Piperacillin/Tazobactam,16788,10090,1517,8573,180
2014,地區醫院,Acinetobacter baumannii,Piperacillin,16788,2671,220,2451,171
2014,地區醫院,Enterobacter cloacae,Amikacin,2620,2233,2037,196,167
2014,地區醫院,Enterobacter cloacae,Cefotaxime,2620,725,525,200,163
2014,地區醫院,Enterobacter cloacae,Cefepime,2620,1410,1315,95,166
2014,地區醫院,Enterobacter cloacae,Ciprofloxacin,2620,1662,1276,386,165
2014,地區醫院,Enterobacter cloacae,Ceftazidime,2620,2063,1646,417,170
2014,地區醫院,Enterobacter cloacae,Ceftriaxone,2620,1594,1163,431,170
2014,地區醫院,Enterobacter cloacae,Ertapenem,2620,1163,1092,71,168
2014,地區醫院,Enterobacter cloacae,Gentamicin,2620,2288,1774,514,167
2014,地區醫院,Enterobacter cloacae,Imipenem,2620,2060,2027,33,169
2014,地區醫院,Enterobacter cloacae,Levofloxacin,2620,1406,1102,304,163
2014,地區醫院,Enterobacter cloacae,Meropenem,2620,1005,918,87,170
2014,地區醫院,Escherichia coli,Ampicillin(SAM),53351,26783,11609,15174,170
2014,地區醫院,Escherichia coli,Ampicillin,53351,22049,5236,16813,170
2014,地區醫院,Escherichia coli,Amikacin,53351,45188,42810,2378,177
2014,地區醫院,Escherichia coli,Cefuroxime,53351,8952,4877,4075,167
2014,地區醫院,Escherichia coli,Cefotaxime,53351,15987,10666,5321,170
2014,地區醫院,Escherichia coli,Ciprofloxacin,53351,38621,20715,17906,174
2014,地區醫院,Escherichia coli,Ceftazidime,53351,37773,25442,12331,175
2014,地區醫院,Escherichia coli,Cefazolin,53351,38263,18172,20091,172
2014,地區醫院,Escherichia coli,Ceftriaxone,53351,33105,21040,12065,175
2014,地區醫院,Escherichia coli,Ertapenem,53351,26111,24565,1546,177
2014,地區醫院,Escherichia coli,Gentamicin,53351,48485,32386,16099,177
2014,地區醫院,Escherichia coli,Imipenem,53351,33239,32294,945,178
2014,地區醫院,Escherichia coli,Levofloxacin,53351,29299,16121,13178,172
2014,地區醫院,Escherichia coli,Meropenem,53351,21041,19618,1423,172
2014,地區醫院,Klebsiella pneumoniae,Ampicillin(SAM),28064,11921,5240,6681,175
2014,地區醫院,Klebsiella pneumoniae,Amikacin,28064,20803,17815,2988,182
2014,地區醫院,Klebsiella pneumoniae,Cefuroxime,28064,5354,2343,3011,173
2014,地區醫院,Klebsiella pneumoniae,Cefotaxime,28064,6979,4106,2873,175
2014,地區醫院,Klebsiella pneumoniae,Ciprofloxacin,28064,17185,9710,7475,180
2014,地區醫院,Klebsiella pneumoniae,Ceftazidime,28064,18775,11065,7710,181
2014,地區醫院,Klebsiella pneumoniae,Cefazolin,28064,17299,8334,8965,178
2014,地區醫院,Klebsiella pneumoniae,Ceftriaxone,28064,13013,8110,4903,176
2014,地區醫院,Klebsiella pneumoniae,Ertapenem,28064,14954,13071,1883,189
2014,地區醫院,Klebsiella pneumoniae,Gentamicin,28064,22309,14652,7657,182
2014,地區醫院,Klebsiella pneumoniae,Imipenem,28064,20981,19727,1254,191
2014,地區醫院,Klebsiella pneumoniae,Levofloxacin,28064,11614,7218,4396,173
2014,地區醫院,Klebsiella pneumoniae,Meropenem,28064,10675,9703,972,183
2014,地區醫院,Proteus mirabilis,Ampicillin(SAM),15291,8731,3734,4997,172
2014,地區醫院,Proteus mirabilis,Ampicillin,15291,7444,1333,6111,172
2014,地區醫院,Proteus mirabilis,Amikacin,15291,12133,9302,2831,173
2014,地區醫院,Proteus mirabilis,Cefuroxime,15291,2482,1491,991,166
2014,地區醫院,Proteus mirabilis,Cefotaxime,15291,4264,2819,1445,166
2014,地區醫院,Proteus mirabilis,Ciprofloxacin,15291,9686,4825,4861,169
2014,地區醫院,Proteus mirabilis,Cefazolin,15291,11131,3471,7660,175
2014,地區醫院,Proteus mirabilis,Ceftriaxone,15291,8301,5922,2379,170
2014,地區醫院,Proteus mirabilis,Gentamicin,15291,14241,5164,9077,177
2014,地區醫院,Proteus mirabilis,Levofloxacin,15291,7748,4400,3348,167
2014,地區醫院,Proteus mirabilis,Meropenem,15291,6999,6479,520,169
2014,地區醫院,Pseudomonas aeruginosa,Amikacin,28550,22510,20466,2044,171
2014,地區醫院,Pseudomonas aeruginosa,Cefepime,28550,16468,13302,3166,169
2014,地區醫院,Pseudomonas aeruginosa,Ciprofloxacin,28550,22350,11909,10441,174
2014,地區醫院,Pseudomonas aeruginosa,Ceftazidime,28550,26936,21821,5115,176
2014,地區醫院,Pseudomonas aeruginosa,Gentamicin,28550,26903,17576,9327,175
2014,地區醫院,Pseudomonas aeruginosa,Imipenem,28550,23010,18295,4715,173
2014,地區醫院,Pseudomonas aeruginosa,Levofloxacin,28550,19982,9798,10184,173
2014,地區醫院,Pseudomonas aeruginosa,Meropenem,28550,16612,12946,3666,172
2014,地區醫院,Pseudomonas aeruginosa,Piperacillin/Tazobactam,28550,23975,18948,5027,174
2014,地區醫院,Pseudomonas aeruginosa,Piperacillin,28550,10435,7798,2637,172
2014,地區醫院,Enterococcus faecalis,Ampicillin,3740,2596,2380,216,167
2014,地區醫院,Enterococcus faecalis,Gentamicin-High,3740,2572,1141,1431,167
2014,地區醫院,Enterococcus faecalis,Vancomycin,3740,3590,3532,58,176
2014,地區醫院,Enterococcus faecium,Ampicillin,1708,1242,161,1081,164
2014,地區醫院,Enterococcus faecium,Gentamicin-High,1708,1185,340,845,164
2014,地區醫院,Enterococcus faecium,Vancomycin,1708,1660,1140,520,174
2014,地區醫院,Staphylococcus aureus,Ciprofloxacin,24793,8627,5414,3213,183
2014,地區醫院,Staphylococcus aureus,Oxacillin,24793,23412,9565,13847,198
2014,地區醫院,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,24793,14954,12354,2600,184
2014,地區醫院,Staphylococcus aureus,Vancomycin,24793,20452,19947,505,191
2013,醫學中心,Acinetobacter baumannii,Ampicillin(SAM),25310,17892,8625,9267,16
2013,醫學中心,Acinetobacter baumannii,Amikacin,25310,13985,5734,8251,15
2013,醫學中心,Acinetobacter baumannii,Cefepime,25310,18027,6913,11114,16
2013,醫學中心,Acinetobacter baumannii,Ciprofloxacin,25310,17917,6418,11499,16
2013,醫學中心,Acinetobacter baumannii,Ceftazidime,25310,18243,7319,10924,16
2013,醫學中心,Acinetobacter baumannii,Gentamicin,25310,16414,6278,10136,15
2013,醫學中心,Acinetobacter baumannii,Imipenem,25310,23602,9686,13916,21
2013,醫學中心,Acinetobacter baumannii,Levofloxacin,25310,9820,4391,5429,15
2013,醫學中心,Acinetobacter baumannii,Meropenem,25310,14610,5949,8661,20
2013,醫學中心,Acinetobacter baumannii,Piperacillin/Tazobactam,25310,17429,5977,11452,16
2013,醫學中心,Acinetobacter baumannii,Piperacillin,25310,3193,907,2286,11
2013,醫學中心,Enterobacter cloacae,Amikacin,7994,4387,4336,51,12
2013,醫學中心,Enterobacter cloacae,Cefotaxime,7994,3745,2427,1318,15
2013,醫學中心,Enterobacter cloacae,Cefepime,7994,3835,3441,394,12
2013,醫學中心,Enterobacter cloacae,Ciprofloxacin,7994,3804,3119,685,12
2013,醫學中心,Enterobacter cloacae,Ceftazidime,7994,5085,2975,2110,14
2013,醫學中心,Enterobacter cloacae,Ceftriaxone,7994,4451,2589,1862,13
2013,醫學中心,Enterobacter cloacae,Ertapenem,7994,7721,6734,987,15
2013,醫學中心,Enterobacter cloacae,Gentamicin,7994,4340,3622,718,12
2013,醫學中心,Enterobacter cloacae,Imipenem,7994,4768,4403,365,15
2013,醫學中心,Enterobacter cloacae,Levofloxacin,7994,3155,2660,495,11
2013,醫學中心,Enterobacter cloacae,Meropenem,7994,2574,2522,52,15
2013,醫學中心,Escherichia coli,Ampicillin(SAM),74972,32839,14535,18304,11
2013,醫學中心,Escherichia coli,Ampicillin,74972,34727,10239,24488,12
2013,醫學中心,Escherichia coli,Amikacin,74972,74045,73449,596,15
2013,醫學中心,Escherichia coli,Cefuroxime,74972,10994,7263,3731,11
2013,醫學中心,Escherichia coli,Cefotaxime,74972,30613,22895,7718,15
2013,醫學中心,Escherichia coli,Ciprofloxacin,74972,68941,44726,24215,15
2013,醫學中心,Escherichia coli,Ceftazidime,74972,35749,26689,9060,14
2013,醫學中心,Escherichia coli,Cefazolin,74972,35270,20996,14274,12
2013,醫學中心,Escherichia coli,Ceftriaxone,74972,46774,34033,12741,13
2013,醫學中心,Escherichia coli,Ertapenem,74972,71523,70758,765,15
2013,醫學中心,Escherichia coli,Gentamicin,74972,74176,55532,18644,15
2013,醫學中心,Escherichia coli,Imipenem,74972,40749,40528,221,15
2013,醫學中心,Escherichia coli,Levofloxacin,74972,60458,39817,20641,14
2013,醫學中心,Escherichia coli,Meropenem,74972,19682,19604,78,15
2013,醫學中心,Klebsiella pneumoniae,Ampicillin(SAM),47154,15598,9940,5658,11
2013,醫學中心,Klebsiella pneumoniae,Amikacin,47154,31185,29370,1815,15
2013,醫學中心,Klebsiella pneumoniae,Cefuroxime,47154,5169,3301,1868,11
2013,醫學中心,Klebsiella pneumoniae,Cefotaxime,47154,15240,11499,3741,15
2013,醫學中心,Klebsiella pneumoniae,Ciprofloxacin,47154,28807,21092,7715,15
2013,醫學中心,Klebsiella pneumoniae,Ceftazidime,47154,19343,13918,5425,14
2013,醫學中心,Klebsiella pneumoniae,Cefazolin,47154,16361,9714,6647,12
2013,醫學中心,Klebsiella pneumoniae,Ceftriaxone,47154,7175,5774,1401,10
2013,醫學中心,Klebsiella pneumoniae,Ertapenem,47154,39177,36144,3033,20
2013,醫學中心,Klebsiella pneumoniae,Gentamicin,47154,31248,25055,6193,15
2013,醫學中心,Klebsiella pneumoniae,Imipenem,47154,24740,23614,1126,21
2013,醫學中心,Klebsiella pneumoniae,Levofloxacin,47154,15670,12029,3641,11
2013,醫學中心,Klebsiella pneumoniae,Meropenem,47154,13677,13301,376,20
