年度,區別,縣市,行政區,單位/醫事機構代碼,醫療院所名稱,地址,連絡電話
2022,中區,台中市,沙鹿區,3536051530,沙鹿李小兒科診所,台中市沙鹿區沙田路172號,04-26657022
2022,中區,台中市,沙鹿區,3536051576,黃如峰診所,台中市沙鹿區中清路六段271號1樓,04-26150107
2022,中區,台中市,沙鹿區,3536051585,程耳鼻喉科診所,台中市沙鹿區中山路386-1號,04-26633990
2022,中區,台中市,沙鹿區,3536051601,小太陽小兒科診所,台中市沙鹿區鎮南路2段631號,04-26365757
2022,中區,台中市,沙鹿區,3536051656,朱博欣小兒科診所,台中市沙鹿區中山路418號,04-26630086
2022,中區,台中市,沙鹿區,3536051683,孫皓雲小兒科診所,台中市沙鹿區中山路161號,04-26652230
2022,中區,台中市,沙鹿區,3536051692,沙鹿楊耳鼻喉科診所,台中市沙鹿區沙鹿區沙田路53號,04-26358168
2022,中區,台中市,沙鹿區,3536051709,莊耳鼻喉科診所,台中市沙鹿區沙田路82號1樓,04-26369977
2022,中區,台中市,沙鹿區,3536051718,真善美診所,台中市沙鹿區成功東街119號,04-26621151
2022,中區,台中市,沙鹿區,3536051736,晨安診所,台中市沙鹿區北勢東路695號,04-26522389
2022,中區,台中市,沙鹿區,3536051745,得吉診所,台中市沙鹿區北勢東路695號1樓,04-26520606
2022,中區,台中市,梧棲區,3536060048,啟恩診所,台中市梧棲區中和街81號,04-26562268
2022,中區,台中市,梧棲區,3536060057,宏恩外科診所,台中市梧棲區梧棲路132號,04-26562957
2022,中區,台中市,梧棲區,3536060093,保順診所,台中市梧棲區居仁街91號,04-26577995
2022,中區,台中市,梧棲區,3536061241,安心診所,台中市梧棲區港埠路一段1115號,04-26562059
2022,中區,台中市,后里區,3536070179,國泰診所,台中市后里區甲后路一段255號1樓,04-25577378
2022,中區,台中市,后里區,3536070188,施博元診所,台中市后里區民生路220號,04-25572699
2022,中區,台中市,后里區,3536070231,資生診所,台中市后里區屯西村四村路61號,04-25562059
2022,中區,台中市,后里區,3536070240,佳音診所,台中市后里區甲后路一段400號1樓,04-25573268
2022,中區,台中市,后里區,3536071327,蕭天讚小兒科診所,台中市后里區甲后路一段589號1樓,04-25584352
2022,中區,台中市,后里區,3536071363,后安診所,台中市后里區甲后路一段315號1樓,04-25587800
2022,中區,台中市,后里區,3536071381,吉泰診所,台中市后里區甲后路一段165號1樓、167號1樓,04-25585980
2022,中區,台中市,潭子區,3536091749,家興診所,台中市潭子區中山路一段37號,04-25319968
2022,中區,台中市,潭子區,3536091767,長虹耳鼻喉科診所,台中市潭子區甘蔗里勝利路231號,04-25355058
2022,中區,台中市,潭子區,3536091776,潭興診所,台中市潭子區潭興路二段460號１樓,04-25362225
2022,中區,台中市,大雅區,3536100387,廖耳鼻喉科診所,台中市大雅區民興街25號,04-25694118
2022,中區,台中市,大雅區,3536100403,台光診所,台中市大雅區上雅里民生路一段183號,04-25674548
2022,中區,台中市,大雅區,3536100412,愛生家庭醫學科診所,台中市大雅區學府路417號,04-25601402
2022,中區,台中市,大雅區,3536100449,長安診所,台中市大雅區民興街57號,04-25609988
2022,中區,台中市,大雅區,3536101464,吳耳鼻喉科診所,台中市大雅區學府路333號,04-25683001
2022,中區,台中市,大雅區,3536101482,林釗尚小兒科診所,台中市大雅區大雅路151號,04-25600313
2022,中區,台中市,大雅區,3536101562,大中小兒科診所,台中市大雅區雅潭路四段711號,04-25607116
2022,中區,台中市,大雅區,3536101606,得康診所,台中市大雅區學府路227號,04-25609961
2022,中區,台中市,大雅區,3536101615,雅林診所,台中市大雅區神林南路633號,04-25682374
2022,中區,台中市,新社區,3536110025,廖力毅診所,台中市新社區興安路102號,04-25820290
2022,中區,台中市,新社區,3536111139,興安診所,台中市新社區興安路49-2、49-3號,04-25816740
2022,中區,台中市,石岡區,3536121073,石岡診所,台中市石岡區石岡街71號1樓,04-25722695
2022,中區,台中市,外埔區,3536130134,外埔診所,台中市外埔區甲后路三段881號1樓,04-26837751
2022,中區,台中市,外埔區,3536131220,佳優診所,台中市外埔區甲后路三段1042號1樓,04-26833208
2022,中區,台中市,大安區,3536140032,安田診所,台中市大安區中山南路281號1樓、283號1樓,04-26713527
2022,中區,台中市,烏日區,3536150136,鄭昭弘診所,台中市烏日區溪南路一段409號,04-23352721
2022,中區,台中市,烏日區,3536150181,明仁診所,台中市烏日區溪南路一段七○二號,04-23354232
2022,中區,台中市,烏日區,3536150216,明陽小兒科診所,台中市烏日區中山路一段３５９號,04-23361483
2022,中區,台中市,烏日區,3536151366,學田診所,台中市烏日區學田路便行巷2號,04-23366809
2022,中區,台中市,烏日區,3536151400,施建成診所,台中市烏日區中山路一段455號,04-23363590
2022,中區,台中市,烏日區,3536151482,福田耳鼻喉科診所,台中市烏日區中山路一段324號1樓,04-23377473
2022,中區,台中市,烏日區,3536151517,佳康診所,台中市烏日區溪南路一段562號1樓,04-23353332
2022,中區,台中市,大肚區,3536160098,自強診所,台中市大肚區遊園路二段２０６號,04-26914188
2022,中區,台中市,大肚區,3536160132,大度診所,台中市大肚區沙田路二段621號,04-26993637
2022,中區,台中市,大肚區,3536160141,小林診所,台中市大肚區沙田路二段７２３號,04-26998489
2022,中區,台中市,大肚區,3536160196,其安診所,台中市大肚區沙田路一段４０４號,04-26935789
2022,中區,台中市,霧峰區,3536181480,天仁小兒科診所,台中市霧峰區中正路969號,04-23336678
2022,中區,台中市,霧峰區,3536181551,溫鴻耳鼻喉科診所,台中市霧峰區中正路872號1樓,04-23303839
2022,中區,台中市,太平區,3536190238,太平王耳鼻喉科診所,台中市太平區中興路58號,04-22709170
2022,中區,台中市,太平區,3536190541,宜欣診所,台中市太平區宜佳街10號1F,04-22765683
2022,中區,台中市,太平區,3536190630,可安診所,台中市太平區大源路二一號,04-23932219
2022,中區,台中市,太平區,3536190667,葉祥楨耳鼻喉科診所,台中市太平區太平區中山路四段193號,04-23951946
2022,中區,台中市,太平區,3536190701,李正智診所,台中市太平區太平路２３２號,04-22784900
2022,中區,台中市,太平區,3536190729,正安診所,台中市太平區太平區樹德路６９巷４號,04-23959822
2022,中區,台中市,太平區,3536190845,佳恩聯合診所,台中市太平區中山路二段372-1號,04-23926762
2022,中區,台中市,太平區,3536190952,文貴旺診所,台中市太平區太平路326號,04-22794321
2022,中區,台中市,太平區,3536191084,健友診所,台中市太平區興隆路一段238號,04-22777687
2022,中區,台中市,太平區,3536192125,羅耳鼻喉科診所,台中市太平區中山路三段2之7號,04-23936033
2022,中區,台中市,太平區,3536192143,馮少雄小兒科診所,台中市太平區中平路121號,04-22783060
2022,中區,台中市,太平區,3536192250,德祐診所,台中市太平區光興路1076號,04-22730849
2022,中區,台中市,太平區,3536192358,新勝診所,台中市太平區中平九街20號1F,04-22785988
2022,中區,台中市,太平區,3536192376,幼康小兒科診所,台中市太平區中山路3段139號1F,04-22738885
2022,中區,台中市,太平區,3536192447,順智診所,台中市太平區太平路95號1樓,04-22772766
2022,中區,台中市,太平區,3536192456,耀仁診所,台中市太平區樹孝路39-7號1F-2F,04-23939815
2022,中區,台中市,太平區,3536192509,建志耳鼻喉科診所,台中市太平區中興路118-3號1F,04-22766899
2022,中區,台中市,大里區,3536202662,李文軒耳鼻喉科診所,台中市大里區益民路二段271號,04-24872898
2022,中區,台中市,大里區,3536202724,廖正雄小兒科診所,台中市大里區中興路一段167號1樓,04-24938497
2022,中區,台中市,大里區,3536202751,黃敬棟診所,台中市大里區爽文路752號2樓,04-24079975
2022,中區,台中市,大里區,3536202760,小博仕診所,台中市大里區大明路302號,04-24876666
2022,中區,台中市,大里區,3536202804,台安診所,台中市大里區立仁路97號1樓,04-22754666
2022,中區,台中市,大里區,3536202859,劉彥昇診所,台中市大里區健民路83之7號1樓,04-24912812
2022,中區,台中市,大里區,3536202911,范振杰耳鼻喉科診所,台中市大里區塗城路966號,04-24950295
2022,中區,彰化縣,,3537010140,張文宗小兒科內科診所,彰化縣,04-7256363
2022,中區,彰化縣,彰化市,3537010159,莊永熙診所,彰化縣彰化市中央里民族路４９３號 ,04-7240805
2022,中區,彰化縣,彰化市,3537010211,許小兒科診所,彰化縣彰化市中正路1段452號,04-7222279
2022,中區,彰化縣,彰化市,3537010284,楊志泰小兒科診所,彰化縣彰化市興北里長壽街168號,04-7231958
2022,中區,彰化縣,彰化市,3537010800,陳耳鼻喉科診所,彰化縣彰化市永福里光復路3號,04-7245935
2022,中區,彰化縣,彰化市,3537011030,吉原診所,彰化縣彰化市中華西路266號,04-7627522
2022,中區,彰化縣,彰化市,3537011085,盧正欽小兒科診所,彰化縣彰化市民生里三民路７８號,04-7235358
2022,中區,彰化縣,彰化市,3537011094,陳錫鎰小兒科診所,彰化縣彰化市民生南路76-1號,04-7259592
2022,中區,彰化縣,彰化市,3537011263,謝銘森小兒科診所,彰化縣彰化市彰南路一段９７號 ,04-7371997
2022,中區,彰化縣,彰化市,3537011325,信成耳鼻喉科診所,彰化縣彰化市民生里三民路３０４號 ,04-7235900
2022,中區,彰化縣,彰化市,3537011352,林?旻診所,彰化縣彰化市長壽街169號,04-7271498
2022,中區,彰化縣,彰化市,3537011361,吳桂芬診所,彰化縣彰化市民生路161號,04-7280638
2022,中區,彰化縣,彰化市,3537011405,林明燦小兒科診所,彰化縣彰化市富貴里民權路２４３號 ,04-7223526
2022,中區,彰化縣,彰化市,3537011414,黃世忠耳鼻喉科診所,彰化縣彰化市光復路111號,04-7279292
2022,中區,彰化縣,彰化市,3537013598,愛貝兒小兒科診所,彰化縣彰化市曉陽路47號,04-7276388
2022,中區,彰化縣,彰化市,3537013632,蔡明吉診所,彰化縣彰化市大埔路４２１號 ,04-7118732
2022,中區,彰化縣,彰化市,3537013650,余偉傑小兒科診所,彰化縣彰化市曉陽路188號,04-7289786
2022,中區,彰化縣,彰化市,3537013703,陳家銘診所,彰化縣彰化市民族路２７０號,04-7296658
2022,中區,彰化縣,彰化市,3537013712,德揚診所,彰化縣彰化市成功里民族路１９０號,04-7295866
2022,中區,彰化縣,彰化市,3537013721,幸運草小兒科診所,彰化縣彰化市東興里東民街１１、１３號,04-7287557
2022,中區,彰化縣,彰化市,3537013794,林文乙診所,彰化縣彰化市曉陽路209號,04-7280826
2022,中區,彰化縣,彰化市,3537013865,葉易愷耳鼻喉科診所,彰化縣彰化市中正路一段258號,04-7277679
2022,中區,彰化縣,彰化市,3537013883,信義診所,彰化縣彰化市崙平南路３３３號,04-7631435
2022,中區,彰化縣,彰化市,3537013963,廖逸平耳鼻喉科診所,彰化縣彰化市興北里三民路78號1樓 ,04-7235358 
2022,中區,彰化縣,鹿港鎮,3537020075,吳肇基診所,彰化縣鹿港鎮中興里民族路１１４號 ,04-7787968
2022,中區,彰化縣,鹿港鎮,3537020164,聰昇耳鼻喉科診所,彰化縣鹿港鎮大月里民權路293號,04-7787675
2022,中區,彰化縣,鹿港鎮,3537020191,穎宣診所,彰化縣鹿港鎮中興里中山路３２７號,04-7781192
2022,中區,彰化縣,鹿港鎮,3537020235,葉宣哲診所,彰化縣鹿港鎮中興里中山路３４８號,04-7764495
2022,中區,彰化縣,北斗鎮,3537040184,蔡瑞聰耳鼻喉科診所,彰化縣北斗鎮西德里中華路２７１號 ,04-8875577
2022,中區,彰化縣,北斗鎮,3537040200,張巍耀耳鼻喉科診所,彰化縣北斗鎮居仁里中華路２２６號,04-8877628
2022,中區,彰化縣,北斗鎮,3537041252,幼恩小兒科診所,彰化縣北斗鎮中華路245號,04-8781819
2022,中區,彰化縣,北斗鎮,3537041323,恩幼小兒科診所,彰化縣北斗鎮中華路245號,04-8781819
2022,中區,彰化縣,員林市,3537052700,博文診所,彰化縣員林市鎮興里員東路１段５５號,04-8385546
2022,中區,彰化縣,員林市,3537052737,彰恩耳鼻喉科診所,彰化縣員林市員水路2段356、358號1樓,04-8366607
2022,中區,彰化縣,員林市,3537052782,統新診所,彰化縣員林市正興街370號,04-8361818
2022,中區,彰化縣,員林市,3537052835,加恩小兒科診所,彰化縣員林市員水路2段356、358號1樓,04-8366607
2022,中區,彰化縣,員林市,3537053083,李明倫親子診所,彰化縣員林市大同路一段242號1樓,04-8395686
2022,中區,彰化縣,員林市,3537053127,統仁診所,彰化縣員林市員林市正興街370號,04-8367128
2022,中區,彰化縣,溪湖鎮,3537060186,柯助伊婦產科診所,彰化縣溪湖鎮東寮里彰水路４段１５９號,04-8818118
2022,中區,彰化縣,溪湖鎮,3537060202,楊同榮診所,彰化縣溪湖鎮西環路27號 ,04-8850575
2022,中區,彰化縣,溪湖鎮,3537060239,簡志彰小兒科診所,彰化縣溪湖鎮東寮里育才街６７號,04-8856472
2022,中區,彰化縣,溪湖鎮,3537060337,吳順裕聯合診所,彰化縣溪湖鎮光華里太平街５６號 ,04-8852302
2022,中區,彰化縣,溪湖鎮,3537060391,王鏜焜小兒科診所,彰化縣溪湖鎮西環路246號,04-8825835
2022,中區,彰化縣,溪湖鎮,3537061496,啄木鳥小兒科家庭醫學科診所,彰化縣溪湖鎮彰水路３段３６５、３６７號,04-8825511
2022,中區,彰化縣,溪湖鎮,3537061567,安泓耳鼻喉專科診所,彰化縣溪湖鎮彰水路三段492號,04-8828119
2022,中區,彰化縣,溪湖鎮,3537061585,世安診所,彰化縣溪湖鎮光華里太平街24號,04-8612123
2022,中區,彰化縣,溪湖鎮,3537061638,世全診所,彰化縣溪湖鎮太平街21號,04-8858258
2022,中區,彰化縣,田中鎮,3537070057,林錦成診所,彰化縣田中鎮 東路里中州路一段180號 , 04-8749563  
2022,中區,彰化縣,田中鎮,3537070084,周武昌診所,彰化縣田中鎮新生街126號,04-8753625
2022,中區,彰化縣,田中鎮,3537070100,聖欣診所,彰化縣田中鎮中正路415號,04-8753706
2022,中區,彰化縣,田中鎮,3537070119,游柏勳診所,彰化縣田中鎮西路里員集路2段387號,04-8755757
2022,中區,彰化縣,田中鎮,3537070173,玉樹診所,彰化縣田中鎮田中鎮西路里員集路2段557號,04-8742176
2022,中區,彰化縣,田中鎮,3537070182,謝進國診所,彰化縣田中鎮南北街193號,04-8761710
2022,中區,彰化縣,秀水鄉,3537121219,博幼診所,彰化縣秀水鄉安東村中山路357號,04-7685366
2022,中區,彰化縣,秀水鄉,3537121228,宗生診所,彰化縣秀水鄉埔崙村彰水路二段１９５號,04-7692201
2022,中區,彰化縣,秀水鄉,3537121264,秀明耳鼻喉科診所,彰化縣秀水鄉彰水路2段533號1樓,04-7684550
2022,中區,彰化縣,秀水鄉,3537121273,施宜德家庭醫學科診所,彰化縣秀水鄉彰水路二段218號,04-7683066
2022,中區,彰化縣,花壇鄉,3537130101,龍安診所,彰化縣花壇鄉學前路240、242號,04-7860151
2022,中區,彰化縣,花壇鄉,3537130174,蔡俊榕小兒科診所,彰化縣花壇鄉長沙村中山路２段２６號,04-7869062
2022,中區,彰化縣,花壇鄉,3537130192,陳裕文耳鼻喉科診所,彰化縣花壇鄉長沙村中正路166號,04-7879009
2022,中區,彰化縣,花壇鄉,3537131215,志元診所,彰化縣花壇鄉中正路118號,04-7878892
2022,中區,彰化縣,花壇鄉,3537131224,德亮診所,彰化縣花壇鄉中山路1段409號,04-7865645
2022,中區,彰化縣,花壇鄉,3537131233,白沙診所,彰化縣花壇鄉彰員路三段40號,04-7882388
2022,中區,彰化縣,花壇鄉,3537131242,天祐診所,彰化縣花壇鄉花壇村花壇街253號 ,04-7883678 
2022,中區,彰化縣,花壇鄉,3537131322,千千耳鼻喉科診所,彰化縣花壇鄉忠孝街100號,04-7878555 
2022,中區,彰化縣,花壇鄉,3537131402,大生診所,彰化縣花壇鄉中正路56-8號,04-7875686
2022,中區,彰化縣,花壇鄉,3537131411,春天診所,彰化縣花壇鄉長沙村中山路２段２８號,04-7870913
2022,中區,彰化縣,花壇鄉,3537131420,仁佑診所,彰化縣花壇鄉忠孝街100號,04-7878555
2022,中區,彰化縣,花壇鄉,3537131439,心佑診所,彰化縣花壇鄉忠孝街100號,04-7878555
2022,中區,彰化縣,芬園鄉,3537141257,沂銨診所,彰化縣芬園鄉茄荖村芬草路１段１８６號 ,049-2520496
2022,中區,彰化縣,芬園鄉,3537141293,社口診所,彰化縣芬園鄉芬園鄉彰南路４段201號,049-2512723
2022,中區,彰化縣,大村鄉,3537150078,黃建成診所,彰化縣大村鄉茄苳路一段235號,04-8524074
2022,中區,彰化縣,大村鄉,3537151093,萬來診所,彰化縣大村鄉福興村山腳路６９之１５號,04-8534585
2022,中區,彰化縣,大村鄉,3537151119,五行診所,彰化縣大村鄉黃厝村山腳路2-26號,04-8527603
2022,中區,彰化縣,二水鄉,3537201132,健民診所,彰化縣二水鄉員集路四段54號,04-8797279
2022,中區,彰化縣,埤頭鄉,3537220011,光明診所,彰化縣埤頭鄉合興村斗苑西路426號,04-8924696
2022,中區,彰化縣,埤頭鄉,3537221143,綜祐診所,彰化縣埤頭鄉彰水路三段494號,04-8911911
2022,中區,彰化縣,埤頭鄉,3537221189,正安診所,彰化縣埤頭鄉苑西路382號,04-8911966
2022,中區,彰化縣,埤頭鄉,3537221250,祐康診所,彰化縣埤頭鄉彰水路三段492號1樓 ,04-8911922
2022,中區,彰化縣,芳苑鄉,3537230035,振源診所,彰化縣芳苑鄉建成路44號,04-8933786
2022,中區,彰化縣,大城鄉,3537240031,萬安診所,彰化縣大城鄉東城村東平路１６８號,04-8946191
2022,中區,彰化縣,竹塘鄉,3537250055,崇仁外婦產科診所,彰化縣竹塘鄉竹塘村文化街４２號 ,04-8972197
2022,中區,彰化縣,竹塘鄉,3537250064,茂榮家庭醫學科診所,彰化縣竹塘鄉竹塘村仁愛路５６號 ,04-8970709
2022,中區,彰化縣,竹塘鄉,3537251105,黃易文診所,彰化縣竹塘鄉竹林路一段200號,04-8976680
2022,中區,彰化縣,竹塘鄉,3537251123,上賀診所,彰化縣竹塘鄉竹塘鄉竹塘村竹塘街68號,04-8970700
2022,中區,彰化縣,溪州鄉,3537260122,佑林診所,彰化縣溪州鄉中山路3段448號,04-8893921
2022,中區,彰化縣,溪州鄉,3537261192,鄭國洲診所,彰化縣溪州鄉成功村前庄巷1之16號,04-8805985
2022,中區,彰化縣,溪湖鎮,3537261218,守仁診所,彰化縣溪湖鎮公正街239號,04-8890262
2022,中區,南投縣,南投市,3538010144,中心診所,南投縣南投市彰南路二段50號,049-2222470
2022,中區,南投縣,南投市,3538010180,聰安耳鼻喉科診所,南投縣南投市復興路191號,049-2235876
2022,中區,南投縣,南投市,3538010199,名淵內兒科診所,南投縣南投市民族路244號,049-2222818
2022,中區,南投縣,南投市,3538010304,許內兒科診所,南投縣南投市民族路280號,049-2221892
2022,中區,南投縣,南投市,3538010439,李月瑛小兒科診所,南投縣南投市復興路88號,049-2230981
2022,中區,南投縣,南投市,3538010475,怡和內科診所,南投縣南投市復興路99-3號,049-2231401
2022,南區,雲林縣,虎尾鎮,3539030355,廖小兒科診所,雲林縣虎尾鎮信義路５６號,05-6339566
2022,中區,南投縣,埔里鎮,3538022331,安麗小兒科內科診所,南投縣埔里鎮中山路262號,049-2991030
2022,中區,南投縣,埔里鎮,3538022395,張大川耳鼻喉科診所（張大川聯合診所）,南投縣埔里鎮中山路三段87號,049-2998980
2022,中區,南投縣,埔里鎮,3538022537,陳宏麟診所,南投縣埔里鎮南昌街198號,049-2900303
2022,中區,南投縣,埔里鎮,3538022653,惠安診所,南投縣埔里鎮西安路一段70號,049-2902467
2022,中區,南投縣,埔里鎮,3538022662,晨洋診所,南投縣埔里鎮忠孝路300號,049-2424452
2022,中區,南投縣,埔里鎮,3538022751,普仁診所,南投縣埔里鎮一新里東峰路19號,049-2930373
2022,中區,南投縣,埔里鎮,3538022760,許瑞娟診所,南投縣埔里鎮西安路一段80號,049-2990289
2022,中區,南投縣,埔里鎮,3538022779,郭佳隴診所,南投縣埔里鎮中正路563號,049-2989448
2022,中區,南投縣,草屯鎮,3538030066,陳國楨內兒科診所,南投縣草屯鎮虎山路509號,049-2316073
2022,中區,南投縣,草屯鎮,3538030440,林洸燁小兒科診所,南投縣草屯鎮中正路626號,049-2318735
2022,中區,南投縣,草屯鎮,3538030771,簡國仁診所,南投縣草屯鎮中山街184號村新開巷100號,049-2333464
2022,中區,南投縣,草屯鎮,3538030851,錦林診所,南投縣草屯鎮虎山路736號,049-2357509
2022,中區,南投縣,草屯鎮,3538030968,蔡文雄診所,南投縣草屯鎮富昌路２-１號,049-2569085
2022,中區,南投縣,草屯鎮,3538031081,謝立中聯合診所,南投縣草屯鎮碧山南路13號,049-2301010
2022,中區,南投縣,草屯鎮,3538032739,陳俊義耳鼻喉科診所,南投縣草屯鎮明賢街10號,049-2354243
2022,中區,南投縣,草屯鎮,3538032793,聖方小兒科診所,南投縣草屯鎮碧山南路21號1樓,049-2307728
2022,中區,南投縣,名間鄉,3538061347,文和診所,南投縣名間鄉員集路126號,049-2737171
2022,中區,南投縣,名間鄉,3538061365,安康診所,南投縣名間鄉員集路93號,049-2730089
2022,中區,南投縣,鹿谷鄉,3538070060,鹿谷鄉農民診所,南投縣鹿谷鄉廣興村光復路188號1樓,049-2753995
2022,中區,南投縣,中寮鄉,3538080155,良平診所,南投縣中寮鄉永安街188號,049-2691996
2022,中區,南投縣,魚池鄉,3538091096,楊順喜小兒科診所,南投縣魚池鄉魚池街125之2號1樓,049-2898591
2022,中區,南投縣,國姓鄉,3538101408,永隆診所,南投縣國姓鄉國姓鄉北山村南港路303號,049-2452506
2022,中區,南投縣,水里鄉,3538110087,許英皓小兒科診所,南投縣水里鄉民權路150號,049-2777308
2022,中區,南投縣,水里鄉,3538111468,瑞斌診所,南投縣水里鄉民權路174號,049-2778866
2022,中區,南投縣,水里鄉,3538111566,信望愛診所,南投縣水里鄉民族路362號,049-2770000
2022,中區,南投縣,水里鄉,3538111619,水里社區基督聯合診所,南投縣水里鄉中正路18號,049-2871999
2022,中區,南投縣,水里鄉,3538111628,幼幼耳鼻喉科診所,南投縣水里鄉民權路190號,049-2776673
2022,中區,南投縣,信義鄉,3538121179,慶安診所,南投縣信義鄉新開巷100號,049-2791850
2022,中區,南投縣,信義鄉,3538121259,懷恩診所,南投縣信義鄉玉山路29-1號,049-2301010
2022,中區,南投縣,仁愛鄉,3538131095,路加診所,南投縣仁愛鄉大同村仁和路55號,049-2802188
2022,南區,雲林縣,斗六市,3539010326,簡光甫診所,雲林縣斗六市大同路103號,05-5330990
2022,南區,雲林縣,斗六市,3539010424,優生耳鼻喉科診所,雲林縣斗六市愛國街2之4號,05-5328693
2022,南區,雲林縣,斗六市,3539010773,廖森喜耳鼻喉科診所,雲林縣斗六市信義里中正路２號,05-5350070
2022,南區,雲林縣,虎尾鎮,3539030408,曾慶隆耳鼻喉科診所,雲林縣虎尾鎮中山路57號,05-6338586
2022,南區,雲林縣,虎尾鎮,3539030462,鄭小兒科診所,雲林縣虎尾鎮光復路290號,05-6331590
2022,南區,雲林縣,虎尾鎮,3539030542,顏細宗診所,雲林縣虎尾鎮光復路308號,05-6310629
2022,南區,雲林縣,虎尾鎮,3539030640,偉哲內小兒科診所,雲林縣虎尾鎮中山里仁愛路67號,05-6323409
2022,南區,雲林縣,虎尾鎮,3539030659,太安診所,雲林縣虎尾鎮光復路262號,05-6326650
2022,南區,雲林縣,虎尾鎮,3539031772,蔡鼎族小兒科診所,雲林縣虎尾鎮光復路300號,05-6362211
2022,南區,雲林縣,虎尾鎮,3539031790,陳俊誠小兒科診所,雲林縣虎尾鎮立仁街51號,05-6314888
2022,南區,雲林縣,虎尾鎮,3539031825,光成診所,雲林縣虎尾鎮林森路一段268號,05-6366123
2022,南區,雲林縣,虎尾鎮,3539031852,邢學平小兒科診所,雲林縣虎尾鎮弘道路53號,05-6311246
2022,南區,雲林縣,虎尾鎮,3539031870,江重宏耳鼻喉科診所,雲林縣虎尾鎮林森路一段337號,05-6311799
2022,南區,雲林縣,虎尾鎮,3539031905,安安婦兒聯合診所,雲林縣虎尾鎮林森路二段428號,05-6331648
2022,南區,雲林縣,虎尾鎮,3539032046,腎安診所,雲林縣虎尾鎮光復路360號,05-6330126
2022,南區,雲林縣,虎尾鎮,3539032073,幼幼小兒科診所,雲林縣虎尾鎮林森路一段349號,05-6332632
2022,南區,雲林縣,虎尾鎮,3539032224,虎尾幼安耳鼻喉科診所,雲林縣虎尾鎮林森路一段451號,05-6365353
2022,南區,雲林縣,虎尾鎮,3539032297,玄明診所,雲林縣虎尾鎮文化路20號,05-6360256
2022,南區,雲林縣,虎尾鎮,3539032322,虎尾台全診所,雲林縣虎尾鎮林森路一段３４６號１樓,05-6366111
2022,南區,雲林縣,西螺鎮,3539040146,茂杉診所,雲林縣西螺鎮福興路141號,05-5862213
2022,南區,雲林縣,西螺鎮,3539040217,長榮診所,雲林縣西螺鎮建興路148號,05-5876222
2022,南區,雲林縣,西螺鎮,3539040315,益源耳鼻喉科診所,雲林縣西螺鎮中山路40號,05-5879198
2022,南區,雲林縣,西螺鎮,3539041492,林志益診所,雲林縣西螺鎮吳厝里2-2號,05-5880515
2022,南區,雲林縣,西螺鎮,3539041509,周志哲診所,雲林縣西螺鎮光復西路366號,05-5883299
2022,南區,雲林縣,東勢鄉,3539140187,陳銘森診所,雲林縣東勢鄉東勢西路60號,05-6992686
2022,南區,雲林縣,東勢鄉,3539141335,欣安診所,雲林縣東勢鄉康安路74號,05-6997786
2022,南區,雲林縣,褒忠鄉,3539150110,夏保介診所,雲林縣褒忠鄉中正路91號,05-6975618
2022,南區,雲林縣,台西鄉,3539160385,永吉診所,雲林縣台西鄉民生路24號,056983112
2022,南區,雲林縣,口湖鄉,3539190356,任安診所,雲林縣口湖鄉口湖路139號,05-7895286
2022,南區,雲林縣,水林鄉,3539201229,杏霖診所,雲林縣水林鄉水林路107號,05-7857481
2022,南區,嘉義縣,朴子市,3540010270,尚群診所,嘉義縣朴子市海通路98之8號,05-3705678
2022,南區,嘉義縣,朴子市,3540010332,王士虹小兒科診所,嘉義縣朴子市山通路41號,05-3700539
2022,南區,嘉義縣,朴子市,3540011599,德家診所,嘉義縣朴子市海通路21之4號,05-3707190
2022,南區,嘉義縣,溪口鄉,3540050050,錦洲診所,嘉義縣溪口鄉民生街56號,05-2696058
2022,南區,嘉義縣,溪口鄉,3540050078,陳景昇診所,嘉義縣溪口鄉溪民路19號,05-2697296
2022,南區,嘉義縣,溪口鄉,3540051119,大樂診所,嘉義縣溪口鄉鄉溪東村民生街137號,05-2697233
2022,南區,嘉義縣,新港鄉,3540060190,李龍駒診所,嘉義縣新港鄉中山路72巷18號,05-3747911
2022,南區,嘉義縣,新港鄉,3540060207,昌模小兒科診所,嘉義縣新港鄉福德路20號,05-3740369
2022,南區,嘉義縣,新港鄉,3540061295,嘉其耳鼻喉科診所,嘉義縣新港鄉登雲路50號,05-3746800
2022,南區,嘉義縣,義竹鄉,3540091168,佑全診所,嘉義縣義竹鄉156之6號,05-3417807
2022,南區,嘉義縣,鹿草鄉,3540100055,石健男診所,嘉義縣鹿草鄉鹿草路161之7號,05-3750396
2022,南區,嘉義縣,太保市,3540110104,馬志宏診所,嘉義縣太保市太保里17-2號,05-3717317
2022,中區,彰化縣,鹿港鎮,3537020262,林耳鼻喉科診所,彰化縣鹿港鎮復興路364號 ,04-7763735
2022,中區,彰化縣,鹿港鎮,3537020280,蔡順昌耳鼻喉科診所,彰化縣鹿港鎮復興路１２３號,04-7761280
2022,中區,彰化縣,鹿港鎮,3537020333,豐安診所,彰化縣鹿港鎮海浴路十一之一號,04-7763711
2022,中區,彰化縣,鹿港鎮,3537020360,祐安小兒科診所,彰化縣鹿港鎮龍山里三民路125號 ,04-7755602
2022,中區,彰化縣,鹿港鎮,3537021394,宏文小兒科診所,彰化縣鹿港鎮中山路3-1號,04-7779489
