確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,感染國別,縣市別代碼,鄉鎮別代碼,感染國別代碼
061,2019,5,台南市,東區,M,1,35~39,1,越南,67000,67000320,704
061,2019,5,桃園市,楊梅區,F,1,20~24,1,印尼,68000,68000040,360
061,2019,6,雲林縣,古坑鄉,M,1,65~69,1,越南,10009,10009070,704
061,2019,6,新竹市,東區,M,1,35~39,1,越南,10018,10018010,704
061,2019,6,台北市,中山區,F,1,30~34,1,泰國,63000,63000040,764
061,2019,6,台北市,萬華區,F,1,65~69,1,馬來西亞,63000,63000070,458
061,2019,6,台北市,萬華區,F,1,65~69,1,馬來西亞,63000,63000071,458
061,2019,6,台北市,萬華區,F,1,65~69,1,馬來西亞,63000,63000072,458
061,2019,6,新北市,瑞芳區,M,1,55~59,1,越南,65000,65000120,704
061,2019,7,宜蘭縣,宜蘭市,F,1,65~69,1,越南,10002,10002010,704
061,2019,7,雲林縣,古坑鄉,F,1,60~64,1,越南,10009,10009070,704
006,2019,7,台北市,信義區,F,1,40~44,1,印尼,63000,63000020,360
061,2019,7,台北市,信義區,M,1,20~24,1,泰國,63000,63000020,764
052VC,2019,7,台北市,大安區,M,1,5~9,1,越南,63000,63000030,704
056,2019,7,高雄市,新興區,M,1,20~24,1,中國,64000,64000060,156
061,2019,7,新北市,三重區,M,1,50~54,1,越南,65000,65000020,704
061,2019,7,新北市,中和區,M,1,25~29,1,越南,65000,65000030,704
061,2019,7,新北市,土城區,F,1,15~19,1,印尼,65000,65000130,360
061,2019,7,新北市,新店區,M,1,50~54,1,柬埔寨,65000,65000060,116
070e,2019,7,新北市,新店區,M,1,60~64,1,中國,65000,65000060,156
061,2019,7,台中市,大雅區,M,1,30~34,1,菲律賓,66000,66000180,608
061,2019,7,台中市,清水區,F,1,20~24,1,印尼,66000,66000120,360
061,2019,7,台中市,清水區,M,1,45~49,1,菲律賓,66000,66000120,608
055,2019,7,台中市,西屯區,F,1,3,1,越南,66000,66000060,704
061,2019,7,台中市,西屯區,M,1,40~44,1,菲律賓,66000,66000060,608
ZIKAV,2019,7,台中市,豐原區,M,1,15~19,1,越南,66000,66000090,704
061,2019,7,台中市,霧峰區,M,1,25~29,1,越南,66000,66000260,704
061,2019,7,台中市,龍井區,F,1,20~24,1,馬來西亞,66000,66000250,458
061,2019,7,台南市,東區,F,1,20~24,1,印尼,67000,67000320,360
061,2019,7,台南市,歸仁區,M,1,20~24,1,馬來西亞,67000,67000280,458
061,2019,7,桃園市,中壢區,F,1,25~29,1,印尼,68000,68000020,360
061,2019,7,桃園市,中壢區,M,1,30~34,1,菲律賓,68000,68000020,608
061,2019,7,桃園市,新屋區,F,1,35~39,1,越南,68000,68000110,704
004,2019,8,彰化縣,和美鎮,F,1,30~34,1,印尼,10007,10007030,360
061,2019,8,彰化縣,彰化市,M,1,20~24,1,印尼,10007,10007010,360
006,2019,8,彰化縣,彰化市,M,1,25~29,1,印尼,10007,10007010,360
055,2019,8,彰化縣,彰化市,M,1,5~9,1,印尼,10007,10007010,360
006,2019,8,彰化縣,溪湖鎮,F,1,20~24,1,菲律賓,10007,10007110,608
006,2019,8,基隆市,七堵區,F,1,20~24,1,印尼,10017,10017020,360
487a,2019,8,新竹市,香山區,M,1,60~64,1,中國,10018,10018030,156
006,2019,8,台北市,文山區,F,1,40~44,1,印尼,63000,63000080,360
006,2019,8,台北市,文山區,F,1,40~44,1,印尼,63000,63000081,360
006,2019,8,台北市,文山區,F,1,40~44,1,印尼,63000,63000082,360
004,2019,8,台北市,松山區,F,1,20~24,1,印尼,63000,63000010,360
061,2019,8,高雄市,三民區,M,1,50~54,1,馬來西亞,64000,64000050,458
061,2019,8,高雄市,三民區,M,1,50~54,1,馬來西亞,64000,64000051,458
061,2019,8,高雄市,三民區,M,1,50~54,1,馬來西亞,64000,64000052,458
061,2019,8,高雄市,鳳山區,F,1,40~44,1,印尼,64000,64000120,360
006,2019,8,高雄市,鼓山區,F,1,25~29,1,印尼,64000,64000020,360
061,2019,8,新北市,三重區,M,1,20~24,1,印尼,65000,65000020,360
006,2019,8,台南市,白河區,F,1,25~29,1,印尼,67000,67000030,360
061,2019,8,桃園市,平鎮區,M,1,25~29,1,印尼,68000,68000100,360
055,2019,8,桃園市,桃園區,F,1,5~9,1,越南,68000,68000010,704
061,2019,8,桃園市,楊梅區,M,1,25~29,1,印尼,68000,68000040,360
0701,2019,9,嘉義縣,太保市,M,1,45~49,1,菲律賓,10010,10010010,608
061,2019,9,嘉義縣,新港鄉,F,1,40~44,1,越南,10010,10010070,704
061,2019,9,嘉義縣,朴子市,F,1,20~24,1,印尼,10010,10010020,360
055,2019,9,台北市,中山區,M,1,0,1,日本,63000,63000040,392
006,2019,9,台北市,中正區,F,1,35~39,1,印尼,63000,63000050,360
061,2019,9,台北市,大安區,M,1,15~19,1,印尼,63000,63000030,360
061,2019,9,台北市,大安區,M,1,45~49,1,泰國,63000,63000030,764
006,2019,9,高雄市,三民區,F,1,40~44,1,印尼,64000,64000050,360
006,2019,9,高雄市,三民區,F,1,40~44,1,印尼,64000,64000051,360
006,2019,9,高雄市,三民區,F,1,40~44,1,印尼,64000,64000052,360
061,2019,9,高雄市,前鎮區,M,1,25~29,1,印尼,64000,64000090,360
056,2019,9,高雄市,左營區,F,1,30~34,1,菲律賓,64000,64000030,608
0701,2019,9,高雄市,橋頭區,F,1,50~54,1,馬來西亞,64000,64000200,458
061,2019,9,新北市,三重區,M,1,55~59,1,馬來西亞,65000,65000020,458
061,2019,9,台中市,北區,M,1,20~24,1,泰國,66000,66000050,764
0701,2019,9,台中市,西區,F,1,30~34,1,馬來西亞,66000,66000040,458
4828,2019,9,台中市,西屯區,M,1,60~64,1,中國,66000,66000060,156
006,2019,9,台南市,新市區,M,1,25~29,1,菲律賓,67000,67000200,608
061,2019,9,台南市,永康區,M,1,30~34,1,越南,67000,67000310,704
061,2019,10,花蓮縣,花蓮市,F,1,20~24,1,印尼,10015,10015010,360
006,2019,10,基隆市,七堵區,F,1,35~39,1,印尼,10017,10017020,360
061,2019,10,台北市,大安區,M,1,25~29,1,馬爾地夫,63000,63000030,462
055,2019,10,台北市,萬華區,M,1,30~34,1,中國,63000,63000070,156
055,2019,10,台北市,萬華區,M,1,30~34,1,中國,63000,63000071,156
055,2019,10,台北市,萬華區,M,1,30~34,1,中國,63000,63000072,156
061,2019,10,高雄市,三民區,F,1,40~44,1,印尼,64000,64000050,360
061,2019,10,高雄市,三民區,F,1,40~44,1,印尼,64000,64000051,360
061,2019,10,高雄市,三民區,F,1,40~44,1,印尼,64000,64000052,360
0830,2019,10,高雄市,前鎮區,M,1,35~39,1,中國,64000,64000090,156
006,2019,10,高雄市,鹽埕區,F,1,30~34,1,印尼,64000,64000010,360
061,2019,10,高雄市,鼓山區,F,1,35~39,1,印尼,64000,64000020,360
061,2019,10,新北市,中和區,M,1,2,1,印尼,65000,65000030,360
061,2019,10,新北市,板橋區,M,1,35~39,1,泰國,65000,65000010,764
061,2019,10,台南市,仁德區,M,1,30~34,1,越南,67000,67000270,704
055,2019,10,台南市,安南區,F,1,25~29,1,緬甸,67000,67000350,104
006,2019,10,桃園市,大園區,F,1,35~39,1,印尼,68000,68000060,360
061,2019,11,宜蘭縣,五結鄉,F,1,35~39,1,印尼,10002,10002090,360
006,2019,11,宜蘭縣,頭城鎮,F,1,20~24,1,印尼,10002,10002040,360
006,2019,11,宜蘭縣,頭城鎮,M,1,30~34,1,印尼,10002,10002040,360
004,2019,11,嘉義縣,中埔鄉,F,1,25~29,1,印尼,10010,10010130,360
061,2019,11,屏東縣,里港鄉,M,1,65~69,1,印尼,10013,10013090,360
061,2019,11,澎湖縣,湖西鄉,M,1,25~29,1,印尼,10016,10016020,360
006,2019,11,台北市,大安區,M,1,30~34,1,泰國,63000,63000030,764
056,2019,11,高雄市,茄萣區,M,1,40~44,1,中國,64000,64000260,156
061,2019,11,高雄市,鳳山區,F,1,30~34,1,泰國,64000,64000120,764
061,2019,11,高雄市,鳳山區,M,1,5~9,1,泰國,64000,64000120,764
006,2019,11,新北市,中和區,F,1,25~29,1,菲律賓,65000,65000030,608
004,2019,11,新北市,新店區,F,1,30~34,1,印尼,65000,65000060,360
056,2019,11,新北市,新店區,M,1,55~59,1,日本,65000,65000060,392
0701,2019,11,新北市,新莊區,M,1,35~39,1,日本,65000,65000050,392
004,2019,11,台中市,南屯區,F,1,25~29,1,印尼,66000,66000070,360
0701,2019,11,台中市,西區,M,1,35~39,1,法國,66000,66000040,250
006,2019,11,台南市,仁德區,M,1,25~29,1,菲律賓,67000,67000270,608
0701,2019,11,台南市,佳里區,F,1,25~29,1,菲律賓,67000,67000120,608
061,2019,11,台南市,安南區,M,1,40~44,1,馬來西亞,67000,67000350,458
006,2019,11,桃園市,大園區,M,1,30~34,1,越南,68000,68000060,704
0412,2019,12,宜蘭縣,羅東鎮,M,1,55~59,1,澳門,10002,10002020,446
006,2019,12,彰化縣,彰化市,M,1,25~29,1,印尼,10007,10007010,360
055,2019,12,南投縣,南投市,F,1,15~19,1,韓國,10008,10008010,410
006,2019,12,台北市,文山區,M,1,65~69,1,中國,63000,63000080,156
006,2019,12,台北市,文山區,M,1,65~69,1,中國,63000,63000081,156
006,2019,12,台北市,文山區,M,1,65~69,1,中國,63000,63000082,156
061,2019,12,台北市,松山區,M,1,25~29,1,菲律賓,63000,63000010,608
061,2019,12,台北市,萬華區,F,1,5~9,1,馬來西亞,63000,63000070,458
061,2019,12,台北市,萬華區,F,1,5~9,1,馬來西亞,63000,63000071,458
061,2019,12,台北市,萬華區,F,1,5~9,1,馬來西亞,63000,63000072,458
061,2019,12,高雄市,前金區,M,1,55~59,1,印尼,64000,64000070,360
006,2019,12,高雄市,旗津區,M,1,25~29,1,印尼,64000,64000100,360
061,2019,12,高雄市,苓雅區,M,1,35~39,1,馬來西亞,64000,64000080,458
004,2019,12,新北市,中和區,F,1,20~24,1,印尼,65000,65000030,360
006,2019,12,新北市,石門區,M,1,20~24,1,印尼,65000,65000220,360
004,2019,12,台中市,新社區,F,1,20~24,1,印尼,66000,66000190,360
061,2019,12,台中市,清水區,M,1,35~39,1,印尼,66000,66000120,360
061,2019,12,台中市,潭子區,M,1,45~49,1,越南,66000,66000170,704
006,2019,12,台中市,神岡區,M,1,25~29,1,菲律賓,66000,66000160,608
055,2019,12,台南市,東區,F,1,30~34,1,中國,67000,67000320,156
061,2019,12,桃園市,中壢區,F,1,30~34,1,越南,68000,68000020,704
070e,2019,12,桃園市,中壢區,M,1,70+,1,澳門,68000,68000020,446
061,2019,12,桃園市,大溪區,M,1,30~34,1,印尼,68000,68000030,360
055,2019,12,桃園市,新屋區,M,1,25~29,1,越南,68000,68000110,704
061,2019,13,宜蘭縣,羅東鎮,F,1,35~39,1,越南,10002,10002020,704
055,2019,13,新竹縣,新豐鄉,F,1,20~24,1,泰國,10004,10004060,764
055,2019,13,新竹縣,新豐鄉,M,1,20~24,1,泰國,10004,10004060,764
002a,2019,13,彰化縣,員林市,M,1,55~59,1,印度,10007,10007100,356
030,2019,13,彰化縣,埤頭鄉,F,1,35~39,1,印尼,10007,10007220,360
006,2019,13,雲林縣,北港鎮,F,1,25~29,1,印尼,10009,10009060,360
006,2019,13,雲林縣,北港鎮,F,1,35~39,1,印尼,10009,10009060,360
002,2019,13,台北市,中山區,F,1,25~29,1,印尼,63000,63000040,360
4828,2019,13,台北市,士林區,M,1,65~69,1,中國,63000,63000110,156
006,2019,13,台北市,大安區,F,1,35~39,1,印尼,63000,63000030,360
006,2019,13,新北市,三峽區,F,1,30~34,1,印尼,65000,65000090,360
055,2019,13,新北市,林口區,M,1,25~29,1,香港,65000,65000170,344
0705,2019,13,新北市,樹林區,M,1,50~54,1,中國,65000,65000070,156
055,2019,13,新北市,淡水區,F,1,20~24,1,泰國,65000,65000100,764
061,2019,13,台南市,仁德區,F,1,30~34,1,印尼,67000,67000270,360
055,2019,13,台南市,柳營區,M,1,40~44,1,越南,67000,67000040,704
055,2019,13,桃園市,中壢區,M,1,30~34,1,泰國,68000,68000020,764
0703,2019,13,桃園市,大園區,M,1,20~24,1,越南,68000,68000060,704
061,2019,14,彰化縣,北斗鎮,F,1,40~44,1,柬埔寨,10007,10007190,116
061,2019,14,台北市,中正區,M,1,60~64,1,新加坡,63000,63000050,702
006,2019,14,台北市,信義區,F,1,20~24,1,印尼,63000,63000020,360
056,2019,14,台北市,內湖區,M,1,45~49,1,中國,63000,63000100,156
4828,2019,14,台北市,內湖區,M,1,50~54,1,泰國,63000,63000100,764
056,2019,14,台北市,松山區,F,1,55~59,1,土耳其,63000,63000010,792
061,2019,14,高雄市,楠梓區,F,1,20~24,1,馬來西亞,64000,64000040,458
0812,2019,14,高雄市,楠梓區,F,1,35~39,1,印尼,64000,64000040,360
0705,2019,14,新北市,三重區,M,1,25~29,1,日本,65000,65000020,392
061,2019,14,新北市,新店區,M,1,30~34,1,馬爾地夫,65000,65000060,462
061,2019,14,新北市,淡水區,F,1,25~29,1,馬爾地夫,65000,65000100,462
055,2019,14,新北市,鶯歌區,M,1,25~29,1,泰國,65000,65000080,764
061,2019,14,桃園市,中壢區,M,1,25~29,1,馬來西亞,68000,68000020,458
055,2019,14,桃園市,八德區,M,1,30~34,1,泰國,68000,68000080,764
055,2019,14,桃園市,桃園區,F,1,40~44,1,泰國,68000,68000010,764
055,2019,14,桃園市,桃園區,M,1,20~24,1,泰國,68000,68000010,764
056,2019,14,桃園市,桃園區,M,1,45~49,1,中國,68000,68000010,156
061,2019,14,桃園市,龜山區,M,1,25~29,1,印尼,68000,68000070,360
006,2019,15,嘉義縣,東石鄉,F,1,30~34,1,菲律賓,10010,10010090,608
061,2019,15,花蓮縣,花蓮市,F,1,35~39,1,馬來西亞,10015,10015010,458
002,2019,15,基隆市,中山區,F,1,30~34,1,印尼,10017,10017050,360
006,2019,15,基隆市,中正區,M,1,30~34,1,印尼,10017,10017010,360
487a,2019,15,高雄市,燕巢區,F,1,60~64,1,中國,64000,64000210,156
056,2019,15,新北市,三芝區,M,1,40~44,1,泰國,65000,65000210,764
061,2019,15,新北市,三重區,F,1,35~39,1,印尼,65000,65000020,360
006,2019,15,新北市,五股區,F,1,30~34,1,印尼,65000,65000150,360
061,2019,15,新北市,永和區,M,1,30~34,1,印尼,65000,65000040,360
061,2019,15,新北市,蘆洲區,F,1,60~64,1,印尼,65000,65000140,360
061,2019,15,台中市,西區,F,1,35~39,1,馬爾地夫,66000,66000040,462
002,2019,15,桃園市,大溪區,M,1,5~9,1,柬埔寨,68000,68000030,116
004,2019,16,彰化縣,二水鄉,F,1,30~34,1,印尼,10007,10007180,360
061,2019,16,彰化縣,彰化市,F,1,20~24,1,印尼,10007,10007010,360
0830,2019,16,彰化縣,彰化市,M,1,60~64,1,中國,10007,10007010,156
061,2019,16,新竹市,東區,F,1,25~29,1,菲律賓,10018,10018010,608
061,2019,16,新竹市,東區,M,1,15~19,1,印尼,10018,10018010,360
061,2019,16,台北市,信義區,M,1,55~59,1,越南,63000,63000020,704
061,2019,16,台北市,北投區,M,1,25~29,1,菲律賓,63000,63000120,608
061,2019,16,台北市,松山區,F,1,30~34,1,印尼,63000,63000010,360
0701,2019,16,台北市,萬華區,M,1,50~54,1,韓國,63000,63000070,410
0701,2019,16,台北市,萬華區,M,1,50~54,1,韓國,63000,63000071,410
0701,2019,16,台北市,萬華區,M,1,50~54,1,韓國,63000,63000072,410
061,2019,16,新北市,中和區,F,1,35~39,1,印尼,65000,65000030,360
055,2019,16,新北市,板橋區,F,1,40~44,1,菲律賓,65000,65000010,608
4828,2019,16,新北市,板橋區,M,1,55~59,1,中國,65000,65000010,156
006,2019,16,新北市,鶯歌區,M,1,35~39,1,印尼,65000,65000080,360
004,2019,16,台中市,北區,F,1,25~29,1,印尼,66000,66000050,360
061,2019,16,台中市,北屯區,F,1,35~39,1,印尼,66000,66000080,360
006,2019,16,台中市,新社區,F,1,20~24,1,印尼,66000,66000190,360
002,2019,16,台中市,西屯區,M,1,35~39,1,馬來西亞,66000,66000060,458
004,2019,16,桃園市,中壢區,F,1,20~24,1,印尼,68000,68000020,360
0701,2019,17,金門縣,烈嶼鄉,M,1,35~39,1,中國,09020,09020050,156
061,2019,17,宜蘭縣,五結鄉,M,1,50~54,1,柬埔寨,10002,10002090,116
061,2019,17,彰化縣,秀水鄉,M,1,35~39,1,越南,10007,10007070,704
006,2019,17,台北市,中山區,F,1,25~29,1,印尼,63000,63000040,360
061,2019,17,台北市,內湖區,M,1,65~69,1,緬甸,63000,63000100,104
061,2019,17,台北市,士林區,M,1,25~29,1,柬埔寨,63000,63000110,116
061,2019,17,台北市,萬華區,M,1,40~44,1,印尼,63000,63000070,360
061,2019,17,台北市,萬華區,M,1,40~44,1,印尼,63000,63000071,360
061,2019,17,台北市,萬華區,M,1,40~44,1,印尼,63000,63000072,360
0812,2019,17,高雄市,前鎮區,M,1,30~34,1,日本,64000,64000090,392
056,2019,17,新北市,三重區,M,1,35~39,1,中國,65000,65000020,156
055,2019,17,新北市,新店區,M,1,30~34,1,泰國,65000,65000060,764
4828,2019,17,台中市,南屯區,M,1,40~44,1,泰國,66000,66000070,764
A920,2019,17,台中市,梧棲區,F,1,25~29,1,印尼,66000,66000140,360
061,2019,17,台南市,佳里區,M,1,30~34,1,柬埔寨,67000,67000120,116
061,2019,17,台南市,南區,F,1,20~24,1,印尼,67000,67000330,360
061,2019,18,彰化縣,彰化市,M,1,30~34,1,馬爾地夫,10007,10007010,462
006,2019,18,屏東縣,九如鄉,F,1,30~34,1,印尼,10013,10013080,360
006,2019,18,屏東縣,新園鄉,F,1,40~44,1,印尼,10013,10013170,360
061,2019,18,台北市,內湖區,M,1,30~34,1,印尼,63000,63000100,360
061,2019,18,台北市,北投區,M,1,30~34,1,馬爾地夫,63000,63000120,462
004,2019,18,台北市,北投區,M,1,65~69,1,菲律賓,63000,63000120,608
061,2019,18,台北市,萬華區,M,1,25~29,1,越南,63000,63000070,704
061,2019,18,台北市,萬華區,M,1,25~29,1,越南,63000,63000071,704
061,2019,18,台北市,萬華區,M,1,25~29,1,越南,63000,63000072,704
061,2019,18,高雄市,三民區,F,1,20~24,1,印尼,64000,64000050,360
061,2019,18,高雄市,三民區,F,1,20~24,1,印尼,64000,64000051,360
061,2019,18,高雄市,三民區,F,1,20~24,1,印尼,64000,64000052,360
061,2019,18,高雄市,前鎮區,M,1,20~24,1,越南,64000,64000090,704
061,2019,18,高雄市,旗山區,F,1,45~49,1,印尼,64000,64000300,360
006,2019,18,高雄市,楠梓區,F,1,35~39,1,印尼,64000,64000040,360
006,2019,18,高雄市,鳳山區,F,1,25~29,1,菲律賓,64000,64000120,608
006,2019,18,新北市,三重區,F,1,35~39,1,印尼,65000,65000020,360
061,2019,18,新北市,板橋區,M,1,25~29,1,泰國,65000,65000010,764
002,2019,18,新北市,林口區,F,1,35~39,1,中國,65000,65000170,156
006,2019,18,新北市,林口區,M,1,20~24,1,印尼,65000,65000170,360
A920,2019,18,台中市,北屯區,M,1,30~34,1,馬爾地夫,66000,66000080,462
A920,2019,18,台中市,東區,M,1,30~34,1,馬爾地夫,66000,66000020,462
487a,2019,18,台中市,龍井區,F,1,35~39,1,韓國,66000,66000250,410
487a,2019,18,台南市,大內區,M,1,65~69,1,日本,67000,67000110,392
004,2019,18,桃園市,桃園區,M,1,30~34,1,泰國,68000,68000010,764
006,2019,19,宜蘭縣,蘇澳鎮,M,1,35~39,1,印尼,10002,10002030,360
061,2019,19,南投縣,南投市,F,1,20~24,1,印尼,10008,10008010,360
006,2019,19,雲林縣,斗六市,F,1,15~19,1,印尼,10009,10009010,360
006,2019,19,新竹市,北區,F,1,35~39,1,印尼,10018,10018020,360
061,2019,19,新竹市,北區,M,1,20~24,1,印尼,10018,10018020,360
055,2019,19,台北市,松山區,M,1,25~29,1,泰國,63000,63000010,764
006,2019,19,高雄市,小港區,M,1,25~29,1,印尼,64000,64000110,360
006,2019,19,高雄市,岡山區,M,1,20~24,1,印尼,64000,64000190,360
061,2019,19,高雄市,岡山區,M,1,20~24,1,印尼,64000,64000190,360
006,2019,19,高雄市,路竹區,M,1,30~34,1,菲律賓,64000,64000240,608
006,2019,19,新北市,中和區,F,1,25~29,1,印尼,65000,65000030,360
4828,2019,19,新北市,板橋區,M,1,70+,1,中國,65000,65000010,156
056,2019,19,新北市,永和區,M,1,25~29,1,中國,65000,65000040,156
056,2019,19,新北市,汐止區,M,1,45~49,1,中國,65000,65000110,156
006,2019,19,台中市,大甲區,M,1,25~29,1,印尼,66000,66000110,360
006,2019,19,台中市,大里區,F,1,25~29,1,印尼,66000,66000280,360
061,2019,19,台南市,安南區,M,1,20~24,1,菲律賓,67000,67000350,608
006,2019,19,台南市,新營區,F,1,40~44,1,印尼,67000,67000010,360
006,2019,19,台南市,永康區,F,1,30~34,1,印尼,67000,67000310,360
061,2019,19,台南市,鹽水區,M,1,30~34,1,泰國,67000,67000020,764
4828,2019,20,金門縣,金湖鎮,M,1,30~34,1,中國,09020,09020030,156
061,2019,20,宜蘭縣,宜蘭市,F,1,20~24,1,印尼,10002,10002010,360
A920,2019,20,宜蘭縣,羅東鎮,F,1,20~24,1,印尼,10002,10002020,360
006,2019,20,雲林縣,斗六市,F,1,30~34,1,印尼,10009,10009010,360
006,2019,20,嘉義縣,新港鄉,F,1,40~44,1,印尼,10010,10010070,360
061,2019,20,屏東縣,內埔鄉,F,1,35~39,1,印尼,10013,10013130,360
061,2019,20,台東縣,東河鄉,F,1,40~44,1,印尼,10014,10014070,360
006,2019,20,嘉義市,東區,F,1,25~29,1,印尼,10020,10020010,360
061,2019,20,台北市,萬華區,M,1,30~34,1,馬來西亞,63000,63000070,458
061,2019,20,台北市,萬華區,M,1,30~34,1,馬來西亞,63000,63000071,458
061,2019,20,台北市,萬華區,M,1,30~34,1,馬來西亞,63000,63000072,458
061,2019,20,高雄市,大社區,M,1,30~34,1,索羅門群島,64000,64000160,090
006,2019,20,高雄市,苓雅區,F,1,30~34,1,印尼,64000,64000080,360
061,2019,20,高雄市,鳳山區,M,1,55~59,1,越南,64000,64000120,704
A920,2019,20,高雄市,鹽埕區,M,1,30~34,1,馬來西亞,64000,64000010,458
006,2019,20,高雄市,鼓山區,F,1,45~49,1,印尼,64000,64000020,360
061,2019,20,台中市,太平區,F,1,25~29,1,馬爾地夫,66000,66000270,462
A920,2019,20,桃園市,龜山區,F,1,30~34,1,馬爾地夫,68000,68000070,462
056,2019,20,桃園市,龜山區,M,1,25~29,1,中國,68000,68000070,156
061,2019,21,新竹縣,湖口鄉,F,1,20~24,1,菲律賓,10004,10004050,608
056,2019,21,新竹縣,竹北市,M,1,45~49,1,澳門,10004,10004010,446
004,2019,21,南投縣,中寮鄉,F,1,35~39,1,印尼,10008,10008080,360
061,2019,21,雲林縣,斗六市,M,1,15~19,1,馬來西亞,10009,10009010,458
006,2019,21,屏東縣,潮州鎮,F,1,35~39,1,印尼,10013,10013020,360
061,2019,21,新竹市,東區,M,1,45~49,1,柬埔寨,10018,10018010,116
006,2019,21,台北市,萬華區,F,1,30~34,1,印尼,63000,63000070,360
006,2019,21,台北市,萬華區,F,1,30~34,1,印尼,63000,63000071,360
006,2019,21,台北市,萬華區,F,1,30~34,1,印尼,63000,63000072,360
061,2019,21,高雄市,小港區,F,1,35~39,1,越南,64000,64000110,704
070e,2019,21,新北市,板橋區,F,1,70+,1,義大利,65000,65000010,380
055,2019,21,新北市,林口區,M,1,30~34,1,韓國,65000,65000170,410
0701,2019,21,新北市,汐止區,F,1,40~44,1,中國,65000,65000110,156
004,2019,21,台中市,大雅區,F,1,35~39,1,印尼,66000,66000180,360
061,2019,21,台中市,西屯區,F,1,25~29,1,馬來西亞,66000,66000060,458
061,2019,21,台南市,南區,F,1,30~34,1,印尼,67000,67000330,360
002,2019,22,宜蘭縣,五結鄉,M,1,20~24,1,印尼,10002,10002090,360
061,2019,22,新竹縣,湖口鄉,M,1,20~24,1,菲律賓,10004,10004050,608
061,2019,22,彰化縣,彰化市,M,1,25~29,1,柬埔寨,10007,10007010,116
0701,2019,22,雲林縣,斗六市,F,1,40~44,1,印尼,10009,10009010,360
061,2019,22,屏東縣,新園鄉,M,1,20~24,1,印尼,10013,10013170,360
055,2019,22,屏東縣,林邊鄉,M,1,30~34,1,中國,10013,10013190,156
A920,2019,22,台北市,中正區,M,1,55~59,1,菲律賓,63000,63000050,608
055,2019,22,台北市,士林區,M,1,25~29,1,越南,63000,63000110,704
061,2019,22,台北市,大同區,F,1,25~29,1,菲律賓,63000,63000060,608
004,2019,22,台北市,大安區,F,1,35~39,1,印尼,63000,63000030,360
006,2019,22,高雄市,三民區,F,1,40~44,1,印尼,64000,64000050,360
006,2019,22,高雄市,三民區,F,1,40~44,1,印尼,64000,64000051,360
006,2019,22,高雄市,三民區,F,1,40~44,1,印尼,64000,64000052,360
006,2019,22,高雄市,燕巢區,F,1,30~34,1,印尼,64000,64000210,360
061,2019,22,高雄市,路竹區,F,1,20~24,1,印尼,64000,64000240,360
061,2019,22,新北市,新莊區,F,1,25~29,1,柬埔寨,65000,65000050,116
004,2019,22,新北市,板橋區,F,1,30~34,1,菲律賓,65000,65000010,608
006,2019,22,新北市,永和區,F,1,40~44,1,印尼,65000,65000040,360
002,2019,22,台中市,梧棲區,M,1,20~24,1,緬甸,66000,66000140,104
061,2019,22,台中市,西屯區,M,1,30~34,1,貝里斯,66000,66000060,084
061,2019,22,台南市,永康區,F,1,35~39,1,越南,67000,67000310,704
061,2019,22,桃園市,桃園區,F,1,20~24,1,印尼,68000,68000010,360
487a,2019,23,彰化縣,二水鄉,M,1,65~69,1,土耳其,10007,10007180,792
006,2019,23,彰化縣,伸港鄉,M,1,25~29,1,印尼,10007,10007050,360
061,2019,23,彰化縣,和美鎮,M,1,30~34,1,菲律賓,10007,10007030,608
055,2019,23,南投縣,名間鄉,F,1,1,1,越南,10008,10008060,704
006,2019,23,雲林縣,水林鄉,F,1,30~34,1,印尼,10009,10009200,360
061,2019,23,基隆市,中正區,M,1,25~29,1,新加坡,10017,10017010,702
006,2019,23,台北市,文山區,F,1,30~34,1,印尼,63000,63000080,360
006,2019,23,台北市,文山區,F,1,30~34,1,印尼,63000,63000081,360
006,2019,23,台北市,文山區,F,1,30~34,1,印尼,63000,63000082,360
061,2019,23,高雄市,仁武區,M,1,40~44,1,柬埔寨,64000,64000170,116
061,2019,23,高雄市,鹽埕區,F,1,20~24,1,菲律賓,64000,64000010,608
061,2019,23,新北市,三重區,M,1,35~39,1,巴西,65000,65000020,076
006,2019,23,新北市,新莊區,F,1,25~29,1,印尼,65000,65000050,360
004,2019,23,新北市,淡水區,F,1,45~49,1,緬甸,65000,65000100,104
4828,2019,23,台中市,大肚區,M,1,70+,1,北韓,66000,66000240,408
0812,2019,23,台中市,大里區,M,1,45~49,1,泰國,66000,66000280,764
061,2019,23,台中市,西屯區,F,1,20~24,1,新加坡,66000,66000060,702
006,2019,23,台南市,永康區,M,1,20~24,1,印尼,67000,67000310,360
061,2019,23,桃園市,蘆竹區,M,1,20~24,1,泰國,68000,68000050,764
056,2019,23,桃園市,蘆竹區,M,1,50~54,1,中國,68000,68000050,156
006,2019,24,宜蘭縣,蘇澳鎮,M,1,30~34,1,印尼,10002,10002030,360
061,2019,24,台北市,萬華區,F,1,35~39,1,新加坡,63000,63000070,702
061,2019,24,台北市,萬華區,F,1,35~39,1,新加坡,63000,63000071,702
061,2019,24,台北市,萬華區,F,1,35~39,1,新加坡,63000,63000072,702
061,2019,24,新北市,中和區,F,1,35~39,1,越南,65000,65000030,704
061,2019,24,台中市,西區,F,1,30~34,1,印尼,66000,66000040,360
