確定病名,診斷年份,診斷月份,縣市,性別,非本國籍,年齡層,確定病例數,縣市別代碼
042,2022,01,桃園市,M,0,60~64,1,68000
042,2022,02,彰化縣,M,0,35~39,1,10007
042,2022,02,彰化縣,M,0,70+,1,10007
042,2022,02,南投縣,M,0,70+,1,10008
042,2022,02,雲林縣,M,0,25~29,1,10009
042,2022,02,屏東縣,M,0,30~34,2,10013
042,2022,02,屏東縣,M,0,40~44,2,10013
042,2022,02,台東縣,M,0,25~29,1,10014
042,2022,02,台東縣,M,0,35~39,1,10014
042,2022,02,基隆市,M,0,50~54,1,10017
042,2022,02,新竹市,M,0,20~24,1,10018
042,2022,02,新竹市,M,0,30~34,1,10018
042,2022,02,台北市,M,0,25~29,2,63000
042,2022,02,台北市,M,0,30~34,1,63000
042,2022,02,台北市,M,0,35~39,4,63000
042,2022,02,台北市,M,0,40~44,3,63000
042,2022,02,高雄市,M,0,40~44,1,64000
042,2022,02,高雄市,M,0,50~54,1,64000
042,2022,02,高雄市,M,0,60~64,1,64000
042,2022,02,新北市,F,1,35~39,1,65000
042,2022,02,新北市,M,0,25~29,3,65000
042,2022,02,新北市,M,0,30~34,4,65000
042,2022,02,新北市,M,0,35~39,1,65000
042,2022,02,新北市,M,0,40~44,4,65000
042,2022,02,新北市,M,0,55~59,1,65000
042,2022,02,新北市,M,0,60~64,1,65000
042,2022,02,新北市,M,1,30~34,1,65000
042,2022,02,台中市,F,0,45~49,1,66000
042,2022,02,台中市,M,0,25~29,1,66000
042,2022,02,台中市,M,0,50~54,1,66000
042,2022,02,台南市,M,0,20~24,1,67000
042,2022,02,台南市,M,0,25~29,2,67000
042,2022,02,桃園市,M,0,25~29,1,68000
042,2022,02,桃園市,M,0,30~34,1,68000
042,2022,02,桃園市,M,1,30~34,1,68000
042,2022,03,新竹縣,M,0,35~39,1,10004
042,2022,03,苗栗縣,F,0,30~34,2,10005
042,2022,03,苗栗縣,M,0,40~44,1,10005
042,2022,03,彰化縣,M,0,45~49,1,10007
042,2022,03,南投縣,F,0,50~54,1,10008
042,2022,03,南投縣,M,0,45~49,1,10008
042,2022,03,雲林縣,M,0,40~44,1,10009
042,2022,03,雲林縣,M,0,55~59,1,10009
042,2022,03,屏東縣,M,0,50~54,1,10013
042,2022,03,花蓮縣,M,0,60~64,1,10015
042,2022,03,新竹市,M,0,30~34,1,10018
042,2022,03,新竹市,M,0,40~44,1,10018
042,2022,03,嘉義市,M,0,35~39,1,10020
042,2022,03,台北市,M,0,25~29,5,63000
042,2022,03,台北市,M,0,30~34,1,63000
042,2022,03,台北市,M,0,35~39,1,63000
042,2022,03,台北市,M,0,40~44,2,63000
042,2022,03,高雄市,F,0,45~49,1,64000
042,2022,03,高雄市,M,0,25~29,2,64000
042,2022,03,高雄市,M,0,30~34,4,64000
042,2022,03,高雄市,M,0,35~39,1,64000
042,2022,03,高雄市,M,0,40~44,4,64000
042,2022,03,高雄市,M,0,45~49,1,64000
042,2022,03,新北市,F,0,35~39,1,65000
042,2022,03,新北市,M,0,20~24,2,65000
042,2022,03,新北市,M,0,25~29,3,65000
042,2022,03,新北市,M,0,30~34,4,65000
042,2022,03,新北市,M,0,35~39,5,65000
042,2022,03,新北市,M,0,40~44,3,65000
042,2022,03,新北市,M,0,55~59,2,65000
042,2022,03,新北市,M,0,60~64,1,65000
042,2022,03,台中市,M,0,25~29,1,66000
042,2022,03,台中市,M,0,30~34,3,66000
042,2022,03,台中市,M,0,45~49,1,66000
042,2022,03,台南市,F,0,40~44,1,67000
042,2022,03,台南市,M,0,25~29,1,67000
042,2022,03,台南市,M,0,30~34,1,67000
042,2022,03,台南市,M,0,35~39,1,67000
042,2022,03,台南市,M,0,55~59,1,67000
042,2022,03,桃園市,F,0,70+,1,68000
042,2022,03,桃園市,M,0,20~24,1,68000
042,2022,03,桃園市,M,0,25~29,3,68000
042,2022,03,桃園市,M,0,30~34,1,68000
042,2022,03,桃園市,M,0,40~44,1,68000
042,2022,03,桃園市,M,0,45~49,1,68000
042,2022,03,桃園市,M,0,55~59,1,68000
042,2022,03,桃園市,M,1,30~34,1,68000
042,2022,04,宜蘭縣,M,0,55~59,1,10002
042,2022,04,苗栗縣,M,0,30~34,1,10005
042,2022,04,彰化縣,M,0,35~39,2,10007
042,2022,04,彰化縣,M,0,60~64,1,10007
042,2022,04,南投縣,M,0,25~29,1,10008
042,2022,04,基隆市,F,0,45~49,1,10017
042,2022,04,新竹市,M,0,25~29,1,10018
042,2022,04,嘉義市,M,0,45~49,1,10020
042,2022,04,台北市,M,0,35~39,1,63000
042,2022,04,台北市,M,0,40~44,1,63000
042,2022,04,台北市,M,0,50~54,3,63000
042,2022,04,台北市,M,0,60~64,1,63000
042,2022,04,高雄市,F,0,45~49,1,64000
042,2022,04,高雄市,M,0,20~24,2,64000
042,2022,04,高雄市,M,0,25~29,1,64000
042,2022,04,高雄市,M,0,30~34,1,64000
042,2022,04,新北市,M,0,25~29,1,65000
042,2022,04,新北市,M,0,30~34,3,65000
042,2022,04,新北市,M,0,35~39,2,65000
042,2022,04,新北市,M,0,40~44,1,65000
042,2022,04,新北市,M,0,55~59,1,65000
042,2022,04,新北市,M,0,60~64,3,65000
042,2022,04,新北市,M,0,70+,1,65000
042,2022,04,新北市,M,1,30~34,1,65000
042,2022,04,台中市,M,0,30~34,2,66000
042,2022,04,台中市,M,0,35~39,3,66000
042,2022,04,台中市,M,0,40~44,1,66000
042,2022,04,台南市,M,0,25~29,1,67000
042,2022,04,台南市,M,0,30~34,1,67000
042,2022,04,台南市,M,0,35~39,2,67000
042,2022,04,台南市,M,0,40~44,1,67000
042,2022,04,台南市,M,0,50~54,1,67000
042,2022,04,台南市,M,0,55~59,1,67000
042,2022,04,台南市,M,0,70+,1,67000
042,2022,04,桃園市,M,0,25~29,1,68000
042,2022,04,桃園市,M,0,30~34,1,68000
042,2022,04,桃園市,M,0,35~39,1,68000
042,2022,04,桃園市,M,0,45~49,1,68000
042,2022,04,桃園市,M,0,60~64,1,68000
042,2022,05,宜蘭縣,M,0,20~24,1,10002
042,2022,05,宜蘭縣,M,1,25~29,1,10002
042,2022,05,彰化縣,M,0,30~34,1,10007
042,2022,05,彰化縣,M,0,60~64,1,10007
042,2022,05,雲林縣,M,0,30~34,1,10009
042,2022,05,雲林縣,M,0,70+,1,10009
042,2022,05,屏東縣,M,0,30~34,1,10013
042,2022,05,屏東縣,M,0,45~49,1,10013
042,2022,05,花蓮縣,M,0,20~24,1,10015
042,2022,05,基隆市,M,0,40~44,2,10017
042,2022,05,新竹市,M,0,35~39,1,10018
042,2022,05,新竹市,M,1,30~34,1,10018
042,2022,05,嘉義市,M,0,40~44,1,10020
042,2022,05,嘉義市,M,0,45~49,1,10020
042,2022,05,台北市,M,0,25~29,4,63000
042,2022,05,台北市,M,0,35~39,1,63000
042,2022,05,台北市,M,0,40~44,3,63000
042,2022,05,台北市,M,0,45~49,1,63000
042,2022,05,台北市,M,1,20~24,1,63000
042,2022,05,高雄市,F,0,60~64,1,64000
042,2022,05,高雄市,M,0,25~29,1,64000
042,2022,05,高雄市,M,0,30~34,1,64000
042,2022,05,高雄市,M,0,40~44,1,64000
042,2022,05,高雄市,M,0,55~59,1,64000
042,2022,05,新北市,M,0,30~34,1,65000
042,2022,05,新北市,M,0,35~39,2,65000
042,2022,05,新北市,M,0,40~44,1,65000
042,2022,05,新北市,M,0,50~54,1,65000
042,2022,05,台中市,M,0,15~19,1,66000
042,2022,05,台中市,M,0,20~24,1,66000
042,2022,05,台中市,M,0,30~34,1,66000
042,2022,05,台中市,M,0,35~39,3,66000
042,2022,05,台中市,M,0,45~49,1,66000
042,2022,05,台中市,M,0,50~54,1,66000
042,2022,05,台中市,M,0,55~59,1,66000
042,2022,05,台南市,M,0,25~29,1,67000
042,2022,05,台南市,M,0,40~44,1,67000
042,2022,05,台南市,M,0,45~49,1,67000
042,2022,05,桃園市,M,0,25~29,2,68000
042,2022,05,桃園市,M,0,35~39,2,68000
042,2022,05,桃園市,M,0,50~54,1,68000
042,2022,06,宜蘭縣,M,0,25~29,1,10002
042,2022,06,新竹縣,M,0,40~44,1,10004
042,2022,06,新竹縣,M,0,45~49,1,10004
042,2022,06,苗栗縣,M,0,20~24,1,10005
042,2022,06,彰化縣,M,0,45~49,1,10007
042,2022,06,南投縣,M,0,40~44,1,10008
042,2022,06,屏東縣,M,0,40~44,1,10013
042,2022,06,台東縣,M,0,30~34,1,10014
042,2022,06,新竹市,M,0,20~24,1,10018
042,2022,06,新竹市,M,0,25~29,1,10018
042,2022,06,台北市,M,0,20~24,1,63000
042,2022,06,台北市,M,0,30~34,2,63000
042,2022,06,台北市,M,0,35~39,2,63000
042,2022,06,台北市,M,0,40~44,1,63000
042,2022,06,台北市,M,0,45~49,7,63000
042,2022,06,高雄市,M,0,15~19,1,64000
042,2022,06,高雄市,M,0,30~34,1,64000
042,2022,06,高雄市,M,0,35~39,1,64000
042,2022,06,高雄市,M,0,40~44,2,64000
042,2022,06,高雄市,M,0,50~54,1,64000
042,2022,06,新北市,F,0,40~44,1,65000
042,2022,06,新北市,M,0,20~24,1,65000
042,2022,06,新北市,M,0,25~29,1,65000
042,2022,06,新北市,M,0,30~34,3,65000
042,2022,06,新北市,M,0,35~39,5,65000
042,2022,06,新北市,M,0,40~44,2,65000
042,2022,06,新北市,M,0,50~54,1,65000
042,2022,06,台中市,F,0,20~24,1,66000
042,2022,06,台中市,M,0,15~19,1,66000
042,2022,06,台中市,M,0,30~34,1,66000
042,2022,06,台中市,M,0,35~39,2,66000
042,2022,06,台中市,M,0,45~49,1,66000
042,2022,06,台中市,M,0,50~54,1,66000
042,2022,06,台南市,M,0,40~44,1,67000
042,2022,06,台南市,M,0,45~49,2,67000
042,2022,06,台南市,M,0,60~64,1,67000
042,2022,06,桃園市,M,0,25~29,1,68000
042,2022,06,桃園市,M,0,30~34,1,68000
042,2022,06,桃園市,M,0,40~44,1,68000
042,2022,07,新竹縣,M,0,35~39,1,10004
042,2022,07,新竹縣,M,1,25~29,1,10004
042,2022,07,彰化縣,M,0,30~34,1,10007
042,2022,07,彰化縣,M,0,45~49,1,10007
042,2022,07,南投縣,M,0,35~39,1,10008
042,2022,07,新竹市,M,0,25~29,1,10018
042,2022,07,新竹市,M,0,30~34,1,10018
042,2022,07,台北市,M,0,30~34,1,63000
042,2022,07,台北市,M,0,35~39,2,63000
042,2022,07,台北市,M,0,40~44,1,63000
042,2022,07,高雄市,M,0,25~29,1,64000
042,2022,07,高雄市,M,0,30~34,4,64000
042,2022,07,高雄市,M,0,50~54,1,64000
042,2022,07,高雄市,M,0,55~59,1,64000
042,2022,07,高雄市,M,0,60~64,1,64000
042,2022,07,新北市,F,0,45~49,1,65000
042,2022,07,新北市,M,0,20~24,1,65000
042,2022,07,新北市,M,0,25~29,1,65000
042,2022,07,新北市,M,0,30~34,3,65000
042,2022,07,新北市,M,0,35~39,2,65000
042,2022,07,新北市,M,0,40~44,2,65000
042,2022,07,新北市,M,0,45~49,1,65000
042,2022,07,新北市,M,0,50~54,1,65000
042,2022,07,新北市,M,0,55~59,1,65000
042,2022,07,新北市,M,0,60~64,1,65000
042,2022,07,新北市,M,0,65~69,1,65000
042,2022,07,新北市,M,1,40~44,1,65000
042,2022,07,台中市,M,0,25~29,1,66000
042,2022,07,台中市,M,0,30~34,2,66000
042,2022,07,台中市,M,0,35~39,1,66000
042,2022,07,台中市,M,0,45~49,1,66000
042,2022,07,台中市,M,0,50~54,1,66000
042,2022,07,台中市,M,1,25~29,1,66000
042,2022,07,台中市,M,1,35~39,1,66000
042,2022,07,台南市,F,0,30~34,1,67000
042,2022,07,台南市,M,0,20~24,1,67000
042,2022,07,台南市,M,0,30~34,1,67000
042,2022,07,台南市,M,0,40~44,1,67000
042,2022,07,桃園市,M,0,25~29,1,68000
042,2022,07,桃園市,M,0,30~34,2,68000
042,2022,07,桃園市,M,0,35~39,1,68000
042,2022,07,桃園市,M,0,40~44,1,68000
042,2022,07,桃園市,M,1,25~29,1,68000
042,2022,08,宜蘭縣,M,0,35~39,1,10002
042,2022,08,宜蘭縣,M,0,45~49,1,10002
042,2022,08,新竹縣,M,0,30~34,1,10004
042,2022,08,彰化縣,M,0,25~29,1,10007
042,2022,08,彰化縣,M,0,35~39,1,10007
042,2022,08,南投縣,M,0,40~44,1,10008
042,2022,08,雲林縣,F,0,30~34,1,10009
042,2022,08,雲林縣,M,0,25~29,1,10009
042,2022,08,嘉義縣,M,0,35~39,1,10010
042,2022,08,嘉義縣,M,0,50~54,1,10010
042,2022,08,屏東縣,M,0,40~44,1,10013
042,2022,08,台東縣,M,0,25~29,2,10014
042,2022,08,花蓮縣,M,0,20~24,2,10015
042,2022,08,花蓮縣,M,0,30~34,1,10015
042,2022,08,新竹市,M,0,25~29,1,10018
042,2022,08,新竹市,M,0,45~49,1,10018
042,2022,08,新竹市,M,1,25~29,1,10018
042,2022,08,台北市,F,0,45~49,1,63000
042,2022,08,台北市,M,0,40~44,1,63000
042,2022,08,台北市,M,0,45~49,3,63000
042,2022,08,台北市,M,0,50~54,1,63000
042,2022,08,台北市,M,0,55~59,1,63000
042,2022,08,台北市,M,0,60~64,1,63000
042,2022,08,高雄市,F,0,40~44,3,64000
042,2022,08,高雄市,F,0,60~64,1,64000
042,2022,08,高雄市,M,0,20~24,7,64000
042,2022,08,高雄市,M,0,30~34,4,64000
042,2022,08,高雄市,M,0,40~44,3,64000
042,2022,08,新北市,F,0,35~39,1,65000
042,2022,08,新北市,F,0,45~49,1,65000
042,2022,08,新北市,F,0,50~54,1,65000
042,2022,08,新北市,F,1,35~39,1,65000
042,2022,08,新北市,M,0,20~24,2,65000
042,2022,08,新北市,M,0,25~29,2,65000
042,2022,08,新北市,M,0,30~34,1,65000
042,2022,08,新北市,M,0,35~39,1,65000
042,2022,08,新北市,M,0,40~44,1,65000
042,2022,08,新北市,M,0,50~54,1,65000
042,2022,08,新北市,M,0,55~59,1,65000
042,2022,08,新北市,M,0,70+,1,65000
042,2022,08,台中市,M,0,20~24,1,66000
042,2022,08,台中市,M,0,30~34,1,66000
042,2022,08,台中市,M,0,35~39,2,66000
042,2022,08,台中市,M,0,40~44,3,66000
042,2022,08,台中市,M,0,50~54,2,66000
042,2022,08,台中市,M,0,70+,1,66000
042,2022,08,台南市,M,0,30~34,2,67000
042,2022,08,台南市,M,0,35~39,1,67000
042,2022,08,台南市,M,0,50~54,1,67000
042,2022,08,台南市,M,0,55~59,1,67000
042,2022,08,桃園市,F,0,55~59,1,68000
042,2022,08,桃園市,M,0,15~19,1,68000
042,2022,08,桃園市,M,0,20~24,2,68000
042,2022,08,桃園市,M,0,30~34,2,68000
042,2022,08,桃園市,M,0,35~39,3,68000
042,2022,08,桃園市,M,1,55~59,1,68000
042,2022,09,宜蘭縣,F,0,45~49,1,10002
042,2022,09,宜蘭縣,M,0,40~44,1,10002
042,2022,09,宜蘭縣,M,0,45~49,1,10002
042,2022,09,宜蘭縣,M,0,50~54,1,10002
042,2022,09,新竹縣,M,0,20~24,1,10004
042,2022,09,新竹縣,M,0,35~39,1,10004
042,2022,09,彰化縣,M,0,20~24,1,10007
042,2022,09,彰化縣,M,0,40~44,1,10007
042,2022,09,彰化縣,M,0,45~49,1,10007
042,2022,09,彰化縣,M,0,55~59,1,10007
042,2022,09,南投縣,F,1,40~44,1,10008
042,2022,09,南投縣,M,0,25~29,1,10008
042,2022,09,南投縣,M,0,35~39,1,10008
042,2022,09,雲林縣,M,0,50~54,1,10009
042,2022,09,屏東縣,M,0,40~44,1,10013
042,2022,09,屏東縣,M,0,45~49,1,10013
042,2022,09,台東縣,M,0,20~24,1,10014
042,2022,09,花蓮縣,M,0,25~29,1,10015
042,2022,09,新竹市,M,0,45~49,1,10018
042,2022,09,台北市,M,0,30~34,1,63000
042,2022,09,台北市,M,0,35~39,1,63000
042,2022,09,台北市,M,0,40~44,1,63000
042,2022,09,台北市,M,0,45~49,1,63000
042,2022,09,高雄市,F,0,45~49,1,64000
042,2022,09,高雄市,M,0,25~29,3,64000
042,2022,09,高雄市,M,0,30~34,1,64000
042,2022,09,高雄市,M,0,35~39,3,64000
042,2022,09,高雄市,M,0,50~54,1,64000
042,2022,09,新北市,M,0,15~19,1,65000
042,2022,09,新北市,M,0,20~24,1,65000
042,2022,09,新北市,M,0,25~29,2,65000
042,2022,09,新北市,M,0,30~34,2,65000
042,2022,09,新北市,M,0,45~49,5,65000
042,2022,09,新北市,M,0,55~59,1,65000
042,2022,09,台中市,F,1,35~39,1,66000
042,2022,09,台中市,M,0,25~29,1,66000
042,2022,09,台中市,M,0,30~34,1,66000
042,2022,09,台中市,M,0,35~39,2,66000
042,2022,09,台中市,M,0,45~49,1,66000
042,2022,09,台中市,M,0,70+,1,66000
042,2022,09,台南市,M,0,20~24,1,67000
042,2022,09,台南市,M,0,30~34,1,67000
042,2022,09,台南市,M,0,40~44,1,67000
042,2022,09,桃園市,M,0,30~34,2,68000
042,2022,09,桃園市,M,0,35~39,2,68000
042,2022,09,桃園市,M,0,45~49,1,68000
042,2022,10,新竹縣,M,0,50~54,1,10004
042,2022,10,苗栗縣,M,0,35~39,1,10005
042,2022,10,彰化縣,F,0,50~54,1,10007
042,2022,10,彰化縣,M,0,35~39,2,10007
042,2022,10,彰化縣,M,0,50~54,1,10007
042,2022,10,南投縣,M,0,30~34,1,10008
042,2022,10,雲林縣,M,0,60~64,1,10009
042,2022,10,屏東縣,M,0,15~19,1,10013
042,2022,10,基隆市,M,0,55~59,1,10017
042,2022,10,新竹市,M,0,25~29,1,10018
042,2022,10,新竹市,M,0,45~49,1,10018
042,2022,10,嘉義市,M,0,25~29,1,10020
042,2022,10,台北市,M,0,15~19,1,63000
042,2022,10,台北市,M,0,30~34,3,63000
042,2022,10,台北市,M,0,35~39,1,63000
042,2022,10,台北市,M,0,50~54,1,63000
042,2022,10,高雄市,M,0,25~29,1,64000
042,2022,10,高雄市,M,0,30~34,8,64000
042,2022,10,高雄市,M,0,45~49,2,64000
042,2022,10,高雄市,M,0,50~54,1,64000
042,2022,10,新北市,F,0,55~59,1,65000
042,2022,10,新北市,M,0,15~19,1,65000
042,2022,10,新北市,M,0,30~34,3,65000
042,2022,10,新北市,M,0,35~39,3,65000
042,2022,10,新北市,M,0,40~44,3,65000
042,2022,10,新北市,M,0,45~49,2,65000
042,2022,10,新北市,M,0,50~54,1,65000
042,2022,10,新北市,M,0,60~64,1,65000
042,2022,10,台中市,M,0,20~24,1,66000
042,2022,10,台中市,M,0,25~29,1,66000
042,2022,10,台中市,M,0,30~34,2,66000
042,2022,10,台中市,M,0,35~39,1,66000
042,2022,10,台中市,M,0,50~54,1,66000
042,2022,10,台南市,M,0,30~34,2,67000
042,2022,10,桃園市,M,0,20~24,1,68000
042,2022,10,桃園市,M,0,35~39,1,68000
042,2022,10,桃園市,M,0,40~44,3,68000
042,2022,10,桃園市,M,0,70+,1,68000
042,2022,11,宜蘭縣,M,0,45~49,1,10002
042,2022,11,新竹縣,M,0,40~44,1,10004
042,2022,11,新竹縣,M,1,25~29,1,10004
042,2022,11,彰化縣,M,0,25~29,1,10007
042,2022,11,彰化縣,M,0,50~54,1,10007
042,2022,11,彰化縣,M,0,60~64,1,10007
042,2022,11,南投縣,F,0,50~54,1,10008
042,2022,11,南投縣,M,0,30~34,1,10008
042,2022,11,雲林縣,F,0,35~39,1,10009
042,2022,11,雲林縣,F,0,40~44,1,10009
042,2022,11,雲林縣,M,0,30~34,1,10009
042,2022,11,雲林縣,M,0,35~39,1,10009
042,2022,11,雲林縣,M,0,60~64,1,10009
042,2022,11,嘉義縣,M,0,50~54,1,10010
042,2022,11,台東縣,M,0,45~49,1,10014
042,2022,11,花蓮縣,M,0,30~34,1,10015
042,2022,11,新竹市,F,1,45~49,1,10018
042,2022,11,新竹市,M,0,15~19,1,10018
042,2022,11,新竹市,M,0,40~44,1,10018
042,2022,11,台北市,M,0,15~19,4,63000
042,2022,11,台北市,M,0,25~29,3,63000
042,2022,11,台北市,M,0,35~39,1,63000
042,2022,11,台北市,M,0,40~44,3,63000
042,2022,11,台北市,M,0,45~49,6,63000
042,2022,11,台北市,M,0,50~54,1,63000
042,2022,11,台北市,M,0,55~59,1,63000
042,2022,11,高雄市,F,0,50~54,1,64000
042,2022,11,高雄市,M,0,30~34,2,64000
042,2022,11,高雄市,M,0,35~39,8,64000
042,2022,11,高雄市,M,0,45~49,2,64000
042,2022,11,新北市,F,1,45~49,1,65000
042,2022,11,新北市,M,0,25~29,2,65000
042,2022,11,新北市,M,0,30~34,4,65000
042,2022,11,新北市,M,0,35~39,1,65000
042,2022,11,新北市,M,0,40~44,1,65000
042,2022,11,新北市,M,0,45~49,2,65000
042,2022,11,新北市,M,0,50~54,2,65000
042,2022,11,新北市,M,0,55~59,2,65000
042,2022,11,新北市,M,1,35~39,1,65000
042,2022,11,台中市,F,0,50~54,1,66000
042,2022,11,台中市,F,1,45~49,1,66000
042,2022,11,台中市,M,0,25~29,1,66000
042,2022,11,台中市,M,0,30~34,1,66000
042,2022,11,台中市,M,0,35~39,3,66000
042,2022,11,台中市,M,0,45~49,1,66000
042,2022,11,台中市,M,0,50~54,1,66000
042,2022,11,台南市,M,0,20~24,1,67000
042,2022,11,台南市,M,0,25~29,1,67000
042,2022,11,台南市,M,0,30~34,1,67000
042,2022,11,台南市,M,0,35~39,1,67000
042,2022,11,桃園市,M,0,30~34,1,68000
042,2022,12,宜蘭縣,M,0,45~49,1,10002
042,2022,12,苗栗縣,M,0,40~44,1,10005
042,2022,12,苗栗縣,M,0,50~54,1,10005
042,2022,12,彰化縣,M,0,50~54,1,10007
042,2022,12,南投縣,F,0,20~24,1,10008
042,2022,12,雲林縣,M,0,30~34,1,10009
042,2022,12,嘉義縣,M,0,45~49,1,10010
042,2022,12,屏東縣,F,0,40~44,1,10013
042,2022,12,屏東縣,M,0,30~34,1,10013
042,2022,12,屏東縣,M,0,40~44,1,10013
042,2022,12,屏東縣,M,1,20~24,1,10013
042,2022,12,澎湖縣,M,0,35~39,1,10016
042,2022,12,基隆市,M,0,35~39,2,10017
042,2022,12,新竹市,M,0,30~34,1,10018
042,2022,12,嘉義市,M,0,20~24,1,10020
042,2022,12,台北市,M,0,20~24,1,63000
042,2022,12,台北市,M,0,30~34,2,63000
042,2022,12,台北市,M,0,40~44,1,63000
042,2022,12,台北市,M,0,50~54,4,63000
042,2022,12,高雄市,M,0,20~24,1,64000
042,2022,12,高雄市,M,0,35~39,1,64000
042,2022,12,高雄市,M,0,40~44,1,64000
042,2022,12,高雄市,M,0,50~54,1,64000
042,2022,12,高雄市,M,0,55~59,3,64000
042,2022,12,高雄市,M,1,40~44,1,64000
042,2022,12,新北市,F,0,35~39,1,65000
042,2022,12,新北市,F,0,45~49,1,65000
042,2022,12,新北市,M,0,30~34,1,65000
042,2022,12,新北市,M,0,35~39,4,65000
042,2022,12,新北市,M,0,40~44,2,65000
042,2022,12,新北市,M,0,45~49,1,65000
042,2022,12,台中市,F,0,45~49,1,66000
042,2022,12,台中市,M,0,20~24,1,66000
042,2022,12,台中市,M,0,30~34,1,66000
042,2022,12,台中市,M,0,35~39,2,66000
042,2022,12,台中市,M,0,40~44,1,66000
042,2022,12,台中市,M,0,50~54,3,66000
042,2022,12,台中市,M,0,70+,1,66000
042,2022,12,台南市,M,0,50~54,1,67000
042,2022,12,台南市,M,0,60~64,1,67000
042,2022,12,桃園市,M,0,25~29,3,68000
042,2022,12,桃園市,M,0,30~34,2,68000
042,2023,01,宜蘭縣,F,1,50~54,1,10002
042,2023,01,新竹縣,M,0,30~34,1,10004
042,2023,01,雲林縣,M,0,35~39,1,10009
042,2023,01,屏東縣,M,0,30~34,1,10013
042,2023,01,基隆市,M,0,35~39,1,10017
042,2023,01,嘉義市,M,0,20~24,1,10020
042,2023,01,台北市,M,0,15~19,1,63000
042,2023,01,台北市,M,0,30~34,1,63000
042,2023,01,台北市,M,0,35~39,3,63000
042,2023,01,台北市,M,0,40~44,1,63000
042,2023,01,台北市,M,0,60~64,1,63000
042,2023,01,台北市,M,1,25~29,1,63000
042,2023,01,高雄市,M,0,25~29,2,64000
042,2023,01,高雄市,M,0,30~34,5,64000
042,2023,01,高雄市,M,0,35~39,2,64000
042,2023,01,新北市,M,0,30~34,2,65000
042,2023,01,新北市,M,0,35~39,1,65000
042,2023,01,新北市,M,0,70+,1,65000
042,2023,01,台中市,F,0,35~39,1,66000
042,2023,01,台中市,F,0,45~49,1,66000
042,2023,01,台中市,M,0,20~24,1,66000
042,2023,01,台中市,M,0,25~29,1,66000
042,2023,01,台中市,M,0,30~34,2,66000
042,2023,01,台中市,M,0,35~39,1,66000
042,2023,01,台南市,M,0,35~39,1,67000
042,2023,01,台南市,M,0,40~44,1,67000
042,2023,01,桃園市,F,0,40~44,1,68000
042,2023,01,桃園市,M,0,30~34,1,68000
042,2023,01,桃園市,M,0,60~64,1,68000
042,2023,02,新竹縣,M,0,30~34,1,10004
042,2023,02,苗栗縣,M,0,35~39,1,10005
042,2023,02,彰化縣,F,0,35~39,1,10007
042,2023,02,彰化縣,F,1,50~54,1,10007
042,2023,02,彰化縣,M,0,35~39,2,10007
042,2023,02,南投縣,M,0,35~39,1,10008
042,2023,02,屏東縣,M,0,45~49,1,10013
042,2023,02,澎湖縣,M,0,25~29,1,10016
042,2023,02,基隆市,M,0,30~34,1,10017
042,2023,02,基隆市,M,0,35~39,1,10017
042,2023,02,基隆市,M,0,40~44,1,10017
042,2023,02,新竹市,M,0,25~29,1,10018
042,2023,02,新竹市,M,0,45~49,1,10018
042,2023,02,嘉義市,M,0,30~34,2,10020
042,2023,02,台北市,M,0,30~34,3,63000
042,2023,02,台北市,M,0,35~39,3,63000
042,2023,02,台北市,M,0,40~44,1,63000
042,2023,02,台北市,M,0,55~59,3,63000
042,2023,02,台北市,M,0,70+,1,63000
042,2023,02,高雄市,F,0,45~49,1,64000
042,2023,02,高雄市,M,0,45~49,1,64000
042,2023,02,新北市,M,0,20~24,1,65000
042,2023,02,新北市,M,0,30~34,2,65000
042,2023,02,新北市,M,0,40~44,2,65000
042,2023,02,新北市,M,0,55~59,1,65000
042,2023,02,新北市,M,0,70+,1,65000
042,2023,02,新北市,M,1,20~24,1,65000
042,2023,02,台中市,M,0,35~39,1,66000
042,2023,02,台中市,M,0,45~49,1,66000
042,2023,02,台南市,M,0,30~34,1,67000
042,2023,02,台南市,M,0,40~44,1,67000
042,2023,02,台南市,M,0,45~49,1,67000
042,2023,02,桃園市,M,0,20~24,1,68000
042,2023,02,桃園市,M,0,40~44,1,68000
042,2023,02,桃園市,M,0,45~49,2,68000
042,2023,02,桃園市,M,0,55~59,1,68000
042,2023,03,宜蘭縣,M,0,30~34,1,10002
042,2023,03,宜蘭縣,M,0,50~54,1,10002
042,2023,03,新竹縣,M,0,25~29,1,10004
042,2023,03,新竹縣,M,0,30~34,1,10004
042,2023,03,彰化縣,M,0,40~44,1,10007
042,2023,03,雲林縣,M,0,25~29,1,10009
042,2023,03,雲林縣,M,0,45~49,1,10009
042,2023,03,屏東縣,F,1,35~39,1,10013
042,2023,03,屏東縣,M,0,45~49,1,10013
042,2023,03,屏東縣,M,0,50~54,1,10013
042,2023,03,屏東縣,M,0,70+,1,10013
042,2023,03,台東縣,M,0,25~29,1,10014
042,2023,03,花蓮縣,M,0,45~49,1,10015
042,2023,03,基隆市,M,0,55~59,1,10017
042,2023,03,新竹市,M,0,55~59,1,10018
042,2023,03,台北市,F,0,45~49,1,63000
042,2023,03,台北市,M,0,25~29,1,63000
042,2023,03,台北市,M,0,30~34,4,63000
042,2023,03,台北市,M,0,35~39,8,63000
042,2023,03,台北市,M,0,40~44,1,63000
