確定病名,建檔年份,建檔週別,縣市,鄉鎮,性別,非本國籍,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
010m,2015,25,基隆市,信義區,M,0,50~54,1,10017,10017070
010m,2015,25,基隆市,暖暖區,M,0,70+,1,10017,10017030
010m,2015,25,高雄市,小港區,M,0,50~54,1,64000,64000110
010m,2015,25,新北市,中和區,M,0,50~54,1,65000,65000030
010m,2015,26,雲林縣,口湖鄉,M,0,45~49,1,10009,10009190
010m,2015,26,屏東縣,萬丹鄉,M,0,70+,1,10013,10013050
010m,2015,26,屏東縣,里港鄉,M,0,70+,1,10013,10013090
010m,2015,27,花蓮縣,秀林鄉,M,0,30~34,1,10015,10015110
010m,2015,27,新北市,樹林區,F,0,45~49,1,65000,65000070
010m,2015,27,桃園市,八德區,M,0,60~64,1,68000,68000080
010m,2015,28,苗栗縣,通霄鎮,M,0,55~59,1,10005,10005030
010m,2015,28,新竹市,北區,M,0,70+,1,10018,10018020
010m,2015,28,台北市,萬華區,M,0,70+,1,63000,63000070
010m,2015,28,台北市,萬華區,M,0,70+,1,63000,63000071
010m,2015,28,台北市,萬華區,M,0,70+,1,63000,63000072
010m,2015,29,彰化縣,永靖鄉,M,0,50~54,1,10007,10007160
010m,2015,29,彰化縣,田尾鄉,M,0,70+,1,10007,10007210
010m,2015,29,屏東縣,東港鎮,F,1,35~39,1,10013,10013030
010m,2015,29,新北市,新店區,M,0,55~59,1,65000,65000060
010m,2015,29,台中市,南區,M,0,70+,1,66000,66000030
010m,2015,29,桃園市,中壢區,M,0,30~34,1,68000,68000020
010m,2015,30,花蓮縣,吉安鄉,M,0,50~54,1,10015,10015050
010m,2015,30,桃園市,龜山區,M,0,55~59,1,68000,68000070
010m,2015,31,花蓮縣,秀林鄉,F,0,50~54,1,10015,10015110
010m,2015,31,高雄市,三民區,M,0,60~64,1,64000,64000050
010m,2015,31,高雄市,三民區,M,0,60~64,1,64000,64000051
010m,2015,31,高雄市,三民區,M,0,60~64,1,64000,64000052
010m,2015,31,台中市,大雅區,M,0,55~59,1,66000,66000180
010m,2015,32,屏東縣,林邊鄉,M,0,70+,1,10013,10013190
010m,2015,32,台中市,太平區,M,0,50~54,1,66000,66000270
010m,2015,32,桃園市,桃園區,M,0,45~49,1,68000,68000010
010m,2015,33,雲林縣,斗六市,M,1,20~24,1,10009,10009010
010m,2015,33,雲林縣,東勢鄉,M,0,60~64,1,10009,10009140
010m,2015,33,屏東縣,來義鄉,F,0,70+,1,10013,10013300
010m,2015,33,屏東縣,潮州鎮,M,0,55~59,1,10013,10013020
010m,2015,35,新竹縣,湖口鄉,F,1,30~34,1,10004,10004050
010m,2015,35,高雄市,大寮區,M,1,45~49,1,64000,64000140
010m,2015,35,高雄市,小港區,M,0,50~54,1,64000,64000110
010m,2015,35,桃園市,觀音區,M,1,20~24,1,68000,68000120
010m,2015,36,台北市,士林區,F,0,40~44,1,63000,63000110
010m,2015,37,屏東縣,屏東市,F,0,30~34,1,10013,10013010
010m,2015,37,花蓮縣,秀林鄉,F,0,45~49,1,10015,10015110
010m,2015,37,新北市,板橋區,M,0,40~44,1,65000,65000010
010m,2015,38,高雄市,前鎮區,M,0,40~44,1,64000,64000090
010m,2015,38,台南市,東區,F,0,30~34,1,67000,67000320
010m,2015,39,雲林縣,東勢鄉,M,0,70+,1,10009,10009140
010m,2015,39,桃園市,桃園區,M,0,35~39,1,68000,68000010
010m,2015,40,新北市,樹林區,M,1,35~39,1,65000,65000070
010m,2015,41,宜蘭縣,員山鄉,M,0,55~59,1,10002,10002070
010m,2015,41,屏東縣,屏東市,F,0,70+,1,10013,10013010
010m,2015,41,新北市,中和區,M,0,60~64,1,65000,65000030
010m,2015,41,台南市,新化區,M,0,70+,1,67000,67000180
010m,2015,42,基隆市,安樂區,F,0,60~64,1,10017,10017060
010m,2015,43,彰化縣,埔心鄉,M,0,70+,1,10007,10007150
010m,2015,43,南投縣,南投市,M,0,70+,1,10008,10008010
010m,2015,43,新北市,板橋區,M,0,70+,1,65000,65000010
010m,2015,43,台中市,豐原區,M,0,65~69,1,66000,66000090
010m,2015,43,台南市,東區,F,0,70+,1,67000,67000320
010m,2015,44,基隆市,七堵區,F,0,55~59,1,10017,10017020
010m,2015,45,新北市,永和區,M,1,70+,1,65000,65000040
010m,2015,46,新竹縣,竹東鎮,F,0,40~44,1,10004,10004020
010m,2015,46,南投縣,南投市,M,0,55~59,1,10008,10008010
010m,2015,47,台北市,北投區,M,0,35~39,1,63000,63000120
010m,2015,47,新北市,三重區,M,0,65~69,1,65000,65000020
010m,2015,48,新竹市,北區,M,0,70+,1,10018,10018020
010m,2015,50,台東縣,卑南鄉,M,0,70+,1,10014,10014040
010m,2015,50,台北市,中山區,M,0,45~49,1,63000,63000040
010m,2015,50,新北市,板橋區,M,0,60~64,1,65000,65000010
010m,2015,50,台南市,東區,M,0,70+,1,67000,67000320
010m,2015,51,屏東縣,萬丹鄉,M,0,65~69,1,10013,10013050
010m,2015,52,彰化縣,花壇鄉,M,0,35~39,1,10007,10007080
010m,2016,1,花蓮縣,萬榮鄉,M,0,60~64,1,10015,10015120
010m,2016,1,台北市,北投區,M,1,20~24,1,63000,63000120
010m,2016,1,新北市,新莊區,M,0,70+,1,65000,65000050
010m,2016,1,新北市,板橋區,F,1,25~29,1,65000,65000010
010m,2016,2,台東縣,卑南鄉,M,0,50~54,1,10014,10014040
010m,2016,2,花蓮縣,花蓮市,F,0,60~64,1,10015,10015010
010m,2016,2,台北市,信義區,M,0,65~69,1,63000,63000020
010m,2016,2,台北市,北投區,M,0,70+,1,63000,63000120
010m,2016,3,台北市,大安區,F,0,40~44,1,63000,63000030
010m,2016,3,新北市,新莊區,F,0,35~39,1,65000,65000050
010m,2016,4,基隆市,中正區,M,0,50~54,1,10017,10017010
010m,2016,4,新北市,板橋區,M,0,30~34,1,65000,65000010
010m,2016,4,台南市,北區,F,0,70+,1,67000,67000340
010m,2016,5,彰化縣,員林市,M,0,40~44,1,10007,10007100
010m,2016,5,台中市,太平區,F,0,70+,1,66000,66000270
010m,2016,5,台中市,西屯區,F,0,55~59,1,66000,66000060
010m,2016,7,宜蘭縣,員山鄉,M,0,70+,1,10002,10002070
010m,2016,7,嘉義縣,義竹鄉,M,0,70+,1,10010,10010100
010m,2016,8,高雄市,仁武區,F,0,50~54,1,64000,64000170
010m,2016,8,台中市,太平區,M,0,70+,1,66000,66000270
010m,2016,9,嘉義市,西區,M,0,30~34,1,10020,10020020
010m,2016,9,高雄市,茄萣區,F,1,25~29,1,64000,64000260
010m,2016,9,新北市,中和區,M,0,65~69,1,65000,65000030
010m,2016,10,彰化縣,竹塘鄉,M,0,70+,1,10007,10007250
010m,2016,10,台南市,左鎮區,M,0,70+,1,67000,67000260
010m,2016,10,桃園市,龍潭區,M,0,20~24,1,68000,68000090
010m,2016,11,台東縣,台東市,M,0,55~59,1,10014,10014010
010m,2016,11,高雄市,前鎮區,M,0,65~69,1,64000,64000090
010m,2016,11,高雄市,岡山區,M,0,45~49,1,64000,64000190
010m,2016,11,台中市,潭子區,M,0,45~49,1,66000,66000170
010m,2016,12,屏東縣,長治鄉,F,0,50~54,1,10013,10013060
010m,2016,12,台東縣,台東市,M,0,70+,1,10014,10014010
010m,2016,12,高雄市,鳳山區,M,0,70+,1,64000,64000120
010m,2016,13,高雄市,旗津區,M,0,65~69,1,64000,64000100
010m,2016,13,台南市,後壁區,M,0,70+,1,67000,67000050
010m,2016,13,台南市,麻豆區,M,0,35~39,1,67000,67000070
010m,2016,14,台南市,善化區,M,0,70+,1,67000,67000190
010m,2016,15,新竹縣,五峰鄉,M,0,50~54,1,10004,10004130
010m,2016,15,雲林縣,褒忠鄉,F,0,70+,1,10009,10009150
010m,2016,15,台北市,中山區,F,0,45~49,1,63000,63000040
010m,2016,15,新北市,蘆洲區,M,0,55~59,1,65000,65000140
010m,2016,15,台中市,太平區,F,0,70+,1,66000,66000270
010m,2016,16,苗栗縣,頭份市,M,0,50~54,1,10005,10005050
010m,2016,16,彰化縣,鹿港鎮,M,0,70+,1,10007,10007020
010m,2016,16,台中市,北屯區,M,0,45~49,1,66000,66000080
010m,2016,16,桃園市,平鎮區,M,0,60~64,1,68000,68000100
010m,2016,17,台中市,清水區,M,0,60~64,1,66000,66000120
010m,2016,17,桃園市,中壢區,M,0,55~59,1,68000,68000020
010m,2016,18,彰化縣,鹿港鎮,M,0,70+,1,10007,10007020
010m,2016,20,宜蘭縣,員山鄉,M,0,70+,1,10002,10002070
010m,2016,20,新北市,板橋區,F,0,70+,1,65000,65000010
010m,2016,20,新北市,鶯歌區,M,0,70+,1,65000,65000080
010m,2016,21,苗栗縣,後龍鎮,M,0,45~49,1,10005,10005060
010m,2016,21,高雄市,仁武區,M,0,70+,1,64000,64000170
010m,2016,21,高雄市,湖內區,F,0,60~64,1,64000,64000250
010m,2016,21,新北市,五股區,F,0,45~49,1,65000,65000150
010m,2016,21,新北市,汐止區,M,0,60~64,1,65000,65000110
010m,2016,22,台中市,大里區,M,0,25~29,1,66000,66000280
010m,2016,22,桃園市,蘆竹區,M,1,20~24,1,68000,68000050
010m,2016,23,桃園市,觀音區,M,0,70+,1,68000,68000120
010m,2016,24,彰化縣,溪州鄉,M,0,65~69,1,10007,10007260
010m,2016,24,桃園市,中壢區,F,0,70+,1,68000,68000020
010m,2016,26,苗栗縣,苑裡鎮,M,0,30~34,1,10005,10005020
010m,2016,26,花蓮縣,萬榮鄉,M,0,35~39,1,10015,10015120
010m,2016,27,南投縣,仁愛鄉,M,0,70+,1,10008,10008130
010m,2016,27,雲林縣,莿桐鄉,F,0,70+,1,10009,10009090
010m,2016,27,台北市,北投區,M,0,65~69,1,63000,63000120
010m,2016,27,台中市,西屯區,M,0,70+,1,66000,66000060
010m,2016,28,高雄市,大寮區,F,0,65~69,1,64000,64000140
010m,2016,28,新北市,坪林區,M,0,65~69,1,65000,65000200
010m,2016,28,台中市,北區,M,0,50~54,1,66000,66000050
010m,2016,30,苗栗縣,竹南鎮,M,0,40~44,1,10005,10005040
010m,2016,30,台北市,大安區,M,0,70+,1,63000,63000030
010m,2016,31,南投縣,埔里鎮,F,0,50~54,1,10008,10008020
010m,2016,31,高雄市,六龜區,M,0,70+,1,64000,64000320
010m,2016,32,台北市,文山區,F,0,70+,1,63000,63000080
010m,2016,32,台北市,文山區,F,0,70+,1,63000,63000081
010m,2016,32,台北市,文山區,F,0,70+,1,63000,63000082
010m,2016,32,新北市,中和區,M,0,65~69,1,65000,65000030
010m,2016,32,台中市,北屯區,M,0,25~29,1,66000,66000080
010m,2016,32,台中市,烏日區,M,0,65~69,1,66000,66000230
010m,2016,32,台中市,西屯區,M,0,30~34,1,66000,66000060
010m,2016,33,台南市,佳里區,M,0,70+,1,67000,67000120
010m,2016,34,宜蘭縣,大同鄉,F,0,70+,1,10002,10002110
010m,2016,34,花蓮縣,玉里鎮,M,0,30~34,1,10015,10015030
010m,2016,34,台北市,信義區,M,0,60~64,1,63000,63000020
010m,2016,34,新北市,泰山區,M,0,65~69,1,65000,65000160
010m,2016,34,台中市,北區,M,0,50~54,1,66000,66000050
010m,2016,35,新北市,永和區,F,0,20~24,1,65000,65000040
010m,2016,38,台北市,中山區,M,0,70+,1,63000,63000040
010m,2016,39,雲林縣,西螺鎮,M,0,55~59,1,10009,10009040
010m,2016,39,新北市,新店區,M,0,65~69,1,65000,65000060
010m,2016,39,新北市,樹林區,F,0,60~64,1,65000,65000070
010m,2016,39,台南市,東區,M,0,70+,1,67000,67000320
010m,2016,40,台南市,仁德區,M,0,40~44,1,67000,67000270
010m,2016,42,彰化縣,大村鄉,M,0,70+,1,10007,10007130
010m,2016,42,雲林縣,北港鎮,F,0,50~54,1,10009,10009060
010m,2016,42,台北市,大安區,M,0,70+,1,63000,63000030
010m,2016,42,桃園市,平鎮區,M,0,70+,1,68000,68000100
010m,2016,43,屏東縣,恆春鎮,M,0,55~59,1,10013,10013040
010m,2016,43,新北市,新莊區,M,0,65~69,1,65000,65000050
010m,2016,43,新北市,鶯歌區,M,0,65~69,1,65000,65000080
010m,2016,44,屏東縣,高樹鄉,M,0,65~69,1,10013,10013110
010m,2016,45,新竹市,北區,M,0,70+,1,10018,10018020
010m,2016,45,高雄市,大樹區,M,0,40~44,1,64000,64000150
010m,2016,45,新北市,永和區,M,0,60~64,1,65000,65000040
010m,2016,45,台中市,新社區,M,0,70+,1,66000,66000190
010m,2016,46,桃園市,中壢區,M,0,25~29,1,68000,68000020
010m,2016,47,台北市,中正區,M,0,60~64,1,63000,63000050
010m,2016,47,新北市,三峽區,M,1,55~59,1,65000,65000090
010m,2016,47,桃園市,桃園區,M,0,35~39,1,68000,68000010
010m,2016,48,基隆市,仁愛區,M,0,60~64,1,10017,10017040
010m,2016,49,高雄市,三民區,M,0,70+,1,64000,64000050
010m,2016,49,高雄市,三民區,M,0,70+,1,64000,64000051
010m,2016,49,高雄市,三民區,M,0,70+,1,64000,64000052
010m,2016,49,新北市,汐止區,M,0,70+,1,65000,65000110
010m,2016,50,宜蘭縣,員山鄉,M,0,70+,1,10002,10002070
010m,2016,51,高雄市,前鎮區,M,0,55~59,1,64000,64000090
010m,2016,52,嘉義市,西區,M,0,65~69,1,10020,10020020
010m,2016,52,高雄市,大樹區,M,0,55~59,1,64000,64000150
010m,2016,52,台中市,潭子區,F,0,55~59,1,66000,66000170
010m,2017,1,新北市,汐止區,M,0,45~49,1,65000,65000110
010m,2017,3,嘉義縣,水上鄉,F,0,70+,1,10010,10010120
010m,2017,3,新北市,樹林區,M,0,45~49,1,65000,65000070
010m,2017,6,新北市,平溪區,M,0,45~49,1,65000,65000240
010m,2017,7,高雄市,左營區,M,0,70+,1,64000,64000030
010m,2017,7,高雄市,林園區,F,0,70+,1,64000,64000130
010m,2017,7,高雄市,苓雅區,M,0,60~64,1,64000,64000080
010m,2017,7,台中市,太平區,M,1,30~34,1,66000,66000270
010m,2017,8,新北市,蘆洲區,M,0,60~64,1,65000,65000140
010m,2017,8,桃園市,新屋區,F,0,30~34,1,68000,68000110
010m,2017,9,新北市,板橋區,M,0,35~39,1,65000,65000010
010m,2017,10,屏東縣,里港鄉,M,0,55~59,1,10013,10013090
010m,2017,10,花蓮縣,萬榮鄉,M,0,55~59,1,10015,10015120
010m,2017,10,新北市,中和區,M,0,70+,1,65000,65000030
010m,2017,10,台中市,北區,M,0,70+,1,66000,66000050
010m,2017,11,新竹縣,竹北市,M,0,50~54,1,10004,10004010
010m,2017,11,彰化縣,秀水鄉,M,0,70+,1,10007,10007070
010m,2017,12,嘉義縣,義竹鄉,M,0,70+,1,10010,10010100
010m,2017,13,屏東縣,東港鎮,M,0,65~69,1,10013,10013030
010m,2017,13,台北市,內湖區,F,0,70+,1,63000,63000100
010m,2017,13,高雄市,左營區,M,0,70+,1,64000,64000030
010m,2017,13,桃園市,中壢區,M,0,65~69,1,68000,68000020
010m,2017,14,新北市,泰山區,M,0,50~54,1,65000,65000160
010m,2017,16,花蓮縣,秀林鄉,M,0,35~39,1,10015,10015110
010m,2017,16,新北市,板橋區,F,0,50~54,1,65000,65000010
010m,2017,16,新北市,永和區,F,0,35~39,1,65000,65000040
010m,2017,18,屏東縣,高樹鄉,F,0,70+,1,10013,10013110
010m,2017,18,花蓮縣,花蓮市,M,0,55~59,1,10015,10015010
010m,2017,18,新北市,板橋區,M,0,65~69,1,65000,65000010
010m,2017,19,彰化縣,和美鎮,M,0,35~39,1,10007,10007030
010m,2017,19,新北市,樹林區,F,0,40~44,1,65000,65000070
010m,2017,19,台南市,將軍區,F,0,45~49,1,67000,67000160
010m,2017,20,屏東縣,屏東市,M,0,70+,1,10013,10013010
010m,2017,21,嘉義縣,梅山鄉,M,0,70+,1,10010,10010150
010m,2017,21,花蓮縣,吉安鄉,M,0,40~44,1,10015,10015050
010m,2017,23,高雄市,苓雅區,M,0,50~54,1,64000,64000080
010m,2017,23,新北市,五股區,F,0,55~59,1,65000,65000150
010m,2017,24,新北市,蘆洲區,M,0,70+,1,65000,65000140
010m,2017,24,桃園市,平鎮區,M,0,40~44,1,68000,68000100
010m,2017,25,新北市,蘆洲區,M,0,50~54,1,65000,65000140
010m,2017,26,嘉義縣,民雄鄉,F,1,25~29,1,10010,10010050
010m,2017,26,花蓮縣,吉安鄉,M,0,45~49,1,10015,10015050
010m,2017,26,台北市,中正區,F,0,50~54,1,63000,63000050
010m,2017,27,屏東縣,佳冬鄉,F,0,60~64,1,10013,10013210
010m,2017,27,高雄市,林園區,M,0,45~49,1,64000,64000130
010m,2017,27,新北市,林口區,F,0,25~29,1,65000,65000170
010m,2017,27,台中市,豐原區,M,0,70+,1,66000,66000090
010m,2017,28,嘉義縣,義竹鄉,M,0,50~54,1,10010,10010100
010m,2017,28,台南市,永康區,F,1,20~24,1,67000,67000310
010m,2017,29,花蓮縣,瑞穗鄉,M,0,50~54,1,10015,10015090
010m,2017,29,桃園市,龜山區,M,0,35~39,1,68000,68000070
010m,2017,30,苗栗縣,苗栗市,M,0,50~54,1,10005,10005010
010m,2017,30,新北市,新莊區,F,0,70+,1,65000,65000050
010m,2017,30,台中市,北屯區,M,0,25~29,1,66000,66000080
010m,2017,32,高雄市,苓雅區,M,0,35~39,1,64000,64000080
010m,2017,32,新北市,板橋區,M,0,60~64,1,65000,65000010
010m,2017,32,新北市,汐止區,M,0,55~59,1,65000,65000110
010m,2017,32,台南市,關廟區,F,0,70+,1,67000,67000290
010m,2017,32,桃園市,龜山區,M,0,50~54,1,68000,68000070
010m,2017,33,屏東縣,瑪家鄉,F,0,70+,1,10013,10013280
010m,2017,33,基隆市,仁愛區,F,0,30~34,1,10017,10017040
010m,2017,33,台北市,文山區,M,0,70+,1,63000,63000080
010m,2017,33,台北市,文山區,M,0,70+,1,63000,63000081
010m,2017,33,台北市,文山區,M,0,70+,1,63000,63000082
010m,2017,33,台中市,北屯區,F,0,65~69,1,66000,66000080
010m,2017,34,高雄市,三民區,M,0,70+,1,64000,64000050
010m,2017,34,高雄市,三民區,M,0,70+,1,64000,64000051
010m,2017,34,高雄市,三民區,M,0,70+,1,64000,64000052
010m,2017,34,台南市,東區,M,0,35~39,1,67000,67000320
010m,2017,35,花蓮縣,吉安鄉,M,0,40~44,1,10015,10015050
010m,2017,35,嘉義市,東區,M,0,55~59,1,10020,10020010
010m,2017,35,新北市,新莊區,M,0,60~64,1,65000,65000050
010m,2017,35,台中市,外埔區,F,0,70+,1,66000,66000210
010m,2017,35,台中市,太平區,F,0,70+,1,66000,66000270
010m,2017,35,台南市,仁德區,F,0,70+,1,67000,67000270
010m,2017,35,台南市,永康區,M,1,35~39,1,67000,67000310
010m,2017,35,台南市,永康區,M,0,45~49,1,67000,67000310
010m,2017,35,桃園市,龜山區,M,0,45~49,1,68000,68000070
010m,2017,36,苗栗縣,通霄鎮,F,0,55~59,1,10005,10005030
010m,2017,36,台南市,新營區,M,1,25~29,1,67000,67000010
010m,2017,37,嘉義縣,義竹鄉,F,0,45~49,1,10010,10010100
010m,2017,37,屏東縣,恆春鎮,M,0,55~59,1,10013,10013040
010m,2017,37,台中市,大雅區,M,0,65~69,1,66000,66000180
010m,2017,37,桃園市,蘆竹區,F,0,45~49,1,68000,68000050
010m,2017,38,新北市,三峽區,M,0,65~69,1,65000,65000090
010m,2017,38,台南市,新營區,M,0,70+,1,67000,67000010
010m,2017,38,桃園市,桃園區,M,0,70+,1,68000,68000010
010m,2017,39,雲林縣,東勢鄉,M,0,60~64,1,10009,10009140
010m,2017,39,花蓮縣,壽豐鄉,M,0,60~64,1,10015,10015060
010m,2017,39,高雄市,路竹區,M,0,55~59,1,64000,64000240
010m,2017,39,新北市,板橋區,M,0,60~64,1,65000,65000010
010m,2017,40,南投縣,埔里鎮,M,0,30~34,1,10008,10008020
010m,2017,40,高雄市,鳳山區,F,1,30~34,1,64000,64000120
010m,2017,41,雲林縣,土庫鎮,M,0,65~69,1,10009,10009050
010m,2017,41,新竹市,北區,F,0,70+,1,10018,10018020
010m,2017,43,雲林縣,大埤鄉,F,0,70+,1,10009,10009080
010m,2017,43,桃園市,桃園區,M,0,70+,1,68000,68000010
010m,2017,44,台中市,太平區,M,0,45~49,1,66000,66000270
010m,2017,46,台中市,南屯區,M,0,55~59,1,66000,66000070
010m,2017,47,高雄市,三民區,M,0,70+,1,64000,64000050
010m,2017,47,高雄市,三民區,M,0,70+,1,64000,64000051
010m,2017,47,高雄市,三民區,M,0,70+,1,64000,64000052
010m,2017,47,新北市,土城區,M,0,60~64,1,65000,65000130
010m,2017,48,嘉義縣,竹崎鄉,M,0,70+,1,10010,10010140
010m,2017,48,基隆市,七堵區,M,0,70+,1,10017,10017020
010m,2017,48,新北市,三峽區,F,0,40~44,1,65000,65000090
010m,2017,48,新北市,蘆洲區,F,1,30~34,1,65000,65000140
010m,2017,48,台南市,白河區,M,0,70+,1,67000,67000030
010m,2017,49,花蓮縣,秀林鄉,F,0,50~54,1,10015,10015110
010m,2017,49,台北市,大同區,M,0,70+,1,63000,63000060
010m,2017,49,高雄市,鼓山區,M,0,50~54,1,64000,64000020
010m,2017,49,新北市,淡水區,M,0,20~24,1,65000,65000100
010m,2017,50,雲林縣,褒忠鄉,M,0,50~54,1,10009,10009150
010m,2017,51,新北市,三峽區,M,0,55~59,1,65000,65000090
010m,2017,51,新北市,板橋區,M,0,35~39,1,65000,65000010
010m,2017,52,台中市,外埔區,F,0,25~29,1,66000,66000210
010m,2018,1,高雄市,小港區,F,1,25~29,1,64000,64000110
010m,2018,2,高雄市,湖內區,M,0,70+,1,64000,64000250
010m,2018,2,桃園市,桃園區,M,0,50~54,1,68000,68000010
010m,2018,3,花蓮縣,玉里鎮,F,0,70+,1,10015,10015030
010m,2018,4,屏東縣,恆春鎮,M,0,45~49,1,10013,10013040
010m,2018,4,花蓮縣,壽豐鄉,M,0,70+,1,10015,10015060
010m,2018,4,台北市,信義區,M,0,70+,1,63000,63000020
010m,2018,4,新北市,蘆洲區,M,0,35~39,1,65000,65000140
010m,2018,4,新北市,蘆洲區,M,0,60~64,1,65000,65000140
010m,2018,4,台中市,中區,M,0,60~64,1,66000,66000010
010m,2018,5,宜蘭縣,羅東鎮,M,0,55~59,1,10002,10002020
010m,2018,5,彰化縣,彰化市,F,0,70+,1,10007,10007010
010m,2018,6,新北市,三重區,M,0,60~64,1,65000,65000020
010m,2018,6,台南市,安平區,M,0,50~54,1,67000,67000360
010m,2018,7,高雄市,三民區,M,0,65~69,1,64000,64000050
010m,2018,7,高雄市,三民區,M,0,65~69,1,64000,64000051
010m,2018,7,高雄市,三民區,M,0,65~69,1,64000,64000052
010m,2018,7,台中市,豐原區,M,0,30~34,1,66000,66000090
010m,2018,8,彰化縣,二林鎮,M,0,70+,1,10007,10007200
010m,2018,9,高雄市,那瑪夏區,M,0,55~59,1,64000,64000380
010m,2018,10,屏東縣,竹田鄉,M,0,50~54,1,10013,10013140
010m,2018,10,花蓮縣,吉安鄉,M,0,20~24,1,10015,10015050
010m,2018,10,台南市,柳營區,M,0,65~69,1,67000,67000040
010m,2018,10,桃園市,八德區,F,1,35~39,1,68000,68000080
010m,2018,10,桃園市,龜山區,M,0,55~59,1,68000,68000070
010m,2018,11,基隆市,仁愛區,M,0,45~49,1,10017,10017040
010m,2018,12,基隆市,信義區,M,0,15~19,1,10017,10017070
010m,2018,12,高雄市,橋頭區,M,0,15~19,1,64000,64000200
010m,2018,12,新北市,蘆洲區,M,0,70+,1,65000,65000140
010m,2018,13,嘉義縣,太保市,M,0,65~69,1,10010,10010010
010m,2018,13,台北市,中正區,M,0,70+,1,63000,63000050
010m,2018,13,台中市,大里區,M,0,70+,1,66000,66000280
010m,2018,13,台南市,安南區,M,0,70+,1,67000,67000350
010m,2018,13,台南市,安平區,F,0,55~59,1,67000,67000360
010m,2018,14,新北市,三重區,M,0,65~69,1,65000,65000020
010m,2018,14,新北市,新莊區,M,0,35~39,1,65000,65000050
010m,2018,15,花蓮縣,萬榮鄉,M,0,70+,1,10015,10015120
010m,2018,15,新北市,樹林區,M,0,35~39,1,65000,65000070
010m,2018,16,新竹縣,竹北市,M,0,70+,1,10004,10004010
010m,2018,16,高雄市,楠梓區,F,0,35~39,1,64000,64000040
010m,2018,17,南投縣,國姓鄉,F,0,70+,1,10008,10008100
010m,2018,17,花蓮縣,萬榮鄉,M,0,70+,1,10015,10015120
010m,2018,17,新竹市,東區,M,0,70+,1,10018,10018010
010m,2018,19,屏東縣,恆春鎮,M,0,60~64,1,10013,10013040
010m,2018,19,屏東縣,瑪家鄉,M,0,35~39,1,10013,10013280
010m,2018,19,台中市,太平區,M,0,70+,1,66000,66000270
010m,2018,20,新北市,板橋區,F,0,70+,1,65000,65000010
010m,2018,20,桃園市,龍潭區,M,0,70+,1,68000,68000090
010m,2018,21,花蓮縣,新城鄉,F,0,35~39,1,10015,10015040
010m,2018,21,新北市,中和區,M,0,70+,1,65000,65000030
010m,2018,22,新北市,土城區,F,0,55~59,1,65000,65000130
010m,2018,22,桃園市,蘆竹區,F,0,70+,1,68000,68000050
010m,2018,23,南投縣,仁愛鄉,M,0,60~64,1,10008,10008130
010m,2018,23,台東縣,長濱鄉,M,0,45~49,1,10014,10014080
010m,2018,24,桃園市,桃園區,F,0,70+,1,68000,68000010
010m,2018,25,台中市,南區,M,0,55~59,1,66000,66000030
010m,2018,26,台北市,文山區,M,0,60~64,1,63000,63000080
010m,2018,26,台北市,文山區,M,0,60~64,1,63000,63000081
010m,2018,26,台北市,文山區,M,0,60~64,1,63000,63000082
010m,2018,27,嘉義縣,太保市,M,0,50~54,1,10010,10010010
010m,2018,27,高雄市,前鎮區,M,0,40~44,1,64000,64000090
010m,2018,27,新北市,中和區,M,0,70+,1,65000,65000030
010m,2018,27,新北市,板橋區,M,0,55~59,1,65000,65000010
010m,2018,27,桃園市,中壢區,M,0,60~64,1,68000,68000020
010m,2018,27,桃園市,觀音區,F,0,35~39,1,68000,68000120
010m,2018,28,台中市,豐原區,F,0,55~59,1,66000,66000090
010m,2018,28,台南市,仁德區,M,0,55~59,1,67000,67000270
010m,2018,28,桃園市,龜山區,M,0,50~54,1,68000,68000070
010m,2018,29,高雄市,大寮區,M,0,60~64,1,64000,64000140
010m,2018,29,新北市,新店區,M,0,50~54,1,65000,65000060
010m,2018,29,新北市,深坑區,M,0,60~64,1,65000,65000180
010m,2018,30,高雄市,大寮區,M,0,65~69,1,64000,64000140
010m,2018,30,新北市,新莊區,M,0,15~19,1,65000,65000050
010m,2018,30,桃園市,大溪區,F,0,50~54,1,68000,68000030
010m,2018,30,桃園市,桃園區,F,1,20~24,1,68000,68000010
010m,2018,31,彰化縣,員林市,M,0,30~34,1,10007,10007100
010m,2018,31,基隆市,中正區,M,0,15~19,1,10017,10017010
010m,2018,31,台北市,文山區,M,0,60~64,1,63000,63000080
010m,2018,31,台北市,文山區,M,0,60~64,1,63000,63000081
010m,2018,31,台北市,文山區,M,0,60~64,1,63000,63000082
010m,2018,31,台南市,安南區,M,1,25~29,1,67000,67000350
010m,2018,31,桃園市,龜山區,M,0,70+,1,68000,68000070
010m,2018,32,台南市,東區,M,0,45~49,1,67000,67000320
010m,2018,33,彰化縣,和美鎮,F,1,30~34,1,10007,10007030
010m,2018,33,花蓮縣,萬榮鄉,M,0,50~54,1,10015,10015120
010m,2018,33,新北市,板橋區,F,1,30~34,1,65000,65000010
010m,2018,34,宜蘭縣,南澳鄉,M,0,60~64,1,10002,10002120
010m,2018,34,新北市,雙溪區,M,0,60~64,1,65000,65000250
010m,2018,36,嘉義縣,民雄鄉,M,0,55~59,1,10010,10010050
010m,2018,36,嘉義縣,鹿草鄉,F,0,70+,1,10010,10010110
