"死亡年份","死亡月份","縣市別","性別","死亡年齡分組","個案數"
"2019","10","桃園市","M","25-34",1
"2019","10","桃園市","M","35-44",2
"2019","10","桃園市","M","45-54",3
"2019","10","桃園市","M","65以上",1
"2019","10","高雄市","M","25-34",3
"2019","10","高雄市","M","35-44",1
"2019","10","高雄市","M","45-54",3
"2019","10","高雄市","M","55-64",1
"2019","10","基隆市","M","35-44",1
"2019","10","基隆市","M","45-54",1
"2019","10","雲林縣","M","45-54",1
"2019","10","新北市","M","25-34",1
"2019","10","新北市","M","45-54",2
"2019","10","彰化縣","M","35-44",1
"2019","11","台中市","M","55-64",2
"2019","11","台北市","F","35-44",1
"2019","11","台北市","F","45-54",1
"2019","11","台北市","M","25-34",1
"2019","11","台北市","M","35-44",4
"2019","11","台北市","M","45-54",2
"2019","11","台東縣","M","35-44",1
"2019","11","台南市","M","35-44",1
"2019","11","花蓮縣","M","35-44",1
"2019","11","桃園市","M","55-64",1
"2019","11","高雄市","M","25-34",2
"2019","11","高雄市","M","45-54",4
"2019","11","高雄市","M","55-64",1
"2019","11","基隆市","F","45-54",1
"2019","11","基隆市","M","35-44",1
"2019","11","新北市","F","35-44",2
"2019","11","新北市","M","35-44",1
"2019","11","新北市","M","45-54",4
"2019","11","新竹市","M","55-64",1
"2019","11","彰化縣","M","55-64",1
"2019","12","台中市","M","35-44",2
"2019","12","台中市","M","45-54",1
"2019","12","台北市","F","65以上",1
"2019","12","台北市","M","25-34",1
"2019","12","台北市","M","35-44",1
"2019","12","台北市","M","45-54",1
"2019","12","台北市","M","65以上",1
"2019","12","台南市","M","25-34",1
"2019","12","台南市","M","45-54",1
"2019","12","南投縣","M","15-24",1
"2019","12","桃園市","M","45-54",2
"2019","12","高雄市","M","45-54",1
"2019","12","高雄市","M","55-64",1
"2019","12","高雄市","M","65以上",1
"2019","12","雲林縣","M","35-44",1
"2019","12","新北市","F","45-54",1
"2019","12","新北市","M","55-64",1
"2019","12","新竹市","M","45-54",1
"2019","12","嘉義市","M","15-24",1
"2019","12","嘉義市","M","35-44",1
"2019","12","彰化縣","M","55-64",1
"2019","12","彰化縣","M","65以上",1
"2020","01","台中市","M","25-34",3
"2020","01","台中市","M","45-54",2
"2020","01","台北市","M","25-34",1
"2020","01","台北市","M","35-44",1
"2020","01","台北市","M","45-54",1
"2020","01","台北市","M","55-64",2
"2020","01","台北市","M","65以上",1
"2020","01","台南市","M","25-34",1
"2020","01","台南市","M","35-44",2
"2020","01","台南市","M","55-64",1
"2020","01","台南市","M","65以上",1
"2020","01","南投縣","M","45-54",1
"2020","01","南投縣","M","65以上",1
"2020","01","屏東縣","M","45-54",2
"2020","01","屏東縣","M","55-64",1
"2020","01","桃園市","F","45-54",1
"2020","01","桃園市","M","35-44",1
"2020","01","桃園市","M","55-64",1
"2020","01","高雄市","M","25-34",1
"2020","01","高雄市","M","45-54",1
"2020","01","高雄市","M","55-64",2
"2020","01","高雄市","M","65以上",1
"2020","01","雲林縣","M","35-44",1
"2020","01","雲林縣","M","55-64",1
"2020","01","新北市","F","25-34",1
"2020","01","新北市","M","25-34",1
"2020","01","新北市","M","45-54",3
"2020","01","新竹市","M","35-44",1
"2020","01","新竹市","M","55-64",1
"2020","01","新竹市","M","65以上",1
"2020","01","新竹縣","M","25-34",1
"2020","01","彰化縣","M","55-64",1
"2020","02","台中市","M","25-34",1
"2020","02","台中市","M","55-64",1
"2020","02","台北市","F","35-44",1
"2020","02","台北市","M","25-34",2
"2020","02","台北市","M","45-54",3
"2020","02","台北市","M","55-64",2
"2020","02","台南市","M","35-44",1
"2020","02","台南市","M","45-54",2
"2020","02","台南市","M","55-64",1
"2020","02","花蓮縣","M","35-44",1
"2020","02","南投縣","M","45-54",1
"2020","02","桃園市","F","35-44",1
"2020","02","桃園市","M","35-44",1
"2020","02","桃園市","M","45-54",1
"2020","02","高雄市","F","65以上",1
"2020","02","高雄市","M","35-44",1
"2020","02","高雄市","M","45-54",2
"2020","02","高雄市","M","55-64",1
"2020","02","基隆市","M","35-44",1
"2020","02","基隆市","M","55-64",1
"2020","02","雲林縣","M","35-44",1
"2020","02","新北市","M","35-44",1
"2020","02","新北市","M","45-54",2
"2020","02","新北市","M","65以上",1
"2020","02","新竹市","M","45-54",2
"2020","02","嘉義縣","M","45-54",1
"2020","03","台中市","M","25-34",1
"2020","03","台中市","M","35-44",1
"2020","03","台中市","M","45-54",2
"2020","03","台中市","M","55-64",1
"2020","03","台北市","F","35-44",1
"2020","03","台北市","M","25-34",1
"2020","03","台北市","M","35-44",1
"2020","03","台北市","M","55-64",1
"2020","03","台南市","M","25-34",1
"2020","03","台南市","M","45-54",1
"2020","03","台南市","M","65以上",1
"2020","03","南投縣","M","45-54",1
"2020","03","南投縣","M","55-64",1
"2020","03","屏東縣","F","35-44",1
"2020","03","屏東縣","M","45-54",2
"2020","03","桃園市","M","35-44",1
"2020","03","桃園市","M","45-54",1
"2020","03","桃園市","M","55-64",1
"2020","03","高雄市","F","35-44",1
"2020","03","高雄市","M","35-44",1
"2020","03","高雄市","M","45-54",2
"2020","03","雲林縣","M","35-44",3
"2020","03","新竹市","M","35-44",1
"2020","03","嘉義市","M","55-64",1
"2020","03","彰化縣","M","35-44",1
"2020","04","台中市","M","25-34",3
"2020","04","台中市","M","35-44",3
"2020","04","台中市","M","45-54",1
"2020","04","台中市","M","55-64",2
"2020","04","台北市","M","35-44",4
"2020","04","台北市","M","55-64",1
"2020","04","台北市","M","65以上",1
"2020","04","台東縣","M","65以上",1
"2020","04","台南市","M","35-44",1
"2020","04","台南市","M","55-64",1
"2020","04","南投縣","M","45-54",1
"2020","04","桃園市","F","35-44",1
"2020","04","桃園市","F","45-54",1
"2020","04","桃園市","M","35-44",1
"2020","04","高雄市","M","15-24",2
"2020","04","高雄市","M","35-44",2
"2020","04","高雄市","M","45-54",1
"2020","04","雲林縣","M","35-44",1
"2020","04","雲林縣","M","45-54",1
"2020","04","新北市","M","55-64",1
"2020","04","新竹市","M","25-34",1
"2020","05","台中市","F","65以上",1
"2020","05","台中市","M","25-34",1
"2020","05","台中市","M","35-44",1
"2020","05","台中市","M","45-54",3
"2020","05","台北市","M","25-34",2
"2020","05","台北市","M","45-54",3
"2020","05","台北市","M","55-64",1
"2020","05","台北市","M","65以上",1
"2020","05","南投縣","M","45-54",1
"2020","05","高雄市","F","55-64",2
"2020","05","高雄市","M","35-44",3
"2020","05","高雄市","M","45-54",1
"2020","05","雲林縣","M","45-54",1
"2020","05","新北市","M","35-44",2
"2020","05","新竹縣","M","35-44",1
"2020","05","彰化縣","M","35-44",1
"2020","05","彰化縣","M","45-54",1
"2020","05","彰化縣","M","55-64",1
"2020","06","台中市","M","25-34",2
"2020","06","台中市","M","35-44",1
"2020","06","台中市","M","65以上",1
"2020","06","台北市","M","45-54",1
"2020","06","台北市","M","55-64",1
"2020","06","台北市","M","65以上",1
"2020","06","台南市","M","35-44",1
"2020","06","桃園市","M","15-24",1
"2020","06","桃園市","M","35-44",1
"2020","06","桃園市","M","55-64",1
"2020","06","桃園市","M","65以上",1
"2020","06","高雄市","M","25-34",1
"2020","06","高雄市","M","35-44",5
"2020","06","高雄市","M","55-64",2
"2020","06","基隆市","M","45-54",1
"2020","06","雲林縣","M","35-44",1
"2020","06","新北市","M","35-44",1
"2020","06","嘉義市","M","35-44",1
"2020","06","嘉義縣","M","55-64",1
"2020","06","彰化縣","M","15-24",1
"2020","07","台中市","M","25-34",1
"2020","07","台中市","M","35-44",1
"2020","07","台中市","M","45-54",3
"2020","07","台中市","M","55-64",1
"2020","07","台北市","M","25-34",1
"2020","07","台北市","M","45-54",2
"2020","07","台北市","M","55-64",3
"2020","07","台北市","M","65以上",1
"2020","07","台東縣","F","35-44",1
"2020","07","台南市","M","25-34",1
"2020","07","台南市","M","55-64",1
"2020","07","南投縣","F","35-44",1
"2020","07","屏東縣","M","35-44",1
"2020","07","屏東縣","M","45-54",1
"2020","07","苗栗縣","M","55-64",1
"2020","07","桃園市","M","25-34",2
"2020","07","桃園市","M","35-44",1
"2020","07","桃園市","M","45-54",1
"2020","07","高雄市","M","35-44",2
"2020","07","高雄市","M","65以上",1
"2020","07","雲林縣","F","45-54",1
"2020","07","雲林縣","M","35-44",1
"2020","07","新北市","M","35-44",1
"2020","07","新竹市","M","25-34",1
"2020","07","嘉義市","M","35-44",1
"2020","08","台中市","F","25-34",1
"2020","08","台中市","M","25-34",3
"2020","08","台中市","M","35-44",2
"2020","08","台中市","M","45-54",4
"2020","08","台中市","M","55-64",1
"2020","08","台北市","F","35-44",1
"2020","08","台北市","F","45-54",1
"2020","08","台北市","M","25-34",2
"2020","08","台北市","M","35-44",1
"2020","08","宜蘭縣","M","55-64",1
"2020","08","宜蘭縣","M","65以上",1
"2020","08","花蓮縣","M","15-24",1
"2020","08","南投縣","M","35-44",1
"2020","08","屏東縣","M","35-44",1
"2020","08","苗栗縣","M","45-54",1
"2020","08","桃園市","F","55-64",1
"2020","08","桃園市","M","45-54",3
"2020","08","高雄市","M","35-44",2
"2020","08","高雄市","M","45-54",4
"2020","08","高雄市","M","55-64",1
"2020","08","基隆市","M","55-64",1
"2020","08","新北市","M","35-44",1
"2020","08","新北市","M","45-54",1
"2020","08","新北市","M","65以上",1
"2020","08","嘉義市","M","35-44",1
"2020","08","嘉義縣","M","55-64",1
"2020","08","彰化縣","M","45-54",1
"2020","08","彰化縣","M","55-64",2
"2020","09","台中市","F","65以上",1
"2020","09","台中市","M","25-34",2
"2020","09","台中市","M","55-64",1
"2020","09","台北市","F","65以上",1
"2020","09","台北市","M","25-34",2
"2020","09","台北市","M","45-54",2
"2020","09","台北市","M","65以上",1
"2020","09","台南市","M","25-34",1
"2020","09","台南市","M","35-44",1
"2020","09","台南市","M","45-54",1
"2020","09","花蓮縣","M","25-34",1
"2020","09","屏東縣","M","45-54",1
"2020","09","屏東縣","M","55-64",1
"2020","09","桃園市","M","25-34",1
"2020","09","桃園市","M","35-44",1
"2020","09","桃園市","M","45-54",2
"2020","09","桃園市","M","65以上",1
"2020","09","高雄市","M","25-34",2
"2020","09","高雄市","M","35-44",2
"2020","09","高雄市","M","45-54",2
"2020","09","高雄市","M","55-64",1
"2020","09","雲林縣","M","35-44",1
"2020","09","雲林縣","M","45-54",1
"2020","09","新竹縣","M","35-44",1
"2020","09","嘉義縣","M","35-44",1
"2020","10","台中市","M","35-44",1
"2020","10","台北市","M","25-34",1
"2020","10","台北市","M","35-44",3
"2020","10","台北市","M","45-54",2
"2020","10","台北市","M","55-64",4
"2020","10","台北市","M","65以上",1
"2020","10","南投縣","M","45-54",1
"2020","10","桃園市","M","45-54",2
"2020","10","桃園市","M","65以上",1
"2020","10","高雄市","M","25-34",2
"2020","10","高雄市","M","35-44",1
"2020","10","高雄市","M","45-54",1
"2020","10","雲林縣","M","55-64",1
"2020","10","新北市","M","35-44",1
"2020","10","新北市","M","45-54",1
"2020","10","新北市","M","65以上",2
"2020","10","彰化縣","M","35-44",1
"2020","10","彰化縣","M","55-64",1
"2020","11","台中市","M","45-54",1
"2020","11","台北市","M","25-34",1
"2020","11","台北市","M","45-54",2
"2020","11","台北市","M","65以上",1
"2020","11","台南市","M","45-54",1
"2020","11","台南市","M","55-64",1
"2020","11","南投縣","M","25-34",1
"2020","11","屏東縣","M","45-54",1
"2020","11","桃園市","F","35-44",1
"2020","11","桃園市","M","35-44",1
"2020","11","高雄市","M","45-54",6
"2020","11","高雄市","M","55-64",1
"2020","11","雲林縣","M","45-54",1
"2020","11","新北市","M","55-64",1
"2020","11","新竹市","M","45-54",1
"2020","11","彰化縣","M","35-44",1
"2020","12","台中市","M","25-34",1
"2020","12","台中市","M","35-44",2
"2020","12","台中市","M","45-54",1
"2020","12","台北市","M","45-54",1
"2020","12","台南市","M","25-34",1
"2020","12","台南市","M","35-44",1
"2020","12","台南市","M","55-64",2
"2020","12","南投縣","M","45-54",1
"2020","12","苗栗縣","M","55-64",1
"2020","12","桃園市","M","35-44",1
"2020","12","桃園市","M","45-54",2
"2020","12","桃園市","M","55-64",1
"2020","12","高雄市","M","45-54",2
"2020","12","基隆市","M","45-54",1
"2020","12","雲林縣","M","45-54",2
"2020","12","新北市","M","45-54",1
"2020","12","嘉義市","M","45-54",1
"2020","12","彰化縣","F","65以上",1
"2020","12","彰化縣","M","35-44",1
"2021","01","台中市","M","25-34",1
"2021","01","台北市","M","35-44",3
"2021","01","台北市","M","45-54",3
"2021","01","台北市","M","65以上",2
"2021","01","台南市","F","65以上",1
"2021","01","南投縣","M","45-54",1
"2021","01","南投縣","M","55-64",1
"2021","01","桃園市","M","45-54",4
"2021","01","桃園市","M","55-64",2
"2021","01","桃園市","M","65以上",1
"2021","01","高雄市","M","25-34",1
"2021","01","高雄市","M","35-44",1
"2021","01","高雄市","M","45-54",3
"2021","01","高雄市","M","55-64",1
"2021","01","基隆市","M","35-44",1
"2021","01","基隆市","M","55-64",1
"2021","01","新北市","M","45-54",1
"2021","01","新北市","M","65以上",1
"2021","01","新竹市","M","35-44",1
"2021","01","嘉義縣","M","25-34",1
"2021","01","彰化縣","M","55-64",1
"2021","02","台中市","M","35-44",1
"2021","02","台中市","M","45-54",2
"2021","02","台北市","M","35-44",1
"2021","02","台北市","M","45-54",2
"2021","02","台南市","M","65以上",1
"2021","02","南投縣","F","35-44",1
"2021","02","南投縣","M","35-44",1
"2021","02","桃園市","F","45-54",1
"2021","02","桃園市","M","25-34",1
"2021","02","桃園市","M","45-54",2
"2021","02","桃園市","M","55-64",1
"2021","02","高雄市","F","45-54",1
"2021","02","高雄市","M","35-44",3
"2021","02","高雄市","M","45-54",3
"2021","02","基隆市","M","55-64",1
"2021","02","新北市","F","55-64",1
"2021","02","新北市","M","45-54",1
"2021","02","新北市","M","55-64",1
"2021","02","彰化縣","M","55-64",1
"2021","03","台中市","M","25-34",2
"2021","03","台中市","M","35-44",2
"2021","03","台中市","M","55-64",1
"2021","03","台北市","M","35-44",4
"2021","03","台北市","M","45-54",1
"2021","03","台北市","M","65以上",2
"2021","03","台南市","M","35-44",1
"2021","03","南投縣","M","45-54",1
"2021","03","桃園市","F","35-44",1
"2021","03","高雄市","M","25-34",1
"2021","03","高雄市","M","55-64",1
"2021","03","新北市","M","15-24",1
"2021","03","新北市","M","35-44",1
"2021","03","新北市","M","45-54",1
"2021","03","彰化縣","M","35-44",1
"2021","04","台中市","M","35-44",1
"2021","04","台中市","M","45-54",1
"2021","04","台北市","M","25-34",2
"2021","04","台北市","M","45-54",2
"2021","04","台北市","M","55-64",1
"2021","04","台東縣","M","35-44",1
"2021","04","台南市","M","25-34",1
"2021","04","台南市","M","65以上",1
"2021","04","屏東縣","M","45-54",2
"2021","04","桃園市","F","35-44",1
"2021","04","桃園市","M","25-34",1
"2021","04","桃園市","M","35-44",2
"2021","04","桃園市","M","45-54",1
"2021","04","高雄市","F","45-54",1
"2021","04","高雄市","M","25-34",1
"2021","04","高雄市","M","35-44",3
"2021","04","高雄市","M","55-64",1
"2021","04","基隆市","M","45-54",1
"2021","04","雲林縣","M","35-44",2
"2021","04","雲林縣","M","45-54",1
"2021","04","雲林縣","M","65以上",1
"2021","04","新北市","M","25-34",1
"2021","04","新北市","M","35-44",2
"2021","04","新竹市","M","55-64",1
"2021","04","彰化縣","M","45-54",2
"2021","04","彰化縣","M","65以上",1
"2021","05","台中市","M","25-34",2
"2021","05","台中市","M","35-44",1
"2021","05","台中市","M","45-54",2
"2021","05","台中市","M","55-64",1
"2021","05","台北市","M","35-44",1
"2021","05","台北市","M","45-54",3
"2021","05","台北市","M","55-64",1
"2021","05","台南市","M","25-34",1
"2021","05","台南市","M","55-64",1
"2021","05","南投縣","M","35-44",1
"2021","05","南投縣","M","45-54",1
"2021","05","桃園市","F","45-54",1
"2021","05","桃園市","M","15-24",1
"2021","05","桃園市","M","55-64",1
"2021","05","高雄市","M","25-34",2
"2021","05","高雄市","M","45-54",5
"2021","05","高雄市","M","55-64",1
"2021","05","高雄市","M","65以上",2
"2021","05","基隆市","M","45-54",1
"2021","05","雲林縣","M","45-54",1
"2021","05","雲林縣","M","55-64",1
"2021","05","新北市","M","35-44",3
"2021","05","新北市","M","45-54",1
"2021","05","新北市","M","65以上",1
"2021","05","嘉義市","M","45-54",1
"2021","05","彰化縣","M","35-44",1
"2021","06","台中市","M","25-34",1
"2021","06","台中市","M","35-44",1
"2021","06","台中市","M","45-54",1
"2021","06","台北市","M","35-44",2
"2021","06","台北市","M","45-54",2
"2021","06","台北市","M","55-64",3
"2021","06","台北市","M","65以上",2
"2021","06","台南市","M","25-34",1
"2021","06","台南市","M","35-44",1
"2021","06","台南市","M","55-64",1
"2021","06","屏東縣","M","45-54",1
"2021","06","屏東縣","M","55-64",1
"2021","06","桃園市","M","35-44",5
"2021","06","桃園市","M","65以上",1
"2021","06","高雄市","M","25-34",1
"2021","06","高雄市","M","35-44",1
"2021","06","高雄市","M","45-54",3
"2021","06","高雄市","M","55-64",1
"2021","06","基隆市","M","45-54",1
"2021","06","雲林縣","M","45-54",1
"2021","06","新北市","M","35-44",1
"2021","06","新竹市","M","35-44",1
"2021","06","新竹市","M","55-64",1
"2021","06","嘉義縣","M","55-64",1
"2021","07","台中市","F","35-44",1
"2021","07","台中市","M","35-44",2
"2021","07","台中市","M","45-54",1
"2021","07","台中市","M","65以上",1
"2021","07","台北市","M","25-34",1
"2021","07","台北市","M","35-44",1
"2021","07","台北市","M","55-64",1
"2021","07","台北市","M","65以上",2
"2021","07","台東縣","M","35-44",1
"2021","07","台東縣","M","45-54",1
"2021","07","台南市","F","65以上",1
"2021","07","台南市","M","25-34",1
"2021","07","南投縣","M","55-64",1
"2021","07","桃園市","F","45-54",1
"2021","07","桃園市","M","25-34",1
"2021","07","高雄市","F","45-54",1
"2021","07","高雄市","M","35-44",2
"2021","07","高雄市","M","45-54",2
"2021","07","高雄市","M","55-64",1
"2021","07","基隆市","F","35-44",1
"2021","07","雲林縣","M","55-64",1
"2021","07","新北市","M","35-44",1
"2021","07","新北市","M","45-54",1
"2021","07","嘉義縣","M","55-64",1
"2021","08","台中市","M","35-44",1
"2021","08","台中市","M","45-54",1
"2021","08","台中市","M","55-64",1
"2021","08","台北市","M","25-34",1
"2021","08","台北市","M","35-44",6
"2021","08","台北市","M","45-54",1
"2021","08","台北市","M","65以上",2
"2021","08","台南市","M","45-54",1
"2021","08","南投縣","M","35-44",1
"2021","08","南投縣","M","55-64",1
"2021","08","屏東縣","M","45-54",1
"2021","08","桃園市","F","65以上",1
"2021","08","桃園市","M","15-24",1
"2021","08","桃園市","M","35-44",2
"2021","08","高雄市","M","25-34",2
"2021","08","高雄市","M","35-44",3
"2021","08","高雄市","M","45-54",2
"2021","08","高雄市","M","55-64",1
"2021","08","高雄市","M","65以上",1
"2021","08","基隆市","M","45-54",1
"2021","08","基隆市","M","55-64",1
"2021","08","雲林縣","M","55-64",1
"2021","08","新北市","M","35-44",2
"2021","08","新北市","M","55-64",1
"2021","08","新竹市","M","55-64",1
"2021","09","台中市","M","35-44",3
"2021","09","台北市","M","15-24",1
"2021","09","台北市","M","35-44",1
"2021","09","台北市","M","45-54",5
"2021","09","台北市","M","55-64",1
"2021","09","台東縣","M","35-44",1
"2021","09","台南市","M","35-44",1
"2021","09","屏東縣","M","35-44",2
"2021","09","屏東縣","M","55-64",1
"2021","09","苗栗縣","M","45-54",1
"2021","09","桃園市","F","45-54",1
"2021","09","桃園市","F","55-64",1
"2021","09","桃園市","M","25-34",1
"2021","09","桃園市","M","45-54",2
"2021","09","高雄市","M","25-34",1
"2021","09","高雄市","M","35-44",2
"2021","09","高雄市","M","45-54",4
"2021","09","高雄市","M","65以上",1
"2021","09","基隆市","M","45-54",1
"2021","09","雲林縣","M","45-54",1
"2021","09","雲林縣","M","65以上",1
"2021","09","新北市","M","35-44",1
"2021","09","新竹市","M","35-44",1
"2021","09","彰化縣","M","35-44",1
"2021","10","台中市","M","25-34",1
"2021","10","台中市","M","35-44",1
"2021","10","台中市","M","55-64",1
"2021","10","台北市","M","25-34",2
"2021","10","台北市","M","35-44",2
"2021","10","台北市","M","45-54",3
"2021","10","台南市","F","35-44",1
"2021","10","台南市","M","35-44",1
"2021","10","桃園市","F","35-44",1
"2021","10","桃園市","M","25-34",2
"2021","10","桃園市","M","45-54",1
"2021","10","桃園市","M","55-64",1
"2021","10","高雄市","M","35-44",2
"2021","10","高雄市","M","45-54",2
"2021","10","高雄市","M","55-64",1
"2021","10","基隆市","M","65以上",1
"2021","10","新北市","F","55-64",1
"2021","10","新北市","M","45-54",3
"2021","10","新北市","M","55-64",2
"2021","10","新竹市","M","25-34",1
"2021","10","新竹市","M","45-54",1
"2021","10","新竹市","M","55-64",1
"2021","10","彰化縣","M","35-44",1
"2021","11","台中市","M","25-34",1
"2021","11","台中市","M","35-44",3
"2021","11","台北市","M","25-34",1
"2021","11","台北市","M","45-54",2
"2021","11","台北市","M","55-64",3
"2021","11","南投縣","M","45-54",1
"2021","11","屏東縣","M","65以上",1
"2021","11","苗栗縣","M","45-54",1
"2021","11","桃園市","M","35-44",3
"2021","11","桃園市","M","45-54",1
"2021","11","基隆市","M","35-44",2
"2021","11","新北市","F","55-64",1
"2021","11","新北市","M","45-54",2
"2021","11","嘉義縣","M","45-54",1
"2021","11","彰化縣","M","45-54",1
"2021","12","台中市","M","35-44",1
"2021","12","台中市","M","45-54",1
"2021","12","台中市","M","65以上",1
"2021","12","台北市","M","25-34",2
"2021","12","台北市","M","35-44",3
"2021","12","台北市","M","45-54",2
"2021","12","台北市","M","55-64",4
"2021","12","台北市","M","65以上",2
"2021","12","台南市","M","65以上",1
"2021","12","宜蘭縣","M","25-34",1
"2021","12","南投縣","M","55-64",1
"2021","12","桃園市","F","35-44",2
"2021","12","桃園市","M","45-54",1
"2021","12","高雄市","M","25-34",1
"2021","12","高雄市","M","35-44",3
"2021","12","高雄市","M","45-54",1
"2021","12","高雄市","M","55-64",2
"2021","12","基隆市","M","35-44",1
"2021","12","雲林縣","M","35-44",1
"2021","12","新北市","F","45-54",1
"2021","12","新北市","M","35-44",2
"2021","12","新北市","M","45-54",2
"2021","12","彰化縣","M","55-64",1
"2022","01","台中市","M","35-44",1
"2022","01","台中市","M","55-64",1
"2022","01","台北市","M","25-34",1
"2022","01","台北市","M","35-44",1
"2022","01","台北市","M","45-54",1
"2022","01","台北市","M","55-64",1
"2022","01","台北市","M","65以上",1
"2022","01","台南市","M","65以上",1
"2022","01","屏東縣","M","35-44",1
"2022","01","桃園市","M","35-44",4
"2022","01","桃園市","M","45-54",4
"2022","01","桃園市","M","55-64",1
"2022","01","高雄市","M","35-44",1
"2022","01","高雄市","M","45-54",1
"2022","01","高雄市","M","55-64",1
"2022","01","雲林縣","M","45-54",1
"2022","01","新北市","M","25-34",1
"2022","01","新竹市","M","35-44",1
"2022","01","彰化縣","M","45-54",1
"2022","01","彰化縣","M","55-64",1
"2022","02","台中市","F","35-44",1
"2022","02","台中市","M","35-44",3
"2022","02","台北市","F","55-64",1
"2022","02","台北市","M","25-34",3
"2022","02","台北市","M","35-44",3
"2022","02","台北市","M","45-54",2
"2022","02","台北市","M","55-64",1
"2022","02","台南市","M","55-64",1
"2022","02","南投縣","M","55-64",1
"2022","02","屏東縣","M","45-54",1
"2022","02","桃園市","F","45-54",1
"2022","02","高雄市","F","45-54",1
"2022","02","高雄市","M","25-34",1
"2022","02","高雄市","M","35-44",2
"2022","02","高雄市","M","45-54",4
"2022","02","高雄市","M","55-64",1
"2022","02","雲林縣","F","55-64",1
"2022","02","新北市","M","35-44",1
"2022","02","新竹市","M","25-34",1
"2022","02","彰化縣","M","35-44",1
"2022","03","台中市","M","25-34",1
"2022","03","台中市","M","35-44",1
"2022","03","台中市","M","55-64",1
"2022","03","台中市","M","65以上",1
"2022","03","台北市","M","25-34",1
"2022","03","台北市","M","35-44",1
"2022","03","台北市","M","45-54",2
"2022","03","台南市","M","45-54",1
"2022","03","台南市","M","55-64",1
"2022","03","花蓮縣","M","55-64",1
"2022","03","南投縣","M","55-64",1
"2022","03","桃園市","M","35-44",1
"2022","03","高雄市","M","35-44",3
"2022","03","高雄市","M","45-54",1
"2022","03","高雄市","M","65以上",1
"2022","03","雲林縣","M","35-44",1
"2022","03","新北市","M","25-34",1
"2022","03","新北市","M","65以上",1
"2022","03","彰化縣","F","45-54",1
"2022","03","彰化縣","M","35-44",1
"2022","03","彰化縣","M","55-64",1
"2022","04","台中市","M","45-54",1
"2022","04","台中市","M","55-64",1
"2022","04","台北市","M","25-34",2
"2022","04","台北市","M","35-44",1
"2022","04","台南市","M","25-34",1
"2022","04","台南市","M","55-64",1
"2022","04","宜蘭縣","M","55-64",1
"2022","04","花蓮縣","M","25-34",1
"2022","04","苗栗縣","M","55-64",1
"2022","04","桃園市","M","35-44",1
"2022","04","桃園市","M","45-54",1
"2022","04","桃園市","M","65以上",1
"2022","04","高雄市","M","25-34",1
"2022","04","高雄市","M","45-54",1
"2022","04","高雄市","M","65以上",1
"2022","04","基隆市","M","45-54",1
"2022","04","基隆市","M","55-64",1
"2022","04","新北市","M","25-34",1
"2022","04","新北市","M","35-44",2
"2022","04","新北市","M","45-54",3
"2022","04","新北市","M","55-64",2
"2022","04","新北市","M","65以上",2
"2022","04","新竹市","M","25-34",1
"2022","04","嘉義市","M","35-44",1
"2022","04","嘉義縣","M","45-54",1
"2022","05","台中市","F","65以上",1
"2022","05","台中市","M","45-54",2
"2022","05","台中市","M","65以上",1
"2022","05","台北市","M","15-24",1
"2022","05","台北市","M","25-34",2
"2022","05","台北市","M","35-44",1
"2022","05","台北市","M","55-64",1
"2022","05","台北市","M","65以上",2
"2022","05","台南市","M","35-44",2
"2022","05","台南市","M","45-54",1
"2022","05","南投縣","M","55-64",1
"2022","05","屏東縣","F","35-44",1
"2022","05","桃園市","M","45-54",1
"2022","05","高雄市","M","25-34",1
"2022","05","高雄市","M","35-44",2
"2022","05","高雄市","M","45-54",3
"2022","05","高雄市","M","55-64",2
"2022","05","雲林縣","M","45-54",1
"2022","05","新北市","M","25-34",1
"2022","05","新北市","M","45-54",1
"2022","05","新北市","M","55-64",1
"2022","05","新北市","M","65以上",1
"2022","05","新竹市","M","35-44",1
"2022","05","彰化縣","M","45-54",1
"2022","05","彰化縣","M","55-64",1
"2022","06","台中市","F","45-54",1
"2022","06","台中市","M","35-44",2
"2022","06","台中市","M","45-54",3
"2022","06","台中市","M","55-64",1
"2022","06","台北市","M","25-34",1
"2022","06","台北市","M","35-44",2
"2022","06","台北市","M","45-54",2
"2022","06","台北市","M","55-64",1
"2022","06","台北市","M","65以上",1
"2022","06","宜蘭縣","M","35-44",1
"2022","06","花蓮縣","M","35-44",1
"2022","06","南投縣","M","45-54",2
"2022","06","桃園市","F","45-54",1
"2022","06","桃園市","F","65以上",2
"2022","06","桃園市","M","25-34",1
"2022","06","桃園市","M","45-54",4
"2022","06","高雄市","F","65以上",1
"2022","06","高雄市","M","25-34",1
"2022","06","高雄市","M","35-44",1
"2022","06","高雄市","M","45-54",2
"2022","06","雲林縣","M","45-54",1
"2022","06","新北市","M","35-44",5
"2022","06","新北市","M","45-54",1
"2022","06","新竹市","M","15-24",1
"2022","06","新竹縣","M","35-44",1
"2022","06","嘉義縣","M","35-44",1
"2022","06","彰化縣","M","35-44",1
"2022","07","台中市","M","25-34",1
"2022","07","台中市","M","35-44",1
"2022","07","台中市","M","45-54",1
"2022","07","台中市","M","55-64",1
"2022","07","台北市","M","15-24",1
"2022","07","台北市","M","25-34",1
"2022","07","台北市","M","35-44",1
"2022","07","台北市","M","45-54",4
"2022","07","台北市","M","65以上",1
"2022","07","台南市","M","45-54",1
"2022","07","宜蘭縣","M","15-24",1
