確定病名,死亡年份,死亡月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數
嚴重特殊傳染性肺炎,2024,2,新北市,三芝區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,2,桃園市,桃園區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,桃園市,桃園區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,桃園市,中壢區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,2,桃園市,中壢區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,2,桃園市,中壢區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,2,桃園市,大溪區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,桃園市,大園區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,2,桃園市,龜山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,桃園市,龜山區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,2,桃園市,八德區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,桃園市,龍潭區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,2,桃園市,龍潭區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,2,桃園市,平鎮區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,2,桃園市,平鎮區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,2,桃園市,新屋區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,桃園市,復興區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,新竹縣,關西鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,新竹縣,竹北市,M,否,60-64,2
嚴重特殊傳染性肺炎,2024,2,新竹縣,湖口鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,新竹縣,橫山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,新竹縣,芎林鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,宜蘭縣,宜蘭市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,宜蘭縣,羅東鎮,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,2,宜蘭縣,蘇澳鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,宜蘭縣,五結鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,2,宜蘭縣,五結鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,苗栗縣,大湖鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,苗栗縣,公館鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,苗栗縣,三義鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,彰化市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,彰化市,M,否,70+,3
嚴重特殊傳染性肺炎,2024,2,彰化縣,鹿港鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,和美鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2024,2,彰化縣,和美鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,員林市,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,員林市,F,否,70+,2
嚴重特殊傳染性肺炎,2024,2,彰化縣,溪湖鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,福興鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,秀水鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,花壇鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,花壇鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,花壇鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,大村鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,埔鹽鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,埔心鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,埔心鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,社頭鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,二水鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,埤頭鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,芳苑鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,芳苑鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,彰化縣,竹塘鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,南投縣,南投市,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,2,南投縣,南投市,M,否,70+,2
嚴重特殊傳染性肺炎,2024,2,南投縣,埔里鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2024,2,南投縣,草屯鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,南投縣,草屯鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,南投縣,竹山鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,南投縣,集集鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,南投縣,鹿谷鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2024,2,南投縣,魚池鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,雲林縣,斗六市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,雲林縣,斗南鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,雲林縣,虎尾鎮,M,否,50-54,1
嚴重特殊傳染性肺炎,2024,2,雲林縣,大埤鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,雲林縣,莿桐鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,雲林縣,崙背鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,雲林縣,四湖鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,嘉義縣,朴子市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,嘉義縣,布袋鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,嘉義縣,民雄鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,2,屏東縣,屏東市,M,否,70+,3
嚴重特殊傳染性肺炎,2024,2,屏東縣,潮州鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,屏東縣,萬丹鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,屏東縣,內埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,澎湖縣,白沙鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,2,澎湖縣,西嶼鄉,F,否,0-4,1
嚴重特殊傳染性肺炎,2024,2,花蓮縣,新城鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,花蓮縣,吉安鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,2,花蓮縣,吉安鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,花蓮縣,壽豐鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2024,2,台東縣,台東市,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,2,台東縣,關山鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,2,金門縣,金城鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台北市,松山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台北市,松山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台北市,大安區,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,3,台北市,大安區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台北市,大安區,M,否,70+,4
嚴重特殊傳染性肺炎,2024,3,台北市,中山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,3,台北市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台北市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台北市,內湖區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台北市,內湖區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,台北市,南港區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台北市,南港區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台北市,士林區,F,否,70+,3
嚴重特殊傳染性肺炎,2024,3,台北市,士林區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,台北市,信義區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,台北市,信義區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台北市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台北市,萬華區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台北市,文山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,東勢區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,台中市,大甲區,M,否,40-44,1
嚴重特殊傳染性肺炎,2024,3,台中市,大甲區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,台中市,清水區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,沙鹿區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,沙鹿區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,外埔區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,烏日區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,台中市,大肚區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,大肚區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,龍井區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,太平區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,3,台中市,太平區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,3,台中市,太平區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,台中市,大里區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,中區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,3,台中市,東區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,台中市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,西區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,3,台中市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,西區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,台中市,南區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,西屯區,M,否,40-44,1
嚴重特殊傳染性肺炎,2024,3,台中市,西屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台中市,南屯區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,3,台中市,北屯區,F,否,70+,4
嚴重特殊傳染性肺炎,2024,3,台南市,新營區,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,3,台南市,新營區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,新營區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,麻豆區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,新化區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,善化區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,學甲區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,柳營區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,新市區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,楠西區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,南化區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,歸仁區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,關廟區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,台南市,關廟區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,永康區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,永康區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,南區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,北區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,台南市,安南區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台南市,安南區,M,否,70+,4
嚴重特殊傳染性肺炎,2024,3,高雄市,鳳山區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,高雄市,鳳山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,高雄市,鳳山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,高雄市,大寮區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,高雄市,大寮區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,高雄市,仁武區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,高雄市,大社區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,高雄市,燕巢區,F,否,70+,3
嚴重特殊傳染性肺炎,2024,3,高雄市,路竹區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,高雄市,梓官區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,高雄市,甲仙區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,高雄市,內門區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,高雄市,鹽埕區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,高雄市,左營區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,高雄市,三民區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,高雄市,苓雅區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,高雄市,苓雅區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,高雄市,前鎮區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,高雄市,旗津區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,高雄市,旗津區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,高雄市,小港區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,基隆市,安樂區,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,3,新竹市,東區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,新竹市,香山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,嘉義市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,新北市,板橋區,F,否,50-54,1
嚴重特殊傳染性肺炎,2024,3,新北市,板橋區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,新北市,板橋區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,3,新北市,板橋區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,新北市,永和區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,新北市,中和區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,3,新北市,中和區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,3,新北市,中和區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,新北市,中和區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,新北市,新店區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,新北市,新莊區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,新北市,新莊區,F,否,70+,3
嚴重特殊傳染性肺炎,2024,3,新北市,新莊區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,3,新北市,樹林區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,3,新北市,淡水區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,新北市,汐止區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,新北市,土城區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,新北市,土城區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,新北市,蘆洲區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,3,新北市,蘆洲區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,3,新北市,蘆洲區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,新北市,泰山區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,3,桃園市,桃園區,M,否,0-4,1
嚴重特殊傳染性肺炎,2024,3,桃園市,桃園區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,桃園市,桃園區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,桃園市,中壢區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,桃園市,中壢區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,桃園市,大溪區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,桃園市,楊梅區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,桃園市,楊梅區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,桃園市,龜山區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,3,桃園市,龍潭區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,桃園市,平鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,新竹縣,新埔鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,新竹縣,竹東鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,新竹縣,竹北市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,宜蘭縣,宜蘭市,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,3,宜蘭縣,宜蘭市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,宜蘭縣,羅東鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,宜蘭縣,蘇澳鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,宜蘭縣,冬山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,宜蘭縣,三星鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,宜蘭縣,三星鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,苗栗縣,苑裡鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,苗栗縣,苑裡鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,彰化縣,鹿港鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,彰化縣,員林市,F,否,70+,2
嚴重特殊傳染性肺炎,2024,3,彰化縣,員林市,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,彰化縣,田中鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,彰化縣,二林鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,彰化縣,秀水鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,彰化縣,花壇鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,彰化縣,埔鹽鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,彰化縣,永靖鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,彰化縣,社頭鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,彰化縣,溪州鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,南投縣,南投市,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,南投縣,埔里鎮,F,否,5-9,1
嚴重特殊傳染性肺炎,2024,3,南投縣,埔里鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,南投縣,埔里鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,南投縣,草屯鎮,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,3,南投縣,草屯鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,南投縣,竹山鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,南投縣,水里鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,南投縣,水里鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,雲林縣,斗南鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2024,3,嘉義縣,布袋鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,嘉義縣,民雄鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,嘉義縣,六腳鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,嘉義縣,東石鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,嘉義縣,水上鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,嘉義縣,中埔鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,嘉義縣,竹崎鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,嘉義縣,竹崎鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,屏東縣,屏東市,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,3,屏東縣,屏東市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,屏東縣,屏東市,M,否,70+,2
嚴重特殊傳染性肺炎,2024,3,屏東縣,長治鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,屏東縣,高樹鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,屏東縣,內埔鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2024,3,屏東縣,獅子鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,澎湖縣,馬公市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,花蓮縣,花蓮市,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,3,花蓮縣,花蓮市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,花蓮縣,花蓮市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台東縣,成功鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,3,台東縣,池上鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2024,3,金門縣,金城鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,3,金門縣,金湖鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台北市,大安區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台北市,大同區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,4,台北市,大同區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台北市,士林區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台北市,信義區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,4,台北市,信義區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台北市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台北市,文山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,4,台北市,文山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台中市,豐原區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台中市,太平區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,4,台中市,大里區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,4,台中市,大里區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台中市,大里區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台中市,南區,F,否,50-54,2
嚴重特殊傳染性肺炎,2024,4,台中市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台中市,北屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台中市,北屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台南市,新營區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台南市,麻豆區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台南市,佳里區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台南市,新化區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,4,台南市,新化區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台南市,學甲區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台南市,大內區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,4,台南市,西港區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台南市,關廟區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,4,台南市,永康區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台南市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台南市,北區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,4,高雄市,鳳山區,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,4,高雄市,鳳山區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,4,高雄市,旗山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,高雄市,美濃區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,高雄市,林園區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,4,高雄市,燕巢區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,4,高雄市,楠梓區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,4,高雄市,楠梓區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,4,高雄市,三民區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,4,高雄市,苓雅區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,高雄市,前鎮區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,基隆市,安樂區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,基隆市,信義區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,新竹市,東區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,4,新竹市,東區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,4,新竹市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,新北市,板橋區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,4,新北市,板橋區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,4,新北市,三重區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,新北市,三重區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,4,新北市,永和區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,新北市,永和區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,新北市,新店區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,新北市,鶯歌區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,新北市,鶯歌區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,新北市,淡水區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,4,新北市,淡水區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,新北市,汐止區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,新北市,汐止區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,新北市,土城區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,4,新北市,蘆洲區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,桃園市,桃園區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,桃園市,中壢區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,4,桃園市,中壢區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,桃園市,大溪區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,新竹縣,北埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,宜蘭縣,礁溪鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,宜蘭縣,三星鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,苗栗縣,公館鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,彰化縣,鹿港鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2024,4,彰化縣,員林市,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,4,彰化縣,員林市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,彰化縣,二林鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,彰化縣,花壇鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2024,4,彰化縣,二水鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,彰化縣,芳苑鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,南投縣,南投市,M,否,70+,2
